id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,number_attendances,average20182019,percent_variation
3517,20200621,S08000015,,65 - 74,,All,d,224,221.5,1.1
3518,20200621,S08000015,,75 - 84,,All,d,176,179.5,-1.9
3519,20200621,S08000015,,85 and over,,All,d,89,87,2.3
3520,20200621,S08000015,,All ages,d,All,d,1866,2163.5,-13.8
3521,20200621,S08000015,,All ages,d,Female,,902,1022.5,-11.8
3522,20200621,S08000015,,All ages,d,Male,,944,1112.5,-15.1
3523,20200621,S08000016,,Under 5,,All,d,20,22.5,-11.1
3524,20200621,S08000016,,5 - 14,,All,d,25,50,-50
3525,20200621,S08000016,,15 - 44,,All,d,134,193.5,-30.7
3526,20200621,S08000016,,45 - 64,,All,d,139,150,-7.3
3527,20200621,S08000016,,65 - 74,,All,d,79,89,-11.2
3528,20200621,S08000016,,75 - 84,,All,d,56,80,-30
3529,20200621,S08000016,,85 and over,,All,d,44,49.5,-11.1
3530,20200621,S08000016,,All ages,d,All,d,506,655,-22.7
3531,20200621,S08000016,,All ages,d,Female,,264,308,-14.3
3532,20200621,S08000016,,All ages,d,Male,,233,326.5,-28.6
3533,20200621,S08000017,,Under 5,,All,d,26,71,-63.4
3534,20200621,S08000017,,5 - 14,,All,d,53,105,-49.5
3535,20200621,S08000017,,15 - 44,,All,d,233,287.5,-19
3536,20200621,S08000017,,45 - 64,,All,d,190,190.5,-0.3
3537,20200621,S08000017,,65 - 74,,All,d,94,101.5,-7.4
3538,20200621,S08000017,,75 - 84,,All,d,100,100,0
3539,20200621,S08000017,,85 and over,,All,d,41,47,-12.8
3540,20200621,S08000017,,All ages,d,All,d,745,935.5,-20.4
3541,20200621,S08000017,,All ages,d,Female,,368,459,-19.8
3542,20200621,S08000017,,All ages,d,Male,,369,443.5,-16.8
3543,20200621,S08000019,,Under 5,,All,d,44,89,-50.6
3544,20200621,S08000019,,5 - 14,,All,d,55,152.5,-63.9
3545,20200621,S08000019,,15 - 44,,All,d,325,485,-33
3546,20200621,S08000019,,45 - 64,,All,d,253,313.5,-19.3
3547,20200621,S08000019,,65 - 74,,All,d,108,123.5,-12.6
3548,20200621,S08000019,,75 - 84,,All,d,97,97,0
3549,20200621,S08000019,,85 and over,,All,d,58,56.5,2.7
3550,20200621,S08000019,,All ages,d,All,d,949,1353,-29.9
3551,20200621,S08000019,,All ages,d,Female,,438,617.5,-29.1
3552,20200621,S08000019,,All ages,d,Male,,502,699.5,-28.2
3553,20200621,S08000020,,Under 5,,All,d,103,168,-38.7
3554,20200621,S08000020,,5 - 14,,All,d,155,310,-50
3555,20200621,S08000020,,15 - 44,,All,d,474,774.5,-38.8
3556,20200621,S08000020,,45 - 64,,All,d,315,423.5,-25.6
3557,20200621,S08000020,,65 - 74,,All,d,148,179,-17.3
3558,20200621,S08000020,,75 - 84,,All,d,153,156,-1.9
3559,20200621,S08000020,,85 and over,,All,d,96,89.5,7.3
3560,20200621,S08000020,,All ages,d,All,d,1465,2176,-32.7
3561,20200621,S08000020,,All ages,d,Female,,673,1030.5,-34.7
3562,20200621,S08000020,,All ages,d,Male,,771,1070,-27.9
3563,20200621,S08000022,,Under 5,,All,d,35,59.5,-41.2
3564,20200621,S08000022,,5 - 14,,All,d,56,144.5,-61.2
3565,20200621,S08000022,,15 - 44,,All,d,329,439,-25.1
3566,20200621,S08000022,,45 - 64,,All,d,235,266.5,-11.8
3567,20200621,S08000022,,65 - 74,,All,d,81,116.5,-30.5
3568,20200621,S08000022,,75 - 84,,All,d,79,110,-28.2
3569,20200621,S08000022,,85 and over,,All,d,44,57,-22.8
3570,20200621,S08000022,,All ages,d,All,d,880,1333.5,-34
3571,20200621,S08000022,,All ages,d,Female,,432,545,-20.7
3572,20200621,S08000022,,All ages,d,Male,,427,648,-34.1
3573,20200621,S08000024,,Under 5,,All,d,387,544.5,-28.9
3574,20200621,S08000024,,5 - 14,,All,d,362,676.5,-46.5
3575,20200621,S08000024,,15 - 44,,All,d,1256,1476,-14.9
3576,20200621,S08000024,,45 - 64,,All,d,784,883,-11.2
3577,20200621,S08000024,,65 - 74,,All,d,339,337.5,0.4
3578,20200621,S08000024,,75 - 84,,All,d,266,307,-13.4
3579,20200621,S08000024,,85 and over,,All,d,171,172.5,-0.9
3580,20200621,S08000024,,All ages,d,All,d,3623,4594,-21.1
3581,20200621,S08000024,,All ages,d,Female,,1772,2145,-17.4
3582,20200621,S08000024,,All ages,d,Male,,1793,2252,-20.4
3583,20200621,S08000025,,Under 5,,All,d,5,8,-37.5
3584,20200621,S08000025,,15 - 44,,All,d,27,33.5,-19.4
3585,20200621,S08000025,,45 - 64,,All,d,24,35,-31.4
3586,20200621,S08000025,,65 - 74,,All,d,9,14.5,-37.9
3587,20200621,S08000025,,75 - 84,,All,d,12,15,-20
3588,20200621,S08000025,,85 and over,,All,d,9,5,80
3589,20200621,S08000025,,All ages,d,All,d,91,138.5,-34.3
3590,20200621,S08000025,,All ages,d,Female,,48,54.5,-11.9
3591,20200621,S08000025,,All ages,d,Male,,41,70,-41.4
3592,20200621,S08000026,,Under 5,,All,d,6,7.5,-20
3593,20200621,S08000026,,5 - 14,,All,d,11,14.5,-24.1
3594,20200621,S08000026,,15 - 44,,All,d,48,55.5,-13.5
3595,20200621,S08000026,,45 - 64,,All,d,25,32,-21.9
3596,20200621,S08000026,,65 - 74,,All,d,20,19,5.3
3597,20200621,S08000026,,75 - 84,,All,d,9,9,0
3598,20200621,S08000026,,All ages,d,All,d,124,154.5,-19.7
3599,20200621,S08000026,,All ages,d,Female,,47,62,-24.2
3600,20200621,S08000026,,All ages,d,Male,,75,80.5,-6.8
3601,20200621,S08000028,,Under 5,,All,d,5,4.5,11.1
3602,20200621,S08000028,,5 - 14,,All,d,7,8,-12.5
3603,20200621,S08000028,,15 - 44,,All,d,26,37.5,-30.7
3604,20200621,S08000028,,45 - 64,,All,d,21,29.5,-28.8
3605,20200621,S08000028,,65 - 74,,All,d,13,16.5,-21.2
3606,20200621,S08000028,,All ages,d,All,d,82,126.5,-35.2
3607,20200621,S08000028,,All ages,d,Female,,38,52,-26.9
