id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,number_attendances,average20182019,percent_variation
7212,20201213,S08000016,,75 - 84,,All,d,61,91,-33
7213,20201213,S08000016,,85 and over,,All,d,31,51,-39.2
7214,20201213,S08000016,,All ages,d,All,d,459,588,-21.9
7215,20201213,S08000016,,All ages,d,Female,,236,289.5,-18.5
7216,20201213,S08000016,,All ages,d,Male,,216,290.5,-25.6
7217,20201213,S08000017,,Under 5,,All,d,25,104.5,-76.1
7218,20201213,S08000017,,5 - 14,,All,d,48,79.5,-39.6
7219,20201213,S08000017,,15 - 44,,All,d,193,288,-33
7220,20201213,S08000017,,45 - 64,,All,d,138,175,-21.1
7221,20201213,S08000017,,65 - 74,,All,d,88,102,-13.7
7222,20201213,S08000017,,75 - 84,,All,d,59,94,-37.2
7223,20201213,S08000017,,85 and over,,All,d,40,48.5,-17.5
7224,20201213,S08000017,,All ages,d,All,d,597,902.5,-33.9
7225,20201213,S08000017,,All ages,d,Female,,285,443.5,-35.7
7226,20201213,S08000017,,All ages,d,Male,,306,448,-31.7
7227,20201213,S08000019,,Under 5,,All,d,57,114,-50
7228,20201213,S08000019,,5 - 14,,All,d,49,96,-49
7229,20201213,S08000019,,15 - 44,,All,d,239,410,-41.7
7230,20201213,S08000019,,45 - 64,,All,d,213,284,-25
7231,20201213,S08000019,,65 - 74,,All,d,94,127,-26
7232,20201213,S08000019,,75 - 84,,All,d,87,135,-35.6
7233,20201213,S08000019,,85 and over,,All,d,65,61,6.6
7234,20201213,S08000019,,All ages,d,All,d,809,1245,-35
7235,20201213,S08000019,,All ages,d,Female,,389,598,-34.9
7236,20201213,S08000019,,All ages,d,Male,,415,629,-34
7237,20201213,S08000020,,Under 5,,All,d,111,185,-40
7238,20201213,S08000020,,5 - 14,,All,d,165,206,-19.9
7239,20201213,S08000020,,15 - 44,,All,d,457,694,-34.1
7240,20201213,S08000020,,45 - 64,,All,d,286,406,-29.6
7241,20201213,S08000020,,65 - 74,,All,d,163,176.5,-7.6
7242,20201213,S08000020,,75 - 84,,All,d,142,166,-14.5
7243,20201213,S08000020,,85 and over,,All,d,98,107.5,-8.8
7244,20201213,S08000020,,All ages,d,All,d,1444,1986,-27.3
7245,20201213,S08000020,,All ages,d,Female,,698,958,-27.1
7246,20201213,S08000020,,All ages,d,Male,,724,983,-26.3
7247,20201213,S08000022,,Under 5,,All,d,49,59.5,-17.6
7248,20201213,S08000022,,5 - 14,,All,d,79,81.5,-3.1
7249,20201213,S08000022,,15 - 44,,All,d,273,392,-30.4
7250,20201213,S08000022,,45 - 64,,All,d,208,229.5,-9.4
7251,20201213,S08000022,,65 - 74,,All,d,80,121.5,-34.2
7252,20201213,S08000022,,75 - 84,,All,d,111,113.5,-2.2
7253,20201213,S08000022,,85 and over,,All,d,59,64.5,-8.5
7254,20201213,S08000022,,All ages,d,All,d,887,1099,-19.3
7255,20201213,S08000022,,All ages,d,Female,,418,521.5,-19.8
7256,20201213,S08000022,,All ages,d,Male,,441,540.5,-18.4
7257,20201213,S08000024,,Under 5,,All,d,373,741,-49.7
7258,20201213,S08000024,,5 - 14,,All,d,447,544,-17.8
7259,20201213,S08000024,,15 - 44,,All,d,1118,1419.5,-21.2
7260,20201213,S08000024,,45 - 64,,All,d,659,833.5,-20.9
7261,20201213,S08000024,,65 - 74,,All,d,264,358.5,-26.4
7262,20201213,S08000024,,75 - 84,,All,d,254,308,-17.5
7263,20201213,S08000024,,85 and over,,All,d,169,198.5,-14.9
7264,20201213,S08000024,,All ages,d,All,d,3375,4591,-26.5
7265,20201213,S08000024,,All ages,d,Female,,1627,2156.5,-24.6
7266,20201213,S08000024,,All ages,d,Male,,1657,2246.5,-26.2
7267,20201213,S08000025,,Under 5,,All,d,7,9,-22.2
7268,20201213,S08000025,,5 - 14,,All,d,16,10,60
7269,20201213,S08000025,,15 - 44,,All,d,13,33,-60.6
7270,20201213,S08000025,,45 - 64,,All,d,14,25,-44
7271,20201213,S08000025,,65 - 74,,All,d,14,15,-6.7
7272,20201213,S08000025,,75 - 84,,All,d,16,17.5,-8.6
7273,20201213,S08000025,,85 and over,,All,d,9,13,-30.8
7274,20201213,S08000025,,All ages,d,All,d,91,124,-26.6
7275,20201213,S08000025,,All ages,d,Female,,51,58.5,-12.8
7276,20201213,S08000025,,All ages,d,Male,,38,64,-40.6
7277,20201213,S08000026,,Under 5,,All,d,7,8,-12.5
7278,20201213,S08000026,,5 - 14,,All,d,6,10,-40
7279,20201213,S08000026,,15 - 44,,All,d,34,52.5,-35.2
7280,20201213,S08000026,,45 - 64,,All,d,18,22.5,-20
7281,20201213,S08000026,,65 - 74,,All,d,21,21,0
7282,20201213,S08000026,,75 - 84,,All,d,13,16.5,-21.2
7283,20201213,S08000026,,85 and over,,All,d,5,6.5,-23.1
7284,20201213,S08000026,,All ages,d,All,d,107,141,-24.1
7285,20201213,S08000026,,All ages,d,Female,,49,65.5,-25.2
7286,20201213,S08000026,,All ages,d,Male,,55,71.5,-23.1
7287,20201213,S08000028,,5 - 14,,All,d,12,11.5,4.3
7288,20201213,S08000028,,15 - 44,,All,d,13,33,-60.6
7289,20201213,S08000028,,45 - 64,,All,d,14,27.5,-49.1
7290,20201213,S08000028,,65 - 74,,All,d,11,15.5,-29
7291,20201213,S08000028,,75 - 84,,All,d,10,14,-28.6
7292,20201213,S08000028,,85 and over,,All,d,10,10,0
7293,20201213,S08000028,,All ages,d,All,d,71,123,-42.3
7294,20201213,S08000028,,All ages,d,Female,,32,53.5,-40.2
7295,20201213,S08000028,,All ages,d,Male,,39,66.5,-41.4
7296,20201213,S08000029,,Under 5,,All,d,66,122.5,-46.1
7297,20201213,S08000029,,5 - 14,,All,d,73,117,-37.6
7298,20201213,S08000029,,15 - 44,,All,d,333,431.5,-22.8
7299,20201213,S08000029,,45 - 64,,All,d,226,286.5,-21.1
7300,20201213,S08000029,,65 - 74,,All,d,91,125,-27.2
7301,20201213,S08000029,,75 - 84,,All,d,82,128,-35.9
7302,20201213,S08000029,,85 and over,,All,d,58,60,-3.3
7303,20201213,S08000029,,All ages,d,All,d,939,1281.5,-26.7
7304,20201213,S08000029,,All ages,d,Female,,433,625,-30.7
7305,20201213,S08000029,,All ages,d,Male,,496,645.5,-23.2
7306,20201213,S08000030,,Under 5,,All,d,73,112.5,-35.1
7307,20201213,S08000030,,5 - 14,,All,d,118,140,-15.7
7308,20201213,S08000030,,15 - 44,,All,d,380,538,-29.4
7309,20201213,S08000030,,45 - 64,,All,d,226,286.5,-21.1
7310,20201213,S08000030,,65 - 74,,All,d,93,137.5,-32.4
7311,20201213,S08000030,,75 - 84,,All,d,92,114,-19.3
7312,20201213,S08000030,,85 and over,,All,d,64,92.5,-30.8
7313,20201213,S08000030,,All ages,d,All,d,1062,1439,-26.2
7314,20201213,S08000030,,All ages,d,Female,,512,701.5,-27
7315,20201213,S08000030,,All ages,d,Male,,534,719.5,-25.8
7316,20201213,S08000031,,Under 5,,All,d,476,1038,-54.1
7317,20201213,S08000031,,5 - 14,,All,d,470,664,-29.2
7318,20201213,S08000031,,15 - 44,,All,d,1628,2406.5,-32.3
7319,20201213,S08000031,,45 - 64,,All,d,1073,1505,-28.7
7320,20201213,S08000031,,65 - 74,,All,d,404,592.5,-31.8
7321,20201213,S08000031,,75 - 84,,All,d,411,568,-27.6
7322,20201213,S08000031,,85 and over,,All,d,285,320,-10.9
7323,20201213,S08000031,,All ages,d,All,d,4808,7181,-33
7324,20201213,S08000031,,All ages,d,Female,,2412,3541,-31.9
7325,20201213,S08000031,,All ages,d,Male,,2335,3553,-34.3
7326,20201213,S08000032,,Under 5,,All,d,159,230,-30.9
7327,20201213,S08000032,,5 - 14,,All,d,214,281.5,-24
7328,20201213,S08000032,,15 - 44,,All,d,999,1337,-25.3
7329,20201213,S08000032,,45 - 64,,All,d,827,992,-16.6
7330,20201213,S08000032,,65 - 74,,All,d,370,429.5,-13.9
7331,20201213,S08000032,,75 - 84,,All,d,317,399,-20.6
7332,20201213,S08000032,,85 and over,,All,d,177,186,-4.8
7333,20201213,S08000032,,All ages,d,All,d,3089,3889.5,-20.6
7334,20201213,S08000032,,All ages,d,Female,,1607,1937,-17
7335,20201213,S08000032,,All ages,d,Male,,1456,1918,-24.1
7336,20201213,S92000003,d,Under 5,,All,d,1516,3042,-50.2
7337,20201213,S92000003,d,5 - 14,,All,d,1848,2490,-25.8
7338,20201213,S92000003,d,15 - 44,,All,d,6243,8842.5,-29.4
7339,20201213,S92000003,d,45 - 64,,All,d,4326,5659,-23.6
7340,20201213,S92000003,d,65 - 74,,All,d,1904,2514.5,-24.3
7341,20201213,S92000003,d,75 - 84,,All,d,1786,2363,-24.4
7342,20201213,S92000003,d,85 and over,,All,d,1148,1324.5,-13.3
7343,20201213,S92000003,d,All ages,d,All,d,19064,26721.5,-28.7
7344,20201213,S92000003,d,All ages,d,Female,,9403,12992.5,-27.6
7345,20201213,S92000003,d,All ages,d,Male,,9368,13243,-29.3
7346,20201220,S08000015,,Under 5,,All,d,99,274.5,-63.9
7347,20201220,S08000015,,5 - 14,,All,d,106,184,-42.4
7348,20201220,S08000015,,15 - 44,,All,d,450,678,-33.6
7349,20201220,S08000015,,45 - 64,,All,d,320,469,-31.8
7350,20201220,S08000015,,65 - 74,,All,d,139,230,-39.6
7351,20201220,S08000015,,75 - 84,,All,d,150,192,-21.9
7352,20201220,S08000015,,85 and over,,All,d,72,113.5,-36.6
7353,20201220,S08000015,,All ages,d,All,d,1344,2164.5,-37.9
7354,20201220,S08000015,,All ages,d,Female,,666,1071.5,-37.8
7355,20201220,S08000015,,All ages,d,Male,,670,1069.5,-37.4
7356,20201220,S08000016,,Under 5,,All,d,26,28,-7.1
7357,20201220,S08000016,,5 - 14,,All,d,24,34,-29.4
7358,20201220,S08000016,,15 - 44,,All,d,142,154,-7.8
7359,20201220,S08000016,,45 - 64,,All,d,127,121.5,4.5
7360,20201220,S08000016,,65 - 74,,All,d,50,75.5,-33.8
7361,20201220,S08000016,,75 - 84,,All,d,76,82.5,-7.9
7362,20201220,S08000016,,85 and over,,All,d,44,62.5,-29.6
7363,20201220,S08000016,,All ages,d,All,d,493,566,-12.9
7364,20201220,S08000016,,All ages,d,Female,,219,284,-22.9
7365,20201220,S08000016,,All ages,d,Male,,270,274,-1.5
7366,20201220,S08000017,,Under 5,,All,d,35,103.5,-66.2
7367,20201220,S08000017,,5 - 14,,All,d,47,74.5,-36.9
7368,20201220,S08000017,,15 - 44,,All,d,219,277,-20.9
7369,20201220,S08000017,,45 - 64,,All,d,144,201.5,-28.5
7370,20201220,S08000017,,65 - 74,,All,d,75,104,-27.9
7371,20201220,S08000017,,75 - 84,,All,d,78,103,-24.3
7372,20201220,S08000017,,85 and over,,All,d,43,56,-23.2
7373,20201220,S08000017,,All ages,d,All,d,652,939,-30.6
7374,20201220,S08000017,,All ages,d,Female,,301,470,-36
7375,20201220,S08000017,,All ages,d,Male,,340,449.5,-24.4
7376,20201220,S08000019,,Under 5,,All,d,52,105,-50.5
7377,20201220,S08000019,,5 - 14,,All,d,50,85,-41.2
7378,20201220,S08000019,,15 - 44,,All,d,241,403,-40.2
7379,20201220,S08000019,,45 - 64,,All,d,199,297,-33
7380,20201220,S08000019,,65 - 74,,All,d,109,140,-22.1
7381,20201220,S08000019,,75 - 84,,All,d,95,115.5,-17.7
7382,20201220,S08000019,,85 and over,,All,d,70,70,0
7383,20201220,S08000019,,All ages,d,All,d,818,1235,-33.8
7384,20201220,S08000019,,All ages,d,Female,,394,578,-31.8
7385,20201220,S08000019,,All ages,d,Male,,422,637.5,-33.8
7386,20201220,S08000020,,Under 5,,All,d,94,203,-53.7
7387,20201220,S08000020,,5 - 14,,All,d,148,183,-19.1
7388,20201220,S08000020,,15 - 44,,All,d,442,681.5,-35.1
7389,20201220,S08000020,,45 - 64,,All,d,320,440.5,-27.4
7390,20201220,S08000020,,65 - 74,,All,d,149,211.5,-29.6
7391,20201220,S08000020,,75 - 84,,All,d,121,190,-36.3
7392,20201220,S08000020,,85 and over,,All,d,80,112.5,-28.9
7393,20201220,S08000020,,All ages,d,All,d,1377,2081.5,-33.8
7394,20201220,S08000020,,All ages,d,Female,,640,994.5,-35.6
7395,20201220,S08000020,,All ages,d,Male,,714,1027.5,-30.5
7396,20201220,S08000022,,Under 5,,All,d,46,73.5,-37.4
7397,20201220,S08000022,,5 - 14,,All,d,69,78.5,-12.1
7398,20201220,S08000022,,15 - 44,,All,d,282,373,-24.4
7399,20201220,S08000022,,45 - 64,,All,d,201,271,-25.8
7400,20201220,S08000022,,65 - 74,,All,d,102,138.5,-26.4
7401,20201220,S08000022,,75 - 84,,All,d,112,115.5,-3
7402,20201220,S08000022,,85 and over,,All,d,46,63,-27
7403,20201220,S08000022,,All ages,d,All,d,880,1154.5,-23.8
7404,20201220,S08000022,,All ages,d,Female,,394,535.5,-26.4
7405,20201220,S08000022,,All ages,d,Male,,464,577.5,-19.7
7406,20201220,S08000024,,Under 5,,All,d,400,701,-42.9
7407,20201220,S08000024,,5 - 14,,All,d,436,502,-13.1
7408,20201220,S08000024,,15 - 44,,All,d,1125,1328.5,-15.3
7409,20201220,S08000024,,45 - 64,,All,d,725,884.5,-18
7410,20201220,S08000024,,65 - 74,,All,d,288,375.5,-23.3
7411,20201220,S08000024,,75 - 84,,All,d,271,353.5,-23.3
7412,20201220,S08000024,,85 and over,,All,d,168,193.5,-13.2
7413,20201220,S08000024,,All ages,d,All,d,3478,4519.5,-23
7414,20201220,S08000024,,All ages,d,Female,,1679,2135,-21.4
7415,20201220,S08000024,,All ages,d,Male,,1734,2203.5,-21.3
7416,20201220,S08000025,,5 - 14,,All,d,8,11,-27.3
7417,20201220,S08000025,,15 - 44,,All,d,28,44,-36.4
7418,20201220,S08000025,,45 - 64,,All,d,22,35,-37.1
7419,20201220,S08000025,,65 - 74,,All,d,8,23,-65.2
7420,20201220,S08000025,,75 - 84,,All,d,10,19.5,-48.7
7421,20201220,S08000025,,85 and over,,All,d,10,10,0
7422,20201220,S08000025,,All ages,d,All,d,91,155.5,-41.5
7423,20201220,S08000025,,All ages,d,Female,,44,73,-39.7
7424,20201220,S08000025,,All ages,d,Male,,44,80,-45
7425,20201220,S08000026,,Under 5,,All,d,7,11.5,-39.1
7426,20201220,S08000026,,5 - 14,,All,d,13,15.5,-16.1
7427,20201220,S08000026,,15 - 44,,All,d,34,51,-33.3
7428,20201220,S08000026,,45 - 64,,All,d,19,30.5,-37.7
7429,20201220,S08000026,,65 - 74,,All,d,10,20.5,-51.2
7430,20201220,S08000026,,75 - 84,,All,d,12,18.5,-35.1
7431,20201220,S08000026,,85 and over,,All,d,7,10.5,-33.3
7432,20201220,S08000026,,All ages,d,All,d,105,160.5,-34.6
7433,20201220,S08000026,,All ages,d,Female,,45,75.5,-40.4
7434,20201220,S08000026,,All ages,d,Male,,57,82.5,-30.9
7435,20201220,S08000028,,15 - 44,,All,d,19,35.5,-46.5
7436,20201220,S08000028,,45 - 64,,All,d,10,31,-67.7
7437,20201220,S08000028,,65 - 74,,All,d,11,12,-8.3
7438,20201220,S08000028,,85 and over,,All,d,7,11,-36.4
7439,20201220,S08000028,,All ages,d,All,d,59,130.5,-54.8
7440,20201220,S08000028,,All ages,d,Female,,22,71,-69
7441,20201220,S08000028,,All ages,d,Male,,35,57,-38.6
7442,20201220,S08000029,,Under 5,,All,d,55,111.5,-50.7
7443,20201220,S08000029,,5 - 14,,All,d,90,111,-18.9
7444,20201220,S08000029,,15 - 44,,All,d,353,433.5,-18.6
7445,20201220,S08000029,,45 - 64,,All,d,234,311.5,-24.9
7446,20201220,S08000029,,65 - 74,,All,d,91,142.5,-36.1
7447,20201220,S08000029,,75 - 84,,All,d,96,124.5,-22.9
7448,20201220,S08000029,,85 and over,,All,d,41,73,-43.8
7449,20201220,S08000029,,All ages,d,All,d,968,1328.5,-27.1
7450,20201220,S08000029,,All ages,d,Female,,458,629.5,-27.2
7451,20201220,S08000029,,All ages,d,Male,,502,678,-26
7452,20201220,S08000030,,Under 5,,All,d,68,130,-47.7
7453,20201220,S08000030,,5 - 14,,All,d,105,106,-0.9
7454,20201220,S08000030,,15 - 44,,All,d,416,486,-14.4
7455,20201220,S08000030,,45 - 64,,All,d,227,287.5,-21
7456,20201220,S08000030,,65 - 74,,All,d,108,132,-18.2
7457,20201220,S08000030,,75 - 84,,All,d,96,136.5,-29.7
7458,20201220,S08000030,,85 and over,,All,d,63,84.5,-25.4
7459,20201220,S08000030,,All ages,d,All,d,1092,1393.5,-21.6
7460,20201220,S08000030,,All ages,d,Female,,509,680,-25.1
7461,20201220,S08000030,,All ages,d,Male,,574,682.5,-15.9
7462,20201220,S08000031,,Under 5,,All,d,467,1023.5,-54.4
7463,20201220,S08000031,,5 - 14,,All,d,503,567.5,-11.4
7464,20201220,S08000031,,15 - 44,,All,d,1674,2373.5,-29.5
7465,20201220,S08000031,,45 - 64,,All,d,1069,1510,-29.2
7466,20201220,S08000031,,65 - 74,,All,d,410,630.5,-35
7467,20201220,S08000031,,75 - 84,,All,d,416,577.5,-28
7468,20201220,S08000031,,85 and over,,All,d,277,328.5,-15.7
7469,20201220,S08000031,,All ages,d,All,d,4872,7103,-31.4
7470,20201220,S08000031,,All ages,d,Female,,2386,3403,-29.9
7471,20201220,S08000031,,All ages,d,Male,,2430,3608,-32.6
7472,20201220,S08000032,,Under 5,,All,d,162,251.5,-35.6
7473,20201220,S08000032,,5 - 14,,All,d,182,236,-22.9
7474,20201220,S08000032,,15 - 44,,All,d,1052,1325.5,-20.6
7475,20201220,S08000032,,45 - 64,,All,d,802,1034.5,-22.5
7476,20201220,S08000032,,65 - 74,,All,d,352,475.5,-26
7477,20201220,S08000032,,75 - 84,,All,d,352,458.5,-23.2
7478,20201220,S08000032,,85 and over,,All,d,169,215.5,-21.6
7479,20201220,S08000032,,All ages,d,All,d,3098,4028.5,-23.1
7480,20201220,S08000032,,All ages,d,Female,,1533,2017,-24
7481,20201220,S08000032,,All ages,d,Male,,1538,1980,-22.3
7482,20201220,S92000003,d,Under 5,,All,d,1516,3040,-50.1
7483,20201220,S92000003,d,5 - 14,,All,d,1785,2196.5,-18.7
7484,20201220,S92000003,d,15 - 44,,All,d,6477,8644,-25.1
7485,20201220,S92000003,d,45 - 64,,All,d,4419,5925,-25.4
7486,20201220,S92000003,d,65 - 74,,All,d,1902,2711,-29.8
7487,20201220,S92000003,d,75 - 84,,All,d,1888,2504,-24.6
7488,20201220,S92000003,d,85 and over,,All,d,1097,1404,-21.9
7489,20201220,S92000003,d,All ages,d,All,d,19327,26960,-28.3
7490,20201220,S92000003,d,All ages,d,Female,,9290,13017.5,-28.6
7491,20201220,S92000003,d,All ages,d,Male,,9794,13407,-26.9
7492,20201227,S08000015,,Under 5,,All,d,94,231,-59.3
7493,20201227,S08000015,,5 - 14,,All,d,54,126.5,-57.3
7494,20201227,S08000015,,15 - 44,,All,d,368,631.5,-41.7
7495,20201227,S08000015,,45 - 64,,All,d,301,464,-35.1
7496,20201227,S08000015,,65 - 74,,All,d,115,203.5,-43.5
7497,20201227,S08000015,,75 - 84,,All,d,122,210,-41.9
7498,20201227,S08000015,,85 and over,,All,d,58,90.5,-35.9
7499,20201227,S08000015,,All ages,d,All,d,1124,1991,-43.5
7500,20201227,S08000015,,All ages,d,Female,,537,990,-45.8
9501,20210328,S92000003,d,5 - 14,,All,d,2344,3090.5,-24.2
9502,20210328,S92000003,d,15 - 44,,All,d,7243,9400.5,-23
9503,20210328,S92000003,d,45 - 64,,All,d,4855,5617,-13.6
9504,20210328,S92000003,d,65 - 74,,All,d,2066,2358.5,-12.4
9505,20210328,S92000003,d,75 - 84,,All,d,1830,2126,-13.9
9506,20210328,S92000003,d,85 and over,,All,d,1102,1253,-12.1
9507,20210328,S92000003,d,All ages,d,All,d,21465,27005,-20.5
9508,20210328,S92000003,d,All ages,d,Female,,10477,12931,-19
9509,20210328,S92000003,d,All ages,d,Male,,10828,13502.5,-19.8
9510,20210404,S08000015,,Under 5,,All,d,122,237,-48.5
9511,20210404,S08000015,,5 - 14,,All,d,170,243.5,-30.2
7501,20201227,S08000015,,All ages,d,Male,,575,967,-40.5
7502,20201227,S08000016,,Under 5,,All,d,18,31.5,-42.9
7503,20201227,S08000016,,5 - 14,,All,d,14,19,-26.3
7504,20201227,S08000016,,15 - 44,,All,d,93,165,-43.6
7505,20201227,S08000016,,45 - 64,,All,d,90,141,-36.2
7506,20201227,S08000016,,65 - 74,,All,d,63,68,-7.4
7507,20201227,S08000016,,75 - 84,,All,d,63,85,-25.9
7508,20201227,S08000016,,85 and over,,All,d,33,61,-45.9
7509,20201227,S08000016,,All ages,d,All,d,375,595,-37
7510,20201227,S08000016,,All ages,d,Female,,184,281.5,-34.6
7511,20201227,S08000016,,All ages,d,Male,,190,289,-34.3
7512,20201227,S08000017,,Under 5,,All,d,18,90,-80
7513,20201227,S08000017,,5 - 14,,All,d,21,47,-55.3
7514,20201227,S08000017,,15 - 44,,All,d,150,287.5,-47.8
7515,20201227,S08000017,,45 - 64,,All,d,140,193,-27.5
7516,20201227,S08000017,,65 - 74,,All,d,62,108,-42.6
7517,20201227,S08000017,,75 - 84,,All,d,80,105,-23.8
7518,20201227,S08000017,,85 and over,,All,d,42,52,-19.2
7519,20201227,S08000017,,All ages,d,All,d,524,922,-43.2
7520,20201227,S08000017,,All ages,d,Female,,240,469,-48.8
7521,20201227,S08000017,,All ages,d,Male,,273,413.5,-34
7522,20201227,S08000019,,Under 5,,All,d,38,104.5,-63.6
7523,20201227,S08000019,,5 - 14,,All,d,35,72.5,-51.7
7524,20201227,S08000019,,15 - 44,,All,d,215,382,-43.7
7525,20201227,S08000019,,45 - 64,,All,d,195,281,-30.6
7526,20201227,S08000019,,65 - 74,,All,d,91,142.5,-36.1
7527,20201227,S08000019,,75 - 84,,All,d,89,147,-39.5
7528,20201227,S08000019,,85 and over,,All,d,67,73.5,-8.8
7529,20201227,S08000019,,All ages,d,All,d,731,1240.5,-41.1
7530,20201227,S08000019,,All ages,d,Female,,383,581.5,-34.1
7531,20201227,S08000019,,All ages,d,Male,,347,621.5,-44.2
7532,20201227,S08000020,,Under 5,,All,d,78,183,-57.4
7533,20201227,S08000020,,5 - 14,,All,d,67,128.5,-47.9
7534,20201227,S08000020,,15 - 44,,All,d,348,627,-44.5
7535,20201227,S08000020,,45 - 64,,All,d,293,408,-28.2
7536,20201227,S08000020,,65 - 74,,All,d,164,207,-20.8
7537,20201227,S08000020,,75 - 84,,All,d,126,193.5,-34.9
7538,20201227,S08000020,,85 and over,,All,d,91,112,-18.8
7539,20201227,S08000020,,All ages,d,All,d,1185,1935.5,-38.8
7540,20201227,S08000020,,All ages,d,Female,,562,927,-39.4
7541,20201227,S08000020,,All ages,d,Male,,605,932,-35.1
7542,20201227,S08000022,,Under 5,,All,d,32,84.5,-62.1
7543,20201227,S08000022,,5 - 14,,All,d,29,59.5,-51.3
7544,20201227,S08000022,,15 - 44,,All,d,243,371,-34.5
7545,20201227,S08000022,,45 - 64,,All,d,178,255,-30.2
7546,20201227,S08000022,,65 - 74,,All,d,90,131.5,-31.6
7547,20201227,S08000022,,75 - 84,,All,d,95,115,-17.4
7548,20201227,S08000022,,85 and over,,All,d,49,65.5,-25.2
7549,20201227,S08000022,,All ages,d,All,d,736,1172.5,-37.2
7550,20201227,S08000022,,All ages,d,Female,,332,546,-39.2
7551,20201227,S08000022,,All ages,d,Male,,384,536,-28.4
7552,20201227,S08000024,,Under 5,,All,d,358,623.5,-42.6
7553,20201227,S08000024,,5 - 14,,All,d,239,329.5,-27.5
7554,20201227,S08000024,,15 - 44,,All,d,958,1177,-18.6
7555,20201227,S08000024,,45 - 64,,All,d,642,804.5,-20.2
7556,20201227,S08000024,,65 - 74,,All,d,281,362.5,-22.5
7557,20201227,S08000024,,75 - 84,,All,d,251,334.5,-25
7558,20201227,S08000024,,85 and over,,All,d,189,206.5,-8.5
7559,20201227,S08000024,,All ages,d,All,d,2971,4095,-27.4
7560,20201227,S08000024,,All ages,d,Female,,1421,1916.5,-25.9
7561,20201227,S08000024,,All ages,d,Male,,1497,1921.5,-22.1
7562,20201227,S08000025,,15 - 44,,All,d,19,38.5,-50.6
7563,20201227,S08000025,,45 - 64,,All,d,19,26,-26.9
7564,20201227,S08000025,,65 - 74,,All,d,15,13,15.4
7565,20201227,S08000025,,75 - 84,,All,d,21,12,75
7566,20201227,S08000025,,All ages,d,All,d,86,116,-25.9
7567,20201227,S08000025,,All ages,d,Female,,53,54,-1.9
7568,20201227,S08000025,,All ages,d,Male,,32,59.5,-46.2
7569,20201227,S08000026,,5 - 14,,All,d,5,11,-54.5
7570,20201227,S08000026,,15 - 44,,All,d,22,49,-55.1
7571,20201227,S08000026,,45 - 64,,All,d,22,22.5,-2.2
7572,20201227,S08000026,,65 - 74,,All,d,12,14,-14.3
7573,20201227,S08000026,,75 - 84,,All,d,7,15,-53.3
7574,20201227,S08000026,,85 and over,,All,d,7,7,0
7575,20201227,S08000026,,All ages,d,All,d,77,136.5,-43.6
7576,20201227,S08000026,,All ages,d,Female,,33,64.5,-48.8
7577,20201227,S08000026,,All ages,d,Male,,43,66,-34.8
7578,20201227,S08000028,,15 - 44,,All,d,15,41,-63.4
7579,20201227,S08000028,,45 - 64,,All,d,19,31,-38.7
7580,20201227,S08000028,,75 - 84,,All,d,10,15.5,-35.5
7581,20201227,S08000028,,All ages,d,All,d,62,135,-54.1
7582,20201227,S08000028,,All ages,d,Female,,26,61.5,-57.7
7583,20201227,S08000028,,All ages,d,Male,,33,69.5,-52.5
7584,20201227,S08000029,,Under 5,,All,d,47,100.5,-53.2
7585,20201227,S08000029,,5 - 14,,All,d,52,70.5,-26.2
7586,20201227,S08000029,,15 - 44,,All,d,263,438,-40
7587,20201227,S08000029,,45 - 64,,All,d,180,304,-40.8
7588,20201227,S08000029,,65 - 74,,All,d,94,137.5,-31.6
7589,20201227,S08000029,,75 - 84,,All,d,95,125.5,-24.3
7590,20201227,S08000029,,85 and over,,All,d,46,69.5,-33.8
7591,20201227,S08000029,,All ages,d,All,d,794,1265.5,-37.3
7592,20201227,S08000029,,All ages,d,Female,,387,634,-39
7593,20201227,S08000029,,All ages,d,Male,,390,611.5,-36.2
7594,20201227,S08000030,,Under 5,,All,d,74,102,-27.5
7595,20201227,S08000030,,5 - 14,,All,d,81,71.5,13.3
7596,20201227,S08000030,,15 - 44,,All,d,286,473,-39.5
7597,20201227,S08000030,,45 - 64,,All,d,238,300.5,-20.8
7598,20201227,S08000030,,65 - 74,,All,d,103,148,-30.4
7599,20201227,S08000030,,75 - 84,,All,d,81,139,-41.7
7600,20201227,S08000030,,85 and over,,All,d,76,89,-14.6
7601,20201227,S08000030,,All ages,d,All,d,951,1366,-30.4
7602,20201227,S08000030,,All ages,d,Female,,473,644,-26.6
7603,20201227,S08000030,,All ages,d,Male,,466,679,-31.4
7604,20201227,S08000031,,Under 5,,All,d,418,863.5,-51.6
7605,20201227,S08000031,,5 - 14,,All,d,314,390.5,-19.6
7606,20201227,S08000031,,15 - 44,,All,d,1314,2116.5,-37.9
7607,20201227,S08000031,,45 - 64,,All,d,1017,1422.5,-28.5
7608,20201227,S08000031,,65 - 74,,All,d,437,655.5,-33.3
7609,20201227,S08000031,,75 - 84,,All,d,375,583.5,-35.7
7610,20201227,S08000031,,85 and over,,All,d,238,334.5,-28.8
7611,20201227,S08000031,,All ages,d,All,d,4169,6540,-36.3
7612,20201227,S08000031,,All ages,d,Female,,2035,3226.5,-36.9
7613,20201227,S08000031,,All ages,d,Male,,2078,3140,-33.8
7614,20201227,S08000032,,Under 5,,All,d,131,223,-41.3
