"id","week_ending","hscp","age_group","age_group_qf","sex","sex_qf","sas_incidents","average20182019","percent_variation"
10300,20200913,"S37000028","15 - 44","","All","d",145,139.5,3.9
10301,20200913,"S37000028","45 - 64","","All","d",150,151.5,-1
10302,20200913,"S37000028","65 - 74","","All","d",87,101.5,-14.3
10303,20200913,"S37000028","75 - 84","","All","d",126,125,0.8
10304,20200913,"S37000028","85 and over","","All","d",100,100.5,-0.5
10305,20200913,"S37000028","All ages","d","All","d",630,655,-3.8
10306,20200913,"S37000028","All ages","d","Female","",345,360,-4.2
10307,20200913,"S37000028","All ages","d","Male","",285,295,-3.4
10308,20200913,"S37000029","Under 5","","All","d",10,10.5,-4.8
10309,20200913,"S37000029","5 - 14","","All","d",5,2.5,100
10310,20200913,"S37000029","15 - 44","","All","d",39,49.5,-21.2
10311,20200913,"S37000029","45 - 64","","All","d",68,47,44.7
10312,20200913,"S37000029","65 - 74","","All","d",37,35.5,4.2
10313,20200913,"S37000029","75 - 84","","All","d",36,27,33.3
10314,20200913,"S37000029","85 and over","","All","d",22,31.5,-30.2
10315,20200913,"S37000029","All ages","d","All","d",217,203.5,6.6
10316,20200913,"S37000029","All ages","d","Female","",110,100,10
10317,20200913,"S37000029","All ages","d","Male","",107,103.5,3.4
10318,20200913,"S37000030","5 - 14","","All","d",8,10,-20
10319,20200913,"S37000030","15 - 44","","All","d",87,90,-3.3
10320,20200913,"S37000030","45 - 64","","All","d",92,74,24.3
10321,20200913,"S37000030","65 - 74","","All","d",63,52.5,20
10322,20200913,"S37000030","75 - 84","","All","d",68,60.5,12.4
10323,20200913,"S37000030","85 and over","","All","d",42,36.5,15.1
10324,20200913,"S37000030","All ages","d","All","d",364,334,9
10325,20200913,"S37000030","All ages","d","Female","",186,168,10.7
10326,20200913,"S37000030","All ages","d","Male","",178,166,7.2
10327,20200913,"S37000031","15 - 44","","All","d",10,12,-16.7
10328,20200913,"S37000031","45 - 64","","All","d",7,16.5,-57.6
10329,20200913,"S37000031","65 - 74","","All","d",14,15,-6.7
10330,20200913,"S37000031","75 - 84","","All","d",14,17,-17.6
10331,20200913,"S37000031","85 and over","","All","d",12,16,-25
10332,20200913,"S37000031","All ages","d","All","d",61,80.5,-24.2
10333,20200913,"S37000031","All ages","d","Female","",25,43.5,-42.5
10334,20200913,"S37000031","All ages","d","Male","",36,37,-2.7
10335,20200913,"S37000032","Under 5","","All","d",19,34.5,-44.9
10336,20200913,"S37000032","5 - 14","","All","d",9,18.5,-51.4
10337,20200913,"S37000032","15 - 44","","All","d",173,167,3.6
10338,20200913,"S37000032","45 - 64","","All","d",169,168.5,0.3
10339,20200913,"S37000032","65 - 74","","All","d",119,123.5,-3.6
10340,20200913,"S37000032","75 - 84","","All","d",170,158.5,7.3
10341,20200913,"S37000032","85 and over","","All","d",107,114,-6.1
10342,20200913,"S37000032","All ages","d","All","d",766,784.5,-2.4
10343,20200913,"S37000032","All ages","d","Female","",426,419.5,1.5
10344,20200913,"S37000032","All ages","d","Male","",340,365,-6.8
10345,20200913,"S37000033","15 - 44","","All","d",79,54,46.3
10346,20200913,"S37000033","45 - 64","","All","d",55,55,0
10347,20200913,"S37000033","65 - 74","","All","d",41,43,-4.7
10348,20200913,"S37000033","75 - 84","","All","d",78,54.5,43.1
10349,20200913,"S37000033","85 and over","","All","d",57,58,-1.7
10350,20200913,"S37000033","All ages","d","All","d",316,285,10.9
10351,20200913,"S37000033","All ages","d","Female","",169,141,19.9
10352,20200913,"S37000033","All ages","d","Male","",147,144,2.1
10353,20200913,"S37000034","Under 5","","All","d",28,42.5,-34.1
10354,20200913,"S37000034","5 - 14","","All","d",14,24,-41.7
10355,20200913,"S37000034","15 - 44","","All","d",370,312.5,18.4
10356,20200913,"S37000034","45 - 64","","All","d",362,351.5,3
10357,20200913,"S37000034","65 - 74","","All","d",170,164.5,3.3
10358,20200913,"S37000034","75 - 84","","All","d",229,203,12.8
10359,20200913,"S37000034","85 and over","","All","d",129,129.5,-0.4
10360,20200913,"S37000034","All ages","d","All","d",1302,1227.5,6.1
10361,20200913,"S37000034","All ages","d","Female","",624,621.5,0.4
10362,20200913,"S37000034","All ages","d","Male","",678,606,11.9
10363,20200913,"S37000035","Under 5","","All","d",23,30.5,-24.6
10364,20200913,"S37000035","5 - 14","","All","d",13,13.5,-3.7
10365,20200913,"S37000035","15 - 44","","All","d",137,159,-13.8
10366,20200913,"S37000035","45 - 64","","All","d",211,180,17.2
10367,20200913,"S37000035","65 - 74","","All","d",124,102,21.6
10368,20200913,"S37000035","75 - 84","","All","d",136,138,-1.4
10369,20200913,"S37000035","85 and over","","All","d",77,80,-3.8
10370,20200913,"S37000035","All ages","d","All","d",721,703,2.6
10371,20200913,"S37000035","All ages","d","Female","",377,336.5,12
10372,20200913,"S37000035","All ages","d","Male","",344,366.5,-6.1
10373,20200920,"S37000001","Under 5","","All","d",9,13.5,-33.3
10374,20200920,"S37000001","5 - 14","","All","d",6,6,0
10375,20200920,"S37000001","15 - 44","","All","d",105,119,-11.8
10376,20200920,"S37000001","45 - 64","","All","d",94,96.5,-2.6
10377,20200920,"S37000001","65 - 74","","All","d",66,58,13.8
10378,20200920,"S37000001","75 - 84","","All","d",60,74.5,-19.5
10379,20200920,"S37000001","85 and over","","All","d",62,65.5,-5.3
10380,20200920,"S37000001","All ages","d","All","d",402,433,-7.2
10381,20200920,"S37000001","All ages","d","Female","",203,234.5,-13.4
10382,20200920,"S37000001","All ages","d","Male","",199,198.5,0.3
10383,20200920,"S37000002","Under 5","","All","d",8,14,-42.9
10384,20200920,"S37000002","5 - 14","","All","d",13,7.5,73.3
10385,20200920,"S37000002","15 - 44","","All","d",71,85,-16.5
10386,20200920,"S37000002","45 - 64","","All","d",82,90,-8.9
10387,20200920,"S37000002","65 - 74","","All","d",75,67,11.9
10388,20200920,"S37000002","75 - 84","","All","d",91,90,1.1
10389,20200920,"S37000002","85 and over","","All","d",73,79,-7.6
10390,20200920,"S37000002","All ages","d","All","d",413,432.5,-4.5
10391,20200920,"S37000002","All ages","d","Female","",212,239.5,-11.5
10392,20200920,"S37000002","All ages","d","Male","",201,193,4.1
10393,20200920,"S37000003","15 - 44","","All","d",54,53.5,0.9
10394,20200920,"S37000003","45 - 64","","All","d",49,53,-7.5
10395,20200920,"S37000003","65 - 74","","All","d",28,41.5,-32.5
10396,20200920,"S37000003","75 - 84","","All","d",57,48,18.8
10397,20200920,"S37000003","85 and over","","All","d",41,43.5,-5.7
10398,20200920,"S37000003","All ages","d","All","d",234,256,-8.6
10399,20200920,"S37000003","All ages","d","Female","",133,133,0
10400,20200920,"S37000003","All ages","d","Male","",101,123,-17.9
10401,20200920,"S37000004","Under 5","","All","d",5,4,25
10402,20200920,"S37000004","15 - 44","","All","d",53,40,32.5
10403,20200920,"S37000004","45 - 64","","All","d",55,49.5,11.1
10404,20200920,"S37000004","65 - 74","","All","d",39,37.5,4
10405,20200920,"S37000004","75 - 84","","All","d",61,42.5,43.5
10406,20200920,"S37000004","85 and over","","All","d",39,45,-13.3
10407,20200920,"S37000004","All ages","d","All","d",256,224,14.3
10408,20200920,"S37000004","All ages","d","Female","",124,114,8.8
10409,20200920,"S37000004","All ages","d","Male","",132,110,20
10410,20200920,"S37000005","5 - 14","","All","d",5,4.5,11.1
10411,20200920,"S37000005","15 - 44","","All","d",64,59.5,7.6
10412,20200920,"S37000005","45 - 64","","All","d",76,63,20.6
10413,20200920,"S37000005","65 - 74","","All","d",38,43.5,-12.6
10414,20200920,"S37000005","75 - 84","","All","d",72,52,38.5
10415,20200920,"S37000005","85 and over","","All","d",37,30,23.3
10416,20200920,"S37000005","All ages","d","All","d",296,263,12.5
10417,20200920,"S37000005","All ages","d","Female","",143,117.5,21.7
10418,20200920,"S37000005","All ages","d","Male","",153,145.5,5.2
10419,20200920,"S37000006","Under 5","","All","d",5,8,-37.5
10420,20200920,"S37000006","5 - 14","","All","d",5,6,-16.7
10421,20200920,"S37000006","15 - 44","","All","d",54,57,-5.3
10422,20200920,"S37000006","45 - 64","","All","d",84,58.5,43.6
10423,20200920,"S37000006","65 - 74","","All","d",73,54,35.2
10424,20200920,"S37000006","75 - 84","","All","d",77,81.5,-5.5
10425,20200920,"S37000006","85 and over","","All","d",63,68,-7.4
10426,20200920,"S37000006","All ages","d","All","d",361,333,8.4
10427,20200920,"S37000006","All ages","d","Female","",182,181,0.6
10428,20200920,"S37000006","All ages","d","Male","",179,152,17.8
10429,20200920,"S37000007","Under 5","","All","d",5,10,-50
10430,20200920,"S37000007","15 - 44","","All","d",69,85.5,-19.3
10431,20200920,"S37000007","45 - 64","","All","d",80,93.5,-14.4
10432,20200920,"S37000007","65 - 74","","All","d",45,48.5,-7.2
10433,20200920,"S37000007","75 - 84","","All","d",53,67,-20.9
10434,20200920,"S37000007","85 and over","","All","d",33,41.5,-20.5
10435,20200920,"S37000007","All ages","d","All","d",289,352.5,-18
10436,20200920,"S37000007","All ages","d","Female","",153,174,-12.1
10437,20200920,"S37000007","All ages","d","Male","",136,178.5,-23.8
10438,20200920,"S37000008","Under 5","","All","d",5,8.5,-41.2
10439,20200920,"S37000008","5 - 14","","All","d",5,5.5,-9.1
10440,20200920,"S37000008","15 - 44","","All","d",59,59.5,-0.8
10441,20200920,"S37000008","45 - 64","","All","d",67,58.5,14.5
10442,20200920,"S37000008","65 - 74","","All","d",41,52.5,-21.9
10443,20200920,"S37000008","75 - 84","","All","d",62,62,0
10444,20200920,"S37000008","85 and over","","All","d",42,36,16.7
10445,20200920,"S37000008","All ages","d","All","d",281,282.5,-0.5
10446,20200920,"S37000008","All ages","d","Female","",142,139,2.2
10447,20200920,"S37000008","All ages","d","Male","",139,143.5,-3.1
10448,20200920,"S37000009","15 - 44","","All","d",25,28.5,-12.3
10449,20200920,"S37000009","45 - 64","","All","d",53,36.5,45.2
10450,20200920,"S37000009","65 - 74","","All","d",27,23,17.4
10451,20200920,"S37000009","75 - 84","","All","d",34,44.5,-23.6
10452,20200920,"S37000009","85 and over","","All","d",33,36.5,-9.6
10453,20200920,"S37000009","All ages","d","All","d",179,177.5,0.8
10454,20200920,"S37000009","All ages","d","Female","",84,98.5,-14.7
10455,20200920,"S37000009","All ages","d","Male","",95,79,20.3
10456,20200920,"S37000010","Under 5","","All","d",9,10.5,-14.3
10457,20200920,"S37000010","15 - 44","","All","d",31,39.5,-21.5
10458,20200920,"S37000010","45 - 64","","All","d",38,42,-9.5
10459,20200920,"S37000010","65 - 74","","All","d",26,33.5,-22.4
10460,20200920,"S37000010","75 - 84","","All","d",34,36,-5.6
10461,20200920,"S37000010","85 and over","","All","d",36,25.5,41.2
10462,20200920,"S37000010","All ages","d","All","d",178,190,-6.3
10463,20200920,"S37000010","All ages","d","Female","",98,101.5,-3.4
10464,20200920,"S37000010","All ages","d","Male","",80,88.5,-9.6
10465,20200920,"S37000011","15 - 44","","All","d",24,29,-17.2
10466,20200920,"S37000011","45 - 64","","All","d",40,35,14.3
10467,20200920,"S37000011","65 - 74","","All","d",32,14.5,120.7
10468,20200920,"S37000011","75 - 84","","All","d",38,36,5.6
10469,20200920,"S37000011","85 and over","","All","d",28,36.5,-23.3
10470,20200920,"S37000011","All ages","d","All","d",166,159.5,4.1
10471,20200920,"S37000011","All ages","d","Female","",95,84.5,12.4
10472,20200920,"S37000011","All ages","d","Male","",71,75,-5.3
10473,20200920,"S37000012","Under 5","","All","d",20,30,-33.3
10474,20200920,"S37000012","5 - 14","","All","d",9,16,-43.8
10475,20200920,"S37000012","15 - 44","","All","d",199,201,-1
10476,20200920,"S37000012","45 - 64","","All","d",191,166,15.1
10477,20200920,"S37000012","65 - 74","","All","d",111,102,8.8
10478,20200920,"S37000012","75 - 84","","All","d",124,132,-6.1
10479,20200920,"S37000012","85 and over","","All","d",121,113.5,6.6
10480,20200920,"S37000012","All ages","d","All","d",775,760.5,1.9
10481,20200920,"S37000012","All ages","d","Female","",377,412,-8.5
10482,20200920,"S37000012","All ages","d","Male","",398,348.5,14.2
10483,20200920,"S37000013","Under 5","","All","d",7,11.5,-39.1
10484,20200920,"S37000013","5 - 14","","All","d",10,6.5,53.8
10485,20200920,"S37000013","15 - 44","","All","d",68,56,21.4
10486,20200920,"S37000013","45 - 64","","All","d",66,68.5,-3.6
10487,20200920,"S37000013","65 - 74","","All","d",50,50,0
10488,20200920,"S37000013","75 - 84","","All","d",58,61,-4.9
10489,20200920,"S37000013","85 and over","","All","d",41,43.5,-5.7
10490,20200920,"S37000013","All ages","d","All","d",300,297,1
10491,20200920,"S37000013","All ages","d","Female","",160,162.5,-1.5
10492,20200920,"S37000013","All ages","d","Male","",140,134.5,4.1
10493,20200920,"S37000016","Under 5","","All","d",12,18.5,-35.1
10494,20200920,"S37000016","5 - 14","","All","d",8,16.5,-51.5
10495,20200920,"S37000016","15 - 44","","All","d",78,95.5,-18.3
10496,20200920,"S37000016","45 - 64","","All","d",115,113.5,1.3
10497,20200920,"S37000016","65 - 74","","All","d",72,75.5,-4.6
10498,20200920,"S37000016","75 - 84","","All","d",85,94,-9.6
10499,20200920,"S37000016","85 and over","","All","d",76,87,-12.6
10500,20200920,"S37000016","All ages","d","All","d",446,500.5,-10.9
12251,20201101,"S37000027","85 and over","","All","d",38,59,-35.6
12252,20201101,"S37000027","All ages","d","All","d",248,306.5,-19.1
12253,20201101,"S37000027","All ages","d","Female","",125,160,-21.9
12254,20201101,"S37000027","All ages","d","Male","",123,146.5,-16
12255,20201101,"S37000028","Under 5","","All","d",11,30,-63.3
12256,20201101,"S37000028","5 - 14","","All","d",14,16.5,-15.2
12257,20201101,"S37000028","15 - 44","","All","d",105,148,-29.1
12258,20201101,"S37000028","45 - 64","","All","d",150,145,3.4
10501,20200920,"S37000016","All ages","d","Female","",242,244.5,-1
10502,20200920,"S37000016","All ages","d","Male","",204,256,-20.3
10503,20200920,"S37000017","15 - 44","","All","d",30,30.5,-1.6
10504,20200920,"S37000017","45 - 64","","All","d",37,42,-11.9
10505,20200920,"S37000017","65 - 74","","All","d",27,23,17.4
10506,20200920,"S37000017","75 - 84","","All","d",36,42,-14.3
10507,20200920,"S37000017","85 and over","","All","d",20,32.5,-38.5
10508,20200920,"S37000017","All ages","d","All","d",156,176.5,-11.6
10509,20200920,"S37000017","All ages","d","Female","",84,87.5,-4
10510,20200920,"S37000017","All ages","d","Male","",72,89,-19.1
10511,20200920,"S37000018","Under 5","","All","d",9,7.5,20
10512,20200920,"S37000018","5 - 14","","All","d",6,4.5,33.3
10513,20200920,"S37000018","15 - 44","","All","d",42,40.5,3.7
10514,20200920,"S37000018","45 - 64","","All","d",46,35,31.4
10515,20200920,"S37000018","65 - 74","","All","d",28,28,0
10516,20200920,"S37000018","75 - 84","","All","d",28,25.5,9.8
10517,20200920,"S37000018","85 and over","","All","d",18,18.5,-2.7
10518,20200920,"S37000018","All ages","d","All","d",177,159.5,11
10519,20200920,"S37000018","All ages","d","Female","",100,95.5,4.7
10520,20200920,"S37000018","All ages","d","Male","",77,64,20.3
10521,20200920,"S37000019","5 - 14","","All","d",6,5.5,9.1
10522,20200920,"S37000019","15 - 44","","All","d",30,40,-25
10523,20200920,"S37000019","45 - 64","","All","d",42,43,-2.3
10524,20200920,"S37000019","65 - 74","","All","d",27,23,17.4
10525,20200920,"S37000019","75 - 84","","All","d",53,41.5,27.7
10526,20200920,"S37000019","85 and over","","All","d",29,29.5,-1.7
10527,20200920,"S37000019","All ages","d","All","d",188,186,1.1
10528,20200920,"S37000019","All ages","d","Female","",86,96,-10.4
10529,20200920,"S37000019","All ages","d","Male","",102,90,13.3
10530,20200920,"S37000020","Under 5","","All","d",6,11.5,-47.8
10531,20200920,"S37000020","5 - 14","","All","d",7,4,75
10532,20200920,"S37000020","15 - 44","","All","d",62,93,-33.3
10533,20200920,"S37000020","45 - 64","","All","d",65,90.5,-28.2
10534,20200920,"S37000020","65 - 74","","All","d",82,58,41.4
10535,20200920,"S37000020","75 - 84","","All","d",73,77,-5.2
10536,20200920,"S37000020","85 and over","","All","d",67,61,9.8
10537,20200920,"S37000020","All ages","d","All","d",362,395,-8.4
10538,20200920,"S37000020","All ages","d","Female","",180,203,-11.3
10539,20200920,"S37000020","All ages","d","Male","",182,192,-5.2
10540,20200920,"S37000022","45 - 64","","All","d",9,10.5,-14.3
10541,20200920,"S37000022","65 - 74","","All","d",16,6.5,146.2
10542,20200920,"S37000022","75 - 84","","All","d",13,10,30
10543,20200920,"S37000022","85 and over","","All","d",9,8,12.5
10544,20200920,"S37000022","All ages","d","All","d",50,46,8.7
10545,20200920,"S37000022","All ages","d","Female","",25,27.5,-9.1
10546,20200920,"S37000022","All ages","d","Male","",25,18.5,35.1
10547,20200920,"S37000024","Under 5","","All","d",6,8,-25
10548,20200920,"S37000024","5 - 14","","All","d",5,11.5,-56.5
10549,20200920,"S37000024","15 - 44","","All","d",78,69.5,12.2
10550,20200920,"S37000024","45 - 64","","All","d",80,68.5,16.8
10551,20200920,"S37000024","65 - 74","","All","d",57,56.5,0.9
10552,20200920,"S37000024","75 - 84","","All","d",67,81,-17.3
10553,20200920,"S37000024","85 and over","","All","d",51,59.5,-14.3
10554,20200920,"S37000024","All ages","d","All","d",344,354.5,-3
