"id","week_ending","hscp","age_group","age_group_qf","sex","sex_qf","sas_incidents","average20182019","percent_variation"
9884,20200906,"S37000009","All ages","d","Female","",102,93,9.7
9885,20200906,"S37000009","All ages","d","Male","",78,82,-4.9
9886,20200906,"S37000010","15 - 44","","All","d",35,41.5,-15.7
9887,20200906,"S37000010","45 - 64","","All","d",59,43,37.2
9888,20200906,"S37000010","65 - 74","","All","d",24,23.5,2.1
9889,20200906,"S37000010","75 - 84","","All","d",37,34,8.8
9890,20200906,"S37000010","85 and over","","All","d",26,25.5,2
9891,20200906,"S37000010","All ages","d","All","d",188,178,5.6
9892,20200906,"S37000010","All ages","d","Female","",94,95.5,-1.6
9893,20200906,"S37000010","All ages","d","Male","",94,82.5,13.9
9894,20200906,"S37000011","Under 5","","All","d",5,9.5,-47.4
9895,20200906,"S37000011","15 - 44","","All","d",26,14,85.7
9896,20200906,"S37000011","45 - 64","","All","d",25,29.5,-15.3
9897,20200906,"S37000011","65 - 74","","All","d",12,22.5,-46.7
9898,20200906,"S37000011","75 - 84","","All","d",42,24,75
9899,20200906,"S37000011","85 and over","","All","d",29,34,-14.7
9900,20200906,"S37000011","All ages","d","All","d",143,138.5,3.2
9901,20200906,"S37000011","All ages","d","Female","",85,81.5,4.3
9902,20200906,"S37000011","All ages","d","Male","",58,57,1.8
9903,20200906,"S37000012","Under 5","","All","d",25,25,0
9904,20200906,"S37000012","5 - 14","","All","d",11,14,-21.4
9905,20200906,"S37000012","15 - 44","","All","d",181,208,-13
9906,20200906,"S37000012","45 - 64","","All","d",204,175,16.6
9907,20200906,"S37000012","65 - 74","","All","d",112,100,12
9908,20200906,"S37000012","75 - 84","","All","d",126,126.5,-0.4
9909,20200906,"S37000012","85 and over","","All","d",143,114,25.4
9910,20200906,"S37000012","All ages","d","All","d",802,762.5,5.2
9911,20200906,"S37000012","All ages","d","Female","",430,399.5,7.6
9912,20200906,"S37000012","All ages","d","Male","",372,363,2.5
9913,20200906,"S37000013","Under 5","","All","d",8,9,-11.1
9914,20200906,"S37000013","5 - 14","","All","d",5,3,66.7
9915,20200906,"S37000013","15 - 44","","All","d",78,66,18.2
9916,20200906,"S37000013","45 - 64","","All","d",67,69.5,-3.6
9917,20200906,"S37000013","65 - 74","","All","d",60,47.5,26.3
9918,20200906,"S37000013","75 - 84","","All","d",75,54,38.9
9919,20200906,"S37000013","85 and over","","All","d",45,34,32.4
9920,20200906,"S37000013","All ages","d","All","d",338,283,19.4
9921,20200906,"S37000013","All ages","d","Female","",166,138,20.3
9922,20200906,"S37000013","All ages","d","Male","",172,145,18.6
9923,20200906,"S37000016","Under 5","","All","d",15,21.5,-30.2
9924,20200906,"S37000016","5 - 14","","All","d",15,14.5,3.4
9925,20200906,"S37000016","15 - 44","","All","d",116,101.5,14.3
9926,20200906,"S37000016","45 - 64","","All","d",109,94,16
9927,20200906,"S37000016","65 - 74","","All","d",84,82.5,1.8
9928,20200906,"S37000016","75 - 84","","All","d",111,101.5,9.4
9929,20200906,"S37000016","85 and over","","All","d",97,77.5,25.2
9930,20200906,"S37000016","All ages","d","All","d",547,493,11
9931,20200906,"S37000016","All ages","d","Female","",284,245,15.9
9932,20200906,"S37000016","All ages","d","Male","",263,248,6
9933,20200906,"S37000017","15 - 44","","All","d",27,42,-35.7
9934,20200906,"S37000017","45 - 64","","All","d",48,44,9.1
9935,20200906,"S37000017","65 - 74","","All","d",37,28,32.1
9936,20200906,"S37000017","75 - 84","","All","d",38,36,5.6
9937,20200906,"S37000017","85 and over","","All","d",17,23.5,-27.7
9938,20200906,"S37000017","All ages","d","All","d",175,181.5,-3.6
9939,20200906,"S37000017","All ages","d","Female","",83,92,-9.8
9940,20200906,"S37000017","All ages","d","Male","",92,89.5,2.8
9941,20200906,"S37000018","Under 5","","All","d",5,9,-44.4
9942,20200906,"S37000018","5 - 14","","All","d",6,4,50
9943,20200906,"S37000018","15 - 44","","All","d",41,35.5,15.5
9944,20200906,"S37000018","45 - 64","","All","d",38,34.5,10.1
9945,20200906,"S37000018","65 - 74","","All","d",25,22.5,11.1
9946,20200906,"S37000018","75 - 84","","All","d",30,27,11.1
9947,20200906,"S37000018","85 and over","","All","d",28,13.5,107.4
9948,20200906,"S37000018","All ages","d","All","d",173,146,18.5
9949,20200906,"S37000018","All ages","d","Female","",97,73.5,32
9950,20200906,"S37000018","All ages","d","Male","",76,72.5,4.8
9951,20200906,"S37000019","5 - 14","","All","d",6,3.5,71.4
9952,20200906,"S37000019","15 - 44","","All","d",34,39,-12.8
9953,20200906,"S37000019","45 - 64","","All","d",49,26.5,84.9
9954,20200906,"S37000019","65 - 74","","All","d",28,28.5,-1.8
9955,20200906,"S37000019","75 - 84","","All","d",36,31.5,14.3
9956,20200906,"S37000019","85 and over","","All","d",33,32.5,1.5
9957,20200906,"S37000019","All ages","d","All","d",190,170,11.8
9958,20200906,"S37000019","All ages","d","Female","",105,93.5,12.3
9959,20200906,"S37000019","All ages","d","Male","",85,76.5,11.1
9960,20200906,"S37000020","Under 5","","All","d",11,15,-26.7
9961,20200906,"S37000020","5 - 14","","All","d",12,10,20
9962,20200906,"S37000020","15 - 44","","All","d",66,74,-10.8
9963,20200906,"S37000020","45 - 64","","All","d",84,89,-5.6
9964,20200906,"S37000020","65 - 74","","All","d",59,57,3.5
9965,20200906,"S37000020","75 - 84","","All","d",84,73,15.1
9966,20200906,"S37000020","85 and over","","All","d",56,48.5,15.5
9967,20200906,"S37000020","All ages","d","All","d",372,366.5,1.5
9968,20200906,"S37000020","All ages","d","Female","",189,186.5,1.3
9969,20200906,"S37000020","All ages","d","Male","",183,180,1.7
9970,20200906,"S37000022","15 - 44","","All","d",5,12.5,-60
9971,20200906,"S37000022","45 - 64","","All","d",10,8.5,17.6
9972,20200906,"S37000022","65 - 74","","All","d",12,13,-7.7
9973,20200906,"S37000022","75 - 84","","All","d",14,8,75
9974,20200906,"S37000022","85 and over","","All","d",6,7,-14.3
9975,20200906,"S37000022","All ages","d","All","d",48,50.5,-5
9976,20200906,"S37000022","All ages","d","Female","",17,26.5,-35.8
9977,20200906,"S37000022","All ages","d","Male","",31,24,29.2
9978,20200906,"S37000024","Under 5","","All","d",11,10,10
9979,20200906,"S37000024","5 - 14","","All","d",5,7,-28.6
9980,20200906,"S37000024","15 - 44","","All","d",68,64,6.2
9981,20200906,"S37000024","45 - 64","","All","d",77,82,-6.1
9982,20200906,"S37000024","65 - 74","","All","d",66,55,20
9983,20200906,"S37000024","75 - 84","","All","d",69,68,1.5
9984,20200906,"S37000024","85 and over","","All","d",64,57,12.3
9985,20200906,"S37000024","All ages","d","All","d",360,343,5
9986,20200906,"S37000024","All ages","d","Female","",181,186,-2.7
9987,20200906,"S37000024","All ages","d","Male","",179,157,14
9988,20200906,"S37000025","15 - 44","","All","d",46,47.5,-3.2
9989,20200906,"S37000025","45 - 64","","All","d",64,52.5,21.9
9990,20200906,"S37000025","65 - 74","","All","d",47,48,-2.1
9991,20200906,"S37000025","75 - 84","","All","d",57,63,-9.5
9992,20200906,"S37000025","85 and over","","All","d",51,40.5,25.9
9993,20200906,"S37000025","All ages","d","All","d",270,263.5,2.5
9994,20200906,"S37000025","All ages","d","Female","",135,141,-4.3
9995,20200906,"S37000025","All ages","d","Male","",135,122.5,10.2
9996,20200906,"S37000026","15 - 44","","All","d",10,2,400
9997,20200906,"S37000026","45 - 64","","All","d",12,7.5,60
9998,20200906,"S37000026","65 - 74","","All","d",13,4.5,188.9
9999,20200906,"S37000026","75 - 84","","All","d",7,9.5,-26.3
10000,20200906,"S37000026","85 and over","","All","d",8,5,60
18501,20210411,"S37000011","85 and over","","All","d",25,35,-28.6
18502,20210411,"S37000011","All ages","d","All","d",133,146,-8.9
18503,20210411,"S37000011","All ages","d","Female","",62,83,-25.3
18504,20210411,"S37000011","All ages","d","Male","",71,63,12.7
18505,20210411,"S37000012","Under 5","","All","d",23,30,-23.3
18506,20210411,"S37000012","5 - 14","","All","d",16,17,-5.9
18507,20210411,"S37000012","15 - 44","","All","d",227,221.5,2.5
18508,20210411,"S37000012","45 - 64","","All","d",205,187.5,9.3
18509,20210411,"S37000012","65 - 74","","All","d",98,119,-17.6
18510,20210411,"S37000012","75 - 84","","All","d",125,130.5,-4.2
18511,20210411,"S37000012","85 and over","","All","d",105,118,-11
18512,20210411,"S37000012","All ages","d","All","d",799,823.5,-3
18513,20210411,"S37000012","All ages","d","Female","",436,434,0.5
18514,20210411,"S37000012","All ages","d","Male","",363,389.5,-6.8
18515,20210411,"S37000013","15 - 44","","All","d",92,63.5,44.9
18516,20210411,"S37000013","45 - 64","","All","d",78,85.5,-8.8
18517,20210411,"S37000013","65 - 74","","All","d",58,50.5,14.9
18518,20210411,"S37000013","75 - 84","","All","d",55,64,-14.1
18519,20210411,"S37000013","85 and over","","All","d",38,49.5,-23.2
18520,20210411,"S37000013","All ages","d","All","d",327,329,-0.6
18521,20210411,"S37000013","All ages","d","Female","",168,157,7
18522,20210411,"S37000013","All ages","d","Male","",159,172,-7.6
18523,20210411,"S37000016","Under 5","","All","d",6,10.5,-42.9
18524,20210411,"S37000016","5 - 14","","All","d",8,9,-11.1
10017,20200906,"S37000028","65 - 74","","All","d",96,85.5,12.3
10018,20200906,"S37000028","75 - 84","","All","d",118,129,-8.5
10019,20200906,"S37000028","85 and over","","All","d",106,92.5,14.6
10020,20200906,"S37000028","All ages","d","All","d",662,639.5,3.5
10021,20200906,"S37000028","All ages","d","Female","",335,333,0.6
10022,20200906,"S37000028","All ages","d","Male","",327,306.5,6.7
10023,20200906,"S37000029","15 - 44","","All","d",61,56,8.9
10024,20200906,"S37000029","45 - 64","","All","d",70,50.5,38.6
10025,20200906,"S37000029","65 - 74","","All","d",46,35,31.4
10026,20200906,"S37000029","75 - 84","","All","d",35,39.5,-11.4
10027,20200906,"S37000029","85 and over","","All","d",24,21.5,11.6
10028,20200906,"S37000029","All ages","d","All","d",241,211.5,13.9
10029,20200906,"S37000029","All ages","d","Female","",129,108.5,18.9
10030,20200906,"S37000029","All ages","d","Male","",112,103,8.7
10031,20200906,"S37000030","Under 5","","All","d",13,16,-18.8
10032,20200906,"S37000030","5 - 14","","All","d",9,9.5,-5.3
10033,20200906,"S37000030","15 - 44","","All","d",75,87,-13.8
10034,20200906,"S37000030","45 - 64","","All","d",76,76,0
10035,20200906,"S37000030","65 - 74","","All","d",51,55,-7.3
10036,20200906,"S37000030","75 - 84","","All","d",56,55.5,0.9
10037,20200906,"S37000030","85 and over","","All","d",36,31,16.1
10038,20200906,"S37000030","All ages","d","All","d",316,330,-4.2
10039,20200906,"S37000030","All ages","d","Female","",154,161.5,-4.6
10040,20200906,"S37000030","All ages","d","Male","",162,168.5,-3.9
10041,20200906,"S37000031","15 - 44","","All","d",9,11.5,-21.7
