id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation
24928,20210704,S08000015,,All ages,d,Male,,Emergency,,525,522.5,0.5
24929,20210704,S08000016,,Under 5,,All,d,Emergency,,20,18,11.1
24930,20210704,S08000016,,5 - 14,,All,d,Emergency,,7,11.5,-39.1
24931,20210704,S08000016,,15 - 44,,All,d,Emergency,,28,32,-12.5
24932,20210704,S08000016,,45 - 64,,All,d,Emergency,,37,49.5,-25.3
24933,20210704,S08000016,,65 - 74,,All,d,Emergency,,39,39,0
24934,20210704,S08000016,,75 - 84,,All,d,Emergency,,52,48,8.3
24935,20210704,S08000016,,85 and over,,All,d,Emergency,,40,27.5,45.5
24936,20210704,S08000016,,All ages,d,All,d,Emergency,,223,225.5,-1.1
24937,20210704,S08000016,,All ages,d,Female,,Emergency,,106,107,-0.9
24938,20210704,S08000016,,All ages,d,Male,,Emergency,,113,114,-0.9
24939,20210704,S08000017,,Under 5,,All,d,Emergency,,23,24,-4.2
24940,20210704,S08000017,,5 - 14,,All,d,Emergency,,12,15,-20
24941,20210704,S08000017,,15 - 44,,All,d,Emergency,,52,66.5,-21.8
24942,20210704,S08000017,,45 - 64,,All,d,Emergency,,58,67,-13.4
24943,20210704,S08000017,,65 - 74,,All,d,Emergency,,64,63.5,0.8
24944,20210704,S08000017,,75 - 84,,All,d,Emergency,,53,68.5,-22.6
24945,20210704,S08000017,,85 and over,,All,d,Emergency,,43,46.5,-7.5
24946,20210704,S08000017,,All ages,d,All,d,Emergency,,305,351,-13.1
24947,20210704,S08000017,,All ages,d,Female,,Emergency,,144,177.5,-18.9
24948,20210704,S08000017,,All ages,d,Male,,Emergency,,161,172.5,-6.7
24949,20210704,S08000019,,Under 5,,All,d,Emergency,,59,58,1.7
24950,20210704,S08000019,,5 - 14,,All,d,Emergency,,14,43,-67.4
24951,20210704,S08000019,,15 - 44,,All,d,Emergency,,151,183.5,-17.7
24952,20210704,S08000019,,45 - 64,,All,d,Emergency,,154,215.5,-28.5
24953,20210704,S08000019,,65 - 74,,All,d,Emergency,,72,145.5,-50.5
24954,20210704,S08000019,,75 - 84,,All,d,Emergency,,113,163.5,-30.9
24955,20210704,S08000019,,85 and over,,All,d,Emergency,,65,90,-27.8
24956,20210704,S08000019,,All ages,d,All,d,Emergency,,628,899,-30.1
24957,20210704,S08000019,,All ages,d,Female,,Emergency,,308,435.5,-29.3
24958,20210704,S08000019,,All ages,d,Male,,Emergency,,320,459,-30.3
24959,20210704,S08000020,,Under 5,,All,d,Emergency,,112,75,49.3
24960,20210704,S08000020,,5 - 14,,All,d,Emergency,,37,50,-26
24961,20210704,S08000020,,15 - 44,,All,d,Emergency,,183,201,-9
24962,20210704,S08000020,,45 - 64,,All,d,Emergency,,222,208,6.7
24963,20210704,S08000020,,65 - 74,,All,d,Emergency,,172,149,15.4
24964,20210704,S08000020,,75 - 84,,All,d,Emergency,,209,160.5,30.2
24965,20210704,S08000020,,85 and over,,All,d,Emergency,,156,114.5,36.2
24966,20210704,S08000020,,All ages,d,All,d,Emergency,,1091,958,13.9
24967,20210704,S08000020,,All ages,d,Female,,Emergency,,533,474.5,12.3
24968,20210704,S08000020,,All ages,d,Male,,Emergency,,549,470,16.8
24969,20210704,S08000022,,Under 5,,All,d,Emergency,,44,30,46.7
24970,20210704,S08000022,,5 - 14,,All,d,Emergency,,20,24,-16.7
24971,20210704,S08000022,,15 - 44,,All,d,Emergency,,104,126,-17.5
24972,20210704,S08000022,,45 - 64,,All,d,Emergency,,107,141.5,-24.4
24973,20210704,S08000022,,65 - 74,,All,d,Emergency,,94,112,-16.1
24974,20210704,S08000022,,75 - 84,,All,d,Emergency,,123,122,0.8
24975,20210704,S08000022,,85 and over,,All,d,Emergency,,64,61,4.9
24976,20210704,S08000022,,All ages,d,All,d,Emergency,,556,616.5,-9.8
24977,20210704,S08000022,,All ages,d,Female,,Emergency,,270,317,-14.8
24978,20210704,S08000022,,All ages,d,Male,,Emergency,,270,259.5,4
24979,20210704,S08000024,,Under 5,,All,d,Emergency,,107,91.5,16.9
24980,20210704,S08000024,,5 - 14,,All,d,Emergency,,62,61.5,0.8
24981,20210704,S08000024,,15 - 44,,All,d,Emergency,,407,336.5,21
24982,20210704,S08000024,,45 - 64,,All,d,Emergency,,445,411,8.3
24983,20210704,S08000024,,65 - 74,,All,d,Emergency,,293,241.5,21.3
24984,20210704,S08000024,,75 - 84,,All,d,Emergency,,284,286.5,-0.9
24985,20210704,S08000024,,85 and over,,All,d,Emergency,,204,189,7.9
24986,20210704,S08000024,,All ages,d,All,d,Emergency,,1804,1617.5,11.5
24987,20210704,S08000024,,All ages,d,Female,,Emergency,,882,798.5,10.5
24988,20210704,S08000024,,All ages,d,Male,,Emergency,,907,788.5,15
24989,20210704,S08000025,,15 - 44,,All,d,Emergency,,6,6,0
24990,20210704,S08000025,,45 - 64,,All,d,Emergency,,9,11.5,-21.7
24991,20210704,S08000025,,65 - 74,,All,d,Emergency,,6,6.5,-7.7
24992,20210704,S08000025,,75 - 84,,All,d,Emergency,,15,11.5,30.4
24993,20210704,S08000025,,85 and over,,All,d,Emergency,,7,1.5,366.7
24994,20210704,S08000025,,All ages,d,All,d,Emergency,,44,37.5,17.3
24995,20210704,S08000025,,All ages,d,Female,,Emergency,,21,17.5,20
24996,20210704,S08000025,,All ages,d,Male,,Emergency,,23,19,21.1
24997,20210704,S08000026,,15 - 44,,All,d,Emergency,,9,8,12.5
24998,20210704,S08000026,,45 - 64,,All,d,Emergency,,10,7,42.9
24999,20210704,S08000026,,65 - 74,,All,d,Emergency,,5,7.5,-33.3
25000,20210704,S08000026,,75 - 84,,All,d,Emergency,,9,6,50
27751,20211121,S08000015,,15 - 44,,All,d,Emergency,,168,191,-12
27752,20211121,S08000015,,45 - 64,,All,d,Emergency,,245,253.5,-3.4
27753,20211121,S08000015,,65 - 74,,All,d,Emergency,,137,175,-21.7
27754,20211121,S08000015,,75 - 84,,All,d,Emergency,,150,155.5,-3.5
27755,20211121,S08000015,,85 and over,,All,d,Emergency,,101,86.5,16.8
27756,20211121,S08000015,,All ages,d,All,d,Emergency,,948,1034,-8.3
27757,20211121,S08000015,,All ages,d,Female,,Emergency,,483,524,-7.8
27758,20211121,S08000015,,All ages,d,Male,,Emergency,,462,508.5,-9.1
27759,20211121,S08000016,,Under 5,,All,d,Emergency,,16,31.5,-49.2
27760,20211121,S08000016,,5 - 14,,All,d,Emergency,,9,10.5,-14.3
27761,20211121,S08000016,,15 - 44,,All,d,Emergency,,20,31,-35.5
27762,20211121,S08000016,,45 - 64,,All,d,Emergency,,40,50.5,-20.8
27763,20211121,S08000016,,65 - 74,,All,d,Emergency,,30,36.5,-17.8
27764,20211121,S08000016,,75 - 84,,All,d,Emergency,,40,46,-13
27765,20211121,S08000016,,85 and over,,All,d,Emergency,,28,41,-31.7
27766,20211121,S08000016,,All ages,d,All,d,Emergency,,183,247,-25.9
27767,20211121,S08000016,,All ages,d,Female,,Emergency,,94,123.5,-23.9
27768,20211121,S08000016,,All ages,d,Male,,Emergency,,89,122,-27
27769,20211121,S08000017,,Under 5,,All,d,Emergency,,34,33,3
27770,20211121,S08000017,,5 - 14,,All,d,Emergency,,14,18,-22.2
27771,20211121,S08000017,,15 - 44,,All,d,Emergency,,62,63.5,-2.4
25001,20210704,S08000026,,85 and over,,All,d,Emergency,,5,2.5,100
25002,20210704,S08000026,,All ages,d,All,d,Emergency,,44,32,37.5
25003,20210704,S08000026,,All ages,d,Female,,Emergency,,16,13,23.1
25004,20210704,S08000026,,All ages,d,Male,,Emergency,,26,16.5,57.6
25005,20210704,S08000028,,15 - 44,,All,d,Emergency,,11,8,37.5
25006,20210704,S08000028,,45 - 64,,All,d,Emergency,,15,16.5,-9.1
25007,20210704,S08000028,,65 - 74,,All,d,Emergency,,11,16.5,-33.3
25008,20210704,S08000028,,75 - 84,,All,d,Emergency,,19,15,26.7
25009,20210704,S08000028,,85 and over,,All,d,Emergency,,8,10.5,-23.8
25010,20210704,S08000028,,All ages,d,All,d,Emergency,,69,68,1.5
25011,20210704,S08000028,,All ages,d,Female,,Emergency,,35,32.5,7.7
25012,20210704,S08000028,,All ages,d,Male,,Emergency,,32,32.5,-1.5
25013,20210704,S08000029,,Under 5,,All,d,Emergency,,74,50,48
25014,20210704,S08000029,,5 - 14,,All,d,Emergency,,16,31,-48.4
25015,20210704,S08000029,,15 - 44,,All,d,Emergency,,160,144,11.1
25016,20210704,S08000029,,45 - 64,,All,d,Emergency,,168,187,-10.2
25017,20210704,S08000029,,65 - 74,,All,d,Emergency,,120,135.5,-11.4
25018,20210704,S08000029,,75 - 84,,All,d,Emergency,,138,141.5,-2.5
25019,20210704,S08000029,,85 and over,,All,d,Emergency,,105,98,7.1
25020,20210704,S08000029,,All ages,d,All,d,Emergency,,781,787,-0.8
25021,20210704,S08000029,,All ages,d,Female,,Emergency,,373,401,-7
25022,20210704,S08000029,,All ages,d,Male,,Emergency,,407,379,7.4
25023,20210704,S08000030,,Under 5,,All,d,Emergency,,59,57.5,2.6
25024,20210704,S08000030,,5 - 14,,All,d,Emergency,,36,39,-7.7
25025,20210704,S08000030,,15 - 44,,All,d,Emergency,,183,200.5,-8.7
25026,20210704,S08000030,,45 - 64,,All,d,Emergency,,220,205,7.3
25027,20210704,S08000030,,65 - 74,,All,d,Emergency,,162,157,3.2
25028,20210704,S08000030,,75 - 84,,All,d,Emergency,,176,173.5,1.4
25029,20210704,S08000030,,85 and over,,All,d,Emergency,,142,130.5,8.8
25030,20210704,S08000030,,All ages,d,All,d,Emergency,,978,963,1.6
25031,20210704,S08000030,,All ages,d,Female,,Emergency,,530,467.5,13.4
25032,20210704,S08000030,,All ages,d,Male,,Emergency,,447,489,-8.6
25033,20210704,S08000031,,Under 5,,All,d,Emergency,,157,141.5,11
25034,20210704,S08000031,,5 - 14,,All,d,Emergency,,84,82.5,1.8
25035,20210704,S08000031,,15 - 44,,All,d,Emergency,,557,622,-10.5
25036,20210704,S08000031,,45 - 64,,All,d,Emergency,,671,654,2.6
25037,20210704,S08000031,,65 - 74,,All,d,Emergency,,407,440.5,-7.6
25038,20210704,S08000031,,75 - 84,,All,d,Emergency,,439,482,-8.9
25039,20210704,S08000031,,85 and over,,All,d,Emergency,,297,297.5,-0.2
25040,20210704,S08000031,,All ages,d,All,d,Emergency,,2612,2720,-4
25041,20210704,S08000031,,All ages,d,Female,,Emergency,,1320,1373.5,-3.9
25042,20210704,S08000031,,All ages,d,Male,,Emergency,,1261,1317,-4.3
25043,20210704,S08000032,,Under 5,,All,d,Emergency,,73,72,1.4
25044,20210704,S08000032,,5 - 14,,All,d,Emergency,,27,52,-48.1
25045,20210704,S08000032,,15 - 44,,All,d,Emergency,,271,294.5,-8
25046,20210704,S08000032,,45 - 64,,All,d,Emergency,,443,369,20.1
25047,20210704,S08000032,,65 - 74,,All,d,Emergency,,224,250,-10.4
25048,20210704,S08000032,,75 - 84,,All,d,Emergency,,263,262.5,0.2
25049,20210704,S08000032,,85 and over,,All,d,Emergency,,143,136,5.1
25050,20210704,S08000032,,All ages,d,All,d,Emergency,,1444,1436,0.6
25051,20210704,S08000032,,All ages,d,Female,,Emergency,,760,724,5
25052,20210704,S08000032,,All ages,d,Male,,Emergency,,667,704,-5.3
25053,20210704,S92000003,d,Under 5,,All,d,Emergency,,797,699.5,13.9
25054,20210704,S92000003,d,5 - 14,,All,d,Emergency,,356,457,-22.1
25055,20210704,S92000003,d,15 - 44,,All,d,Emergency,,2283,2426,-5.9
25056,20210704,S92000003,d,45 - 64,,All,d,Emergency,,2825,2784,1.5
25057,20210704,S92000003,d,65 - 74,,All,d,Emergency,,1845,1929.5,-4.4
25058,20210704,S92000003,d,75 - 84,,All,d,Emergency,,2085,2123.5,-1.8
25059,20210704,S92000003,d,85 and over,,All,d,Emergency,,1396,1301,7.3
25060,20210704,S92000003,d,All ages,d,All,d,Emergency,,11589,11720.5,-1.1
25061,20210704,S92000003,d,All ages,d,Female,,Emergency,,5777,5818,-0.7
25062,20210704,S92000003,d,All ages,d,Male,,Emergency,,5708,5743,-0.6
25063,20210711,S08000015,,Under 5,,All,d,Emergency,,67,73.5,-8.8
25064,20210711,S08000015,,5 - 14,,All,d,Emergency,,30,42.5,-29.4
25065,20210711,S08000015,,15 - 44,,All,d,Emergency,,190,202.5,-6.2
25066,20210711,S08000015,,45 - 64,,All,d,Emergency,,258,245,5.3
25067,20210711,S08000015,,65 - 74,,All,d,Emergency,,191,182.5,4.7
25068,20210711,S08000015,,75 - 84,,All,d,Emergency,,174,157,10.8
25069,20210711,S08000015,,85 and over,,All,d,Emergency,,80,87,-8
25070,20210711,S08000015,,All ages,d,All,d,Emergency,,990,990,0
25071,20210711,S08000015,,All ages,d,Female,,Emergency,,494,481.5,2.6
25072,20210711,S08000015,,All ages,d,Male,,Emergency,,492,501.5,-1.9
25073,20210711,S08000016,,Under 5,,All,d,Emergency,,21,19,10.5
25074,20210711,S08000016,,5 - 14,,All,d,Emergency,,8,9,-11.1
25075,20210711,S08000016,,15 - 44,,All,d,Emergency,,15,23.5,-36.2
25076,20210711,S08000016,,45 - 64,,All,d,Emergency,,41,46.5,-11.8
25077,20210711,S08000016,,65 - 74,,All,d,Emergency,,33,40.5,-18.5
25078,20210711,S08000016,,75 - 84,,All,d,Emergency,,45,50,-10
25079,20210711,S08000016,,85 and over,,All,d,Emergency,,25,42.5,-41.2
25080,20210711,S08000016,,All ages,d,All,d,Emergency,,188,231,-18.6
25081,20210711,S08000016,,All ages,d,Female,,Emergency,,112,114.5,-2.2
25082,20210711,S08000016,,All ages,d,Male,,Emergency,,72,114,-36.8
25083,20210711,S08000017,,Under 5,,All,d,Emergency,,23,15.5,48.4
25084,20210711,S08000017,,5 - 14,,All,d,Emergency,,17,8.5,100
25085,20210711,S08000017,,15 - 44,,All,d,Emergency,,58,56.5,2.7
25086,20210711,S08000017,,45 - 64,,All,d,Emergency,,69,71.5,-3.5
25087,20210711,S08000017,,65 - 74,,All,d,Emergency,,52,56.5,-8
25088,20210711,S08000017,,75 - 84,,All,d,Emergency,,60,70,-14.3
25089,20210711,S08000017,,85 and over,,All,d,Emergency,,47,41,14.6
25090,20210711,S08000017,,All ages,d,All,d,Emergency,,326,319.5,2
25091,20210711,S08000017,,All ages,d,Female,,Emergency,,161,156.5,2.9
25092,20210711,S08000017,,All ages,d,Male,,Emergency,,165,160,3.1
25093,20210711,S08000019,,Under 5,,All,d,Emergency,,33,71,-53.5
25094,20210711,S08000019,,5 - 14,,All,d,Emergency,,22,26.5,-17
25095,20210711,S08000019,,15 - 44,,All,d,Emergency,,137,199.5,-31.3
25096,20210711,S08000019,,45 - 64,,All,d,Emergency,,137,226,-39.4
25097,20210711,S08000019,,65 - 74,,All,d,Emergency,,93,144.5,-35.6
25098,20210711,S08000019,,75 - 84,,All,d,Emergency,,111,153.5,-27.7
25099,20210711,S08000019,,85 and over,,All,d,Emergency,,62,87,-28.7
25100,20210711,S08000019,,All ages,d,All,d,Emergency,,595,908,-34.5
25101,20210711,S08000019,,All ages,d,Female,,Emergency,,295,443,-33.4
25102,20210711,S08000019,,All ages,d,Male,,Emergency,,299,461,-35.1
25103,20210711,S08000020,,Under 5,,All,d,Emergency,,55,60,-8.3
25104,20210711,S08000020,,5 - 14,,All,d,Emergency,,54,49.5,9.1
25105,20210711,S08000020,,15 - 44,,All,d,Emergency,,153,181,-15.5
25106,20210711,S08000020,,45 - 64,,All,d,Emergency,,200,226,-11.5
25107,20210711,S08000020,,65 - 74,,All,d,Emergency,,151,159.5,-5.3
25108,20210711,S08000020,,75 - 84,,All,d,Emergency,,215,169,27.2
25109,20210711,S08000020,,85 and over,,All,d,Emergency,,150,103.5,44.9
25110,20210711,S08000020,,All ages,d,All,d,Emergency,,978,948.5,3.1
25111,20210711,S08000020,,All ages,d,Female,,Emergency,,486,486,0
25112,20210711,S08000020,,All ages,d,Male,,Emergency,,481,445,8.1
25113,20210711,S08000022,,Under 5,,All,d,Emergency,,35,34.5,1.4
25114,20210711,S08000022,,5 - 14,,All,d,Emergency,,23,29.5,-22
25115,20210711,S08000022,,15 - 44,,All,d,Emergency,,120,125.5,-4.4
25116,20210711,S08000022,,45 - 64,,All,d,Emergency,,121,139.5,-13.3
25117,20210711,S08000022,,65 - 74,,All,d,Emergency,,85,106,-19.8
25118,20210711,S08000022,,75 - 84,,All,d,Emergency,,119,105,13.3
25119,20210711,S08000022,,85 and over,,All,d,Emergency,,64,68.5,-6.6
25120,20210711,S08000022,,All ages,d,All,d,Emergency,,567,608.5,-6.8
25121,20210711,S08000022,,All ages,d,Female,,Emergency,,279,290,-3.8
25122,20210711,S08000022,,All ages,d,Male,,Emergency,,271,285.5,-5.1
25123,20210711,S08000024,,Under 5,,All,d,Emergency,,94,94,0
25124,20210711,S08000024,,5 - 14,,All,d,Emergency,,52,51.5,1
25125,20210711,S08000024,,15 - 44,,All,d,Emergency,,392,368.5,6.4
25126,20210711,S08000024,,45 - 64,,All,d,Emergency,,398,394.5,0.9
25127,20210711,S08000024,,65 - 74,,All,d,Emergency,,289,247.5,16.8
25128,20210711,S08000024,,75 - 84,,All,d,Emergency,,325,280,16.1
25129,20210711,S08000024,,85 and over,,All,d,Emergency,,194,182,6.6
25130,20210711,S08000024,,All ages,d,All,d,Emergency,,1745,1618,7.8
25131,20210711,S08000024,,All ages,d,Female,,Emergency,,867,800.5,8.3
25132,20210711,S08000024,,All ages,d,Male,,Emergency,,851,774.5,9.9
25133,20210711,S08000025,,15 - 44,,All,d,Emergency,,9,4.5,100
25134,20210711,S08000025,,45 - 64,,All,d,Emergency,,17,10.5,61.9
25135,20210711,S08000025,,65 - 74,,All,d,Emergency,,7,7,0
25136,20210711,S08000025,,75 - 84,,All,d,Emergency,,5,5.5,-9.1
25137,20210711,S08000025,,85 and over,,All,d,Emergency,,6,4,50
25138,20210711,S08000025,,All ages,d,All,d,Emergency,,44,32,37.5
25139,20210711,S08000025,,All ages,d,Female,,Emergency,,25,16,56.2
25140,20210711,S08000025,,All ages,d,Male,,Emergency,,17,12,41.7
25141,20210711,S08000026,,15 - 44,,All,d,Emergency,,8,5.5,45.5
25142,20210711,S08000026,,45 - 64,,All,d,Emergency,,11,11,0
25143,20210711,S08000026,,65 - 74,,All,d,Emergency,,10,5.5,81.8
25144,20210711,S08000026,,75 - 84,,All,d,Emergency,,7,8.5,-17.6
25145,20210711,S08000026,,All ages,d,All,d,Emergency,,40,37,8.1
25146,20210711,S08000026,,All ages,d,Female,,Emergency,,20,23,-13
25147,20210711,S08000026,,All ages,d,Male,,Emergency,,16,13.5,18.5
25148,20210711,S08000028,,15 - 44,,All,d,Emergency,,17,10,70
25149,20210711,S08000028,,45 - 64,,All,d,Emergency,,18,20,-10
25150,20210711,S08000028,,65 - 74,,All,d,Emergency,,9,9.5,-5.3
25151,20210711,S08000028,,75 - 84,,All,d,Emergency,,11,13.5,-18.5
25152,20210711,S08000028,,85 and over,,All,d,Emergency,,7,10,-30
25153,20210711,S08000028,,All ages,d,All,d,Emergency,,67,66.5,0.8
25154,20210711,S08000028,,All ages,d,Female,,Emergency,,28,35.5,-21.1
25155,20210711,S08000028,,All ages,d,Male,,Emergency,,35,29.5,18.6
25156,20210711,S08000029,,Under 5,,All,d,Emergency,,61,56.5,8
25157,20210711,S08000029,,5 - 14,,All,d,Emergency,,24,19.5,23.1
25158,20210711,S08000029,,15 - 44,,All,d,Emergency,,172,156,10.3
25159,20210711,S08000029,,45 - 64,,All,d,Emergency,,173,160.5,7.8
25160,20210711,S08000029,,65 - 74,,All,d,Emergency,,123,133,-7.5
25161,20210711,S08000029,,75 - 84,,All,d,Emergency,,164,133.5,22.8
25162,20210711,S08000029,,85 and over,,All,d,Emergency,,111,89.5,24
25163,20210711,S08000029,,All ages,d,All,d,Emergency,,828,748.5,10.6
25164,20210711,S08000029,,All ages,d,Female,,Emergency,,418,367,13.9
25165,20210711,S08000029,,All ages,d,Male,,Emergency,,407,378,7.7
25166,20210711,S08000030,,Under 5,,All,d,Emergency,,65,52.5,23.8
25167,20210711,S08000030,,5 - 14,,All,d,Emergency,,34,34.5,-1.4
25168,20210711,S08000030,,15 - 44,,All,d,Emergency,,199,200,-0.5
25169,20210711,S08000030,,45 - 64,,All,d,Emergency,,218,197.5,10.4
25170,20210711,S08000030,,65 - 74,,All,d,Emergency,,162,174.5,-7.2
25171,20210711,S08000030,,75 - 84,,All,d,Emergency,,176,189.5,-7.1
25172,20210711,S08000030,,85 and over,,All,d,Emergency,,108,134,-19.4
25173,20210711,S08000030,,All ages,d,All,d,Emergency,,962,982.5,-2.1
25174,20210711,S08000030,,All ages,d,Female,,Emergency,,458,481,-4.8
25175,20210711,S08000030,,All ages,d,Male,,Emergency,,503,495.5,1.5
25176,20210711,S08000031,,Under 5,,All,d,Emergency,,158,131.5,20.2
25177,20210711,S08000031,,5 - 14,,All,d,Emergency,,74,75.5,-2
25178,20210711,S08000031,,15 - 44,,All,d,Emergency,,615,612,0.5
25179,20210711,S08000031,,45 - 64,,All,d,Emergency,,645,733,-12
25180,20210711,S08000031,,65 - 74,,All,d,Emergency,,398,409.5,-2.8
25181,20210711,S08000031,,75 - 84,,All,d,Emergency,,446,431.5,3.4
25182,20210711,S08000031,,85 and over,,All,d,Emergency,,288,305,-5.6
25183,20210711,S08000031,,All ages,d,All,d,Emergency,,2624,2698,-2.7
25184,20210711,S08000031,,All ages,d,Female,,Emergency,,1309,1349,-3
25185,20210711,S08000031,,All ages,d,Male,,Emergency,,1275,1311,-2.7
25186,20210711,S08000032,,Under 5,,All,d,Emergency,,54,71.5,-24.5
25187,20210711,S08000032,,5 - 14,,All,d,Emergency,,24,33.5,-28.4
25188,20210711,S08000032,,15 - 44,,All,d,Emergency,,306,294.5,3.9
25189,20210711,S08000032,,45 - 64,,All,d,Emergency,,397,388,2.3
25190,20210711,S08000032,,65 - 74,,All,d,Emergency,,234,248.5,-5.8
25191,20210711,S08000032,,75 - 84,,All,d,Emergency,,257,262.5,-2.1
25192,20210711,S08000032,,85 and over,,All,d,Emergency,,124,149.5,-17.1
25193,20210711,S08000032,,All ages,d,All,d,Emergency,,1396,1448,-3.6
25194,20210711,S08000032,,All ages,d,Female,,Emergency,,688,726,-5.2
25195,20210711,S08000032,,All ages,d,Male,,Emergency,,700,709.5,-1.3
25196,20210711,S92000003,d,Under 5,,All,d,Emergency,,669,680.5,-1.7
25197,20210711,S92000003,d,5 - 14,,All,d,Emergency,,365,384,-4.9
25198,20210711,S92000003,d,15 - 44,,All,d,Emergency,,2391,2439.5,-2
25199,20210711,S92000003,d,45 - 64,,All,d,Emergency,,2703,2869.5,-5.8
25200,20210711,S92000003,d,65 - 74,,All,d,Emergency,,1837,1924.5,-4.5
25201,20210711,S92000003,d,75 - 84,,All,d,Emergency,,2115,2029,4.2
25202,20210711,S92000003,d,85 and over,,All,d,Emergency,,1269,1309,-3.1
25203,20210711,S92000003,d,All ages,d,All,d,Emergency,,11350,11636,-2.5
25204,20210711,S92000003,d,All ages,d,Female,,Emergency,,5640,5769.5,-2.2
25205,20210711,S92000003,d,All ages,d,Male,,Emergency,,5584,5690.5,-1.9
25206,20210718,S08000015,,Under 5,,All,d,Emergency,,57,65.5,-13
25207,20210718,S08000015,,5 - 14,,All,d,Emergency,,23,34,-32.4
25208,20210718,S08000015,,15 - 44,,All,d,Emergency,,176,189,-6.9
25209,20210718,S08000015,,45 - 64,,All,d,Emergency,,234,243,-3.7
25210,20210718,S08000015,,65 - 74,,All,d,Emergency,,176,165.5,6.3
25211,20210718,S08000015,,75 - 84,,All,d,Emergency,,148,176,-15.9
25212,20210718,S08000015,,85 and over,,All,d,Emergency,,97,94,3.2
25213,20210718,S08000015,,All ages,d,All,d,Emergency,,911,967,-5.8
25214,20210718,S08000015,,All ages,d,Female,,Emergency,,465,458,1.5
25215,20210718,S08000015,,All ages,d,Male,,Emergency,,444,503,-11.7
25216,20210718,S08000016,,Under 5,,All,d,Emergency,,17,17,0
25217,20210718,S08000016,,5 - 14,,All,d,Emergency,,6,10.5,-42.9
25218,20210718,S08000016,,15 - 44,,All,d,Emergency,,28,30,-6.7
25219,20210718,S08000016,,45 - 64,,All,d,Emergency,,33,41,-19.5
25220,20210718,S08000016,,65 - 74,,All,d,Emergency,,31,37.5,-17.3
25221,20210718,S08000016,,75 - 84,,All,d,Emergency,,49,45,8.9
25222,20210718,S08000016,,85 and over,,All,d,Emergency,,33,34.5,-4.3
25223,20210718,S08000016,,All ages,d,All,d,Emergency,,197,215.5,-8.6
25224,20210718,S08000016,,All ages,d,Female,,Emergency,,110,107,2.8
25225,20210718,S08000016,,All ages,d,Male,,Emergency,,84,105.5,-20.4
25226,20210718,S08000017,,Under 5,,All,d,Emergency,,19,23,-17.4
25227,20210718,S08000017,,5 - 14,,All,d,Emergency,,12,13,-7.7
25228,20210718,S08000017,,15 - 44,,All,d,Emergency,,59,60,-1.7
25229,20210718,S08000017,,45 - 64,,All,d,Emergency,,74,67,10.4
25230,20210718,S08000017,,65 - 74,,All,d,Emergency,,54,54.5,-0.9
25231,20210718,S08000017,,75 - 84,,All,d,Emergency,,59,59.5,-0.8
25232,20210718,S08000017,,85 and over,,All,d,Emergency,,34,47.5,-28.4
25233,20210718,S08000017,,All ages,d,All,d,Emergency,,311,324.5,-4.2
25234,20210718,S08000017,,All ages,d,Female,,Emergency,,141,150.5,-6.3
25235,20210718,S08000017,,All ages,d,Male,,Emergency,,170,170.5,-0.3
25236,20210718,S08000019,,Under 5,,All,d,Emergency,,34,60.5,-43.8
25237,20210718,S08000019,,5 - 14,,All,d,Emergency,,18,34,-47.1
25238,20210718,S08000019,,15 - 44,,All,d,Emergency,,138,188.5,-26.8
25239,20210718,S08000019,,45 - 64,,All,d,Emergency,,151,186.5,-19
25240,20210718,S08000019,,65 - 74,,All,d,Emergency,,91,123.5,-26.3
25241,20210718,S08000019,,75 - 84,,All,d,Emergency,,96,161.5,-40.6
25242,20210718,S08000019,,85 and over,,All,d,Emergency,,66,84,-21.4
25243,20210718,S08000019,,All ages,d,All,d,Emergency,,594,838.5,-29.2
25244,20210718,S08000019,,All ages,d,Female,,Emergency,,282,419.5,-32.8
25245,20210718,S08000019,,All ages,d,Male,,Emergency,,312,415,-24.8
25246,20210718,S08000020,,Under 5,,All,d,Emergency,,59,74.5,-20.8
25247,20210718,S08000020,,5 - 14,,All,d,Emergency,,47,37,27
25248,20210718,S08000020,,15 - 44,,All,d,Emergency,,179,194.5,-8
25249,20210718,S08000020,,45 - 64,,All,d,Emergency,,217,217.5,-0.2
25250,20210718,S08000020,,65 - 74,,All,d,Emergency,,158,135.5,16.6
25251,20210718,S08000020,,75 - 84,,All,d,Emergency,,186,164.5,13.1
25252,20210718,S08000020,,85 and over,,All,d,Emergency,,125,111.5,12.1
25253,20210718,S08000020,,All ages,d,All,d,Emergency,,971,935,3.9
25254,20210718,S08000020,,All ages,d,Female,,Emergency,,478,460,3.9
25255,20210718,S08000020,,All ages,d,Male,,Emergency,,482,457.5,5.4
25256,20210718,S08000022,,Under 5,,All,d,Emergency,,27,43.5,-37.9
25257,20210718,S08000022,,5 - 14,,All,d,Emergency,,18,24,-25
25258,20210718,S08000022,,15 - 44,,All,d,Emergency,,123,111.5,10.3
25259,20210718,S08000022,,45 - 64,,All,d,Emergency,,124,156.5,-20.8
25260,20210718,S08000022,,65 - 74,,All,d,Emergency,,95,114.5,-17
25261,20210718,S08000022,,75 - 84,,All,d,Emergency,,97,114,-14.9
25262,20210718,S08000022,,85 and over,,All,d,Emergency,,67,60.5,10.7
