id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,sas_incidents,average20182019,percent_variation
12382,20210912,S08000019,,All ages,d,Female,,281,271.5,3.5
12383,20210912,S08000019,,All ages,d,Male,,299,271.5,10.1
12384,20210912,S08000020,,Under 5,,All,d,71,50,42
12385,20210912,S08000020,,5 - 14,,All,d,24,27,-11.1
12386,20210912,S08000020,,15 - 44,,All,d,308,270,14.1
12387,20210912,S08000020,,45 - 64,,All,d,249,215,15.8
12388,20210912,S08000020,,65 - 74,,All,d,175,151,15.9
12389,20210912,S08000020,,75 - 84,,All,d,220,203.5,8.1
12390,20210912,S08000020,,85 and over,,All,d,162,162.5,-0.3
12391,20210912,S08000020,,All ages,d,All,d,1258,1133,11
12392,20210912,S08000020,,All ages,d,Female,,601,514,16.9
12393,20210912,S08000020,,All ages,d,Male,,570,509,12
12394,20210912,S08000022,,Under 5,,All,d,33,27.5,20
12395,20210912,S08000022,,5 - 14,,All,d,14,21.5,-34.9
12396,20210912,S08000022,,15 - 44,,All,d,157,157.5,-0.3
12397,20210912,S08000022,,45 - 64,,All,d,203,163.5,24.2
12398,20210912,S08000022,,65 - 74,,All,d,133,131.5,1.1
12399,20210912,S08000022,,75 - 84,,All,d,131,164.5,-20.4
12400,20210912,S08000022,,85 and over,,All,d,116,122,-4.9
12401,20210912,S08000022,,All ages,d,All,d,847,846.5,0.1
12402,20210912,S08000022,,All ages,d,Female,,346,357.5,-3.2
12403,20210912,S08000022,,All ages,d,Male,,361,353,2.3
12404,20210912,S08000024,,Under 5,,All,d,81,63.5,27.6
12405,20210912,S08000024,,5 - 14,,All,d,27,33.5,-19.4
12406,20210912,S08000024,,15 - 44,,All,d,418,410,2
12407,20210912,S08000024,,45 - 64,,All,d,397,362,9.7
12408,20210912,S08000024,,65 - 74,,All,d,205,214,-4.2
12409,20210912,S08000024,,75 - 84,,All,d,241,254,-5.1
12410,20210912,S08000024,,85 and over,,All,d,175,188.5,-7.2
12411,20210912,S08000024,,All ages,d,All,d,1660,1649,0.7
12412,20210912,S08000024,,All ages,d,Female,,758,731.5,3.6
12413,20210912,S08000024,,All ages,d,Male,,718,703.5,2.1
12414,20210912,S08000025,,15 - 44,,All,d,10,11.5,-13
12415,20210912,S08000025,,65 - 74,,All,d,11,10.5,4.8
12416,20210912,S08000025,,75 - 84,,All,d,12,8.5,41.2
12417,20210912,S08000025,,85 and over,,All,d,10,6.5,53.8
12418,20210912,S08000025,,All ages,d,All,d,49,48.5,1
12419,20210912,S08000025,,All ages,d,Female,,23,22,4.5
12420,20210912,S08000025,,All ages,d,Male,,21,21.5,-2.3
12421,20210912,S08000026,,15 - 44,,All,d,7,4,75
12422,20210912,S08000026,,45 - 64,,All,d,7,8,-12.5
12423,20210912,S08000026,,65 - 74,,All,d,8,4.5,77.8
12424,20210912,S08000026,,85 and over,,All,d,5,5,0
12425,20210912,S08000026,,All ages,d,All,d,33,33,0
12426,20210912,S08000026,,All ages,d,Female,,12,11,9.1
12427,20210912,S08000026,,All ages,d,Male,,18,16.5,9.1
12428,20210912,S08000028,,15 - 44,,All,d,10,14,-28.6
12429,20210912,S08000028,,45 - 64,,All,d,22,15.5,41.9
12430,20210912,S08000028,,65 - 74,,All,d,14,12.5,12
12431,20210912,S08000028,,75 - 84,,All,d,13,16.5,-21.2
12432,20210912,S08000028,,85 and over,,All,d,20,13.5,48.1
12433,20210912,S08000028,,All ages,d,All,d,81,81.5,-0.6
12434,20210912,S08000028,,All ages,d,Female,,35,33.5,4.5
12435,20210912,S08000028,,All ages,d,Male,,37,33,12.1
12436,20210912,S08000029,,Under 5,,All,d,54,36,50
12437,20210912,S08000029,,5 - 14,,All,d,22,21.5,2.3
12438,20210912,S08000029,,15 - 44,,All,d,200,192.5,3.9
12439,20210912,S08000029,,45 - 64,,All,d,147,169,-13
12440,20210912,S08000029,,65 - 74,,All,d,121,127.5,-5.1
12441,20210912,S08000029,,75 - 84,,All,d,164,159,3.1
12442,20210912,S08000029,,85 and over,,All,d,112,107,4.7
12443,20210912,S08000029,,All ages,d,All,d,847,841,0.7
12444,20210912,S08000029,,All ages,d,Female,,420,422,-0.5
12445,20210912,S08000029,,All ages,d,Male,,378,364.5,3.7
12446,20210912,S08000030,,Under 5,,All,d,55,31,77.4
12447,20210912,S08000030,,5 - 14,,All,d,11,19.5,-43.6
12448,20210912,S08000030,,15 - 44,,All,d,232,220.5,5.2
12449,20210912,S08000030,,45 - 64,,All,d,199,171,16.4
12450,20210912,S08000030,,65 - 74,,All,d,153,136,12.5
12451,20210912,S08000030,,75 - 84,,All,d,172,180.5,-4.7
12452,20210912,S08000030,,85 and over,,All,d,148,149,-0.7
12453,20210912,S08000030,,All ages,d,All,d,1003,958.5,4.6
12454,20210912,S08000030,,All ages,d,Female,,475,430,10.5
12455,20210912,S08000030,,All ages,d,Male,,459,437,5
12456,20210912,S08000031,,Under 5,,All,d,103,78.5,31.2
12457,20210912,S08000031,,5 - 14,,All,d,34,56.5,-39.8
12458,20210912,S08000031,,15 - 44,,All,d,579,644,-10.1
12459,20210912,S08000031,,45 - 64,,All,d,575,631,-8.9
12460,20210912,S08000031,,65 - 74,,All,d,332,362.5,-8.4
12461,20210912,S08000031,,75 - 84,,All,d,382,430.5,-11.3
12462,20210912,S08000031,,85 and over,,All,d,292,338,-13.6
12463,20210912,S08000031,,All ages,d,All,d,2487,2729.5,-8.9
12464,20210912,S08000031,,All ages,d,Female,,1150,1244,-7.6
12465,20210912,S08000031,,All ages,d,Male,,1052,1168,-9.9
12466,20210912,S08000032,,Under 5,,All,d,82,55,49.1
12467,20210912,S08000032,,5 - 14,,All,d,23,35,-34.3
12468,20210912,S08000032,,15 - 44,,All,d,249,321.5,-22.6
12469,20210912,S08000032,,45 - 64,,All,d,317,318,-0.3
12470,20210912,S08000032,,65 - 74,,All,d,153,197.5,-22.5
12471,20210912,S08000032,,75 - 84,,All,d,204,267,-23.6
12472,20210912,S08000032,,85 and over,,All,d,128,167,-23.4
12473,20210912,S08000032,,All ages,d,All,d,1211,1443,-16.1
12474,20210912,S08000032,,All ages,d,Female,,594,682.5,-13
12475,20210912,S08000032,,All ages,d,Male,,535,635,-15.7
12476,20210912,S92000003,d,Under 5,,All,d,580,416,39.4
12477,20210912,S92000003,d,5 - 14,,All,d,195,261,-25.3
12478,20210912,S92000003,d,15 - 44,,All,d,2628,2708.5,-3
12479,20210912,S92000003,d,45 - 64,,All,d,2591,2557.5,1.3
12480,20210912,S92000003,d,65 - 74,,All,d,1644,1722.5,-4.6
12481,20210912,S92000003,d,75 - 84,,All,d,1978,2132,-7.2
12482,20210912,S92000003,d,85 and over,,All,d,1488,1583.5,-6
12483,20210912,S92000003,d,All ages,d,All,d,11747,12083,-2.8
12484,20210912,S92000003,d,All ages,d,Female,,5468,5535,-1.2
12485,20210912,S92000003,d,All ages,d,Male,,5154,5259.5,-2
12486,20210919,S08000015,,Under 5,,All,d,47,33.5,40.3
12487,20210919,S08000015,,5 - 14,,All,d,11,20,-45
12488,20210919,S08000015,,15 - 44,,All,d,172,212.5,-19.1
12489,20210919,S08000015,,45 - 64,,All,d,209,197.5,5.8
12490,20210919,S08000015,,65 - 74,,All,d,129,145.5,-11.3
12491,20210919,S08000015,,75 - 84,,All,d,181,187.5,-3.5
12492,20210919,S08000015,,85 and over,,All,d,106,141,-24.8
12493,20210919,S08000015,,All ages,d,All,d,900,979,-8.1
12494,20210919,S08000015,,All ages,d,Female,,409,465.5,-12.1
12495,20210919,S08000015,,All ages,d,Male,,417,433,-3.7
12496,20210919,S08000016,,Under 5,,All,d,7,7,0
12497,20210919,S08000016,,15 - 44,,All,d,52,57,-8.8
12498,20210919,S08000016,,45 - 64,,All,d,48,51,-5.9
12499,20210919,S08000016,,65 - 74,,All,d,39,47.5,-17.9
12500,20210919,S08000016,,75 - 84,,All,d,50,55,-9.1
12501,20210919,S08000016,,85 and over,,All,d,55,54,1.9
12502,20210919,S08000016,,All ages,d,All,d,262,288.5,-9.2
12503,20210919,S08000016,,All ages,d,Female,,128,141.5,-9.5
12504,20210919,S08000016,,All ages,d,Male,,116,123,-5.7
12505,20210919,S08000017,,Under 5,,All,d,15,8,87.5
12506,20210919,S08000017,,15 - 44,,All,d,67,61,9.8
12507,20210919,S08000017,,45 - 64,,All,d,74,55,34.5
12508,20210919,S08000017,,65 - 74,,All,d,72,71,1.4
12509,20210919,S08000017,,75 - 84,,All,d,64,82.5,-22.4
12510,20210919,S08000017,,85 and over,,All,d,72,57.5,25.2
12511,20210919,S08000017,,All ages,d,All,d,380,350,8.6
12512,20210919,S08000017,,All ages,d,Female,,180,175.5,2.6
12513,20210919,S08000017,,All ages,d,Male,,167,150,11.3
12514,20210919,S08000019,,Under 5,,All,d,30,21.5,39.5
12515,20210919,S08000019,,5 - 14,,All,d,9,11.5,-21.7
12516,20210919,S08000019,,15 - 44,,All,d,140,148.5,-5.7
12517,20210919,S08000019,,45 - 64,,All,d,150,129,16.3
12518,20210919,S08000019,,65 - 74,,All,d,94,86.5,8.7
12519,20210919,S08000019,,75 - 84,,All,d,108,116,-6.9
12520,20210919,S08000019,,85 and over,,All,d,86,88,-2.3
12521,20210919,S08000019,,All ages,d,All,d,638,634,0.6
12522,20210919,S08000019,,All ages,d,Female,,291,291.5,-0.2
12523,20210919,S08000019,,All ages,d,Male,,309,282.5,9.4
12524,20210919,S08000020,,Under 5,,All,d,77,38.5,100
12525,20210919,S08000020,,5 - 14,,All,d,23,27,-14.8
12526,20210919,S08000020,,15 - 44,,All,d,288,248.5,15.9
12527,20210919,S08000020,,45 - 64,,All,d,249,212.5,17.2
12528,20210919,S08000020,,65 - 74,,All,d,193,154.5,24.9
12529,20210919,S08000020,,75 - 84,,All,d,203,197.5,2.8
12530,20210919,S08000020,,85 and over,,All,d,139,160,-13.1
12531,20210919,S08000020,,All ages,d,All,d,1221,1089,12.1
12532,20210919,S08000020,,All ages,d,Female,,537,513.5,4.6
12533,20210919,S08000020,,All ages,d,Male,,604,464,30.2
12534,20210919,S08000022,,Under 5,,All,d,36,23.5,53.2
12535,20210919,S08000022,,5 - 14,,All,d,12,17,-29.4
12536,20210919,S08000022,,15 - 44,,All,d,209,149.5,39.8
12537,20210919,S08000022,,45 - 64,,All,d,178,161.5,10.2
12538,20210919,S08000022,,65 - 74,,All,d,144,139.5,3.2
12539,20210919,S08000022,,75 - 84,,All,d,163,159.5,2.2
12540,20210919,S08000022,,85 and over,,All,d,126,123,2.4
12541,20210919,S08000022,,All ages,d,All,d,919,832.5,10.4
12542,20210919,S08000022,,All ages,d,Female,,393,359,9.5
12543,20210919,S08000022,,All ages,d,Male,,403,328,22.9
12544,20210919,S08000024,,Under 5,,All,d,74,58,27.6
12545,20210919,S08000024,,5 - 14,,All,d,35,39,-10.3
12546,20210919,S08000024,,15 - 44,,All,d,407,427,-4.7
12547,20210919,S08000024,,45 - 64,,All,d,331,337,-1.8
12548,20210919,S08000024,,65 - 74,,All,d,210,226,-7.1
12549,20210919,S08000024,,75 - 84,,All,d,242,252.5,-4.2
12550,20210919,S08000024,,85 and over,,All,d,167,192.5,-13.2
12551,20210919,S08000024,,All ages,d,All,d,1565,1636,-4.3
12552,20210919,S08000024,,All ages,d,Female,,719,736.5,-2.4
12553,20210919,S08000024,,All ages,d,Male,,678,689,-1.6
12554,20210919,S08000025,,15 - 44,,All,d,5,8,-37.5
12555,20210919,S08000025,,45 - 64,,All,d,5,7.5,-33.3
12556,20210919,S08000025,,65 - 74,,All,d,12,10,20
12557,20210919,S08000025,,75 - 84,,All,d,12,13.5,-11.1
12558,20210919,S08000025,,85 and over,,All,d,7,7.5,-6.7
12559,20210919,S08000025,,All ages,d,All,d,48,52.5,-8.6
12560,20210919,S08000025,,All ages,d,Female,,19,21.5,-11.6
12561,20210919,S08000025,,All ages,d,Male,,25,24.5,2
12562,20210919,S08000026,,15 - 44,,All,d,12,7.5,60
12563,20210919,S08000026,,45 - 64,,All,d,11,10,10
12564,20210919,S08000026,,65 - 74,,All,d,10,3.5,185.7
12565,20210919,S08000026,,75 - 84,,All,d,15,6,150
12566,20210919,S08000026,,85 and over,,All,d,10,4.5,122.2
12567,20210919,S08000026,,All ages,d,All,d,62,34,82.4
12568,20210919,S08000026,,All ages,d,Female,,24,11,118.2
12569,20210919,S08000026,,All ages,d,Male,,33,19,73.7
12570,20210919,S08000028,,15 - 44,,All,d,13,11.5,13
12571,20210919,S08000028,,45 - 64,,All,d,20,13,53.8
12572,20210919,S08000028,,65 - 74,,All,d,7,14.5,-51.7
12573,20210919,S08000028,,75 - 84,,All,d,26,16.5,57.6
12574,20210919,S08000028,,85 and over,,All,d,12,15,-20
12575,20210919,S08000028,,All ages,d,All,d,87,78,11.5
12576,20210919,S08000028,,All ages,d,Female,,34,35.5,-4.2
12577,20210919,S08000028,,All ages,d,Male,,40,32.5,23.1
12578,20210919,S08000029,,Under 5,,All,d,51,36,41.7
12579,20210919,S08000029,,5 - 14,,All,d,19,20.5,-7.3
12580,20210919,S08000029,,15 - 44,,All,d,190,179.5,5.8
12581,20210919,S08000029,,45 - 64,,All,d,185,170,8.8
12582,20210919,S08000029,,65 - 74,,All,d,129,124.5,3.6
12583,20210919,S08000029,,75 - 84,,All,d,135,164.5,-17.9
12584,20210919,S08000029,,85 and over,,All,d,93,115.5,-19.5
12585,20210919,S08000029,,All ages,d,All,d,829,840.5,-1.4
12586,20210919,S08000029,,All ages,d,Female,,414,418.5,-1.1
12587,20210919,S08000029,,All ages,d,Male,,367,359,2.2
12588,20210919,S08000030,,Under 5,,All,d,60,38.5,55.8
12589,20210919,S08000030,,5 - 14,,All,d,17,21,-19
12590,20210919,S08000030,,15 - 44,,All,d,211,220,-4.1
12591,20210919,S08000030,,45 - 64,,All,d,174,198.5,-12.3
12592,20210919,S08000030,,65 - 74,,All,d,128,139,-7.9
12593,20210919,S08000030,,75 - 84,,All,d,145,168.5,-13.9
12594,20210919,S08000030,,85 and over,,All,d,124,144,-13.9
12595,20210919,S08000030,,All ages,d,All,d,905,978.5,-7.5
12596,20210919,S08000030,,All ages,d,Female,,411,452.5,-9.2
12597,20210919,S08000030,,All ages,d,Male,,420,424.5,-1.1
12598,20210919,S08000031,,Under 5,,All,d,107,88.5,20.9
12599,20210919,S08000031,,5 - 14,,All,d,30,39.5,-24.1
12600,20210919,S08000031,,15 - 44,,All,d,599,589.5,1.6
12601,20210919,S08000031,,45 - 64,,All,d,556,637.5,-12.8
12602,20210919,S08000031,,65 - 74,,All,d,316,345.5,-8.5
12603,20210919,S08000031,,75 - 84,,All,d,324,438,-26
12604,20210919,S08000031,,85 and over,,All,d,263,331,-20.5
12605,20210919,S08000031,,All ages,d,All,d,2371,2659.5,-10.8
12606,20210919,S08000031,,All ages,d,Female,,1103,1214,-9.1
12607,20210919,S08000031,,All ages,d,Male,,1006,1124,-10.5
12608,20210919,S08000032,,Under 5,,All,d,84,58,44.8
12609,20210919,S08000032,,5 - 14,,All,d,28,30.5,-8.2
12610,20210919,S08000032,,15 - 44,,All,d,237,304.5,-22.2
12611,20210919,S08000032,,45 - 64,,All,d,317,339.5,-6.6
12612,20210919,S08000032,,65 - 74,,All,d,181,204,-11.3
12613,20210919,S08000032,,75 - 84,,All,d,202,270,-25.2
12614,20210919,S08000032,,85 and over,,All,d,143,184,-22.3
12615,20210919,S08000032,,All ages,d,All,d,1244,1468.5,-15.3
12616,20210919,S08000032,,All ages,d,Female,,586,688,-14.8
12617,20210919,S08000032,,All ages,d,Male,,566,657,-13.9
12618,20210919,S92000003,d,Under 5,,All,d,594,418.5,41.9
12619,20210919,S92000003,d,5 - 14,,All,d,193,241,-19.9
12620,20210919,S92000003,d,15 - 44,,All,d,2614,2629.5,-0.6
12621,20210919,S92000003,d,45 - 64,,All,d,2518,2525,-0.3
12622,20210919,S92000003,d,65 - 74,,All,d,1666,1713.5,-2.8
12623,20210919,S92000003,d,75 - 84,,All,d,1873,2129,-12
12624,20210919,S92000003,d,85 and over,,All,d,1404,1617.5,-13.2
12625,20210919,S92000003,d,All ages,d,All,d,11463,11943.5,-4
12626,20210919,S92000003,d,All ages,d,Female,,5257,5529,-4.9
12627,20210919,S92000003,d,All ages,d,Male,,5167,5117,1
12628,20210926,S08000015,,Under 5,,All,d,54,35,54.3
12629,20210926,S08000015,,5 - 14,,All,d,15,15,0
12630,20210926,S08000015,,15 - 44,,All,d,182,204.5,-11
12631,20210926,S08000015,,45 - 64,,All,d,199,218,-8.7
12632,20210926,S08000015,,65 - 74,,All,d,129,152.5,-15.4
12633,20210926,S08000015,,75 - 84,,All,d,162,207.5,-21.9
12634,20210926,S08000015,,85 and over,,All,d,119,152,-21.7
12635,20210926,S08000015,,All ages,d,All,d,890,1028,-13.4
12636,20210926,S08000015,,All ages,d,Female,,420,492,-14.6
12637,20210926,S08000015,,All ages,d,Male,,403,458.5,-12.1
12638,20210926,S08000016,,Under 5,,All,d,13,8.5,52.9
12639,20210926,S08000016,,5 - 14,,All,d,8,6.5,23.1
12640,20210926,S08000016,,15 - 44,,All,d,41,55.5,-26.1
12641,20210926,S08000016,,45 - 64,,All,d,58,58,0
12642,20210926,S08000016,,65 - 74,,All,d,44,56.5,-22.1
12643,20210926,S08000016,,75 - 84,,All,d,43,68,-36.8
12644,20210926,S08000016,,85 and over,,All,d,55,63,-12.7
12645,20210926,S08000016,,All ages,d,All,d,268,325,-17.5
12646,20210926,S08000016,,All ages,d,Female,,131,171.5,-23.6
12647,20210926,S08000016,,All ages,d,Male,,122,133,-8.3
12648,20210926,S08000017,,Under 5,,All,d,15,10,50
12649,20210926,S08000017,,5 - 14,,All,d,8,6.5,23.1
12650,20210926,S08000017,,15 - 44,,All,d,50,60,-16.7
12651,20210926,S08000017,,45 - 64,,All,d,66,62,6.5
12652,20210926,S08000017,,65 - 74,,All,d,56,56,0
12653,20210926,S08000017,,75 - 84,,All,d,76,83.5,-9
12654,20210926,S08000017,,85 and over,,All,d,83,72,15.3
12655,20210926,S08000017,,All ages,d,All,d,365,368.5,-0.9
12656,20210926,S08000017,,All ages,d,Female,,191,180,6.1
12657,20210926,S08000017,,All ages,d,Male,,153,152,0.7
12658,20210926,S08000019,,Under 5,,All,d,35,23,52.2
12659,20210926,S08000019,,5 - 14,,All,d,20,11,81.8
12660,20210926,S08000019,,15 - 44,,All,d,138,119,16
12661,20210926,S08000019,,45 - 64,,All,d,133,134,-0.7
12662,20210926,S08000019,,65 - 74,,All,d,82,98,-16.3
12663,20210926,S08000019,,75 - 84,,All,d,110,118,-6.8
12664,20210926,S08000019,,85 and over,,All,d,74,76.5,-3.3
12665,20210926,S08000019,,All ages,d,All,d,621,608.5,2.1
12666,20210926,S08000019,,All ages,d,Female,,270,277.5,-2.7
12667,20210926,S08000019,,All ages,d,Male,,303,277,9.4
12668,20210926,S08000020,,Under 5,,All,d,67,33.5,100
12669,20210926,S08000020,,5 - 14,,All,d,21,19.5,7.7
12670,20210926,S08000020,,15 - 44,,All,d,258,266,-3
12671,20210926,S08000020,,45 - 64,,All,d,247,244.5,1
12672,20210926,S08000020,,65 - 74,,All,d,206,157,31.2
12673,20210926,S08000020,,75 - 84,,All,d,194,212,-8.5
12674,20210926,S08000020,,85 and over,,All,d,171,177,-3.4
12675,20210926,S08000020,,All ages,d,All,d,1198,1161,3.2
12676,20210926,S08000020,,All ages,d,Female,,557,576.5,-3.4
12677,20210926,S08000020,,All ages,d,Male,,562,488,15.2
12678,20210926,S08000022,,Under 5,,All,d,31,22.5,37.8
12679,20210926,S08000022,,5 - 14,,All,d,8,23,-65.2
12680,20210926,S08000022,,15 - 44,,All,d,189,153,23.5
12681,20210926,S08000022,,45 - 64,,All,d,192,188,2.1
12682,20210926,S08000022,,65 - 74,,All,d,153,129.5,18.1
12683,20210926,S08000022,,75 - 84,,All,d,151,155,-2.6
12684,20210926,S08000022,,85 and over,,All,d,101,139,-27.3
12685,20210926,S08000022,,All ages,d,All,d,876,871.5,0.5
12686,20210926,S08000022,,All ages,d,Female,,384,362,6.1
12687,20210926,S08000022,,All ages,d,Male,,375,380.5,-1.4
12688,20210926,S08000024,,Under 5,,All,d,68,66,3
12689,20210926,S08000024,,5 - 14,,All,d,36,34.5,4.3
12690,20210926,S08000024,,15 - 44,,All,d,417,416.5,0.1
12691,20210926,S08000024,,45 - 64,,All,d,335,344,-2.6
12692,20210926,S08000024,,65 - 74,,All,d,200,228.5,-12.5
12693,20210926,S08000024,,75 - 84,,All,d,247,259.5,-4.8
12694,20210926,S08000024,,85 and over,,All,d,183,205.5,-10.9
12695,20210926,S08000024,,All ages,d,All,d,1579,1670.5,-5.5
12696,20210926,S08000024,,All ages,d,Female,,740,785,-5.7
12697,20210926,S08000024,,All ages,d,Male,,680,674,0.9
12698,20210926,S08000025,,45 - 64,,All,d,14,8.5,64.7
12699,20210926,S08000025,,65 - 74,,All,d,10,6.5,53.8
12700,20210926,S08000025,,75 - 84,,All,d,16,8,100
12701,20210926,S08000025,,85 and over,,All,d,6,7,-14.3
12702,20210926,S08000025,,All ages,d,All,d,49,44,11.4
12703,20210926,S08000025,,All ages,d,Female,,17,22,-22.7
12704,20210926,S08000025,,All ages,d,Male,,28,15,86.7
12705,20210926,S08000026,,15 - 44,,All,d,8,7.5,6.7
12706,20210926,S08000026,,45 - 64,,All,d,9,13,-30.8
12707,20210926,S08000026,,65 - 74,,All,d,8,3.5,128.6
12708,20210926,S08000026,,75 - 84,,All,d,6,9.5,-36.8
12709,20210926,S08000026,,All ages,d,All,d,35,43,-18.6
12710,20210926,S08000026,,All ages,d,Female,,18,17.5,2.9
12711,20210926,S08000026,,All ages,d,Male,,15,20,-25
12712,20210926,S08000028,,15 - 44,,All,d,7,6.5,7.7
12713,20210926,S08000028,,45 - 64,,All,d,11,14.5,-24.1
12714,20210926,S08000028,,65 - 74,,All,d,11,13,-15.4
12715,20210926,S08000028,,75 - 84,,All,d,23,16.5,39.4
12716,20210926,S08000028,,85 and over,,All,d,14,16,-12.5
12717,20210926,S08000028,,All ages,d,All,d,71,68.5,3.6
12718,20210926,S08000028,,All ages,d,Female,,37,38,-2.6
12719,20210926,S08000028,,All ages,d,Male,,27,27.5,-1.8
12720,20210926,S08000029,,Under 5,,All,d,40,38.5,3.9
12721,20210926,S08000029,,5 - 14,,All,d,21,16,31.2
12722,20210926,S08000029,,15 - 44,,All,d,174,182.5,-4.7
12723,20210926,S08000029,,45 - 64,,All,d,152,178.5,-14.8
12724,20210926,S08000029,,65 - 74,,All,d,101,118.5,-14.8
12725,20210926,S08000029,,75 - 84,,All,d,178,144.5,23.2
12726,20210926,S08000029,,85 and over,,All,d,122,118.5,3
12727,20210926,S08000029,,All ages,d,All,d,822,828.5,-0.8
12728,20210926,S08000029,,All ages,d,Female,,407,390.5,4.2
12729,20210926,S08000029,,All ages,d,Male,,363,381.5,-4.8
12730,20210926,S08000030,,Under 5,,All,d,58,33,75.8
12731,20210926,S08000030,,5 - 14,,All,d,14,18,-22.2
12732,20210926,S08000030,,15 - 44,,All,d,219,216,1.4
12733,20210926,S08000030,,45 - 64,,All,d,168,212.5,-20.9
12734,20210926,S08000030,,65 - 74,,All,d,126,138,-8.7
12735,20210926,S08000030,,75 - 84,,All,d,132,186.5,-29.2
12736,20210926,S08000030,,85 and over,,All,d,141,146.5,-3.8
12737,20210926,S08000030,,All ages,d,All,d,892,994.5,-10.3
12738,20210926,S08000030,,All ages,d,Female,,447,449,-0.4
12739,20210926,S08000030,,All ages,d,Male,,385,455,-15.4
12740,20210926,S08000031,,Under 5,,All,d,112,76.5,46.4
12741,20210926,S08000031,,5 - 14,,All,d,40,52,-23.1
12742,20210926,S08000031,,15 - 44,,All,d,545,654,-16.7
12743,20210926,S08000031,,45 - 64,,All,d,591,615.5,-4
12744,20210926,S08000031,,65 - 74,,All,d,321,377,-14.9
12745,20210926,S08000031,,75 - 84,,All,d,322,493,-34.7
12746,20210926,S08000031,,85 and over,,All,d,236,370,-36.2
12747,20210926,S08000031,,All ages,d,All,d,2323,2824,-17.7
12748,20210926,S08000031,,All ages,d,Female,,1023,1286,-20.5
12749,20210926,S08000031,,All ages,d,Male,,1075,1239.5,-13.3
12750,20210926,S08000032,,Under 5,,All,d,75,53,41.5
12751,20210926,S08000032,,5 - 14,,All,d,23,33.5,-31.3
12752,20210926,S08000032,,15 - 44,,All,d,252,305,-17.4
12753,20210926,S08000032,,45 - 64,,All,d,288,352,-18.2
12754,20210926,S08000032,,65 - 74,,All,d,196,231.5,-15.3
12755,20210926,S08000032,,75 - 84,,All,d,219,275,-20.4
12756,20210926,S08000032,,85 and over,,All,d,132,176.5,-25.2
12757,20210926,S08000032,,All ages,d,All,d,1249,1496,-16.5
12758,20210926,S08000032,,All ages,d,Female,,619,707.5,-12.5
12759,20210926,S08000032,,All ages,d,Male,,548,675,-18.8
12760,20210926,S92000003,d,Under 5,,All,d,572,404.5,41.4
12761,20210926,S92000003,d,5 - 14,,All,d,217,237.5,-8.6
12762,20210926,S92000003,d,15 - 44,,All,d,2485,2659,-6.5
12763,20210926,S92000003,d,45 - 64,,All,d,2469,2647.5,-6.7
12764,20210926,S92000003,d,65 - 74,,All,d,1645,1768.5,-7
12765,20210926,S92000003,d,75 - 84,,All,d,1882,2238,-15.9
12766,20210926,S92000003,d,85 and over,,All,d,1440,1726,-16.6
12767,20210926,S92000003,d,All ages,d,All,d,11258,12349.5,-8.8
12768,20210926,S92000003,d,All ages,d,Female,,5270,5759,-8.5
12769,20210926,S92000003,d,All ages,d,Male,,5048,5384.5,-6.2
12770,20211003,S08000015,,Under 5,,All,d,52,33,57.6
12771,20211003,S08000015,,5 - 14,,All,d,9,17,-47.1
