id,week_ending,hscp,simd_quintile,sas_incidents,average20182019,percent_variation
4793,20200816,S37000035,1,307,258,19
4794,20200816,S37000035,2,201,201,0
4795,20200816,S37000035,3,114,98,16.3
4796,20200816,S37000035,4,58,42,38.1
4797,20200816,S37000035,5,33,29.5,11.9
4798,20200823,S37000001,1,46,55.5,-17.1
4799,20200823,S37000001,2,113,126,-10.3
4800,20200823,S37000001,3,69,58,19
4801,20200823,S37000001,4,72,52.5,37.1
4802,20200823,S37000001,5,101,99.5,1.5
4803,20200823,S37000002,1,19,16,18.8
4804,20200823,S37000002,2,50,53.5,-6.5
4805,20200823,S37000002,3,98,93.5,4.8
4806,20200823,S37000002,4,168,137.5,22.2
4807,20200823,S37000002,5,99,116.5,-15
4808,20200823,S37000003,1,22,21.5,2.3
4809,20200823,S37000003,2,45,40.5,11.1
4810,20200823,S37000003,3,88,80,10
4811,20200823,S37000003,4,59,41.5,42.2
4812,20200823,S37000003,5,28,26,7.7
4813,20200823,S37000004,1,23,26.5,-13.2
4814,20200823,S37000004,2,45,54,-16.7
4815,20200823,S37000004,3,79,74,6.8
4816,20200823,S37000004,4,49,47,4.3
4817,20200823,S37000004,5,20,10.5,90.5
4818,20200823,S37000005,1,74,66.5,11.3
4819,20200823,S37000005,2,53,57.5,-7.8
4820,20200823,S37000005,3,41,41.5,-1.2
4821,20200823,S37000005,4,53,46.5,14
4822,20200823,S37000005,5,34,36.5,-6.8
4823,20200823,S37000006,1,36,58.5,-38.5
4824,20200823,S37000006,2,108,94,14.9
4825,20200823,S37000006,3,136,113.5,19.8
4826,20200823,S37000006,4,64,46.5,37.6
4827,20200823,S37000006,5,18,20.5,-12.2
4828,20200823,S37000007,1,161,136,18.4
4829,20200823,S37000007,2,64,82,-22
4830,20200823,S37000007,3,31,34,-8.8
4831,20200823,S37000007,4,21,28,-25
4832,20200823,S37000007,5,24,26.5,-9.4
4833,20200823,S37000008,1,102,104,-1.9
4834,20200823,S37000008,2,69,68.5,0.7
4835,20200823,S37000008,3,30,39,-23.1
4836,20200823,S37000008,4,21,20,5
4837,20200823,S37000008,5,18,10.5,71.4
4838,20200823,S37000009,1,10,17.5,-42.9
4839,20200823,S37000009,2,45,40,12.5
4840,20200823,S37000009,3,10,12.5,-20
4841,20200823,S37000009,4,29,31.5,-7.9
4842,20200823,S37000009,5,85,77.5,9.7
4843,20200823,S37000010,1,9,7,28.6
4844,20200823,S37000010,2,53,58.5,-9.4
4845,20200823,S37000010,3,32,41,-22
4846,20200823,S37000010,4,55,50,10
4847,20200823,S37000010,5,23,27,-14.8
4848,20200823,S37000011,1,18,15.5,16.1
4849,20200823,S37000011,2,18,16.5,9.1
4850,20200823,S37000011,3,12,16,-25
4851,20200823,S37000011,4,19,21.5,-11.6
4852,20200823,S37000011,5,73,63.5,15
4853,20200823,S37000012,1,202,179.5,12.5
4854,20200823,S37000012,2,141,147,-4.1
4855,20200823,S37000012,3,105,112.5,-6.7
4856,20200823,S37000012,4,89,106.5,-16.4
4857,20200823,S37000012,5,224,200,12
4858,20200823,S37000013,1,73,71.5,2.1
4859,20200823,S37000013,2,109,93,17.2
4860,20200823,S37000013,3,49,44,11.4
4861,20200823,S37000013,4,53,46.5,14
4862,20200823,S37000013,5,33,32.5,1.5
4863,20200823,S37000016,1,45,56.5,-20.4
4864,20200823,S37000016,2,136,102,33.3
4865,20200823,S37000016,3,159,146.5,8.5
4866,20200823,S37000016,4,126,111.5,13
4867,20200823,S37000016,5,25,21.5,16.3
4868,20200823,S37000017,1,92,84,9.5
4869,20200823,S37000017,2,16,23.5,-31.9
4870,20200823,S37000017,3,26,19.5,33.3
4871,20200823,S37000017,4,25,19,31.6
4872,20200823,S37000017,5,12,14,-14.3
4873,20200823,S37000018,1,20,23,-13
4874,20200823,S37000018,2,81,68.5,18.2
4875,20200823,S37000018,3,28,39.5,-29.1
4876,20200823,S37000018,4,20,10,100
4877,20200823,S37000018,5,16,12.5,28
4878,20200823,S37000019,2,33,37.5,-12
4879,20200823,S37000019,3,55,53,3.8
4880,20200823,S37000019,4,65,55,18.2
4881,20200823,S37000019,5,18,23,-21.7
4882,20200823,S37000020,1,169,202,-16.3
4883,20200823,S37000020,2,83,64.5,28.7
4884,20200823,S37000020,3,45,54,-16.7
4885,20200823,S37000020,4,40,42,-4.8
4886,20200823,S37000020,5,14,20.5,-31.7
4887,20200823,S37000022,2,11,5.5,100
4888,20200823,S37000022,3,10,12,-16.7
4889,20200823,S37000022,4,19,15.5,22.6
4890,20200823,S37000024,1,132,126.5,4.3
4891,20200823,S37000024,2,66,61,8.2
4892,20200823,S37000024,3,66,52,26.9
4893,20200823,S37000024,4,39,43,-9.3
4894,20200823,S37000024,5,27,34,-20.6
4895,20200823,S37000025,1,18,15,20
4896,20200823,S37000025,2,57,51,11.8
4897,20200823,S37000025,3,103,78.5,31.2
4898,20200823,S37000025,4,89,69.5,28.1
4899,20200823,S37000025,5,24,14,71.4
4900,20200823,S37000026,3,22,13,69.2
4901,20200823,S37000026,4,24,27,-11.1
4902,20200823,S37000027,1,66,76.5,-13.7
4903,20200823,S37000027,2,84,71.5,17.5
4904,20200823,S37000027,3,45,38.5,16.9
4905,20200823,S37000027,4,34,29.5,15.3
4906,20200823,S37000027,5,39,35,11.4
4907,20200823,S37000028,1,171,179,-4.5
4908,20200823,S37000028,2,188,192.5,-2.3
4909,20200823,S37000028,3,115,132.5,-13.2
4910,20200823,S37000028,4,87,93.5,-7
4911,20200823,S37000028,5,45,47,-4.3
4912,20200823,S37000029,1,94,107,-12.1
4913,20200823,S37000029,2,63,58,8.6
4914,20200823,S37000029,3,21,20,5
4915,20200823,S37000029,4,16,15.5,3.2
4916,20200823,S37000030,1,78,73.5,6.1
4917,20200823,S37000030,2,108,98.5,9.6
4918,20200823,S37000030,3,86,75,14.7
4919,20200823,S37000030,4,27,38.5,-29.9
4920,20200823,S37000030,5,35,23.5,48.9
4921,20200823,S37000031,2,12,21,-42.9
4922,20200823,S37000031,3,43,48,-10.4
4923,20200823,S37000032,1,216,217,-0.5
4924,20200823,S37000032,2,162,173.5,-6.6
4925,20200823,S37000032,3,164,142.5,15.1
4926,20200823,S37000032,4,100,95.5,4.7
4927,20200823,S37000032,5,100,96.5,3.6
4928,20200823,S37000033,1,26,22.5,15.6
4929,20200823,S37000033,2,41,40,2.5
4930,20200823,S37000033,3,93,73,27.4
4931,20200823,S37000033,4,73,99,-26.3
4932,20200823,S37000033,5,39,42,-7.1
4933,20200823,S37000034,1,815,785.5,3.8
4934,20200823,S37000034,2,206,214.5,-4
4935,20200823,S37000034,3,121,96,26
4936,20200823,S37000034,4,76,79,-3.8
4937,20200823,S37000034,5,53,59.5,-10.9
4938,20200823,S37000035,1,273,285,-4.2
4939,20200823,S37000035,2,217,205.5,5.6
4940,20200823,S37000035,3,109,90.5,20.4
4941,20200823,S37000035,4,56,48.5,15.5
4942,20200823,S37000035,5,36,31.5,14.3
4943,20200830,S37000001,1,51,46,10.9
4944,20200830,S37000001,2,135,93,45.2
4945,20200830,S37000001,3,62,55,12.7
4946,20200830,S37000001,4,67,53.5,25.2
4947,20200830,S37000001,5,103,95,8.4
4948,20200830,S37000002,1,14,13.5,3.7
4949,20200830,S37000002,2,57,49.5,15.2
4950,20200830,S37000002,3,75,80.5,-6.8
4951,20200830,S37000002,4,154,134.5,14.5
4952,20200830,S37000002,5,114,93.5,21.9
4953,20200830,S37000003,1,17,21,-19
4954,20200830,S37000003,2,45,45.5,-1.1
4955,20200830,S37000003,3,86,64,34.4
4956,20200830,S37000003,4,39,44.5,-12.4
4957,20200830,S37000003,5,24,26,-7.7
4958,20200830,S37000004,1,32,31.5,1.6
4959,20200830,S37000004,2,55,53.5,2.8
4960,20200830,S37000004,3,120,72.5,65.5
4961,20200830,S37000004,4,48,54,-11.1
4962,20200830,S37000004,5,10,9,11.1
4963,20200830,S37000005,1,76,67.5,12.6
4964,20200830,S37000005,2,62,62.5,-0.8
4965,20200830,S37000005,3,46,40,15
4966,20200830,S37000005,4,38,43.5,-12.6
4967,20200830,S37000005,5,42,33,27.3
4968,20200830,S37000006,1,47,35.5,32.4
4969,20200830,S37000006,2,95,100.5,-5.5
4970,20200830,S37000006,3,115,100,15
4971,20200830,S37000006,4,52,46,13
4972,20200830,S37000006,5,19,26,-26.9
4973,20200830,S37000007,1,178,148.5,19.9
4974,20200830,S37000007,2,74,81,-8.6
4975,20200830,S37000007,3,42,28.5,47.4
4976,20200830,S37000007,4,34,30.5,11.5
4977,20200830,S37000007,5,33,28,17.9
4978,20200830,S37000008,1,112,105.5,6.2
4979,20200830,S37000008,2,58,71,-18.3
4980,20200830,S37000008,3,33,43,-23.3
4981,20200830,S37000008,4,18,29.5,-39
4982,20200830,S37000008,5,16,10,60
4983,20200830,S37000009,1,12,10,20
4984,20200830,S37000009,2,35,33.5,4.5
4985,20200830,S37000009,3,11,13,-15.4
4986,20200830,S37000009,4,36,26.5,35.8
4987,20200830,S37000009,5,65,66,-1.5
4988,20200830,S37000010,1,8,5,60
4989,20200830,S37000010,2,85,66.5,27.8
4990,20200830,S37000010,3,40,33.5,19.4
4991,20200830,S37000010,4,51,42,21.4
4992,20200830,S37000010,5,14,16,-12.5
4993,20200830,S37000011,1,8,13.5,-40.7
4994,20200830,S37000011,2,23,20,15
4995,20200830,S37000011,3,26,19,36.8
4996,20200830,S37000011,4,26,17.5,48.6
4997,20200830,S37000011,5,73,69,5.8
4998,20200830,S37000012,1,191,173,10.4
4999,20200830,S37000012,2,151,142,6.3
5000,20200830,S37000012,3,94,100,-6
11251,20210627,S37000013,1,86,69.5,23.7
11252,20210627,S37000013,2,97,114.5,-15.3
11253,20210627,S37000013,3,30,61.5,-51.2
11254,20210627,S37000013,4,46,46,0
11255,20210627,S37000013,5,36,30,20
11256,20210627,S37000016,1,64,56,14.3
11257,20210627,S37000016,2,117,112,4.5
11258,20210627,S37000016,3,182,130.5,39.5
5001,20200830,S37000012,4,123,87.5,40.6
5002,20200830,S37000012,5,224,182.5,22.7
5003,20200830,S37000013,1,77,69.5,10.8
5004,20200830,S37000013,2,103,90,14.4
5005,20200830,S37000013,3,58,47.5,22.1
5006,20200830,S37000013,4,46,41.5,10.8
5007,20200830,S37000013,5,40,27,48.1
5008,20200830,S37000016,1,56,55,1.8
5009,20200830,S37000016,2,119,105,13.3
5010,20200830,S37000016,3,121,130,-6.9
5011,20200830,S37000016,4,111,120.5,-7.9
5012,20200830,S37000016,5,27,36,-25
5013,20200830,S37000017,1,98,81,21
5014,20200830,S37000017,2,21,20,5
5015,20200830,S37000017,3,22,20.5,7.3
5016,20200830,S37000017,4,29,17.5,65.7
5017,20200830,S37000017,5,10,13.5,-25.9
5018,20200830,S37000018,1,13,21.5,-39.5
5019,20200830,S37000018,2,68,66,3
5020,20200830,S37000018,3,33,38.5,-14.3
5021,20200830,S37000018,4,17,17,0
5022,20200830,S37000018,5,22,8.5,158.8
5023,20200830,S37000019,2,41,40.5,1.2
5024,20200830,S37000019,3,46,51.5,-10.7
5025,20200830,S37000019,4,61,39,56.4
5026,20200830,S37000019,5,26,27,-3.7
5027,20200830,S37000020,1,205,181,13.3
5028,20200830,S37000020,2,70,70.5,-0.7
5029,20200830,S37000020,3,49,48,2.1
5030,20200830,S37000020,4,28,38.5,-27.3
5031,20200830,S37000020,5,18,21,-14.3
5032,20200830,S37000022,2,7,5.5,27.3
5033,20200830,S37000022,3,16,9,77.8
5034,20200830,S37000022,4,21,22,-4.5
5035,20200830,S37000024,1,126,126.5,-0.4
5036,20200830,S37000024,2,63,65.5,-3.8
5037,20200830,S37000024,3,57,59.5,-4.2
5038,20200830,S37000024,4,35,37.5,-6.7
5039,20200830,S37000024,5,26,24,8.3
5040,20200830,S37000025,1,20,24,-16.7
5041,20200830,S37000025,2,68,46,47.8
5042,20200830,S37000025,3,68,71,-4.2
5043,20200830,S37000025,4,92,80,15
5044,20200830,S37000025,5,14,16,-12.5
5045,20200830,S37000026,3,23,11,109.1
5046,20200830,S37000026,4,17,25,-32
5047,20200830,S37000027,1,71,70,1.4
5048,20200830,S37000027,2,88,84,4.8
5049,20200830,S37000027,3,55,38,44.7
5050,20200830,S37000027,4,33,28.5,15.8
5051,20200830,S37000027,5,52,39,33.3
5052,20200830,S37000028,1,172,179,-3.9
5053,20200830,S37000028,2,201,182,10.4
5054,20200830,S37000028,3,137,131,4.6
5055,20200830,S37000028,4,99,86,15.1
5056,20200830,S37000028,5,70,37,89.2
5057,20200830,S37000029,1,103,88.5,16.4
5058,20200830,S37000029,2,59,54.5,8.3
5059,20200830,S37000029,3,33,23.5,40.4
5060,20200830,S37000029,4,24,16,50
5061,20200830,S37000030,1,88,70.5,24.8
5062,20200830,S37000030,2,118,75.5,56.3
5063,20200830,S37000030,3,70,74,-5.4
5064,20200830,S37000030,4,36,38,-5.3
5065,20200830,S37000030,5,35,33,6.1
5066,20200830,S37000031,2,21,17.5,20
5067,20200830,S37000031,3,39,45.5,-14.3
5068,20200830,S37000032,1,195,213,-8.5
5069,20200830,S37000032,2,180,156,15.4
5070,20200830,S37000032,3,164,140,17.1
5071,20200830,S37000032,4,99,86.5,14.5
5072,20200830,S37000032,5,97,76,27.6
5073,20200830,S37000033,1,23,19.5,17.9
5074,20200830,S37000033,2,47,39.5,19
5075,20200830,S37000033,3,86,88,-2.3
5076,20200830,S37000033,4,109,83.5,30.5
5077,20200830,S37000033,5,41,38,7.9
5078,20200830,S37000034,1,801,730.5,9.7
5079,20200830,S37000034,2,203,202,0.5
5080,20200830,S37000034,3,109,118,-7.6
5081,20200830,S37000034,4,80,69,15.9
5082,20200830,S37000034,5,59,50,18
5083,20200830,S37000035,1,289,288.5,0.2
5084,20200830,S37000035,2,218,194.5,12.1
5085,20200830,S37000035,3,119,90.5,31.5
5086,20200830,S37000035,4,47,52,-9.6
5087,20200830,S37000035,5,28,29.5,-5.1
5088,20200906,S37000001,1,61,62.5,-2.4
5089,20200906,S37000001,2,127,101.5,25.1
5090,20200906,S37000001,3,58,68.5,-15.3
5091,20200906,S37000001,4,61,65.5,-6.9
5092,20200906,S37000001,5,99,102,-2.9
5093,20200906,S37000002,1,24,19,26.3
5094,20200906,S37000002,2,49,47.5,3.2
5095,20200906,S37000002,3,93,101.5,-8.4
5096,20200906,S37000002,4,159,147,8.2
5097,20200906,S37000002,5,124,113,9.7
5098,20200906,S37000003,1,17,22,-22.7
5099,20200906,S37000003,2,48,51.5,-6.8
5100,20200906,S37000003,3,83,77.5,7.1
5101,20200906,S37000003,4,41,53,-22.6
5102,20200906,S37000003,5,33,22,50
5103,20200906,S37000004,1,30,25.5,17.6
5104,20200906,S37000004,2,65,44.5,46.1
5105,20200906,S37000004,3,97,92.5,4.9
5106,20200906,S37000004,4,43,40.5,6.2
5107,20200906,S37000004,5,11,10,10
5108,20200906,S37000005,1,79,70,12.9
5109,20200906,S37000005,2,63,73.5,-14.3
5110,20200906,S37000005,3,30,43.5,-31
5111,20200906,S37000005,4,52,39.5,31.6
5112,20200906,S37000005,5,52,40.5,28.4
5113,20200906,S37000006,1,46,36.5,26
5114,20200906,S37000006,2,121,115,5.2
5115,20200906,S37000006,3,120,118.5,1.3
5116,20200906,S37000006,4,50,49.5,1
5117,20200906,S37000006,5,19,17,11.8
5118,20200906,S37000007,1,182,152.5,19.3
5119,20200906,S37000007,2,63,86,-26.7
5120,20200906,S37000007,3,26,29,-10.3
5121,20200906,S37000007,4,39,37,5.4
5122,20200906,S37000007,5,30,35,-14.3
5123,20200906,S37000008,1,116,121.5,-4.5
5124,20200906,S37000008,2,73,74,-1.4
5125,20200906,S37000008,3,44,43,2.3
5126,20200906,S37000008,4,31,24.5,26.5
5127,20200906,S37000008,5,12,14,-14.3
5128,20200906,S37000009,1,14,16,-12.5
5129,20200906,S37000009,2,45,43,4.7
5130,20200906,S37000009,3,14,11.5,21.7
5131,20200906,S37000009,4,31,31,0
5132,20200906,S37000009,5,74,72.5,2.1
5133,20200906,S37000010,1,12,9,33.3
5134,20200906,S37000010,2,63,56,12.5
5135,20200906,S37000010,3,58,38.5,50.6
5136,20200906,S37000010,4,38,44.5,-14.6
5137,20200906,S37000010,5,14,26.5,-47.2
5138,20200906,S37000011,1,21,18,16.7
5139,20200906,S37000011,2,24,19.5,23.1
5140,20200906,S37000011,3,18,16,12.5
5141,20200906,S37000011,4,18,20.5,-12.2
5142,20200906,S37000011,5,62,64.5,-3.9
5143,20200906,S37000012,1,204,197,3.6
5144,20200906,S37000012,2,147,138,6.5
5145,20200906,S37000012,3,100,95,5.3
5146,20200906,S37000012,4,135,111.5,21.1
5147,20200906,S37000012,5,210,214,-1.9
5148,20200906,S37000013,1,77,64,20.3
5149,20200906,S37000013,2,114,103,10.7
5150,20200906,S37000013,3,61,48,27.1
5151,20200906,S37000013,4,43,32,34.4
5152,20200906,S37000013,5,42,34.5,21.7
5153,20200906,S37000016,1,61,57,7
5154,20200906,S37000016,2,127,116.5,9
5155,20200906,S37000016,3,157,156,0.6
5156,20200906,S37000016,4,160,125,28
5157,20200906,S37000016,5,33,30,10
5158,20200906,S37000017,1,91,96,-5.2
5159,20200906,S37000017,2,21,27.5,-23.6
5160,20200906,S37000017,3,21,24,-12.5
5161,20200906,S37000017,4,24,21,14.3
5162,20200906,S37000017,5,18,13,38.5
5163,20200906,S37000018,1,28,26.5,5.7
5164,20200906,S37000018,2,79,58.5,35
5165,20200906,S37000018,3,26,28,-7.1
5166,20200906,S37000018,4,17,18,-5.6
5167,20200906,S37000018,5,18,12.5,44
5168,20200906,S37000019,1,5,2,150
5169,20200906,S37000019,2,27,33.5,-19.4
5170,20200906,S37000019,3,58,51.5,12.6
5171,20200906,S37000019,4,69,56.5,22.1
5172,20200906,S37000019,5,25,25.5,-2
5173,20200906,S37000020,1,165,190.5,-13.4
5174,20200906,S37000020,2,93,56,66.1
5175,20200906,S37000020,3,47,55,-14.5
5176,20200906,S37000020,4,42,44.5,-5.6
5177,20200906,S37000020,5,21,19.5,7.7
5178,20200906,S37000022,2,11,14,-21.4
5179,20200906,S37000022,3,15,16,-6.2
5180,20200906,S37000022,4,21,16.5,27.3
5181,20200906,S37000024,1,146,139.5,4.7
5182,20200906,S37000024,2,71,80,-11.2
5183,20200906,S37000024,3,59,48.5,21.6
5184,20200906,S37000024,4,52,40.5,28.4
5185,20200906,S37000024,5,32,33,-3
5186,20200906,S37000025,1,15,27.5,-45.5
5187,20200906,S37000025,2,64,48.5,32
5188,20200906,S37000025,3,91,85,7.1
5189,20200906,S37000025,4,85,89.5,-5
5190,20200906,S37000025,5,13,12.5,4
5191,20200906,S37000026,3,20,9.5,110.5
5192,20200906,S37000026,4,30,19.5,53.8
5193,20200906,S37000027,1,85,73.5,15.6
5194,20200906,S37000027,2,81,91,-11
5195,20200906,S37000027,3,43,53,-18.9
5196,20200906,S37000027,4,23,38,-39.5
5197,20200906,S37000027,5,39,46.5,-16.1
5198,20200906,S37000028,1,168,189,-11.1
5199,20200906,S37000028,2,195,185,5.4
5200,20200906,S37000028,3,144,121,19
5201,20200906,S37000028,4,86,85.5,0.6
5202,20200906,S37000028,5,55,55.5,-0.9
5203,20200906,S37000029,1,110,102.5,7.3
5204,20200906,S37000029,2,81,56.5,43.4
5205,20200906,S37000029,3,29,28,3.6
5206,20200906,S37000029,4,13,20.5,-36.6
5207,20200906,S37000029,5,5,2.5,100
5208,20200906,S37000030,1,76,67.5,12.6
5209,20200906,S37000030,2,98,111,-11.7
5210,20200906,S37000030,3,70,77.5,-9.7
5211,20200906,S37000030,4,34,43.5,-21.8
5212,20200906,S37000030,5,24,28,-14.3
5213,20200906,S37000031,2,23,22,4.5
5214,20200906,S37000031,3,44,44.5,-1.1
5215,20200906,S37000031,4,5,3,66.7
5216,20200906,S37000032,1,230,222.5,3.4
5217,20200906,S37000032,2,186,191,-2.6
5218,20200906,S37000032,3,179,195.5,-8.4
5219,20200906,S37000032,4,105,93.5,12.3
5220,20200906,S37000032,5,99,93,6.5
5221,20200906,S37000033,1,20,24.5,-18.4
5222,20200906,S37000033,2,46,41.5,10.8
5223,20200906,S37000033,3,80,76.5,4.6
5224,20200906,S37000033,4,116,94,23.4
5225,20200906,S37000033,5,39,36.5,6.8
5226,20200906,S37000034,1,805,808,-0.4
5227,20200906,S37000034,2,220,227,-3.1
5228,20200906,S37000034,3,99,114,-13.2
5229,20200906,S37000034,4,83,73.5,12.9
5230,20200906,S37000034,5,49,60,-18.3
5231,20200906,S37000035,1,308,279.5,10.2
5232,20200906,S37000035,2,216,229.5,-5.9
5233,20200906,S37000035,3,115,108.5,6
5234,20200906,S37000035,4,51,58,-12.1
5235,20200906,S37000035,5,24,34,-29.4
5236,20200913,S37000001,1,49,51.5,-4.9
5237,20200913,S37000001,2,105,123.5,-15
5238,20200913,S37000001,3,65,71.5,-9.1
5239,20200913,S37000001,4,63,63,0
5240,20200913,S37000001,5,95,95.5,-0.5
5241,20200913,S37000002,1,22,19,15.8
5242,20200913,S37000002,2,45,56.5,-20.4
5243,20200913,S37000002,3,101,89,13.5
5244,20200913,S37000002,4,149,136.5,9.2
5245,20200913,S37000002,5,89,107,-16.8
5246,20200913,S37000003,1,26,21.5,20.9
5247,20200913,S37000003,2,38,50.5,-24.8
5248,20200913,S37000003,3,78,70.5,10.6
5249,20200913,S37000003,4,41,57,-28.1
5250,20200913,S37000003,5,34,25,36
5251,20200913,S37000004,1,30,34.5,-13
5252,20200913,S37000004,2,58,57.5,0.9
5253,20200913,S37000004,3,100,90.5,10.5
5254,20200913,S37000004,4,47,35,34.3
5255,20200913,S37000004,5,8,11,-27.3
5256,20200913,S37000005,1,73,71,2.8
5257,20200913,S37000005,2,68,57.5,18.3
5258,20200913,S37000005,3,44,48,-8.3
5259,20200913,S37000005,4,50,48.5,3.1
5260,20200913,S37000005,5,29,43.5,-33.3
5261,20200913,S37000006,1,43,46.5,-7.5
5262,20200913,S37000006,2,116,107.5,7.9
5263,20200913,S37000006,3,102,102,0
5264,20200913,S37000006,4,58,43.5,33.3
5265,20200913,S37000006,5,16,29.5,-45.8
5266,20200913,S37000007,1,170,171.5,-0.9
5267,20200913,S37000007,2,70,86,-18.6
5268,20200913,S37000007,3,39,43.5,-10.3
5269,20200913,S37000007,4,26,33,-21.2
5270,20200913,S37000007,5,36,30.5,18
5271,20200913,S37000008,1,102,111.5,-8.5
5272,20200913,S37000008,2,70,85,-17.6
5273,20200913,S37000008,3,28,44,-36.4
5274,20200913,S37000008,4,22,21.5,2.3
5275,20200913,S37000008,5,15,15,0
5276,20200913,S37000009,1,16,8.5,88.2
5277,20200913,S37000009,2,34,37.5,-9.3
5278,20200913,S37000009,3,12,13,-7.7
5279,20200913,S37000009,4,41,31,32.3
5280,20200913,S37000009,5,73,68.5,6.6
5281,20200913,S37000010,1,6,6,0
5282,20200913,S37000010,2,45,63,-28.6
5283,20200913,S37000010,3,42,51.5,-18.4
5284,20200913,S37000010,4,48,43,11.6
5285,20200913,S37000010,5,16,17,-5.9
5286,20200913,S37000011,1,14,15.5,-9.7
5287,20200913,S37000011,2,15,18,-16.7
5288,20200913,S37000011,3,25,22.5,11.1
5289,20200913,S37000011,4,19,19.5,-2.6
5290,20200913,S37000011,5,86,72.5,18.6
5291,20200913,S37000012,1,235,188.5,24.7
5292,20200913,S37000012,2,139,134,3.7
5293,20200913,S37000012,3,116,104.5,11
5294,20200913,S37000012,4,103,89,15.7
5295,20200913,S37000012,5,209,209.5,-0.2
5296,20200913,S37000013,1,71,71.5,-0.7
5297,20200913,S37000013,2,127,108,17.6
5298,20200913,S37000013,3,50,42,19
5299,20200913,S37000013,4,39,54,-27.8
5300,20200913,S37000013,5,42,29.5,42.4
5301,20200913,S37000016,1,56,49.5,13.1
5302,20200913,S37000016,2,130,109.5,18.7
5303,20200913,S37000016,3,106,146.5,-27.6
5304,20200913,S37000016,4,116,116,0
5305,20200913,S37000016,5,32,26.5,20.8
5306,20200913,S37000017,1,84,106.5,-21.1
5307,20200913,S37000017,2,24,19,26.3
5308,20200913,S37000017,3,18,17.5,2.9
5309,20200913,S37000017,4,18,16,12.5
5310,20200913,S37000017,5,14,17,-17.6
5311,20200913,S37000018,1,19,20.5,-7.3
5312,20200913,S37000018,2,68,60,13.3
5313,20200913,S37000018,3,26,36.5,-28.8
5314,20200913,S37000018,4,14,20,-30
5315,20200913,S37000018,5,16,15,6.7
5316,20200913,S37000019,2,29,39.5,-26.6
5317,20200913,S37000019,3,48,42,14.3
5318,20200913,S37000019,4,67,44,52.3
5319,20200913,S37000019,5,17,24,-29.2
5320,20200913,S37000020,1,173,187,-7.5
5321,20200913,S37000020,2,64,69.5,-7.9
5322,20200913,S37000020,3,48,43,11.6
5323,20200913,S37000020,4,35,41.5,-15.7
5324,20200913,S37000020,5,25,19,31.6
5325,20200913,S37000022,2,10,4.5,122.2
5326,20200913,S37000022,3,8,24,-66.7
5327,20200913,S37000022,4,15,21.5,-30.2
5328,20200913,S37000024,1,131,140.5,-6.8
5329,20200913,S37000024,2,70,66,6.1
5330,20200913,S37000024,3,47,55.5,-15.3
5331,20200913,S37000024,4,45,45.5,-1.1
5332,20200913,S37000024,5,37,32,15.6
5333,20200913,S37000025,1,14,19,-26.3
5334,20200913,S37000025,2,48,58.5,-17.9
5335,20200913,S37000025,3,69,87.5,-21.1
5336,20200913,S37000025,4,84,79,6.3
5337,20200913,S37000025,5,20,15.5,29
5338,20200913,S37000026,3,10,11,-9.1
5339,20200913,S37000026,4,33,18.5,78.4
5340,20200913,S37000027,1,79,78.5,0.6
5341,20200913,S37000027,2,75,74,1.4
5342,20200913,S37000027,3,53,46.5,14
5343,20200913,S37000027,4,29,33,-12.1
5344,20200913,S37000027,5,36,35,2.9
5345,20200913,S37000028,1,170,194,-12.4
5346,20200913,S37000028,2,176,208.5,-15.6
5347,20200913,S37000028,3,123,114.5,7.4
5348,20200913,S37000028,4,94,79,19
5349,20200913,S37000028,5,58,53,9.4
5350,20200913,S37000029,1,103,96,7.3
5351,20200913,S37000029,2,67,54,24.1
5352,20200913,S37000029,3,20,33,-39.4
5353,20200913,S37000029,4,23,16.5,39.4
5354,20200913,S37000030,1,76,76.5,-0.7
5355,20200913,S37000030,2,138,110.5,24.9
5356,20200913,S37000030,3,72,71.5,0.7
5357,20200913,S37000030,4,34,45.5,-25.3
5358,20200913,S37000030,5,38,28.5,33.3
5359,20200913,S37000031,2,20,29.5,-32.2
5360,20200913,S37000031,3,39,49,-20.4
5361,20200913,S37000032,1,205,213,-3.8
