id,week_ending,hscp,simd_quintile,sas_incidents,average20182019,percent_variation
5827,20201011,S37000003,2,48,49,-2
5828,20201011,S37000003,3,70,68,2.9
5829,20201011,S37000003,4,54,64,-15.6
5830,20201011,S37000003,5,25,30,-16.7
5831,20201011,S37000004,1,31,32,-3.1
5832,20201011,S37000004,2,36,58,-37.9
5833,20201011,S37000004,3,89,91,-2.2
5834,20201011,S37000004,4,68,46.5,46.2
5835,20201011,S37000004,5,13,13,0
5836,20201011,S37000005,1,77,88.5,-13
5837,20201011,S37000005,2,61,61,0
5838,20201011,S37000005,3,37,54,-31.5
5839,20201011,S37000005,4,58,49.5,17.2
5840,20201011,S37000005,5,38,36,5.6
5841,20201011,S37000006,1,36,36,0
5842,20201011,S37000006,2,107,116,-7.8
5843,20201011,S37000006,3,133,115.5,15.2
5844,20201011,S37000006,4,47,47.5,-1.1
5845,20201011,S37000006,5,23,19,21.1
5846,20201011,S37000007,1,153,170.5,-10.3
5847,20201011,S37000007,2,70,72.5,-3.4
5848,20201011,S37000007,3,44,30,46.7
5849,20201011,S37000007,4,45,32.5,38.5
5850,20201011,S37000007,5,23,32,-28.1
5851,20201011,S37000008,1,114,110,3.6
5852,20201011,S37000008,2,88,83,6
5853,20201011,S37000008,3,55,41.5,32.5
5854,20201011,S37000008,4,16,18,-11.1
5855,20201011,S37000008,5,24,9.5,152.6
5856,20201011,S37000009,1,7,18.5,-62.2
5857,20201011,S37000009,2,51,39.5,29.1
5858,20201011,S37000009,3,14,9.5,47.4
5859,20201011,S37000009,4,26,35,-25.7
5860,20201011,S37000009,5,77,80,-3.8
5861,20201011,S37000010,1,8,7,14.3
5862,20201011,S37000010,2,70,65,7.7
5863,20201011,S37000010,3,37,43.5,-14.9
5864,20201011,S37000010,4,52,36,44.4
5865,20201011,S37000010,5,15,18.5,-18.9
5866,20201011,S37000011,1,10,16.5,-39.4
5867,20201011,S37000011,2,15,16.5,-9.1
5868,20201011,S37000011,3,22,23.5,-6.4
5869,20201011,S37000011,4,23,22.5,2.2
5870,20201011,S37000011,5,68,59.5,14.3
5871,20201011,S37000012,1,171,194.5,-12.1
5872,20201011,S37000012,2,147,157.5,-6.7
5873,20201011,S37000012,3,88,125.5,-29.9
5874,20201011,S37000012,4,115,110,4.5
5875,20201011,S37000012,5,227,230.5,-1.5
5876,20201011,S37000013,1,93,72.5,28.3
5877,20201011,S37000013,2,111,109.5,1.4
5878,20201011,S37000013,3,63,62.5,0.8
5879,20201011,S37000013,4,42,38,10.5
5880,20201011,S37000013,5,32,35,-8.6
5881,20201011,S37000016,1,58,46,26.1
5882,20201011,S37000016,2,112,117.5,-4.7
5883,20201011,S37000016,3,147,146,0.7
5884,20201011,S37000016,4,111,116.5,-4.7
5885,20201011,S37000016,5,33,36.5,-9.6
5886,20201011,S37000017,1,95,101,-5.9
5887,20201011,S37000017,2,27,22.5,20
5888,20201011,S37000017,3,14,23.5,-40.4
5889,20201011,S37000017,4,25,19,31.6
5890,20201011,S37000017,5,11,17.5,-37.1
5891,20201011,S37000018,1,21,22,-4.5
5892,20201011,S37000018,2,78,67,16.4
5893,20201011,S37000018,3,28,35.5,-21.1
5894,20201011,S37000018,4,26,20.5,26.8
5895,20201011,S37000018,5,18,17.5,2.9
5896,20201011,S37000019,2,34,30,13.3
5897,20201011,S37000019,3,45,52.5,-14.3
5898,20201011,S37000019,4,62,59,5.1
5899,20201011,S37000019,5,20,32,-37.5
5900,20201011,S37000020,1,169,194,-12.9
5901,20201011,S37000020,2,82,74.5,10.1
5902,20201011,S37000020,3,42,50.5,-16.8
5903,20201011,S37000020,4,32,41,-22
5904,20201011,S37000020,5,20,19,5.3
5905,20201011,S37000022,2,7,5.5,27.3
5906,20201011,S37000022,4,30,23,30.4
5907,20201011,S37000022,5,5,2,150
5908,20201011,S37000024,1,135,148,-8.8
5909,20201011,S37000024,2,64,81,-21
5910,20201011,S37000024,3,54,55.5,-2.7
5911,20201011,S37000024,4,46,35.5,29.6
5912,20201011,S37000024,5,24,31.5,-23.8
5913,20201011,S37000025,1,18,28,-35.7
5914,20201011,S37000025,2,49,64.5,-24
5915,20201011,S37000025,3,108,98,10.2
5916,20201011,S37000025,4,73,85.5,-14.6
5917,20201011,S37000025,5,20,15.5,29
5918,20201011,S37000026,3,7,10.5,-33.3
5919,20201011,S37000026,4,24,31,-22.6
5920,20201011,S37000027,1,77,82.5,-6.7
5921,20201011,S37000027,2,74,83.5,-11.4
5922,20201011,S37000027,3,50,47,6.4
5923,20201011,S37000027,4,28,38,-26.3
5924,20201011,S37000027,5,38,45.5,-16.5
5925,20201011,S37000028,1,206,208.5,-1.2
5926,20201011,S37000028,2,188,207,-9.2
5927,20201011,S37000028,3,119,145.5,-18.2
5928,20201011,S37000028,4,71,89.5,-20.7
5929,20201011,S37000028,5,53,64,-17.2
5930,20201011,S37000029,1,112,101.5,10.3
5931,20201011,S37000029,2,49,61.5,-20.3
5932,20201011,S37000029,3,33,34,-2.9
5933,20201011,S37000029,4,20,21.5,-7
5934,20201011,S37000030,1,79,78.5,0.6
5935,20201011,S37000030,2,133,107.5,23.7
5936,20201011,S37000030,3,63,64.5,-2.3
5937,20201011,S37000030,4,55,35.5,54.9
5938,20201011,S37000030,5,34,30.5,11.5
5939,20201011,S37000031,2,14,23,-39.1
5940,20201011,S37000031,3,46,57.5,-20
5941,20201011,S37000032,1,210,221,-5
5942,20201011,S37000032,2,208,204,2
5943,20201011,S37000032,3,159,165.5,-3.9
5944,20201011,S37000032,4,78,100.5,-22.4
5945,20201011,S37000032,5,105,93,12.9
5946,20201011,S37000033,1,22,22.5,-2.2
5947,20201011,S37000033,2,56,47.5,17.9
5948,20201011,S37000033,3,92,87,5.7
5949,20201011,S37000033,4,95,101.5,-6.4
5950,20201011,S37000033,5,58,43.5,33.3
5951,20201011,S37000034,1,841,825.5,1.9
5952,20201011,S37000034,2,216,208,3.8
5953,20201011,S37000034,3,147,121.5,21
5954,20201011,S37000034,4,86,97.5,-11.8
5955,20201011,S37000034,5,61,57.5,6.1
5956,20201011,S37000035,1,307,290,5.9
5957,20201011,S37000035,2,211,234.5,-10
5958,20201011,S37000035,3,96,103.5,-7.2
5959,20201011,S37000035,4,50,55,-9.1
5960,20201011,S37000035,5,29,33,-12.1
5961,20201018,S37000001,1,57,54,5.6
5962,20201018,S37000001,2,106,100,6
5963,20201018,S37000001,3,52,64.5,-19.4
5964,20201018,S37000001,4,47,57,-17.5
5965,20201018,S37000001,5,116,104.5,11
5966,20201018,S37000002,1,19,14.5,31
5967,20201018,S37000002,2,38,54.5,-30.3
5968,20201018,S37000002,3,82,90.5,-9.4
5969,20201018,S37000002,4,137,130,5.4
5970,20201018,S37000002,5,100,87.5,14.3
5971,20201018,S37000003,1,25,15,66.7
5972,20201018,S37000003,2,38,53,-28.3
5973,20201018,S37000003,3,77,68,13.2
5974,20201018,S37000003,4,41,53.5,-23.4
5975,20201018,S37000003,5,29,31,-6.5
5976,20201018,S37000004,1,39,25.5,52.9
5977,20201018,S37000004,2,51,54.5,-6.4
5978,20201018,S37000004,3,79,89.5,-11.7
5979,20201018,S37000004,4,61,53.5,14
5980,20201018,S37000004,5,19,14.5,31
5981,20201018,S37000005,1,71,78,-9
5982,20201018,S37000005,2,67,71.5,-6.3
5983,20201018,S37000005,3,37,42.5,-12.9
5984,20201018,S37000005,4,39,48,-18.8
5985,20201018,S37000005,5,46,37.5,22.7
5986,20201018,S37000006,1,47,43.5,8
5987,20201018,S37000006,2,118,113.5,4
5988,20201018,S37000006,3,128,126.5,1.2
5989,20201018,S37000006,4,42,42.5,-1.2
5990,20201018,S37000006,5,23,22.5,2.2
5991,20201018,S37000007,1,148,174,-14.9
5992,20201018,S37000007,2,79,72,9.7
5993,20201018,S37000007,3,43,28,53.6
5994,20201018,S37000007,4,30,33.5,-10.4
5995,20201018,S37000007,5,24,26.5,-9.4
5996,20201018,S37000008,1,119,112,6.2
5997,20201018,S37000008,2,78,82.5,-5.5
5998,20201018,S37000008,3,56,36.5,53.4
5999,20201018,S37000008,4,27,27.5,-1.8
6000,20201018,S37000008,5,18,11,63.6
6001,20201018,S37000009,1,8,13,-38.5
6002,20201018,S37000009,2,55,44.5,23.6
6003,20201018,S37000009,3,12,10.5,14.3
6004,20201018,S37000009,4,36,34,5.9
6005,20201018,S37000009,5,66,67,-1.5
6006,20201018,S37000010,1,7,6.5,7.7
6007,20201018,S37000010,2,35,58,-39.7
6008,20201018,S37000010,3,40,38.5,3.9
6009,20201018,S37000010,4,41,39.5,3.8
6010,20201018,S37000010,5,17,21,-19
6011,20201018,S37000011,1,15,17.5,-14.3
6012,20201018,S37000011,2,23,27.5,-16.4
6013,20201018,S37000011,3,16,24.5,-34.7
6014,20201018,S37000011,4,22,18,22.2
6015,20201018,S37000011,5,51,73.5,-30.6
6016,20201018,S37000012,1,169,213,-20.7
6017,20201018,S37000012,2,129,135.5,-4.8
6018,20201018,S37000012,3,102,96.5,5.7
6019,20201018,S37000012,4,115,92.5,24.3
6020,20201018,S37000012,5,227,198,14.6
6021,20201018,S37000013,1,80,64.5,24
6022,20201018,S37000013,2,97,98.5,-1.5
6023,20201018,S37000013,3,57,61.5,-7.3
6024,20201018,S37000013,4,42,41,2.4
6025,20201018,S37000013,5,26,23.5,10.6
6026,20201018,S37000016,1,47,54.5,-13.8
6027,20201018,S37000016,2,96,103,-6.8
6028,20201018,S37000016,3,142,138,2.9
6029,20201018,S37000016,4,128,132,-3
6030,20201018,S37000016,5,43,35,22.9
6031,20201018,S37000017,1,99,104,-4.8
6032,20201018,S37000017,2,21,19,10.5
6033,20201018,S37000017,3,25,24.5,2
6034,20201018,S37000017,4,23,16,43.8
6035,20201018,S37000017,5,11,16.5,-33.3
6036,20201018,S37000018,1,19,23.5,-19.1
6037,20201018,S37000018,2,57,60,-5
6038,20201018,S37000018,3,43,32.5,32.3
6039,20201018,S37000018,4,19,15,26.7
6040,20201018,S37000018,5,11,12.5,-12
6041,20201018,S37000019,2,27,29,-6.9
6042,20201018,S37000019,3,41,47.5,-13.7
6043,20201018,S37000019,4,49,57.5,-14.8
6044,20201018,S37000019,5,31,25.5,21.6
6045,20201018,S37000020,1,171,183,-6.6
6046,20201018,S37000020,2,79,74.5,6
6047,20201018,S37000020,3,57,43.5,31
6048,20201018,S37000020,4,43,51,-15.7
6049,20201018,S37000020,5,18,19,-5.3
6050,20201018,S37000022,2,9,7.5,20
6051,20201018,S37000022,3,14,11.5,21.7
6052,20201018,S37000022,4,10,16,-37.5
6053,20201018,S37000024,1,133,134.5,-1.1
6054,20201018,S37000024,2,80,80.5,-0.6
6055,20201018,S37000024,3,53,55.5,-4.5
6056,20201018,S37000024,4,46,45.5,1.1
6057,20201018,S37000024,5,34,32,6.2
6058,20201018,S37000025,1,21,22,-4.5
6059,20201018,S37000025,2,56,58.5,-4.3
6060,20201018,S37000025,3,85,88.5,-4
6061,20201018,S37000025,4,69,76,-9.2
6062,20201018,S37000025,5,7,12,-41.7
6063,20201018,S37000026,2,6,6.5,-7.7
6064,20201018,S37000026,3,8,16.5,-51.5
6065,20201018,S37000026,4,21,27.5,-23.6
6066,20201018,S37000027,1,63,88.5,-28.8
6067,20201018,S37000027,2,79,80.5,-1.9
6068,20201018,S37000027,3,48,53,-9.4
6069,20201018,S37000027,4,27,31,-12.9
6070,20201018,S37000027,5,42,39.5,6.3
6071,20201018,S37000028,1,195,165.5,17.8
6072,20201018,S37000028,2,207,214,-3.3
6073,20201018,S37000028,3,112,121,-7.4
6074,20201018,S37000028,4,84,91,-7.7
6075,20201018,S37000028,5,61,48,27.1
6076,20201018,S37000029,1,103,93,10.8
6077,20201018,S37000029,2,51,60,-15
6078,20201018,S37000029,3,27,23.5,14.9
6079,20201018,S37000029,4,22,19.5,12.8
6080,20201018,S37000030,1,76,62,22.6
6081,20201018,S37000030,2,145,120,20.8
6082,20201018,S37000030,3,62,77,-19.5
6083,20201018,S37000030,4,39,33,18.2
6084,20201018,S37000030,5,31,28,10.7
6085,20201018,S37000031,2,31,24,29.2
6086,20201018,S37000031,3,59,63,-6.3
6087,20201018,S37000032,1,209,204,2.5
6088,20201018,S37000032,2,182,173.5,4.9
6089,20201018,S37000032,3,149,148,0.7
6090,20201018,S37000032,4,107,95,12.6
6091,20201018,S37000032,5,100,114.5,-12.7
6092,20201018,S37000033,1,18,20.5,-12.2
6093,20201018,S37000033,2,42,36.5,15.1
6094,20201018,S37000033,3,94,72,30.6
6095,20201018,S37000033,4,106,89.5,18.4
6096,20201018,S37000033,5,47,42,11.9
6097,20201018,S37000034,1,764,801,-4.6
6098,20201018,S37000034,2,234,196,19.4
6099,20201018,S37000034,3,160,109,46.8
6100,20201018,S37000034,4,73,87,-16.1
6101,20201018,S37000034,5,51,51.5,-1
6102,20201018,S37000035,1,275,293,-6.1
6103,20201018,S37000035,2,210,192.5,9.1
6104,20201018,S37000035,3,104,102,2
6105,20201018,S37000035,4,65,52.5,23.8
6106,20201018,S37000035,5,35,32,9.4
6107,20201025,S37000001,1,53,50.5,5
6108,20201025,S37000001,2,122,118.5,3
6109,20201025,S37000001,3,61,69,-11.6
6110,20201025,S37000001,4,56,60,-6.7
6111,20201025,S37000001,5,107,89,20.2
6112,20201025,S37000002,1,18,16,12.5
6113,20201025,S37000002,2,46,45,2.2
6114,20201025,S37000002,3,90,91.5,-1.6
6115,20201025,S37000002,4,137,142.5,-3.9
6116,20201025,S37000002,5,94,101,-6.9
6117,20201025,S37000003,1,22,20,10
6118,20201025,S37000003,2,33,51,-35.3
6119,20201025,S37000003,3,66,77.5,-14.8
6120,20201025,S37000003,4,43,56.5,-23.9
6121,20201025,S37000003,5,30,28,7.1
6122,20201025,S37000004,1,35,33.5,4.5
6123,20201025,S37000004,2,44,57.5,-23.5
6124,20201025,S37000004,3,89,94.5,-5.8
6125,20201025,S37000004,4,52,42.5,22.4
6126,20201025,S37000004,5,11,16,-31.2
6127,20201025,S37000005,1,81,70.5,14.9
6128,20201025,S37000005,2,56,62,-9.7
6129,20201025,S37000005,3,45,38,18.4
6130,20201025,S37000005,4,56,51.5,8.7
6131,20201025,S37000005,5,38,40.5,-6.2
6132,20201025,S37000006,1,31,44,-29.5
6133,20201025,S37000006,2,138,96,43.8
6134,20201025,S37000006,3,118,110,7.3
6135,20201025,S37000006,4,32,46,-30.4
6136,20201025,S37000006,5,21,28.5,-26.3
6137,20201025,S37000007,1,177,148,19.6
6138,20201025,S37000007,2,73,70,4.3
6139,20201025,S37000007,3,42,40,5
6140,20201025,S37000007,4,38,38,0
6141,20201025,S37000007,5,35,24.5,42.9
6142,20201025,S37000008,1,109,128,-14.8
6143,20201025,S37000008,2,69,69,0
6144,20201025,S37000008,3,35,34,2.9
6145,20201025,S37000008,4,22,23.5,-6.4
6146,20201025,S37000008,5,21,14.5,44.8
6147,20201025,S37000009,1,10,11,-9.1
6148,20201025,S37000009,2,54,38,42.1
6149,20201025,S37000009,3,5,9,-44.4
6150,20201025,S37000009,4,25,33.5,-25.4
6151,20201025,S37000009,5,87,74.5,16.8
6152,20201025,S37000010,1,9,6,50
6153,20201025,S37000010,2,63,64.5,-2.3
6154,20201025,S37000010,3,46,47.5,-3.2
6155,20201025,S37000010,4,36,42,-14.3
6156,20201025,S37000010,5,18,20,-10
6157,20201025,S37000011,1,13,17,-23.5
6158,20201025,S37000011,2,12,24,-50
6159,20201025,S37000011,3,19,20,-5
6160,20201025,S37000011,4,19,23,-17.4
6161,20201025,S37000011,5,81,77.5,4.5
6162,20201025,S37000012,1,214,192.5,11.2
6163,20201025,S37000012,2,120,151,-20.5
6164,20201025,S37000012,3,94,97,-3.1
6165,20201025,S37000012,4,134,107,25.2
6166,20201025,S37000012,5,218,214,1.9
6167,20201025,S37000013,1,72,68.5,5.1
6168,20201025,S37000013,2,108,92,17.4
6169,20201025,S37000013,3,52,57,-8.8
6170,20201025,S37000013,4,44,42,4.8
6171,20201025,S37000013,5,25,36,-30.6
6172,20201025,S37000016,1,63,60.5,4.1
6173,20201025,S37000016,2,112,112,0
6174,20201025,S37000016,3,139,145.5,-4.5
6175,20201025,S37000016,4,143,127,12.6
6176,20201025,S37000016,5,24,26.5,-9.4
6177,20201025,S37000017,1,99,112,-11.6
6178,20201025,S37000017,2,20,17,17.6
6179,20201025,S37000017,3,20,24.5,-18.4
6180,20201025,S37000017,4,22,21.5,2.3
6181,20201025,S37000017,5,10,17,-41.2
6182,20201025,S37000018,1,27,25.5,5.9
6183,20201025,S37000018,2,82,69,18.8
6184,20201025,S37000018,3,41,33,24.2
6185,20201025,S37000018,4,15,17.5,-14.3
6186,20201025,S37000018,5,14,13.5,3.7
6187,20201025,S37000019,2,51,31,64.5
6188,20201025,S37000019,3,66,46.5,41.9
6189,20201025,S37000019,4,63,45.5,38.5
6190,20201025,S37000019,5,24,26,-7.7
6191,20201025,S37000020,1,187,189.5,-1.3
6192,20201025,S37000020,2,80,77.5,3.2
6193,20201025,S37000020,3,47,45.5,3.3
6194,20201025,S37000020,4,42,36,16.7
6195,20201025,S37000020,5,18,16,12.5
6196,20201025,S37000022,3,17,17.5,-2.9
6197,20201025,S37000022,4,25,20.5,22
6198,20201025,S37000024,1,128,144,-11.1
6199,20201025,S37000024,2,79,77,2.6
6200,20201025,S37000024,3,68,47.5,43.2
6201,20201025,S37000024,4,41,40.5,1.2
6202,20201025,S37000024,5,40,28,42.9
6203,20201025,S37000025,1,9,16.5,-45.5
6204,20201025,S37000025,2,55,58,-5.2
6205,20201025,S37000025,3,78,91.5,-14.8
6206,20201025,S37000025,4,68,91.5,-25.7
6207,20201025,S37000025,5,21,13,61.5
6208,20201025,S37000026,3,16,12.5,28
6209,20201025,S37000026,4,27,20.5,31.7
6210,20201025,S37000027,1,74,88.5,-16.4
6211,20201025,S37000027,2,99,90.5,9.4
6212,20201025,S37000027,3,60,50.5,18.8
6213,20201025,S37000027,4,40,31,29
6214,20201025,S37000027,5,50,41.5,20.5
6215,20201025,S37000028,1,196,179,9.5
6216,20201025,S37000028,2,207,205.5,0.7
6217,20201025,S37000028,3,142,121.5,16.9
6218,20201025,S37000028,4,88,94,-6.4
6219,20201025,S37000028,5,45,57,-21.1
6220,20201025,S37000029,1,92,114,-19.3
6221,20201025,S37000029,2,72,54.5,32.1
6222,20201025,S37000029,3,36,34.5,4.3
6223,20201025,S37000029,4,14,16.5,-15.2
6224,20201025,S37000030,1,78,75.5,3.3
6225,20201025,S37000030,2,124,114.5,8.3
6226,20201025,S37000030,3,73,75,-2.7
6227,20201025,S37000030,4,32,35,-8.6
6228,20201025,S37000030,5,27,32,-15.6
6229,20201025,S37000031,2,28,26.5,5.7
6230,20201025,S37000031,3,56,44.5,25.8
6231,20201025,S37000032,1,216,208.5,3.6
6232,20201025,S37000032,2,158,188,-16
6233,20201025,S37000032,3,167,149,12.1
6234,20201025,S37000032,4,97,98.5,-1.5
6235,20201025,S37000032,5,106,104.5,1.4
6236,20201025,S37000033,1,16,21,-23.8
6237,20201025,S37000033,2,46,40,15
6238,20201025,S37000033,3,70,87.5,-20
6239,20201025,S37000033,4,94,102,-7.8
6240,20201025,S37000033,5,26,37.5,-30.7
6241,20201025,S37000034,1,877,829.5,5.7
6242,20201025,S37000034,2,215,216,-0.5
6243,20201025,S37000034,3,142,121,17.4
6244,20201025,S37000034,4,61,77,-20.8
6245,20201025,S37000034,5,69,60.5,14
6246,20201025,S37000035,1,343,295.5,16.1
6247,20201025,S37000035,2,200,192.5,3.9
6248,20201025,S37000035,3,108,112,-3.6
6249,20201025,S37000035,4,71,56.5,25.7
6250,20201025,S37000035,5,27,27.5,-1.8
6251,20201101,S37000001,1,49,52.5,-6.7
6252,20201101,S37000001,2,103,115,-10.4
6253,20201101,S37000001,3,53,67,-20.9
6254,20201101,S37000001,4,74,66.5,11.3
6255,20201101,S37000001,5,96,115,-16.5
6256,20201101,S37000002,1,21,18.5,13.5
6257,20201101,S37000002,2,44,59.5,-26.1
6258,20201101,S37000002,3,87,98.5,-11.7
6259,20201101,S37000002,4,132,142.5,-7.4
6260,20201101,S37000002,5,81,101,-19.8
6261,20201101,S37000003,1,18,22,-18.2
6262,20201101,S37000003,2,43,55.5,-22.5
6263,20201101,S37000003,3,72,93.5,-23
6264,20201101,S37000003,4,38,60.5,-37.2
6265,20201101,S37000003,5,29,36,-19.4
6266,20201101,S37000004,1,32,37,-13.5
6267,20201101,S37000004,2,28,53.5,-47.7
6268,20201101,S37000004,3,95,103.5,-8.2
6269,20201101,S37000004,4,37,45.5,-18.7
6270,20201101,S37000004,5,6,16.5,-63.6
6271,20201101,S37000005,1,66,68.5,-3.6
6272,20201101,S37000005,2,58,65,-10.8
6273,20201101,S37000005,3,37,39.5,-6.3
6274,20201101,S37000005,4,39,44,-11.4
6275,20201101,S37000005,5,35,38.5,-9.1
6276,20201101,S37000006,1,35,42,-16.7
6277,20201101,S37000006,2,86,120,-28.3
6278,20201101,S37000006,3,124,118.5,4.6
6279,20201101,S37000006,4,35,45,-22.2
6280,20201101,S37000006,5,12,16.5,-27.3
6281,20201101,S37000007,1,156,155,0.6
6282,20201101,S37000007,2,66,74.5,-11.4
6283,20201101,S37000007,3,43,38,13.2
6284,20201101,S37000007,4,36,37,-2.7
6285,20201101,S37000007,5,24,29.5,-18.6
6286,20201101,S37000008,1,127,123,3.3
6287,20201101,S37000008,2,75,80.5,-6.8
6288,20201101,S37000008,3,36,43.5,-17.2
6289,20201101,S37000008,4,26,24,8.3
6290,20201101,S37000008,5,9,19.5,-53.8
6291,20201101,S37000009,1,13,13.5,-3.7
6292,20201101,S37000009,2,49,52.5,-6.7
6293,20201101,S37000009,3,11,13.5,-18.5
6294,20201101,S37000009,4,34,30.5,11.5
6295,20201101,S37000009,5,79,83,-4.8
6296,20201101,S37000010,1,7,8.5,-17.6
6297,20201101,S37000010,2,54,59.5,-9.2
6298,20201101,S37000010,3,42,33.5,25.4
6299,20201101,S37000010,4,48,42.5,12.9
6300,20201101,S37000010,5,17,23,-26.1
6301,20201101,S37000011,1,12,9.5,26.3
6302,20201101,S37000011,2,14,25,-44
6303,20201101,S37000011,3,25,17.5,42.9
6304,20201101,S37000011,4,15,21.5,-30.2
6305,20201101,S37000011,5,79,71,11.3
6306,20201101,S37000012,1,162,191.5,-15.4
6307,20201101,S37000012,2,139,147.5,-5.8
6308,20201101,S37000012,3,102,112.5,-9.3
6309,20201101,S37000012,4,116,127.5,-9
6310,20201101,S37000012,5,185,250,-26
6311,20201101,S37000013,1,83,69.5,19.4
6312,20201101,S37000013,2,112,105,6.7
6313,20201101,S37000013,3,47,57.5,-18.3
6314,20201101,S37000013,4,37,48.5,-23.7
6315,20201101,S37000013,5,31,32,-3.1
6316,20201101,S37000016,1,64,47,36.2
6317,20201101,S37000016,2,112,113,-0.9
6318,20201101,S37000016,3,118,151.5,-22.1
6319,20201101,S37000016,4,134,116,15.5
6320,20201101,S37000016,5,45,33.5,34.3
6321,20201101,S37000017,1,80,105.5,-24.2
6322,20201101,S37000017,2,18,18.5,-2.7
6323,20201101,S37000017,3,35,25.5,37.3
6324,20201101,S37000017,4,20,21,-4.8
6325,20201101,S37000017,5,13,16,-18.8
6326,20201101,S37000018,1,25,24,4.2
6327,20201101,S37000018,2,60,68,-11.8
6328,20201101,S37000018,3,37,39,-5.1
6329,20201101,S37000018,4,20,18,11.1
6330,20201101,S37000018,5,12,10,20
6331,20201101,S37000019,2,40,28,42.9
6332,20201101,S37000019,3,54,49,10.2
6333,20201101,S37000019,4,61,62.5,-2.4
6334,20201101,S37000019,5,9,33,-72.7
6335,20201101,S37000020,1,160,194.5,-17.7
6336,20201101,S37000020,2,63,63,0
6337,20201101,S37000020,3,53,50.5,5
6338,20201101,S37000020,4,45,34,32.4
6339,20201101,S37000020,5,24,18.5,29.7
6340,20201101,S37000022,2,5,5.5,-9.1
6341,20201101,S37000022,3,18,12,50
6342,20201101,S37000022,4,19,19,0
6343,20201101,S37000024,1,125,132,-5.3
6344,20201101,S37000024,2,67,70,-4.3
6345,20201101,S37000024,3,44,51,-13.7
6346,20201101,S37000024,4,33,44.5,-25.8
6347,20201101,S37000024,5,29,34.5,-15.9
6348,20201101,S37000025,1,20,30,-33.3
6349,20201101,S37000025,2,44,60.5,-27.3
6350,20201101,S37000025,3,81,84.5,-4.1
6351,20201101,S37000025,4,58,92,-37
6352,20201101,S37000025,5,17,17,0
6353,20201101,S37000026,3,14,11.5,21.7
6354,20201101,S37000026,4,19,24,-20.8
6355,20201101,S37000027,1,54,80,-32.5
6356,20201101,S37000027,2,76,90,-15.6
6357,20201101,S37000027,3,49,51.5,-4.9
6358,20201101,S37000027,4,34,30.5,11.5
6359,20201101,S37000027,5,33,54,-38.9
6360,20201101,S37000028,1,158,193.5,-18.3
6361,20201101,S37000028,2,201,210.5,-4.5
6362,20201101,S37000028,3,114,136,-16.2
6363,20201101,S37000028,4,80,94.5,-15.3
6364,20201101,S37000028,5,46,53,-13.2
6365,20201101,S37000029,1,93,102.5,-9.3
6366,20201101,S37000029,2,75,65,15.4
6367,20201101,S37000029,3,30,34,-11.8
6368,20201101,S37000029,4,24,22.5,6.7
6369,20201101,S37000030,1,55,80,-31.2
6370,20201101,S37000030,2,107,101,5.9
6371,20201101,S37000030,3,82,61,34.4
6372,20201101,S37000030,4,25,47.5,-47.4
6373,20201101,S37000030,5,28,23,21.7
6374,20201101,S37000031,2,9,18.5,-51.4
6375,20201101,S37000031,3,55,52,5.8
6376,20201101,S37000032,1,211,202,4.5
6377,20201101,S37000032,2,179,175,2.3
6378,20201101,S37000032,3,163,165,-1.2
6379,20201101,S37000032,4,67,101.5,-34
6380,20201101,S37000032,5,94,113,-16.8
6381,20201101,S37000033,1,20,19,5.3
6382,20201101,S37000033,2,40,45.5,-12.1
6383,20201101,S37000033,3,63,72.5,-13.1
6384,20201101,S37000033,4,93,92.5,0.5
6385,20201101,S37000033,5,52,49.5,5.1
6386,20201101,S37000034,1,750,790.5,-5.1
6387,20201101,S37000034,2,208,196.5,5.9
6388,20201101,S37000034,3,110,114,-3.5
6389,20201101,S37000034,4,71,72,-1.4
6390,20201101,S37000034,5,46,56,-17.9
6391,20201101,S37000035,1,294,305.5,-3.8
6392,20201101,S37000035,2,163,201,-18.9
6393,20201101,S37000035,3,95,126,-24.6
6394,20201101,S37000035,4,44,60,-26.7
6395,20201101,S37000035,5,32,40.5,-21
6396,20201108,S37000001,1,40,55,-27.3
6397,20201108,S37000001,2,115,116.5,-1.3
6398,20201108,S37000001,3,60,66,-9.1
6399,20201108,S37000001,4,52,75.5,-31.1
6400,20201108,S37000001,5,108,106.5,1.4
6401,20201108,S37000002,1,8,17.5,-54.3
6402,20201108,S37000002,2,47,54.5,-13.8
6403,20201108,S37000002,3,98,95.5,2.6
6404,20201108,S37000002,4,125,145,-13.8
6405,20201108,S37000002,5,97,101.5,-4.4
6406,20201108,S37000003,1,21,16.5,27.3
6407,20201108,S37000003,2,37,44,-15.9
6408,20201108,S37000003,3,52,80.5,-35.4
6409,20201108,S37000003,4,52,55,-5.5
6410,20201108,S37000003,5,27,35,-22.9
6411,20201108,S37000004,1,40,35,14.3
6412,20201108,S37000004,2,43,56.5,-23.9
6413,20201108,S37000004,3,82,103,-20.4
6414,20201108,S37000004,4,34,45,-24.4
6415,20201108,S37000004,5,8,9.5,-15.8
6416,20201108,S37000005,1,65,58,12.1
6417,20201108,S37000005,2,66,66.5,-0.8
6418,20201108,S37000005,3,26,45.5,-42.9
6419,20201108,S37000005,4,43,47.5,-9.5
6420,20201108,S37000005,5,32,40,-20
6421,20201108,S37000006,1,54,44.5,21.3
6422,20201108,S37000006,2,112,115.5,-3
6423,20201108,S37000006,3,122,110.5,10.4
