id,week_ending,hscp,age_group,age_group_qf,sex,sex_qf,number_attendances,average20182019,percent_variation
28402,20211010,S37000020,All ages,d,Female,,326,415.5,-21.5
28403,20211010,S37000020,All ages,d,Male,,319,371.5,-14.1
28404,20211010,S37000022,Under 5,,All,d,7,8,-12.5
28405,20211010,S37000022,5 - 14,,All,d,13,11.5,13
28406,20211010,S37000022,15 - 44,,All,d,28,45,-37.8
28407,20211010,S37000022,45 - 64,,All,d,22,30,-26.7
28408,20211010,S37000022,65 - 74,,All,d,8,15,-46.7
28409,20211010,S37000022,75 - 84,,All,d,8,15.5,-48.4
28410,20211010,S37000022,85 and over,,All,d,13,5,160
28411,20211010,S37000022,All ages,d,All,d,100,130,-23.1
28412,20211010,S37000022,All ages,d,Female,,49,64.5,-24
28413,20211010,S37000022,All ages,d,Male,,50,65.5,-23.7
28414,20211010,S37000024,Under 5,,All,d,164,107.5,52.6
28415,20211010,S37000024,5 - 14,,All,d,107,116.5,-8.2
28416,20211010,S37000024,15 - 44,,All,d,387,437.5,-11.5
28417,20211010,S37000024,45 - 64,,All,d,199,275.5,-27.8
28418,20211010,S37000024,65 - 74,,All,d,92,110.5,-16.7
28419,20211010,S37000024,75 - 84,,All,d,89,108.5,-18
28420,20211010,S37000024,85 and over,,All,d,49,64,-23.4
28421,20211010,S37000024,All ages,d,All,d,1092,1223.5,-10.7
28422,20211010,S37000024,All ages,d,Female,,543,619,-12.3
28423,20211010,S37000024,All ages,d,Male,,544,601,-9.5
28424,20211010,S37000025,Under 5,,All,d,41,36,13.9
28425,20211010,S37000025,5 - 14,,All,d,30,49.5,-39.4
28426,20211010,S37000025,15 - 44,,All,d,160,207,-22.7
28427,20211010,S37000025,45 - 64,,All,d,123,158,-22.2
28428,20211010,S37000025,65 - 74,,All,d,82,72,13.9
28429,20211010,S37000025,75 - 84,,All,d,72,63.5,13.4
28430,20211010,S37000025,85 and over,,All,d,42,50,-16
28431,20211010,S37000025,All ages,d,All,d,551,639,-13.8
28432,20211010,S37000025,All ages,d,Female,,268,309,-13.3
28433,20211010,S37000025,All ages,d,Male,,282,327,-13.8
28434,20211010,S37000026,5 - 14,,All,d,11,13,-15.4
28435,20211010,S37000026,15 - 44,,All,d,44,42.5,3.5
28436,20211010,S37000026,45 - 64,,All,d,34,19.5,74.4
28437,20211010,S37000026,65 - 74,,All,d,14,11,27.3
28438,20211010,S37000026,75 - 84,,All,d,18,15.5,16.1
28439,20211010,S37000026,All ages,d,All,d,127,119,6.7
28440,20211010,S37000026,All ages,d,Female,,61,50.5,20.8
28441,20211010,S37000026,All ages,d,Male,,66,66,0
28442,20211010,S37000027,Under 5,,All,d,83,56.5,46.9
28443,20211010,S37000027,5 - 14,,All,d,60,68,-11.8
28444,20211010,S37000027,15 - 44,,All,d,165,215,-23.3
28445,20211010,S37000027,45 - 64,,All,d,121,155,-21.9
28446,20211010,S37000027,65 - 74,,All,d,52,69.5,-25.2
28447,20211010,S37000027,75 - 84,,All,d,66,76,-13.2
28448,20211010,S37000027,85 and over,,All,d,24,41.5,-42.2
28449,20211010,S37000027,All ages,d,All,d,572,683.5,-16.3
28450,20211010,S37000027,All ages,d,Female,,268,329.5,-18.7
28451,20211010,S37000027,All ages,d,Male,,303,352,-13.9
28452,20211010,S37000028,Under 5,,All,d,181,141.5,27.9
28453,20211010,S37000028,5 - 14,,All,d,143,189,-24.3
28454,20211010,S37000028,15 - 44,,All,d,639,668,-4.3
28455,20211010,S37000028,45 - 64,,All,d,462,505.5,-8.6
28456,20211010,S37000028,65 - 74,,All,d,229,219.5,4.3
28457,20211010,S37000028,75 - 84,,All,d,193,191.5,0.8
28458,20211010,S37000028,85 and over,,All,d,108,134,-19.4
28459,20211010,S37000028,All ages,d,All,d,1962,2059,-4.7
28460,20211010,S37000028,All ages,d,Female,,978,1040,-6
28461,20211010,S37000028,All ages,d,Male,,977,1009,-3.2
28462,20211010,S37000029,Under 5,,All,d,65,47,38.3
28463,20211010,S37000029,5 - 14,,All,d,43,33.5,28.4
28464,20211010,S37000029,15 - 44,,All,d,122,132,-7.6
28465,20211010,S37000029,45 - 64,,All,d,63,73,-13.7
28466,20211010,S37000029,65 - 74,,All,d,33,32.5,1.5
28467,20211010,S37000029,75 - 84,,All,d,27,35,-22.9
28468,20211010,S37000029,85 and over,,All,d,17,15,13.3
28469,20211010,S37000029,All ages,d,All,d,370,368.5,0.4
28470,20211010,S37000029,All ages,d,Female,,187,181.5,3
28471,20211010,S37000029,All ages,d,Male,,183,186.5,-1.9
28472,20211010,S37000030,Under 5,,All,d,111,88,26.1
28473,20211010,S37000030,5 - 14,,All,d,113,134.5,-16
28474,20211010,S37000030,15 - 44,,All,d,375,398.5,-5.9
28475,20211010,S37000030,45 - 64,,All,d,235,256,-8.2
28476,20211010,S37000030,65 - 74,,All,d,95,98,-3.1
28477,20211010,S37000030,75 - 84,,All,d,75,82.5,-9.1
28478,20211010,S37000030,85 and over,,All,d,39,36,8.3
28479,20211010,S37000030,All ages,d,All,d,1045,1099,-4.9
28480,20211010,S37000030,All ages,d,Female,,494,528,-6.4
28481,20211010,S37000030,All ages,d,Male,,549,565.5,-2.9
28482,20211010,S37000031,15 - 44,,All,d,20,46.5,-57
28483,20211010,S37000031,45 - 64,,All,d,24,38,-36.8
28484,20211010,S37000031,65 - 74,,All,d,7,9.5,-26.3
28485,20211010,S37000031,75 - 84,,All,d,9,14,-35.7
28486,20211010,S37000031,85 and over,,All,d,5,12,-58.3
28487,20211010,S37000031,All ages,d,All,d,69,142,-51.4
28488,20211010,S37000031,All ages,d,Female,,38,64,-40.6
28489,20211010,S37000031,All ages,d,Male,,31,76.5,-59.5
28490,20211010,S37000032,Under 5,,All,d,132,107,23.4
28491,20211010,S37000032,5 - 14,,All,d,110,140,-21.4
28492,20211010,S37000032,15 - 44,,All,d,506,541,-6.5
28493,20211010,S37000032,45 - 64,,All,d,283,325.5,-13.1
28494,20211010,S37000032,65 - 74,,All,d,120,155,-22.6
28495,20211010,S37000032,75 - 84,,All,d,98,130.5,-24.9
28496,20211010,S37000032,85 and over,,All,d,88,72,22.2
28497,20211010,S37000032,All ages,d,All,d,1344,1484,-9.4
28498,20211010,S37000032,All ages,d,Female,,669,749,-10.7
28499,20211010,S37000032,All ages,d,Male,,668,722,-7.5
28500,20211010,S37000033,Under 5,,All,d,46,31.5,46
28523,20211010,S37000035,45 - 64,,All,d,560,626,-10.5
28524,20211010,S37000035,65 - 74,,All,d,238,248.5,-4.2
28525,20211010,S37000035,75 - 84,,All,d,202,209.5,-3.6
28526,20211010,S37000035,85 and over,,All,d,86,103.5,-16.9
28527,20211010,S37000035,All ages,d,All,d,2280,2467,-7.6
28528,20211010,S37000035,All ages,d,Female,,1169,1232.5,-5.2
28529,20211010,S37000035,All ages,d,Male,,1096,1222.5,-10.3
28530,20211017,S37000001,Under 5,,All,d,115,85,35.3
28531,20211017,S37000001,5 - 14,,All,d,48,125.5,-61.8
28532,20211017,S37000001,15 - 44,,All,d,303,423.5,-28.5
28533,20211017,S37000001,45 - 64,,All,d,139,175.5,-20.8
28534,20211017,S37000001,65 - 74,,All,d,62,75,-17.3
28535,20211017,S37000001,75 - 84,,All,d,62,66.5,-6.8
28536,20211017,S37000001,85 and over,,All,d,32,46,-30.4
28537,20211017,S37000001,All ages,d,All,d,778,1016,-23.4
28538,20211017,S37000001,All ages,d,Female,,365,491,-25.7
28539,20211017,S37000001,All ages,d,Male,,396,506,-21.7
28540,20211017,S37000002,Under 5,,All,d,51,48,6.2
28541,20211017,S37000002,5 - 14,,All,d,68,68,0
28542,20211017,S37000002,15 - 44,,All,d,144,179,-19.6
28543,20211017,S37000002,45 - 64,,All,d,86,111,-22.5
28544,20211017,S37000002,65 - 74,,All,d,38,56,-32.1
28545,20211017,S37000002,75 - 84,,All,d,53,46.5,14
28546,20211017,S37000002,85 and over,,All,d,29,30.5,-4.9
28547,20211017,S37000002,All ages,d,All,d,472,543,-13.1
28548,20211017,S37000002,All ages,d,Female,,212,254.5,-16.7
28549,20211017,S37000002,All ages,d,Male,,257,284.5,-9.7
28550,20211017,S37000003,Under 5,,All,d,15,12.5,20
28551,20211017,S37000003,5 - 14,,All,d,20,12.5,60
28552,20211017,S37000003,15 - 44,,All,d,75,77,-2.6
28553,20211017,S37000003,45 - 64,,All,d,52,43,20.9
28554,20211017,S37000003,65 - 74,,All,d,30,29.5,1.7
28555,20211017,S37000003,75 - 84,,All,d,32,22.5,42.2
28556,20211017,S37000003,85 and over,,All,d,14,18,-22.2
28557,20211017,S37000003,All ages,d,All,d,238,215.5,10.4
28558,20211017,S37000003,All ages,d,Female,,124,102,21.6
28559,20211017,S37000003,All ages,d,Male,,114,113,0.9
28560,20211017,S37000004,Under 5,,All,d,16,16.5,-3
28561,20211017,S37000004,5 - 14,,All,d,14,13.5,3.7
28562,20211017,S37000004,15 - 44,,All,d,61,76,-19.7
28563,20211017,S37000004,45 - 64,,All,d,49,53,-7.5
28564,20211017,S37000004,65 - 74,,All,d,42,29,44.8
28565,20211017,S37000004,75 - 84,,All,d,26,29.5,-11.9
28566,20211017,S37000004,85 and over,,All,d,13,18.5,-29.7
28567,20211017,S37000004,All ages,d,All,d,225,238,-5.5
28568,20211017,S37000004,All ages,d,Female,,100,109.5,-8.7
28569,20211017,S37000004,All ages,d,Male,,121,126.5,-4.3
28570,20211017,S37000005,Under 5,,All,d,53,36.5,45.2
28571,20211017,S37000005,5 - 14,,All,d,27,25.5,5.9
28572,20211017,S37000005,15 - 44,,All,d,164,182.5,-10.1
28573,20211017,S37000005,45 - 64,,All,d,102,112.5,-9.3
28574,20211017,S37000005,65 - 74,,All,d,48,48,0
28575,20211017,S37000005,75 - 84,,All,d,52,57,-8.8
28576,20211017,S37000005,85 and over,,All,d,39,27,44.4
28577,20211017,S37000005,All ages,d,All,d,485,493,-1.6
28578,20211017,S37000005,All ages,d,Female,,252,228.5,10.3
28579,20211017,S37000005,All ages,d,Male,,233,260.5,-10.6
28580,20211017,S37000006,Under 5,,All,d,63,82.5,-23.6
28581,20211017,S37000006,5 - 14,,All,d,37,80,-53.8
28582,20211017,S37000006,15 - 44,,All,d,224,321,-30.2
28583,20211017,S37000006,45 - 64,,All,d,157,198.5,-20.9
28584,20211017,S37000006,65 - 74,,All,d,76,95.5,-20.4
28585,20211017,S37000006,75 - 84,,All,d,78,86.5,-9.8
28586,20211017,S37000006,85 and over,,All,d,54,53,1.9
28587,20211017,S37000006,All ages,d,All,d,689,917.5,-24.9
28588,20211017,S37000006,All ages,d,Female,,326,472.5,-31
28589,20211017,S37000006,All ages,d,Male,,363,444.5,-18.3
28590,20211017,S37000007,Under 5,,All,d,60,45.5,31.9
28591,20211017,S37000007,5 - 14,,All,d,40,43,-7
28592,20211017,S37000007,15 - 44,,All,d,281,253.5,10.8
28593,20211017,S37000007,45 - 64,,All,d,122,113,8
28594,20211017,S37000007,65 - 74,,All,d,48,44.5,7.9
28595,20211017,S37000007,75 - 84,,All,d,44,42.5,3.5
28596,20211017,S37000007,85 and over,,All,d,25,23.5,6.4
28597,20211017,S37000007,All ages,d,All,d,620,569.5,8.9
28598,20211017,S37000007,All ages,d,Female,,294,262.5,12
28599,20211017,S37000007,All ages,d,Male,,326,303,7.6
28600,20211017,S37000008,Under 5,,All,d,97,74.5,30.2
28601,20211017,S37000008,5 - 14,,All,d,34,76,-55.3
28602,20211017,S37000008,15 - 44,,All,d,169,268,-36.9
28603,20211017,S37000008,45 - 64,,All,d,136,171,-20.5
28604,20211017,S37000008,65 - 74,,All,d,65,56.5,15
28605,20211017,S37000008,75 - 84,,All,d,49,51.5,-4.9
28606,20211017,S37000008,85 and over,,All,d,23,26.5,-13.2
28607,20211017,S37000008,All ages,d,All,d,575,726,-20.8
28608,20211017,S37000008,All ages,d,Female,,252,370.5,-32
28609,20211017,S37000008,All ages,d,Male,,321,353.5,-9.2
28610,20211017,S37000009,Under 5,,All,d,52,66,-21.2
28611,20211017,S37000009,5 - 14,,All,d,38,47.5,-20
28612,20211017,S37000009,15 - 44,,All,d,96,105,-8.6
28613,20211017,S37000009,45 - 64,,All,d,65,77,-15.6
28614,20211017,S37000009,65 - 74,,All,d,37,27,37
28615,20211017,S37000009,75 - 84,,All,d,35,39,-10.3
28616,20211017,S37000009,85 and over,,All,d,24,40.5,-40.7
28617,20211017,S37000009,All ages,d,All,d,347,402,-13.7
28618,20211017,S37000009,All ages,d,Female,,174,209,-16.7
28619,20211017,S37000009,All ages,d,Male,,173,193,-10.4
28620,20211017,S37000010,Under 5,,All,d,112,73,53.4
28621,20211017,S37000010,5 - 14,,All,d,70,77,-9.1
28622,20211017,S37000010,15 - 44,,All,d,161,138,16.7
28623,20211017,S37000010,45 - 64,,All,d,73,88,-17
28624,20211017,S37000010,65 - 74,,All,d,32,42,-23.8
28625,20211017,S37000010,75 - 84,,All,d,37,39,-5.1
28626,20211017,S37000010,85 and over,,All,d,25,23.5,6.4
28627,20211017,S37000010,All ages,d,All,d,511,486.5,5
28628,20211017,S37000010,All ages,d,Female,,249,247,0.8
28629,20211017,S37000010,All ages,d,Male,,261,233.5,11.8
28630,20211017,S37000011,Under 5,,All,d,57,50,14
28631,20211017,S37000011,5 - 14,,All,d,40,42.5,-5.9
28632,20211017,S37000011,15 - 44,,All,d,91,111.5,-18.4
28633,20211017,S37000011,45 - 64,,All,d,62,72,-13.9
28634,20211017,S37000011,65 - 74,,All,d,35,43.5,-19.5
28635,20211017,S37000011,75 - 84,,All,d,37,41,-9.8
28636,20211017,S37000011,85 and over,,All,d,26,33,-21.2
28637,20211017,S37000011,All ages,d,All,d,348,394.5,-11.8
28638,20211017,S37000011,All ages,d,Female,,173,204.5,-15.4
28639,20211017,S37000011,All ages,d,Male,,175,189,-7.4
28640,20211017,S37000012,Under 5,,All,d,412,373.5,10.3
28641,20211017,S37000012,5 - 14,,All,d,330,274,20.4
28642,20211017,S37000012,15 - 44,,All,d,784,731,7.3
28643,20211017,S37000012,45 - 64,,All,d,320,362.5,-11.7
28644,20211017,S37000012,65 - 74,,All,d,146,162.5,-10.2
28645,20211017,S37000012,75 - 84,,All,d,156,132,18.2
28646,20211017,S37000012,85 and over,,All,d,96,100,-4
28647,20211017,S37000012,All ages,d,All,d,2335,2227,4.8
28648,20211017,S37000012,All ages,d,Female,,1071,1055.5,1.5
28649,20211017,S37000012,All ages,d,Male,,1173,1080,8.6
28650,20211017,S37000013,Under 5,,All,d,71,58,22.4
28651,20211017,S37000013,5 - 14,,All,d,29,77.5,-62.6
28652,20211017,S37000013,15 - 44,,All,d,207,283,-26.9
28653,20211017,S37000013,45 - 64,,All,d,177,177.5,-0.3
28654,20211017,S37000013,65 - 74,,All,d,78,78,0
28655,20211017,S37000013,75 - 84,,All,d,64,67,-4.5
28656,20211017,S37000013,85 and over,,All,d,32,32,0
28657,20211017,S37000013,All ages,d,All,d,660,776.5,-15
28658,20211017,S37000013,All ages,d,Female,,319,370,-13.8
28659,20211017,S37000013,All ages,d,Male,,339,403,-15.9
28660,20211017,S37000016,Under 5,,All,d,54,62.5,-13.6
28661,20211017,S37000016,5 - 14,,All,d,60,96,-37.5
28662,20211017,S37000016,15 - 44,,All,d,336,347.5,-3.3
28663,20211017,S37000016,45 - 64,,All,d,208,220.5,-5.7
28664,20211017,S37000016,65 - 74,,All,d,89,87.5,1.7
28665,20211017,S37000016,75 - 84,,All,d,78,86,-9.3
28666,20211017,S37000016,85 and over,,All,d,58,41.5,39.8
28667,20211017,S37000016,All ages,d,All,d,889,952.5,-6.7
28668,20211017,S37000016,All ages,d,Female,,421,434.5,-3.1
28669,20211017,S37000016,All ages,d,Male,,462,507,-8.9
28670,20211017,S37000017,Under 5,,All,d,43,41,4.9
28671,20211017,S37000017,5 - 14,,All,d,36,59.5,-39.5
28672,20211017,S37000017,15 - 44,,All,d,157,217,-27.6
28673,20211017,S37000017,45 - 64,,All,d,111,136.5,-18.7
28674,20211017,S37000017,65 - 74,,All,d,61,66,-7.6
28675,20211017,S37000017,75 - 84,,All,d,46,56,-17.9
28676,20211017,S37000017,85 and over,,All,d,36,32.5,10.8
28677,20211017,S37000017,All ages,d,All,d,490,608.5,-19.5
28678,20211017,S37000017,All ages,d,Female,,234,292.5,-20
28679,20211017,S37000017,All ages,d,Male,,256,316,-19
28680,20211017,S37000018,Under 5,,All,d,116,73.5,57.8
28681,20211017,S37000018,5 - 14,,All,d,77,70,10
28682,20211017,S37000018,15 - 44,,All,d,162,161.5,0.3
28683,20211017,S37000018,45 - 64,,All,d,89,102,-12.7
28684,20211017,S37000018,65 - 74,,All,d,39,52,-25
28685,20211017,S37000018,75 - 84,,All,d,50,45,11.1
28686,20211017,S37000018,85 and over,,All,d,27,21.5,25.6
28687,20211017,S37000018,All ages,d,All,d,560,531,5.5
28688,20211017,S37000018,All ages,d,Female,,286,262.5,9
28689,20211017,S37000018,All ages,d,Male,,274,263,4.2
28690,20211017,S37000019,Under 5,,All,d,33,31,6.5
28691,20211017,S37000019,5 - 14,,All,d,31,47.5,-34.7
28692,20211017,S37000019,15 - 44,,All,d,135,161.5,-16.4
28693,20211017,S37000019,45 - 64,,All,d,105,100,5
28694,20211017,S37000019,65 - 74,,All,d,48,47.5,1.1
28695,20211017,S37000019,75 - 84,,All,d,49,52,-5.8
28696,20211017,S37000019,85 and over,,All,d,28,26.5,5.7
28697,20211017,S37000019,All ages,d,All,d,430,470.5,-8.6
28698,20211017,S37000019,All ages,d,Female,,212,229.5,-7.6
28699,20211017,S37000019,All ages,d,Male,,217,236.5,-8.2
28700,20211017,S37000020,Under 5,,All,d,73,70,4.3
28701,20211017,S37000020,5 - 14,,All,d,54,86,-37.2
28702,20211017,S37000020,15 - 44,,All,d,177,267.5,-33.8
28703,20211017,S37000020,45 - 64,,All,d,119,177.5,-33
28704,20211017,S37000020,65 - 74,,All,d,61,89.5,-31.8
28705,20211017,S37000020,75 - 84,,All,d,70,75.5,-7.3
28706,20211017,S37000020,85 and over,,All,d,17,38,-55.3
28707,20211017,S37000020,All ages,d,All,d,572,805,-28.9
28708,20211017,S37000020,All ages,d,Female,,278,392.5,-29.2
28709,20211017,S37000020,All ages,d,Male,,293,411.5,-28.8
28710,20211017,S37000022,Under 5,,All,d,12,8,50
28711,20211017,S37000022,15 - 44,,All,d,28,38.5,-27.3
28712,20211017,S37000022,45 - 64,,All,d,19,29.5,-35.6
28713,20211017,S37000022,65 - 74,,All,d,13,10.5,23.8
28714,20211017,S37000022,75 - 84,,All,d,13,13.5,-3.7
28715,20211017,S37000022,85 and over,,All,d,6,10,-40
28716,20211017,S37000022,All ages,d,All,d,96,121.5,-21
28717,20211017,S37000022,All ages,d,Female,,35,55,-36.4
28718,20211017,S37000022,All ages,d,Male,,60,65.5,-8.4
28719,20211017,S37000024,Under 5,,All,d,134,114,17.5
28720,20211017,S37000024,5 - 14,,All,d,80,101,-20.8
28721,20211017,S37000024,15 - 44,,All,d,324,411.5,-21.3
28722,20211017,S37000024,45 - 64,,All,d,196,267.5,-26.7
28723,20211017,S37000024,65 - 74,,All,d,82,113.5,-27.8
28724,20211017,S37000024,75 - 84,,All,d,89,104.5,-14.8
28725,20211017,S37000024,85 and over,,All,d,48,62,-22.6
28726,20211017,S37000024,All ages,d,All,d,955,1174,-18.7
28727,20211017,S37000024,All ages,d,Female,,482,593,-18.7
28728,20211017,S37000024,All ages,d,Male,,471,581,-18.9
28729,20211017,S37000025,Under 5,,All,d,36,31.5,14.3
28730,20211017,S37000025,5 - 14,,All,d,27,49.5,-45.5
28731,20211017,S37000025,15 - 44,,All,d,147,196,-25
28732,20211017,S37000025,45 - 64,,All,d,125,148,-15.5
28733,20211017,S37000025,65 - 74,,All,d,69,74,-6.8
28734,20211017,S37000025,75 - 84,,All,d,70,76,-7.9
28735,20211017,S37000025,85 and over,,All,d,49,53,-7.5
28736,20211017,S37000025,All ages,d,All,d,525,631.5,-16.9
28737,20211017,S37000025,All ages,d,Female,,245,315,-22.2
28738,20211017,S37000025,All ages,d,Male,,278,313,-11.2
28739,20211017,S37000026,Under 5,,All,d,6,12,-50
28740,20211017,S37000026,5 - 14,,All,d,6,10,-40
28741,20211017,S37000026,15 - 44,,All,d,41,47,-12.8
28742,20211017,S37000026,45 - 64,,All,d,32,33,-3
28743,20211017,S37000026,65 - 74,,All,d,11,18.5,-40.5
28744,20211017,S37000026,75 - 84,,All,d,12,19,-36.8
28745,20211017,S37000026,85 and over,,All,d,6,7.5,-20
28746,20211017,S37000026,All ages,d,All,d,114,147.5,-22.7
28747,20211017,S37000026,All ages,d,Female,,60,77.5,-22.6
28748,20211017,S37000026,All ages,d,Male,,54,69.5,-22.3
28749,20211017,S37000027,Under 5,,All,d,73,54.5,33.9
28750,20211017,S37000027,5 - 14,,All,d,46,71,-35.2
28754,20211017,S37000027,75 - 84,,All,d,57,68.5,-16.8
28755,20211017,S37000027,85 and over,,All,d,29,35.5,-18.3
28756,20211017,S37000027,All ages,d,All,d,550,678.5,-18.9
28757,20211017,S37000027,All ages,d,Female,,278,342,-18.7
28758,20211017,S37000027,All ages,d,Male,,272,334.5,-18.7
28759,20211017,S37000028,Under 5,,All,d,146,151.5,-3.6
28760,20211017,S37000028,5 - 14,,All,d,85,160.5,-47
28761,20211017,S37000028,15 - 44,,All,d,643,679.5,-5.4
28762,20211017,S37000028,45 - 64,,All,d,499,515.5,-3.2
28763,20211017,S37000028,65 - 74,,All,d,210,220,-4.5
28764,20211017,S37000028,75 - 84,,All,d,189,219,-13.7
28765,20211017,S37000028,85 and over,,All,d,107,115,-7
28766,20211017,S37000028,All ages,d,All,d,1886,2072,-9
28767,20211017,S37000028,All ages,d,Female,,965,1035,-6.8
28768,20211017,S37000028,All ages,d,Male,,914,1026,-10.9
28769,20211017,S37000029,Under 5,,All,d,60,66,-9.1
28770,20211017,S37000029,5 - 14,,All,d,32,38.5,-16.9
28771,20211017,S37000029,15 - 44,,All,d,107,140,-23.6
28772,20211017,S37000029,45 - 64,,All,d,81,79,2.5
28773,20211017,S37000029,65 - 74,,All,d,25,28.5,-12.3
28774,20211017,S37000029,75 - 84,,All,d,31,27,14.8
28775,20211017,S37000029,85 and over,,All,d,17,18,-5.6
28776,20211017,S37000029,All ages,d,All,d,354,397,-10.8
28777,20211017,S37000029,All ages,d,Female,,165,199.5,-17.3
28778,20211017,S37000029,All ages,d,Male,,188,197.5,-4.8
28779,20211017,S37000030,Under 5,,All,d,93,87,6.9
28780,20211017,S37000030,5 - 14,,All,d,80,128.5,-37.7
28781,20211017,S37000030,15 - 44,,All,d,389,415.5,-6.4
28782,20211017,S37000030,45 - 64,,All,d,216,280,-22.9
28783,20211017,S37000030,65 - 74,,All,d,94,97.5,-3.6
28784,20211017,S37000030,75 - 84,,All,d,76,66.5,14.3
28785,20211017,S37000030,85 and over,,All,d,33,40.5,-18.5
28786,20211017,S37000030,All ages,d,All,d,983,1123,-12.5
28787,20211017,S37000030,All ages,d,Female,,489,560.5,-12.8
28788,20211017,S37000030,All ages,d,Male,,492,555,-11.4
28789,20211017,S37000031,15 - 44,,All,d,18,44,-59.1
28790,20211017,S37000031,45 - 64,,All,d,16,32,-50
28791,20211017,S37000031,65 - 74,,All,d,6,14.5,-58.6
28792,20211017,S37000031,75 - 84,,All,d,9,17,-47.1
28793,20211017,S37000031,85 and over,,All,d,10,8,25
28794,20211017,S37000031,All ages,d,All,d,64,137.5,-53.5
28795,20211017,S37000031,All ages,d,Female,,30,59,-49.2
28796,20211017,S37000031,All ages,d,Male,,34,77,-55.8
28797,20211017,S37000032,Under 5,,All,d,111,96.5,15
28798,20211017,S37000032,5 - 14,,All,d,61,104.5,-41.6
28799,20211017,S37000032,15 - 44,,All,d,466,511.5,-8.9
28800,20211017,S37000032,45 - 64,,All,d,252,299,-15.7
28801,20211017,S37000032,65 - 74,,All,d,139,130.5,6.5
28802,20211017,S37000032,75 - 84,,All,d,126,140,-10
28803,20211017,S37000032,85 and over,,All,d,73,74.5,-2
28804,20211017,S37000032,All ages,d,All,d,1230,1363,-9.8
28805,20211017,S37000032,All ages,d,Female,,564,673,-16.2
28806,20211017,S37000032,All ages,d,Male,,664,683.5,-2.9
28807,20211017,S37000033,Under 5,,All,d,40,32,25
28808,20211017,S37000033,5 - 14,,All,d,32,32,0
28809,20211017,S37000033,15 - 44,,All,d,173,220.5,-21.5
28810,20211017,S37000033,45 - 64,,All,d,112,116.5,-3.9
28811,20211017,S37000033,65 - 74,,All,d,35,55,-36.4
28812,20211017,S37000033,75 - 84,,All,d,56,50,12
28813,20211017,S37000033,85 and over,,All,d,26,33.5,-22.4
28814,20211017,S37000033,All ages,d,All,d,475,544,-12.7
28815,20211017,S37000033,All ages,d,Female,,221,258.5,-14.5
28816,20211017,S37000033,All ages,d,Male,,253,281,-10
28817,20211017,S37000034,Under 5,,All,d,494,431.5,14.5
28818,20211017,S37000034,5 - 14,,All,d,221,277.5,-20.4
28819,20211017,S37000034,15 - 44,,All,d,1149,1397.5,-17.8
28820,20211017,S37000034,45 - 64,,All,d,613,787,-22.1
28821,20211017,S37000034,65 - 74,,All,d,254,259,-1.9
28822,20211017,S37000034,75 - 84,,All,d,181,217.5,-16.8
28823,20211017,S37000034,85 and over,,All,d,91,116.5,-21.9
28824,20211017,S37000034,All ages,d,All,d,3013,3490.5,-13.7
28825,20211017,S37000034,All ages,d,Female,,1442,1670,-13.7
28826,20211017,S37000034,All ages,d,Male,,1561,1816.5,-14.1
28827,20211017,S37000035,Under 5,,All,d,203,152.5,33.1
28828,20211017,S37000035,5 - 14,,All,d,110,195.5,-43.7
28829,20211017,S37000035,15 - 44,,All,d,793,879,-9.8
28830,20211017,S37000035,45 - 64,,All,d,580,588,-1.4
28831,20211017,S37000035,65 - 74,,All,d,218,259,-15.8
28832,20211017,S37000035,75 - 84,,All,d,222,220.5,0.7
28833,20211017,S37000035,85 and over,,All,d,87,99.5,-12.6
28834,20211017,S37000035,All ages,d,All,d,2228,2406,-7.4
28835,20211017,S37000035,All ages,d,Female,,1153,1180.5,-2.3
28836,20211017,S37000035,All ages,d,Male,,1060,1213.5,-12.6
28837,20211024,S37000001,Under 5,,All,d,80,80,0
28838,20211024,S37000001,5 - 14,,All,d,49,66.5,-26.3
28839,20211024,S37000001,15 - 44,,All,d,304,383,-20.6
28840,20211024,S37000001,45 - 64,,All,d,118,170.5,-30.8
28841,20211024,S37000001,65 - 74,,All,d,66,63.5,3.9
28842,20211024,S37000001,75 - 84,,All,d,56,68.5,-18.2
28843,20211024,S37000001,85 and over,,All,d,34,38.5,-11.7
28844,20211024,S37000001,All ages,d,All,d,716,897.5,-20.2
28845,20211024,S37000001,All ages,d,Female,,335,418.5,-20
28846,20211024,S37000001,All ages,d,Male,,372,452,-17.7
28847,20211024,S37000002,Under 5,,All,d,61,48.5,25.8
28848,20211024,S37000002,5 - 14,,All,d,36,46,-21.7
28849,20211024,S37000002,15 - 44,,All,d,137,153,-10.5
28850,20211024,S37000002,45 - 64,,All,d,87,101,-13.9
28851,20211024,S37000002,65 - 74,,All,d,52,54,-3.7
28852,20211024,S37000002,75 - 84,,All,d,47,41.5,13.3
28853,20211024,S37000002,85 and over,,All,d,32,23.5,36.2
28854,20211024,S37000002,All ages,d,All,d,453,470,-3.6
28855,20211024,S37000002,All ages,d,Female,,224,232,-3.4
28856,20211024,S37000002,All ages,d,Male,,228,235.5,-3.2
28857,20211024,S37000003,Under 5,,All,d,14,12.5,12
28858,20211024,S37000003,5 - 14,,All,d,17,15.5,9.7
28859,20211024,S37000003,15 - 44,,All,d,90,73,23.3
28860,20211024,S37000003,45 - 64,,All,d,55,53.5,2.8
28861,20211024,S37000003,65 - 74,,All,d,28,17.5,60
