id,week_ending,hb,hbqf,simd_quintile,number_attendances,average20182019,percent_variation
3203,20201122,S08000017,,4,96,107.5,-10.7
3204,20201122,S08000017,,5,38,58.5,-35
3205,20201122,S08000019,,1,205,287.5,-28.7
3206,20201122,S08000019,,2,242,350,-30.9
3207,20201122,S08000019,,3,141,193,-26.9
3208,20201122,S08000019,,4,163,169,-3.6
3209,20201122,S08000019,,5,116,174.5,-33.5
3210,20201122,S08000020,,1,96,125.5,-23.5
3211,20201122,S08000020,,2,279,376,-25.8
3212,20201122,S08000020,,3,306,346.5,-11.7
3213,20201122,S08000020,,4,374,496,-24.6
3214,20201122,S08000020,,5,421,494,-14.8
3215,20201122,S08000022,,1,108,126,-14.3
3216,20201122,S08000022,,2,180,225.5,-20.2
3217,20201122,S08000022,,3,271,277.5,-2.3
3218,20201122,S08000022,,4,255,300,-15
3219,20201122,S08000022,,5,56,85,-34.1
3220,20201122,S08000024,,1,651,845.5,-23
3221,20201122,S08000024,,2,865,1084,-20.2
3222,20201122,S08000024,,3,545,783.5,-30.4
3223,20201122,S08000024,,4,544,700.5,-22.3
3224,20201122,S08000024,,5,718,913.5,-21.4
3225,20201122,S08000025,,2,14,16,-12.5
3226,20201122,S08000025,,3,33,44,-25
3227,20201122,S08000025,,4,63,56,12.5
3228,20201122,S08000026,,2,7,10,-30
3229,20201122,S08000026,,3,30,44.5,-32.6
3230,20201122,S08000026,,4,69,94,-26.6
3231,20201122,S08000028,,2,20,31.5,-36.5
3232,20201122,S08000028,,3,47,89.5,-47.5
3233,20201122,S08000028,,4,10,5,100
3234,20201122,S08000029,,1,262,421.5,-37.8
3235,20201122,S08000029,,2,236,306.5,-23
3236,20201122,S08000029,,3,169,220,-23.2
3237,20201122,S08000029,,4,110,140.5,-21.7
3238,20201122,S08000029,,5,117,143.5,-18.5
3239,20201122,S08000030,,1,283,316.5,-10.6
3240,20201122,S08000030,,2,188,247.5,-24
3241,20201122,S08000030,,3,235,249.5,-5.8
3242,20201122,S08000030,,4,245,335,-26.9
3243,20201122,S08000030,,5,190,194.5,-2.3
3244,20201122,S08000031,,1,2141,3240.5,-33.9
3245,20201122,S08000031,,2,803,1236,-35
3246,20201122,S08000031,,3,602,901,-33.2
3247,20201122,S08000031,,4,526,802.5,-34.5
3248,20201122,S08000031,,5,539,874.5,-38.4
3249,20201122,S08000032,,1,1016,1229,-17.3
3250,20201122,S08000032,,2,921,1126,-18.2
6251,20210926,S08000019,,5,174,193,-9.8
6252,20210926,S08000020,,1,141,139.5,1.1
6253,20210926,S08000020,,2,369,391.5,-5.7
6254,20210926,S08000020,,3,369,363.5,1.5
6255,20210926,S08000020,,4,504,514,-1.9
6256,20210926,S08000020,,5,454,563,-19.4
6257,20210926,S08000022,,1,142,127,11.8
6258,20210926,S08000022,,2,234,238,-1.7
6259,20210926,S08000022,,3,326,319,2.2
6260,20210926,S08000022,,4,303,306.5,-1.1
6261,20210926,S08000022,,5,93,87.5,6.3
6262,20210926,S08000024,,1,952,876.5,8.6
6263,20210926,S08000024,,2,1250,1105,13.1
6264,20210926,S08000024,,3,834,761.5,9.5
6265,20210926,S08000024,,4,696,770.5,-9.7
6266,20210926,S08000024,,5,875,919,-4.8
6267,20210926,S08000025,,2,18,20,-10
6268,20210926,S08000025,,3,28,36.5,-23.3
6269,20210926,S08000025,,4,54,43,25.6
6270,20210926,S08000025,,5,10,11.5,-13
6271,20210926,S08000026,,2,8,5.5,45.5
6272,20210926,S08000026,,3,33,40,-17.5
6273,20210926,S08000026,,4,65,91,-28.6
6274,20210926,S08000028,,2,15,32.5,-53.8
6275,20210926,S08000028,,3,45,73.5,-38.8
6276,20210926,S08000028,,4,10,17,-41.2
6277,20210926,S08000029,,1,365,424.5,-14
6278,20210926,S08000029,,2,272,345.5,-21.3
6279,20210926,S08000029,,3,197,238,-17.2
6280,20210926,S08000029,,4,139,156,-10.9
6281,20210926,S08000029,,5,119,151.5,-21.5
6282,20210926,S08000030,,1,362,359,0.8
6283,20210926,S08000030,,2,275,282,-2.5
6284,20210926,S08000030,,3,276,321.5,-14.2
6285,20210926,S08000030,,4,379,392,-3.3
6286,20210926,S08000030,,5,245,242,1.2
6287,20210926,S08000031,,1,2843,3288.5,-13.5
6288,20210926,S08000031,,2,1091,1233,-11.5
6289,20210926,S08000031,,3,842,925,-9
6290,20210926,S08000031,,4,719,824,-12.7
6291,20210926,S08000031,,5,756,863,-12.4
6292,20210926,S08000032,,1,1262,1339.5,-5.8
6293,20210926,S08000032,,2,1100,1157,-4.9
3251,20201122,S08000032,,3,544,667,-18.4
3252,20201122,S08000032,,4,407,481,-15.4
3253,20201122,S08000032,,5,267,335.5,-20.4
3254,20201122,S92000003,d,1,5382,7624.5,-29.4
3255,20201122,S92000003,d,2,4410,5904.5,-25.3
3256,20201122,S92000003,d,3,3491,4609,-24.3
3257,20201122,S92000003,d,4,3112,4097.5,-24.1
3258,20201122,S92000003,d,5,2597,3525.5,-26.3
3259,20201129,S08000015,,1,471,787.5,-40.2
3260,20201129,S08000015,,2,324,509.5,-36.4
3261,20201129,S08000015,,3,186,310,-40
3262,20201129,S08000015,,4,133,218,-39
3263,20201129,S08000015,,5,125,201,-37.8
3264,20201129,S08000016,,1,33,52.5,-37.1
3265,20201129,S08000016,,2,74,88.5,-16.4
3266,20201129,S08000016,,3,164,189,-13.2
3267,20201129,S08000016,,4,152,188,-19.1
3268,20201129,S08000016,,5,36,48,-25
3269,20201129,S08000017,,1,90,120,-25
3270,20201129,S08000017,,2,227,291.5,-22.1
3271,20201129,S08000017,,3,260,274,-5.1
3272,20201129,S08000017,,4,100,104.5,-4.3
3273,20201129,S08000017,,5,47,58.5,-19.7
3274,20201129,S08000019,,1,197,268,-26.5
3275,20201129,S08000019,,2,241,366,-34.2
3276,20201129,S08000019,,3,156,214.5,-27.3
3277,20201129,S08000019,,4,144,200,-28
3278,20201129,S08000019,,5,130,181.5,-28.4
3279,20201129,S08000020,,1,84,124.5,-32.5
3280,20201129,S08000020,,2,298,381.5,-21.9
3281,20201129,S08000020,,3,282,373.5,-24.5
3282,20201129,S08000020,,4,411,470.5,-12.6
3283,20201129,S08000020,,5,426,524.5,-18.8
3284,20201129,S08000022,,1,105,122,-13.9
3285,20201129,S08000022,,2,205,223.5,-8.3
3286,20201129,S08000022,,3,261,321,-18.7
3287,20201129,S08000022,,4,273,285,-4.2
3288,20201129,S08000022,,5,80,83.5,-4.2
3289,20201129,S08000024,,1,650,839.5,-22.6
3290,20201129,S08000024,,2,817,1134,-28
3291,20201129,S08000024,,3,547,761.5,-28.2
3292,20201129,S08000024,,4,520,698,-25.5
3293,20201129,S08000024,,5,673,959.5,-29.9
3294,20201129,S08000025,,2,13,12.5,4
3295,20201129,S08000025,,3,25,39,-35.9
3296,20201129,S08000025,,4,47,48.5,-3.1
3297,20201129,S08000025,,5,5,13.5,-63
3298,20201129,S08000026,,3,29,32.5,-10.8
3299,20201129,S08000026,,4,59,89.5,-34.1
3300,20201129,S08000028,,2,16,32,-50
3301,20201129,S08000028,,3,63,83,-24.1
3302,20201129,S08000028,,4,6,7.5,-20
3303,20201129,S08000029,,1,322,402,-19.9
3304,20201129,S08000029,,2,230,332,-30.7
3305,20201129,S08000029,,3,183,243,-24.7
3306,20201129,S08000029,,4,106,150.5,-29.6
3307,20201129,S08000029,,5,107,127,-15.7
3308,20201129,S08000030,,1,256,316.5,-19.1
3309,20201129,S08000030,,2,192,241,-20.3
3310,20201129,S08000030,,3,249,256,-2.7
3311,20201129,S08000030,,4,283,319.5,-11.4
3312,20201129,S08000030,,5,170,197,-13.7
3313,20201129,S08000031,,1,2197,3172.5,-30.7
3314,20201129,S08000031,,2,890,1269,-29.9
3315,20201129,S08000031,,3,576,907,-36.5
3316,20201129,S08000031,,4,509,794.5,-35.9
3317,20201129,S08000031,,5,522,821.5,-36.5
3318,20201129,S08000032,,1,1012,1253.5,-19.3
3319,20201129,S08000032,,2,870,1127,-22.8
3320,20201129,S08000032,,3,531,698.5,-24
3321,20201129,S08000032,,4,389,468,-16.9
3322,20201129,S08000032,,5,252,335.5,-24.9
3323,20201129,S92000003,d,1,5419,7461,-27.4
3324,20201129,S92000003,d,2,4400,6010,-26.8
3325,20201129,S92000003,d,3,3512,4702.5,-25.3
3326,20201129,S92000003,d,4,3132,4042,-22.5
3327,20201129,S92000003,d,5,2575,3552.5,-27.5
3328,20201206,S08000015,,1,479,815.5,-41.3
3329,20201206,S08000015,,2,347,519.5,-33.2
3330,20201206,S08000015,,3,188,310,-39.4
3331,20201206,S08000015,,4,145,226,-35.8
3332,20201206,S08000015,,5,95,186,-48.9
3333,20201206,S08000016,,1,43,45.5,-5.5
3334,20201206,S08000016,,2,96,101,-5
3335,20201206,S08000016,,3,156,198,-21.2
3336,20201206,S08000016,,4,134,188.5,-28.9
3337,20201206,S08000016,,5,36,43,-16.3
3338,20201206,S08000017,,1,85,143.5,-40.8
3339,20201206,S08000017,,2,217,291,-25.4
3340,20201206,S08000017,,3,196,261.5,-25
3341,20201206,S08000017,,4,79,122,-35.2
3342,20201206,S08000017,,5,34,53.5,-36.4
3343,20201206,S08000019,,1,187,278.5,-32.9
3344,20201206,S08000019,,2,201,347.5,-42.2
3345,20201206,S08000019,,3,136,225,-39.6
3346,20201206,S08000019,,4,137,208,-34.1
3347,20201206,S08000019,,5,107,174,-38.5
3348,20201206,S08000020,,1,96,139.5,-31.2
3349,20201206,S08000020,,2,264,398,-33.7
3350,20201206,S08000020,,3,276,359,-23.1
3351,20201206,S08000020,,4,414,514,-19.5
3352,20201206,S08000020,,5,385,537,-28.3
3353,20201206,S08000022,,1,103,136,-24.3
3354,20201206,S08000022,,2,167,232.5,-28.2
3355,20201206,S08000022,,3,247,304.5,-18.9
3356,20201206,S08000022,,4,259,327.5,-20.9
3357,20201206,S08000022,,5,76,88,-13.6
3358,20201206,S08000024,,1,593,866.5,-31.6
3359,20201206,S08000024,,2,810,1124,-27.9
3360,20201206,S08000024,,3,517,854,-39.5
3361,20201206,S08000024,,4,511,702.5,-27.3
3362,20201206,S08000024,,5,657,971,-32.3
3363,20201206,S08000025,,2,12,14,-14.3
3364,20201206,S08000025,,3,21,39.5,-46.8
3365,20201206,S08000025,,4,40,55,-27.3
3366,20201206,S08000025,,5,8,10,-20
3367,20201206,S08000026,,2,5,4,25
3368,20201206,S08000026,,3,32,39,-17.9
3369,20201206,S08000026,,4,54,80.5,-32.9
3370,20201206,S08000028,,2,22,32,-31.2
3371,20201206,S08000028,,3,51,66,-22.7
3372,20201206,S08000028,,4,8,10,-20
3373,20201206,S08000029,,1,276,434.5,-36.5
3374,20201206,S08000029,,2,215,353,-39.1
3375,20201206,S08000029,,3,161,218,-26.1
3376,20201206,S08000029,,4,101,151,-33.1
3377,20201206,S08000029,,5,110,135.5,-18.8
3378,20201206,S08000030,,1,249,317,-21.5
3379,20201206,S08000030,,2,202,242.5,-16.7
3380,20201206,S08000030,,3,189,268,-29.5
3381,20201206,S08000030,,4,230,325.5,-29.3
3382,20201206,S08000030,,5,153,230.5,-33.6
3383,20201206,S08000031,,1,2158,3339.5,-35.4
3384,20201206,S08000031,,2,779,1303.5,-40.2
3385,20201206,S08000031,,3,542,973.5,-44.3
3386,20201206,S08000031,,4,514,806,-36.2
3387,20201206,S08000031,,5,566,916.5,-38.2
3388,20201206,S08000032,,1,927,1309,-29.2
3389,20201206,S08000032,,2,880,1115,-21.1
3390,20201206,S08000032,,3,489,715,-31.6
3391,20201206,S08000032,,4,360,491.5,-26.8
3392,20201206,S08000032,,5,227,355,-36.1
3393,20201206,S92000003,d,1,5196,7828,-33.6
3394,20201206,S92000003,d,2,4217,6077.5,-30.6
3395,20201206,S92000003,d,3,3201,4831,-33.7
3396,20201206,S92000003,d,4,2986,4208,-29
3397,20201206,S92000003,d,5,2454,3702,-33.7
3398,20201213,S08000015,,1,501,826.5,-39.4
3399,20201213,S08000015,,2,330,537.5,-38.6
3400,20201213,S08000015,,3,189,315,-40
3401,20201213,S08000015,,4,144,212.5,-32.2
3402,20201213,S08000015,,5,131,201,-34.8
3403,20201213,S08000016,,1,33,49.5,-33.3
3404,20201213,S08000016,,2,86,94,-8.5
3405,20201213,S08000016,,3,152,196.5,-22.6
3406,20201213,S08000016,,4,133,185.5,-28.3
3407,20201213,S08000016,,5,33,44,-25
3408,20201213,S08000017,,1,88,123.5,-28.7
3409,20201213,S08000017,,2,214,298.5,-28.3
3410,20201213,S08000017,,3,192,287,-33.1
3411,20201213,S08000017,,4,70,106.5,-34.3
3412,20201213,S08000017,,5,25,64.5,-61.2
3413,20201213,S08000019,,1,187,277.5,-32.6
3414,20201213,S08000019,,2,235,356.5,-34.1
3415,20201213,S08000019,,3,128,204,-37.3
3416,20201213,S08000019,,4,143,211.5,-32.4
3417,20201213,S08000019,,5,103,160,-35.6
3418,20201213,S08000020,,1,81,131.5,-38.4
3419,20201213,S08000020,,2,300,372.5,-19.5
3420,20201213,S08000020,,3,276,368.5,-25.1
3421,20201213,S08000020,,4,416,515,-19.2
3422,20201213,S08000020,,5,327,534,-38.8
3423,20201213,S08000022,,1,106,127,-16.5
3424,20201213,S08000022,,2,173,218.5,-20.8
3425,20201213,S08000022,,3,257,295.5,-13
3426,20201213,S08000022,,4,233,311,-25.1
3427,20201213,S08000022,,5,68,93.5,-27.3
3428,20201213,S08000024,,1,668,832,-19.7
3429,20201213,S08000024,,2,809,1107.5,-27
3430,20201213,S08000024,,3,563,764,-26.3
3431,20201213,S08000024,,4,486,697,-30.3
3432,20201213,S08000024,,5,650,905.5,-28.2
3433,20201213,S08000025,,2,9,19.5,-53.8
3434,20201213,S08000025,,3,28,33,-15.2
3435,20201213,S08000025,,4,44,55,-20
3436,20201213,S08000025,,5,7,10.5,-33.3
3437,20201213,S08000026,,3,42,45,-6.7
3438,20201213,S08000026,,4,57,85,-32.9
3439,20201213,S08000028,,2,21,21,0
3440,20201213,S08000028,,3,42,86,-51.2
3441,20201213,S08000028,,4,6,10.5,-42.9
3442,20201213,S08000029,,1,283,396,-28.5
3443,20201213,S08000029,,2,243,332,-26.8
3444,20201213,S08000029,,3,178,239.5,-25.7
3445,20201213,S08000029,,4,105,150,-30
3446,20201213,S08000029,,5,98,139,-29.5
3447,20201213,S08000030,,1,254,336,-24.4
3448,20201213,S08000030,,2,182,247.5,-26.5
3449,20201213,S08000030,,3,208,277.5,-25
3450,20201213,S08000030,,4,227,335,-32.2
3451,20201213,S08000030,,5,155,209.5,-26
3452,20201213,S08000031,,1,2152,3190,-32.5
3453,20201213,S08000031,,2,831,1276.5,-34.9
3454,20201213,S08000031,,3,608,915.5,-33.6
3455,20201213,S08000031,,4,522,776.5,-32.8
3456,20201213,S08000031,,5,556,840.5,-33.8
3457,20201213,S08000032,,1,987,1277.5,-22.7
3458,20201213,S08000032,,2,882,1060,-16.8
3459,20201213,S08000032,,3,524,664.5,-21.1
3460,20201213,S08000032,,4,360,485,-25.8
3461,20201213,S08000032,,5,270,323.5,-16.5
3462,20201213,S92000003,d,1,5341,7568.5,-29.4
3463,20201213,S92000003,d,2,4318,5945.5,-27.4
3464,20201213,S92000003,d,3,3387,4691.5,-27.8
3465,20201213,S92000003,d,4,2946,4136,-28.8
3466,20201213,S92000003,d,5,2425,3528.5,-31.3
3467,20201220,S08000015,,1,502,821.5,-38.9
3468,20201220,S08000015,,2,353,549.5,-35.8
3469,20201220,S08000015,,3,189,332,-43.1
3470,20201220,S08000015,,4,140,222.5,-37.1
3471,20201220,S08000015,,5,134,201,-33.3
3472,20201220,S08000016,,1,32,42,-23.8
3473,20201220,S08000016,,2,81,100.5,-19.4
3474,20201220,S08000016,,3,176,180,-2.2
3475,20201220,S08000016,,4,163,178.5,-8.7
3476,20201220,S08000016,,5,28,43,-34.9
3477,20201220,S08000017,,1,72,136,-47.1
3478,20201220,S08000017,,2,222,309,-28.2
3479,20201220,S08000017,,3,207,282,-26.6
3480,20201220,S08000017,,4,81,120.5,-32.8
3481,20201220,S08000017,,5,51,65,-21.5
3482,20201220,S08000019,,1,203,271.5,-25.2
3483,20201220,S08000019,,2,242,367,-34.1
3484,20201220,S08000019,,3,118,205,-42.4
3485,20201220,S08000019,,4,131,191.5,-31.6
3486,20201220,S08000019,,5,113,164,-31.1
3487,20201220,S08000020,,1,75,136.5,-45.1
3488,20201220,S08000020,,2,236,381,-38.1
3489,20201220,S08000020,,3,283,375,-24.5
3490,20201220,S08000020,,4,374,540,-30.7
3491,20201220,S08000020,,5,361,565,-36.1
3492,20201220,S08000022,,1,97,121,-19.8
3493,20201220,S08000022,,2,179,246,-27.2
3494,20201220,S08000022,,3,248,313.5,-20.9
3495,20201220,S08000022,,4,230,307.5,-25.2
3496,20201220,S08000022,,5,78,103.5,-24.6
3497,20201220,S08000024,,1,674,820.5,-17.9
3498,20201220,S08000024,,2,859,1112,-22.8
3499,20201220,S08000024,,3,577,732,-21.2
3500,20201220,S08000024,,4,504,689,-26.9
3501,20201220,S08000024,,5,688,900.5,-23.6
3502,20201220,S08000025,,2,13,17.5,-25.7
3503,20201220,S08000025,,3,19,60,-68.3
3504,20201220,S08000025,,4,45,64,-29.7
3505,20201220,S08000025,,5,9,8.5,5.9
3506,20201220,S08000026,,2,7,12.5,-44
3507,20201220,S08000026,,3,28,45,-37.8
3508,20201220,S08000026,,4,66,99.5,-33.7
3509,20201220,S08000028,,2,14,33.5,-58.2
3510,20201220,S08000028,,3,34,82,-58.5
3511,20201220,S08000028,,4,6,10,-40
3512,20201220,S08000029,,1,287,413.5,-30.6
3513,20201220,S08000029,,2,245,323,-24.1
3514,20201220,S08000029,,3,185,248.5,-25.6
3515,20201220,S08000029,,4,117,152.5,-23.3
3516,20201220,S08000029,,5,111,159.5,-30.4
3517,20201220,S08000030,,1,278,327,-15
3518,20201220,S08000030,,2,204,249,-18.1
3519,20201220,S08000030,,3,199,254,-21.7
3520,20201220,S08000030,,4,247,314,-21.3
3521,20201220,S08000030,,5,139,200.5,-30.7
3522,20201220,S08000031,,1,2234,3139.5,-28.8
3523,20201220,S08000031,,2,857,1284,-33.3
3524,20201220,S08000031,,3,579,909.5,-36.3
3525,20201220,S08000031,,4,537,777.5,-30.9
3526,20201220,S08000031,,5,530,809,-34.5
3527,20201220,S08000032,,1,1026,1308.5,-21.6
3528,20201220,S08000032,,2,870,1139.5,-23.7
3529,20201220,S08000032,,3,509,682,-25.4
3530,20201220,S08000032,,4,344,505.5,-31.9
3531,20201220,S08000032,,5,266,325,-18.2
3532,20201220,S92000003,d,1,5484,7539,-27.3
3533,20201220,S92000003,d,2,4382,6124,-28.4
3534,20201220,S92000003,d,3,3351,4700.5,-28.7
3535,20201220,S92000003,d,4,2985,4172.5,-28.5
3536,20201220,S92000003,d,5,2508,3546,-29.3
3537,20201227,S08000015,,1,407,731,-44.3
3538,20201227,S08000015,,2,280,497,-43.7
3539,20201227,S08000015,,3,179,299.5,-40.2
3540,20201227,S08000015,,4,121,224,-46
3541,20201227,S08000015,,5,113,188.5,-40.1
3542,20201227,S08000016,,1,24,48.5,-50.5
3543,20201227,S08000016,,2,77,116,-33.6
3544,20201227,S08000016,,3,128,178.5,-28.3
3545,20201227,S08000016,,4,107,166,-35.5
3546,20201227,S08000016,,5,31,44.5,-30.3
3547,20201227,S08000017,,1,56,126,-55.6
3548,20201227,S08000017,,2,179,294.5,-39.2
3549,20201227,S08000017,,3,166,269.5,-38.4
3550,20201227,S08000017,,4,74,110,-32.7
3551,20201227,S08000017,,5,36,74,-51.4
3552,20201227,S08000019,,1,172,278.5,-38.2
3553,20201227,S08000019,,2,228,356,-36
3554,20201227,S08000019,,3,125,207.5,-39.8
3555,20201227,S08000019,,4,113,191,-40.8
3556,20201227,S08000019,,5,85,159.5,-46.7
3557,20201227,S08000020,,1,59,124.5,-52.6
3558,20201227,S08000020,,2,241,370,-34.9
3559,20201227,S08000020,,3,251,356.5,-29.6
3560,20201227,S08000020,,4,307,467,-34.3
3561,20201227,S08000020,,5,300,522.5,-42.6
3562,20201227,S08000022,,1,76,125,-39.2
3563,20201227,S08000022,,2,143,222.5,-35.7
3564,20201227,S08000022,,3,202,309,-34.6
3565,20201227,S08000022,,4,214,308,-30.5
3566,20201227,S08000022,,5,64,102.5,-37.6
3567,20201227,S08000024,,1,533,767.5,-30.6
3568,20201227,S08000024,,2,790,949.5,-16.8
3569,20201227,S08000024,,3,484,667,-27.4
3570,20201227,S08000024,,4,454,588,-22.8
3571,20201227,S08000024,,5,546,785,-30.4
3572,20201227,S08000025,,2,9,15,-40
3573,20201227,S08000025,,3,22,33,-33.3
3574,20201227,S08000025,,4,41,50.5,-18.8
3575,20201227,S08000025,,5,10,12.5,-20
3576,20201227,S08000026,,3,25,39,-35.9
3577,20201227,S08000026,,4,48,78.5,-38.9
3578,20201227,S08000028,,2,17,34,-50
3579,20201227,S08000028,,3,34,76,-55.3
3580,20201227,S08000028,,4,8,13.5,-40.7
3581,20201227,S08000029,,1,245,392.5,-37.6
3582,20201227,S08000029,,2,199,307.5,-35.3
3583,20201227,S08000029,,3,148,239.5,-38.2
3584,20201227,S08000029,,4,89,141.5,-37.1
3585,20201227,S08000029,,5,86,150,-42.7
3586,20201227,S08000030,,1,213,319.5,-33.3
3587,20201227,S08000030,,2,181,232,-22
3588,20201227,S08000030,,3,173,251,-31.1
3589,20201227,S08000030,,4,229,313,-26.8
3590,20201227,S08000030,,5,124,191,-35.1
3591,20201227,S08000031,,1,1874,2841,-34
3592,20201227,S08000031,,2,718,1134,-36.7
3593,20201227,S08000031,,3,500,824,-39.3
3594,20201227,S08000031,,4,454,754,-39.8
3595,20201227,S08000031,,5,485,739,-34.4
3596,20201227,S08000032,,1,851,1177.5,-27.7
3597,20201227,S08000032,,2,760,1044,-27.2
3598,20201227,S08000032,,3,445,630,-29.4
3599,20201227,S08000032,,4,342,430.5,-20.6
3600,20201227,S08000032,,5,207,293,-29.4
3601,20201227,S92000003,d,1,4511,6934.5,-34.9
3602,20201227,S92000003,d,2,3824,5583,-31.5
3603,20201227,S92000003,d,3,2882,4380,-34.2
3604,20201227,S92000003,d,4,2601,3835.5,-32.2
3605,20201227,S92000003,d,5,2087,3267.5,-36.1
3606,20210103,S08000015,,1,532,731,-27.2
3607,20210103,S08000015,,2,324,497,-34.8
3608,20210103,S08000015,,3,188,299.5,-37.2
3609,20210103,S08000015,,4,139,224,-37.9
3610,20210103,S08000015,,5,121,188.5,-35.8
3611,20210103,S08000016,,1,38,48.5,-21.6
3612,20210103,S08000016,,2,77,116,-33.6
3613,20210103,S08000016,,3,148,178.5,-17.1
3614,20210103,S08000016,,4,146,166,-12
3615,20210103,S08000016,,5,49,44.5,10.1
3616,20210103,S08000017,,1,79,126,-37.3
3617,20210103,S08000017,,2,191,294.5,-35.1
3618,20210103,S08000017,,3,160,269.5,-40.6
3619,20210103,S08000017,,4,65,110,-40.9
3620,20210103,S08000017,,5,39,74,-47.3
3621,20210103,S08000019,,1,159,278.5,-42.9
3622,20210103,S08000019,,2,231,356,-35.1
3623,20210103,S08000019,,3,155,207.5,-25.3
3624,20210103,S08000019,,4,122,191,-36.1
3625,20210103,S08000019,,5,102,159.5,-36.1
3626,20210103,S08000020,,1,83,124.5,-33.3
3627,20210103,S08000020,,2,250,370,-32.4
3628,20210103,S08000020,,3,292,356.5,-18.1
3629,20210103,S08000020,,4,357,467,-23.6
3630,20210103,S08000020,,5,395,522.5,-24.4
3631,20210103,S08000022,,1,96,125,-23.2
3632,20210103,S08000022,,2,171,222.5,-23.1
3633,20210103,S08000022,,3,222,309,-28.2
3634,20210103,S08000022,,4,231,308,-25
3635,20210103,S08000022,,5,85,102.5,-17.1
3636,20210103,S08000024,,1,603,767.5,-21.4
3637,20210103,S08000024,,2,777,949.5,-18.2
3638,20210103,S08000024,,3,585,667,-12.3
3639,20210103,S08000024,,4,500,588,-15
3640,20210103,S08000024,,5,739,785,-5.9
3641,20210103,S08000025,,2,10,15,-33.3
3642,20210103,S08000025,,3,23,33,-30.3
3643,20210103,S08000025,,4,44,50.5,-12.9
3644,20210103,S08000026,,3,21,39,-46.2
3645,20210103,S08000026,,4,52,78.5,-33.8
3646,20210103,S08000028,,2,19,34,-44.1
3647,20210103,S08000028,,3,42,76,-44.7
3648,20210103,S08000028,,4,6,13.5,-55.6
3649,20210103,S08000029,,1,301,392.5,-23.3
3650,20210103,S08000029,,2,243,307.5,-21
3651,20210103,S08000029,,3,187,239.5,-21.9
3652,20210103,S08000029,,4,117,141.5,-17.3
3653,20210103,S08000029,,5,107,150,-28.7
3654,20210103,S08000030,,1,264,319.5,-17.4
3655,20210103,S08000030,,2,172,232,-25.9
3656,20210103,S08000030,,3,204,251,-18.7
3657,20210103,S08000030,,4,254,313,-18.8
3658,20210103,S08000030,,5,192,191,0.5
3659,20210103,S08000031,,1,2092,2841,-26.4
3660,20210103,S08000031,,2,812,1134,-28.4
3661,20210103,S08000031,,3,555,824,-32.6
3662,20210103,S08000031,,4,524,754,-30.5
3663,20210103,S08000031,,5,528,739,-28.6
3664,20210103,S08000032,,1,953,1177.5,-19.1
3665,20210103,S08000032,,2,875,1044,-16.2
3666,20210103,S08000032,,3,525,630,-16.7
3667,20210103,S08000032,,4,366,430.5,-15
3668,20210103,S08000032,,5,263,293,-10.2
3669,20210103,S92000003,d,1,5200,6934.5,-25
3670,20210103,S92000003,d,2,4156,5583,-25.6
3671,20210103,S92000003,d,3,3307,4380,-24.5
3672,20210103,S92000003,d,4,2923,3835.5,-23.8
3673,20210103,S92000003,d,5,2623,3267.5,-19.7
3674,20210110,S08000015,,1,465,734,-36.6
3675,20210110,S08000015,,2,280,505.5,-44.6
3676,20210110,S08000015,,3,195,290,-32.8
3677,20210110,S08000015,,4,146,212.5,-31.3
3678,20210110,S08000015,,5,135,199,-32.2
3679,20210110,S08000016,,1,29,49,-40.8
3680,20210110,S08000016,,2,85,105,-19
3681,20210110,S08000016,,3,138,208,-33.7
3682,20210110,S08000016,,4,134,180.5,-25.8
3683,20210110,S08000016,,5,33,42,-21.4
3684,20210110,S08000017,,1,78,121.5,-35.8
3685,20210110,S08000017,,2,180,320.5,-43.8
3686,20210110,S08000017,,3,169,261.5,-35.4
3687,20210110,S08000017,,4,79,113,-30.1
3688,20210110,S08000017,,5,28,71,-60.6
3689,20210110,S08000019,,1,178,273,-34.8
3690,20210110,S08000019,,2,232,334,-30.5
3691,20210110,S08000019,,3,142,203,-30
3692,20210110,S08000019,,4,158,188.5,-16.2
3693,20210110,S08000019,,5,143,156.5,-8.6
3694,20210110,S08000020,,1,64,138,-53.6
3695,20210110,S08000020,,2,241,380,-36.6
3696,20210110,S08000020,,3,224,347.5,-35.5
3697,20210110,S08000020,,4,305,480.5,-36.5
3698,20210110,S08000020,,5,272,507,-46.4
3699,20210110,S08000022,,1,72,149.5,-51.8
3700,20210110,S08000022,,2,145,230.5,-37.1
3701,20210110,S08000022,,3,226,296,-23.6
3702,20210110,S08000022,,4,207,312.5,-33.8
3703,20210110,S08000022,,5,48,93.5,-48.7
3704,20210110,S08000024,,1,618,811.5,-23.8
3705,20210110,S08000024,,2,771,1050.5,-26.6
3706,20210110,S08000024,,3,486,712,-31.7
3707,20210110,S08000024,,4,509,631.5,-19.4
3708,20210110,S08000024,,5,602,795.5,-24.3
3709,20210110,S08000025,,3,18,31,-41.9
3710,20210110,S08000025,,4,43,54,-20.4
3711,20210110,S08000026,,3,18,41.5,-56.6
3712,20210110,S08000026,,4,50,85,-41.2
3713,20210110,S08000028,,2,21,34,-38.2
3714,20210110,S08000028,,3,40,77,-48.1
3715,20210110,S08000028,,4,5,10.5,-52.4
3716,20210110,S08000029,,1,283,425.5,-33.5
3717,20210110,S08000029,,2,205,315.5,-35
