year,quarter,week_ending,hb,simd_quintile,number_attendances,average20182019,percent_variation
2021,2,2021-05-16,S08000032,2,1216,1178.5,3.2
2021,2,2021-05-16,S08000032,3,746,735.5,1.4
2021,2,2021-05-16,S08000032,4,544,505.5,7.6
2021,2,2021-05-16,S08000032,5,343,320,7.2
2021,2,2021-05-16,S92000003,1,7251,7832.5,-7.4
2021,2,2021-05-16,S92000003,2,5738,6239,-8
2021,2,2021-05-16,S92000003,3,4443,4929.5,-9.9
2021,2,2021-05-16,S92000003,4,4012,4331.5,-7.4
2021,2,2021-05-16,S92000003,5,3458,3621,-4.5
2021,2,2021-05-23,S08000015,1,716,885.5,-19.1
2021,2,2021-05-23,S08000015,2,496,566,-12.4
2021,2,2021-05-23,S08000015,3,256,346,-26
2021,2,2021-05-23,S08000015,4,204,241,-15.4
2021,2,2021-05-23,S08000015,5,183,221.5,-17.4
2021,2,2021-05-23,S08000016,1,49,56.5,-13.3
2021,2,2021-05-23,S08000016,2,98,100,-2
2021,2,2021-05-23,S08000016,3,188,199.5,-5.8
2021,2,2021-05-23,S08000016,4,180,187,-3.7
2021,2,2021-05-23,S08000016,5,33,58.5,-43.6
2021,2,2021-05-23,S08000017,1,105,136,-22.8
2021,2,2021-05-23,S08000017,2,248,320,-22.5
2021,2,2021-05-23,S08000017,3,220,313,-29.7
2021,2,2021-05-23,S08000017,4,104,117.5,-11.5
2021,2,2021-05-23,S08000017,5,62,73,-15.1
2021,2,2021-05-23,S08000019,1,245,281,-12.8
2021,2,2021-05-23,S08000019,2,303,440.5,-31.2
2021,2,2021-05-23,S08000019,3,178,239.5,-25.7
2021,2,2021-05-23,S08000019,4,187,239.5,-21.9
2021,2,2021-05-23,S08000032,5,343,382,-10.2
2021,2,2021-05-23,S92000003,1,7120,8019,-11.2
2021,2,2021-05-23,S92000003,2,5837,6419,-9.1
2021,2,2021-05-23,S92000003,3,4380,4912,-10.8
2021,2,2021-05-23,S92000003,4,3985,4449,-10.4
2021,2,2021-05-23,S92000003,5,3405,3791,-10.2
2021,2,2021-05-30,S08000015,1,742,866.5,-14.4
2021,2,2021-05-30,S08000015,2,477,587,-18.7
2021,2,2021-05-30,S08000015,3,297,362.5,-18.1
2021,2,2021-05-30,S08000015,4,177,260.5,-32.1
2021,2,2021-05-30,S08000015,5,187,210,-11
2021,2,2021-05-30,S08000016,1,51,62,-17.7
2021,2,2021-05-30,S08000016,2,112,101.5,10.3
2021,2,2021-05-30,S08000016,3,216,187.5,15.2
2021,2,2021-05-30,S08000016,4,228,198,15.2
2021,2,2021-05-30,S08000016,5,45,44.5,1.1
2021,2,2021-05-30,S08000017,1,122,134.5,-9.3
2021,2,2021-05-30,S08000017,2,272,329,-17.3
2021,2,2021-05-30,S08000017,3,253,296.5,-14.7
2021,2,2021-05-30,S08000017,4,101,125,-19.2
2021,2,2021-05-30,S08000017,5,63,62,1.6
2021,2,2021-05-30,S08000019,1,249,290.5,-14.3
2021,2,2021-05-30,S08000019,2,315,388.5,-18.9
2021,2,2021-05-30,S08000019,3,178,203.5,-12.5
2021,2,2021-05-30,S08000019,4,166,199.5,-16.8
2021,2,2021-05-30,S08000019,5,151,178.5,-15.4
2021,2,2021-05-30,S08000020,1,115,151,-23.8
2021,2,2021-05-30,S08000020,2,332,392,-15.3
2021,2,2021-05-30,S08000020,3,331,389.5,-15
2021,2,2021-05-30,S08000020,4,444,516,-14
2021,2,2021-05-30,S08000020,5,447,550,-18.7
2021,2,2021-05-30,S08000022,1,144,134.5,7.1
2021,2,2021-05-30,S08000022,2,225,242,-7
2021,2,2021-05-30,S08000022,3,288,358,-19.6
2021,2,2021-05-30,S08000022,4,324,339.5,-4.6
2021,2,2021-05-30,S08000022,5,108,102.5,5.4
2021,2,2021-05-30,S08000024,1,858,878.5,-2.3
2021,2,2021-05-30,S08000024,2,1128,1146.5,-1.6
2021,2,2021-05-30,S08000024,3,726,771,-5.8
2021,2,2021-05-30,S08000024,4,689,709,-2.8
2021,2,2021-05-30,S08000024,5,900,848,6.1
2021,2,2021-05-30,S08000025,2,26,20.5,26.8
2021,2,2021-05-30,S08000025,3,28,40,-30
2021,2,2021-05-30,S08000025,4,51,51,0
2021,2,2021-05-30,S08000025,5,8,10.5,-23.8
2021,2,2021-05-30,S08000026,3,34,44,-22.7
2021,2,2021-05-30,S08000026,4,76,92,-17.4
2021,2,2021-05-30,S08000028,2,17,30.5,-44.3
2021,2,2021-05-30,S08000028,3,48,78,-38.5
2021,2,2021-05-30,S08000029,1,389,463,-16
2021,2,2021-05-30,S08000029,2,313,356.5,-12.2
2021,2,2021-05-30,S08000029,3,245,242,1.2
2021,2,2021-05-30,S08000029,4,144,167.5,-14
2021,2,2021-05-30,S08000029,5,139,165.5,-16
2021,2,2021-05-30,S08000030,1,362,348,4
2021,2,2021-05-30,S08000030,2,252,270.5,-6.8
2021,2,2021-05-30,S08000030,3,283,289,-2.1
2021,2,2021-05-30,S08000030,4,361,371.5,-2.8
2021,2,2021-05-30,S08000030,5,213,226.5,-6
2021,2,2021-05-30,S08000031,1,2956,3224.5,-8.3
2021,2,2021-05-30,S08000031,2,1123,1310.5,-14.3
2021,2,2021-05-30,S08000031,3,782,874,-10.5
2021,2,2021-05-30,S08000031,4,739,793,-6.8
2021,2,2021-05-30,S08000031,5,764,863,-11.5
2021,2,2021-05-30,S08000032,1,1334,1403.5,-5
2021,2,2021-05-30,S08000032,2,1208,1242.5,-2.8
2021,2,2021-05-30,S08000032,3,769,760,1.2
2021,2,2021-05-30,S08000032,4,530,529,0.2
2021,2,2021-05-30,S08000032,5,356,343.5,3.6
2021,2,2021-05-30,S92000003,1,7323,7962,-8
2021,2,2021-05-30,S92000003,2,5803,6427.5,-9.7
2021,2,2021-05-30,S92000003,3,4478,4895.5,-8.5
2021,2,2021-05-30,S92000003,4,4034,4362.5,-7.5
2021,2,2021-05-30,S92000003,5,3381,3609,-6.3
2021,2,2021-06-06,S08000015,1,777,908,-14.4
2021,2,2021-06-06,S08000015,2,531,597.5,-11.1
2021,2,2021-06-06,S08000015,3,321,345.5,-7.1
2021,2,2021-06-06,S08000015,4,199,233.5,-14.8
2021,2,2021-06-06,S08000015,5,194,236.5,-18
2021,2,2021-06-06,S08000016,1,47,51,-7.8
2021,2,2021-06-06,S08000016,2,116,114.5,1.3
2021,2,2021-06-06,S08000016,3,199,206,-3.4
2021,2,2021-06-06,S08000016,4,214,181.5,17.9
2021,2,2021-06-06,S08000016,5,52,48.5,7.2
2021,2,2021-06-06,S08000017,1,138,128.5,7.4
2021,2,2021-06-06,S08000017,2,301,304.5,-1.1
2021,2,2021-06-06,S08000017,3,267,295.5,-9.6
2021,2,2021-06-06,S08000017,4,113,118.5,-4.6
2021,2,2021-06-06,S08000017,5,65,73,-11
2021,2,2021-06-06,S08000019,1,266,272,-2.2
2021,2,2021-06-06,S08000019,2,365,394,-7.4
2021,2,2021-06-06,S08000019,3,231,230,0.4
2021,2,2021-06-06,S08000019,4,208,223.5,-6.9
2021,2,2021-06-06,S08000019,5,175,166.5,5.1
2021,2,2021-06-06,S08000020,1,102,138,-26.1
2021,2,2021-06-06,S08000020,2,372,362.5,2.6
2021,2,2021-06-06,S08000020,3,382,385.5,-0.9
2021,2,2021-06-06,S08000020,4,498,526,-5.3
2021,2,2021-06-06,S08000020,5,501,547.5,-8.5
2021,2,2021-06-06,S08000022,1,145,149.5,-3
2021,2,2021-06-06,S08000022,2,236,244.5,-3.5
2021,2,2021-06-06,S08000022,3,355,346,2.6
2021,2,2021-06-06,S08000022,4,333,346,-3.8
2021,2,2021-06-06,S08000022,5,113,108.5,4.1
2021,2,2021-06-06,S08000024,1,889,845,5.2
2021,2,2021-06-06,S08000024,2,1177,1126.5,4.5
2021,2,2021-06-06,S08000024,3,820,745.5,10
2021,2,2021-06-06,S08000024,4,710,670.5,5.9
2021,2,2021-06-06,S08000024,5,972,854.5,13.8
2021,2,2021-06-06,S08000025,2,22,21,4.8
2021,2,2021-06-06,S08000025,3,29,36,-19.4
2021,2,2021-06-06,S08000025,4,42,52,-19.2
2021,2,2021-06-06,S08000025,5,9,13.5,-33.3
2021,2,2021-06-06,S08000026,3,43,39.5,8.9
2021,2,2021-06-06,S08000026,4,73,94,-22.3
2021,2,2021-06-06,S08000028,2,31,34.5,-10.1
2021,2,2021-06-06,S08000028,3,48,88.5,-45.8
2021,2,2021-06-06,S08000028,4,11,17.5,-37.1
2021,2,2021-06-06,S08000029,1,433,475,-8.8
2021,2,2021-06-06,S08000029,2,309,332,-6.9
2021,2,2021-06-06,S08000029,3,253,250.5,1
2021,2,2021-06-06,S08000029,4,176,162,8.6
2021,2,2021-06-06,S08000029,5,133,147,-9.5
2021,2,2021-06-06,S08000030,1,368,383.5,-4
2021,2,2021-06-06,S08000030,2,294,271.5,8.3
2021,2,2021-06-06,S08000030,3,311,303.5,2.5
2021,2,2021-06-06,S08000030,4,337,384.5,-12.4
2021,2,2021-06-06,S08000030,5,253,220,15
2021,2,2021-06-06,S08000031,1,3239,3364.5,-3.7
2021,2,2021-06-06,S08000031,2,1261,1260,0.1
2021,2,2021-06-06,S08000031,3,882,934,-5.6
2021,2,2021-06-06,S08000031,4,801,823,-2.7
2021,2,2021-06-06,S08000031,5,862,912,-5.5
2021,2,2021-06-06,S08000032,1,1490,1398.5,6.5
2021,2,2021-06-06,S08000032,2,1346,1235.5,8.9
2021,2,2021-06-06,S08000032,3,803,731.5,9.8
2021,2,2021-06-06,S08000032,4,532,528,0.8
2021,2,2021-06-06,S08000032,5,402,370.5,8.5
2021,2,2021-06-06,S92000003,1,7901,8114.5,-2.6
2021,2,2021-06-06,S92000003,2,6363,6305.5,0.9
2021,2,2021-06-06,S92000003,3,4944,4937.5,0.1
2021,2,2021-06-06,S92000003,4,4247,4360.5,-2.6
2021,2,2021-06-06,S92000003,5,3733,3704.5,0.8
2021,2,2021-06-13,S08000015,1,779,925,-15.8
2021,2,2021-06-13,S08000015,2,520,603.5,-13.8
2021,2,2021-06-13,S08000015,3,295,365,-19.2
2021,2,2021-06-13,S08000015,4,204,224.5,-9.1
2021,2,2021-06-13,S08000015,5,198,226,-12.4
2021,2,2021-06-13,S08000016,1,48,46,4.3
2021,2,2021-06-13,S08000016,2,115,115,0
2021,2,2021-06-13,S08000016,3,207,226.5,-8.6
2021,2,2021-06-13,S08000016,4,174,183,-4.9
2021,2,2021-06-13,S08000016,5,48,53.5,-10.3
2021,2,2021-06-13,S08000017,1,116,145,-20
2021,2,2021-06-13,S08000017,2,270,304.5,-11.3
2021,2,2021-06-13,S08000017,3,291,293.5,-0.9
2021,2,2021-06-13,S08000017,4,97,127,-23.6
2021,2,2021-06-13,S08000017,5,59,67.5,-12.6
2021,2,2021-06-13,S08000019,1,299,282,6
2021,2,2021-06-13,S08000019,2,332,370.5,-10.4
2021,2,2021-06-13,S08000019,3,228,221.5,2.9
2021,2,2021-06-13,S08000019,4,197,230.5,-14.5
2021,2,2021-06-13,S08000019,5,186,180,3.3
2021,2,2021-06-13,S08000020,1,115,146,-21.2
2021,2,2021-06-13,S08000020,2,388,400.5,-3.1
2021,2,2021-06-13,S08000020,3,352,361,-2.5
2021,2,2021-06-13,S08000020,4,515,527.5,-2.4
2021,2,2021-06-13,S08000020,5,543,564.5,-3.8
2021,2,2021-06-13,S08000022,1,128,135.5,-5.5
2021,2,2021-06-13,S08000022,2,267,251.5,6.2
2021,2,2021-06-13,S08000022,3,314,357,-12
2021,2,2021-06-13,S08000022,4,347,341.5,1.6
2021,2,2021-06-13,S08000022,5,110,103,6.8
2021,2,2021-06-13,S08000024,1,957,875,9.4
2021,2,2021-06-13,S08000024,2,1223,1099.5,11.2
2021,2,2021-06-13,S08000024,3,837,757,10.6
2021,2,2021-06-13,S08000024,4,726,697,4.2
2021,2,2021-06-13,S08000024,5,986,930,6
2021,2,2021-06-13,S08000025,2,11,19,-42.1
2021,2,2021-06-13,S08000025,3,33,40.5,-18.5
2021,2,2021-06-13,S08000025,4,53,59.5,-10.9
2021,2,2021-06-13,S08000025,5,8,13.5,-40.7
2021,2,2021-06-13,S08000026,2,9,13.5,-33.3
2021,2,2021-06-13,S08000026,3,36,40.5,-11.1
2021,2,2021-06-13,S08000026,4,78,87.5,-10.9
2021,2,2021-06-13,S08000028,2,18,38,-52.6
2021,2,2021-06-13,S08000028,3,49,86.5,-43.4
2021,2,2021-06-13,S08000028,4,9,17,-47.1
2021,2,2021-06-13,S08000029,1,444,447,-0.7
2021,2,2021-06-13,S08000029,2,344,333.5,3.1
2021,2,2021-06-13,S08000029,3,230,242.5,-5.2
2021,2,2021-06-13,S08000029,4,158,139.5,13.3
2021,2,2021-06-13,S08000029,5,179,130.5,37.2
2021,2,2021-06-13,S08000030,1,401,357.5,12.2
2021,2,2021-06-13,S08000030,2,280,283.5,-1.2
2021,2,2021-06-13,S08000030,3,313,305.5,2.5
2021,2,2021-06-13,S08000030,4,366,363,0.8
2021,2,2021-06-13,S08000030,5,241,221,9
2021,2,2021-06-13,S08000031,1,3233,3328.5,-2.9
2021,2,2021-06-13,S08000031,2,1223,1297,-5.7
2021,2,2021-06-13,S08000031,3,889,909.5,-2.3
2021,2,2021-06-13,S08000031,4,788,798,-1.3
2021,2,2021-06-13,S08000031,5,866,869.5,-0.4
2021,2,2021-06-13,S08000032,1,1455,1337,8.8
2021,2,2021-06-13,S08000032,2,1227,1267.5,-3.2
2021,2,2021-06-13,S08000032,3,783,743,5.4
2021,2,2021-06-13,S08000032,4,543,557.5,-2.6
2021,2,2021-06-13,S08000032,5,385,355,8.5
2021,2,2021-06-13,S92000003,1,7977,8029.5,-0.7
2021,2,2021-06-13,S92000003,2,6227,6397,-2.7
2021,2,2021-06-13,S92000003,3,4857,4949.5,-1.9
2021,2,2021-06-13,S92000003,4,4255,4353,-2.3
2021,2,2021-06-13,S92000003,5,3814,3719,2.6
2021,2,2021-06-20,S08000015,1,762,870.5,-12.5
2021,2,2021-06-20,S08000015,2,487,547.5,-11.1
2021,2,2021-06-20,S08000015,3,303,332,-8.7
2021,2,2021-06-20,S08000015,4,231,259,-10.8
2021,2,2021-06-20,S08000015,5,170,212,-19.8
2021,2,2021-06-20,S08000016,1,35,39.5,-11.4
2021,2,2021-06-20,S08000016,2,96,114,-15.8
2021,2,2021-06-20,S08000016,3,210,214,-1.9
2021,2,2021-06-20,S08000016,4,167,186,-10.2
2021,2,2021-06-20,S08000016,5,56,54,3.7
2021,2,2021-06-20,S08000017,1,125,129.5,-3.5
2021,2,2021-06-20,S08000017,2,284,293,-3.1
2021,2,2021-06-20,S08000017,3,286,306,-6.5
2021,2,2021-06-20,S08000017,4,119,133,-10.5
2021,2,2021-06-20,S08000017,5,63,71.5,-11.9
2021,2,2021-06-20,S08000019,1,296,304,-2.6
2021,2,2021-06-20,S08000019,2,362,375,-3.5
2021,2,2021-06-20,S08000019,3,223,219,1.8
2021,2,2021-06-20,S08000019,4,215,217,-0.9
2021,2,2021-06-20,S08000019,5,188,198,-5.1
2021,2,2021-06-20,S08000020,1,118,151.5,-22.1
2021,2,2021-06-20,S08000020,2,372,351.5,5.8
2021,2,2021-06-20,S08000020,3,364,385,-5.5
2021,2,2021-06-20,S08000020,4,535,502.5,6.5
2021,2,2021-06-20,S08000020,5,490,542.5,-9.7
2021,2,2021-06-20,S08000022,1,130,148,-12.2
2021,2,2021-06-20,S08000022,2,256,249,2.8
2021,2,2021-06-20,S08000022,3,325,345.5,-5.9
2021,2,2021-06-20,S08000022,4,385,343.5,12.1
2021,2,2021-06-20,S08000022,5,102,110.5,-7.7
2021,2,2021-06-20,S08000024,1,920,808,13.9
2021,2,2021-06-20,S08000024,2,1148,1093,5
2021,2,2021-06-20,S08000024,3,855,763,12.1
2021,2,2021-06-20,S08000024,4,711,698.5,1.8
2021,2,2021-06-20,S08000024,5,974,884,10.2
2021,2,2021-06-20,S08000025,2,14,17.5,-20
2021,2,2021-06-20,S08000025,3,38,32,18.8
2021,2,2021-06-20,S08000025,4,51,55,-7.3
2021,2,2021-06-20,S08000025,5,19,14.5,31
2021,2,2021-06-20,S08000026,3,44,56,-21.4
2021,2,2021-06-20,S08000026,4,69,92,-25
2021,2,2021-06-20,S08000028,2,21,29.5,-28.8
2021,2,2021-06-20,S08000028,3,49,75.5,-35.1
2021,2,2021-06-20,S08000028,4,10,8.5,17.6
2021,2,2021-06-20,S08000029,1,399,403.5,-1.1
2021,2,2021-06-20,S08000029,2,295,332.5,-11.3
2021,2,2021-06-20,S08000029,3,256,237.5,7.8
2021,2,2021-06-20,S08000029,4,161,152.5,5.6
2021,2,2021-06-20,S08000029,5,156,145.5,7.2
2021,2,2021-06-20,S08000030,1,364,358.5,1.5
2021,2,2021-06-20,S08000030,2,265,245.5,7.9
2021,2,2021-06-20,S08000030,3,290,294.5,-1.5
2021,2,2021-06-20,S08000030,4,358,379,-5.5
2021,2,2021-06-20,S08000030,5,223,239,-6.7
2021,2,2021-06-20,S08000031,1,3208,3247,-1.2
2021,2,2021-06-20,S08000031,2,1243,1212.5,2.5
2021,2,2021-06-20,S08000031,3,884,894.5,-1.2
2021,2,2021-06-20,S08000031,4,813,796.5,2.1
2021,2,2021-06-20,S08000031,5,795,873.5,-9
2021,2,2021-06-20,S08000032,1,1436,1341,7.1
2021,2,2021-06-20,S08000032,2,1247,1165.5,7
2021,2,2021-06-20,S08000032,3,765,725,5.5
2021,2,2021-06-20,S08000032,4,570,501.5,13.7
2021,2,2021-06-20,S08000032,5,329,323.5,1.7
2021,2,2021-06-20,S92000003,1,7794,7804.5,-0.1
2021,2,2021-06-20,S92000003,2,6092,6035,0.9
2021,2,2021-06-20,S92000003,3,4892,4879.5,0.3
2021,2,2021-06-20,S92000003,4,4395,4324.5,1.6
2021,2,2021-06-20,S92000003,5,3568,3673.5,-2.9
2021,2,2021-06-27,S08000015,1,702,827,-15.1
2021,2,2021-06-27,S08000015,2,489,557,-12.2
2021,2,2021-06-27,S08000015,3,244,320,-23.8
2021,2,2021-06-27,S08000015,4,201,220.5,-8.8
2021,2,2021-06-27,S08000015,5,185,193,-4.1
2021,2,2021-06-27,S08000016,1,46,56.5,-18.6
2021,2,2021-06-27,S08000016,2,85,104.5,-18.7
2021,2,2021-06-27,S08000016,3,185,218.5,-15.3
2021,2,2021-06-27,S08000016,4,188,193.5,-2.8
2021,2,2021-06-27,S08000016,5,45,50.5,-10.9
2021,2,2021-06-27,S08000017,1,114,117.5,-3
2021,2,2021-06-27,S08000017,2,249,291,-14.4
2021,2,2021-06-27,S08000017,3,245,298,-17.8
2021,2,2021-06-27,S08000017,4,121,127,-4.7
2021,2,2021-06-27,S08000017,5,60,63,-4.8
2021,2,2021-06-27,S08000019,1,258,308.5,-16.4
2021,2,2021-06-27,S08000019,2,358,371.5,-3.6
2021,2,2021-06-27,S08000019,3,196,236,-16.9
2021,2,2021-06-27,S08000019,4,192,209,-8.1
2021,2,2021-06-27,S08000019,5,168,180,-6.7
2021,2,2021-06-27,S08000020,1,103,147,-29.9
2021,2,2021-06-27,S08000020,2,301,397,-24.2
2021,2,2021-06-27,S08000020,3,331,413.5,-20
2021,2,2021-06-27,S08000020,4,483,539,-10.4
2021,2,2021-06-27,S08000020,5,529,585.5,-9.6
2021,2,2021-06-27,S08000022,1,136,140.5,-3.2
2021,2,2021-06-27,S08000022,2,235,265.5,-11.5
2021,2,2021-06-27,S08000022,3,355,332,6.9
2021,2,2021-06-27,S08000022,4,342,336,1.8
2021,2,2021-06-27,S08000022,5,110,108.5,1.4
2021,2,2021-06-27,S08000024,1,868,844,2.8
2021,2,2021-06-27,S08000024,2,1150,1104,4.2
2021,2,2021-06-27,S08000024,3,774,779,-0.6
2021,2,2021-06-27,S08000024,4,714,710.5,0.5
2021,2,2021-06-27,S08000024,5,919,900.5,2.1
2021,2,2021-06-27,S08000025,2,9,15,-40
2021,2,2021-06-27,S08000025,3,23,38.5,-40.3
2021,2,2021-06-27,S08000025,4,47,53.5,-12.1
2021,2,2021-06-27,S08000025,5,17,11,54.5
2021,2,2021-06-27,S08000026,2,7,6.5,7.7
2021,2,2021-06-27,S08000026,3,46,36,27.8
2021,2,2021-06-27,S08000026,4,74,94.5,-21.7
2021,2,2021-06-27,S08000028,2,16,28.5,-43.9
2021,2,2021-06-27,S08000028,3,44,73.5,-40.1
2021,2,2021-06-27,S08000028,4,11,11,0
2021,2,2021-06-27,S08000029,1,406,418,-2.9
2021,2,2021-06-27,S08000029,2,326,336.5,-3.1
2021,2,2021-06-27,S08000029,3,231,250.5,-7.8
2021,2,2021-06-27,S08000029,4,162,155,4.5
2021,2,2021-06-27,S08000029,5,133,154,-13.6
2021,2,2021-06-27,S08000030,1,336,371,-9.4
2021,2,2021-06-27,S08000030,2,235,269,-12.6
2021,2,2021-06-27,S08000030,3,281,281.5,-0.2
2021,2,2021-06-27,S08000030,4,350,369.5,-5.3
2021,2,2021-06-27,S08000030,5,217,241.5,-10.1
2021,2,2021-06-27,S08000031,1,2975,3212,-7.4
2021,2,2021-06-27,S08000031,2,1195,1266.5,-5.6
2021,2,2021-06-27,S08000031,3,798,938.5,-15
2021,2,2021-06-27,S08000031,4,744,772,-3.6
2021,2,2021-06-27,S08000031,5,737,811,-9.1
2021,2,2021-06-27,S08000032,1,1341,1296,3.5
2021,2,2021-06-27,S08000032,2,1230,1169.5,5.2
2021,2,2021-06-27,S08000032,3,744,701.5,6.1
2021,2,2021-06-27,S08000032,4,529,525,0.8
2021,2,2021-06-27,S08000032,5,357,337,5.9
2021,2,2021-06-27,S92000003,1,7287,7741,-5.9
2021,2,2021-06-27,S92000003,2,5885,6182,-4.8
2021,2,2021-06-27,S92000003,3,4497,4917,-8.5
2021,2,2021-06-27,S92000003,4,4158,4316,-3.7
2021,2,2021-06-27,S92000003,5,3483,3640,-4.3
2021,3,2021-07-04,S08000015,1,747,895,-16.5
2021,3,2021-07-04,S08000015,2,509,588.5,-13.5
2021,3,2021-07-04,S08000015,3,323,358.5,-9.9
2021,3,2021-07-04,S08000015,4,185,255,-27.5
2021,3,2021-07-04,S08000015,5,185,214.5,-13.8
2021,3,2021-07-04,S08000016,1,44,49.5,-11.1
2021,3,2021-07-04,S08000016,2,109,117,-6.8
2021,3,2021-07-04,S08000016,3,179,221,-19
2021,3,2021-07-04,S08000016,4,167,205,-18.5
2021,3,2021-07-04,S08000016,5,54,47,14.9
2021,3,2021-07-04,S08000017,1,112,135.5,-17.3
2021,3,2021-07-04,S08000017,2,279,302.5,-7.8
2021,3,2021-07-04,S08000017,3,265,304.5,-13
2021,3,2021-07-04,S08000017,4,116,133,-12.8
2021,3,2021-07-04,S08000017,5,60,68.5,-12.4
2021,3,2021-07-04,S08000019,1,291,302,-3.6
2021,3,2021-07-04,S08000019,2,326,405.5,-19.6
2021,3,2021-07-04,S08000019,3,181,241.5,-25.1
2021,3,2021-07-04,S08000019,4,184,201.5,-8.7
2021,3,2021-07-04,S08000019,5,147,181.5,-19
2021,3,2021-07-04,S08000020,1,129,153,-15.7
2021,3,2021-07-04,S08000020,2,339,403.5,-16
2021,3,2021-07-04,S08000020,3,362,417.5,-13.3
2021,3,2021-07-04,S08000020,4,430,516.5,-16.7
2021,3,2021-07-04,S08000020,5,453,575,-21.2
2021,3,2021-07-04,S08000022,1,130,127.5,2
2021,3,2021-07-04,S08000022,2,298,270,10.4
2021,3,2021-07-04,S08000022,3,318,346,-8.1
2021,3,2021-07-04,S08000022,4,381,342.5,11.2
2021,3,2021-07-04,S08000022,5,121,113.5,6.6
2021,3,2021-07-04,S08000024,1,829,820,1.1
2021,3,2021-07-04,S08000024,2,998,1137,-12.2
2021,3,2021-07-04,S08000024,3,731,752,-2.8
2021,3,2021-07-04,S08000024,4,633,665,-4.8
2021,3,2021-07-04,S08000024,5,787,875,-10.1
2021,3,2021-07-04,S08000025,2,19,18,5.6
2021,3,2021-07-04,S08000025,3,39,39,0
2021,3,2021-07-04,S08000025,4,63,65.5,-3.8
2021,3,2021-07-04,S08000025,5,19,15.5,22.6
2021,3,2021-07-04,S08000026,3,43,52.5,-18.1
2021,3,2021-07-04,S08000026,4,80,82.5,-3
2021,3,2021-07-04,S08000028,2,16,36,-55.6
2021,3,2021-07-04,S08000028,3,57,89,-36
2021,3,2021-07-04,S08000028,4,17,9,88.9
2021,3,2021-07-04,S08000029,1,344,394.5,-12.8
2021,3,2021-07-04,S08000029,2,285,349.5,-18.5
2021,3,2021-07-04,S08000029,3,226,259,-12.7
2021,3,2021-07-04,S08000029,4,161,162,-0.6
2021,3,2021-07-04,S08000029,5,130,160.5,-19
2021,3,2021-07-04,S08000030,1,323,350.5,-7.8
2021,3,2021-07-04,S08000030,2,268,270,-0.7
2021,3,2021-07-04,S08000030,3,267,301,-11.3
2021,3,2021-07-04,S08000030,4,318,374.5,-15.1
2021,3,2021-07-04,S08000030,5,204,259.5,-21.4
2021,3,2021-07-04,S08000031,1,3010,3233,-6.9
2021,3,2021-07-04,S08000031,2,1206,1309,-7.9
2021,3,2021-07-04,S08000031,3,849,927,-8.4
2021,3,2021-07-04,S08000031,4,770,792,-2.8
2021,3,2021-07-04,S08000031,5,750,801.5,-6.4
2021,3,2021-07-04,S08000032,1,1392,1324,5.1
2021,3,2021-07-04,S08000032,2,1177,1206,-2.4
2021,3,2021-07-04,S08000032,3,714,705,1.3
2021,3,2021-07-04,S08000032,4,515,488,5.5
2021,3,2021-07-04,S08000032,5,336,350.5,-4.1
2021,3,2021-07-04,S92000003,1,7353,7788.5,-5.6
2021,3,2021-07-04,S92000003,2,5831,6423,-9.2
2021,3,2021-07-04,S92000003,3,4554,5013.5,-9.2
2021,3,2021-07-04,S92000003,4,4020,4292,-6.3
2021,3,2021-07-04,S92000003,5,3251,3667.5,-11.4
2021,3,2021-07-11,S08000015,1,687,850,-19.2
2021,3,2021-07-11,S08000015,2,451,566,-20.3
2021,3,2021-07-11,S08000015,3,259,317,-18.3
2021,3,2021-07-11,S08000015,4,221,208.5,6
2021,3,2021-07-11,S08000015,5,155,203.5,-23.8
2021,3,2021-07-11,S08000016,1,50,59.5,-16
2021,3,2021-07-11,S08000016,2,89,117.5,-24.3
2021,3,2021-07-11,S08000016,3,171,196.5,-13
2021,3,2021-07-11,S08000016,4,173,183.5,-5.7
2021,3,2021-07-11,S08000016,5,48,45,6.7
2021,3,2021-07-11,S08000017,1,120,129.5,-7.3
2021,3,2021-07-11,S08000017,2,265,326.5,-18.8
2021,3,2021-07-11,S08000017,3,268,278.5,-3.8
2021,3,2021-07-11,S08000017,4,117,122,-4.1
2021,3,2021-07-11,S08000017,5,65,68.5,-5.1
2021,3,2021-07-11,S08000019,1,298,293.5,1.5
2021,3,2021-07-11,S08000019,2,357,379,-5.8
2021,3,2021-07-11,S08000019,3,199,222.5,-10.6
2021,3,2021-07-11,S08000019,4,190,202,-5.9
2021,3,2021-07-11,S08000019,5,132,163.5,-19.3
2021,3,2021-07-11,S08000020,1,114,160,-28.7
2021,3,2021-07-11,S08000020,2,338,390,-13.3
2021,3,2021-07-11,S08000020,3,300,403,-25.6
2021,3,2021-07-11,S08000020,4,391,538,-27.3
2021,3,2021-07-11,S08000020,5,396,545,-27.3
2021,3,2021-07-11,S08000022,1,134,131,2.3
2021,3,2021-07-11,S08000022,2,246,255.5,-3.7
2021,3,2021-07-11,S08000022,3,314,336,-6.5
2021,3,2021-07-11,S08000022,4,301,341.5,-11.9
2021,3,2021-07-11,S08000022,5,110,123,-10.6
2021,3,2021-07-11,S08000024,1,795,858.5,-7.4
2021,3,2021-07-11,S08000024,2,1112,1030.5,7.9
2021,3,2021-07-11,S08000024,3,676,683,-1
2021,3,2021-07-11,S08000024,4,666,618.5,7.7
2021,3,2021-07-11,S08000024,5,787,776,1.4
