year,quarter,week_ending,hscp,age_group,sex,number_attendances,average20182019,percent_variation
2020,4,2020-10-11,S37000012,5 - 14,All,284,274,3.6
2020,4,2020-10-11,S37000012,15 - 44,All,583,731,-20.2
2020,4,2020-10-11,S37000012,45 - 64,All,377,362.5,4
2020,4,2020-10-11,S37000012,65 - 74,All,132,162.5,-18.8
2020,4,2020-10-11,S37000012,75 - 84,All,129,132,-2.3
2020,4,2020-10-11,S37000012,85 and over,All,102,100,2
2020,4,2020-10-11,S37000012,All ages,All,1912,2227,-14.1
2020,4,2020-10-11,S37000012,All ages,Female,907,1055.5,-14.1
2020,4,2020-10-11,S37000012,All ages,Male,945,1080,-12.5
2020,4,2020-10-11,S37000013,Under 5,All,23,58,-60.3
2020,4,2020-10-11,S37000013,5 - 14,All,45,77.5,-41.9
2020,4,2020-10-11,S37000013,15 - 44,All,180,283,-36.4
2020,4,2020-10-11,S37000013,45 - 64,All,126,177.5,-29
2020,4,2020-10-11,S37000013,65 - 74,All,54,78,-30.8
2020,4,2020-10-11,S37000013,75 - 84,All,69,67,3
2020,4,2020-10-11,S37000013,85 and over,All,40,32,25
2020,4,2020-10-11,S37000013,All ages,All,541,776.5,-30.3
2020,4,2020-10-11,S37000013,All ages,Female,265,370,-28.4
2020,4,2020-10-11,S37000013,All ages,Male,272,403,-32.5
2020,4,2020-10-11,S37000016,Under 5,All,38,62.5,-39.2
2020,4,2020-10-11,S37000016,5 - 14,All,80,96,-16.7
2020,4,2020-10-11,S37000016,15 - 44,All,288,347.5,-17.1
2020,4,2020-10-11,S37000016,45 - 64,All,160,220.5,-27.4
2020,4,2020-10-11,S37000016,65 - 74,All,84,87.5,-4
2020,4,2020-10-11,S37000016,75 - 84,All,89,86,3.5
2020,4,2020-10-11,S37000016,85 and over,All,46,41.5,10.8
2020,4,2020-10-11,S37000016,All ages,All,789,952.5,-17.2
2020,4,2020-10-11,S37000016,All ages,Female,364,434.5,-16.2
2020,4,2020-10-11,S37000016,All ages,Male,421,507,-17
2020,4,2020-10-11,S37000017,Under 5,All,29,41,-29.3
2020,4,2020-10-11,S37000017,5 - 14,All,54,59.5,-9.2
2020,4,2020-10-11,S37000017,15 - 44,All,127,217,-41.5
2020,4,2020-10-11,S37000017,45 - 64,All,124,136.5,-9.2
2020,4,2020-10-11,S37000017,65 - 74,All,37,66,-43.9
2020,4,2020-10-11,S37000017,75 - 84,All,37,56,-33.9
2020,4,2020-10-11,S37000017,85 and over,All,18,32.5,-44.6
2020,4,2020-10-11,S37000017,All ages,All,426,608.5,-30
2020,4,2020-10-11,S37000017,All ages,Female,215,292.5,-26.5
2020,4,2020-10-11,S37000017,All ages,Male,211,316,-33.2
2020,4,2020-10-11,S37000018,Under 5,All,68,73.5,-7.5
2020,4,2020-10-11,S37000018,5 - 14,All,81,70,15.7
2020,4,2020-10-11,S37000018,15 - 44,All,182,161.5,12.7
2020,4,2020-10-11,S37000018,45 - 64,All,111,102,8.8
2020,4,2020-10-11,S37000018,65 - 74,All,50,52,-3.8
2020,4,2020-10-11,S37000018,75 - 84,All,39,45,-13.3
2020,4,2020-10-11,S37000018,85 and over,All,19,21.5,-11.6
2020,4,2020-10-11,S37000018,All ages,All,556,531,4.7
2020,4,2020-10-11,S37000018,All ages,Female,269,262.5,2.5
2020,4,2020-10-11,S37000018,All ages,Male,281,263,6.8
2020,4,2020-10-11,S37000019,Under 5,All,30,31,-3.2
2020,4,2020-10-11,S37000019,5 - 14,All,40,47.5,-15.8
2020,4,2020-10-11,S37000019,15 - 44,All,100,161.5,-38.1
2020,4,2020-10-11,S37000019,45 - 64,All,74,100,-26
2020,4,2020-10-11,S37000019,65 - 74,All,59,47.5,24.2
2020,4,2020-10-11,S37000019,75 - 84,All,36,52,-30.8
2020,4,2020-10-11,S37000019,85 and over,All,20,26.5,-24.5
2020,4,2020-10-11,S37000019,All ages,All,368,470.5,-21.8
2020,4,2020-10-11,S37000019,All ages,Female,164,229.5,-28.5
2020,4,2020-10-11,S37000019,All ages,Male,195,236.5,-17.5
2020,4,2020-10-11,S37000020,Under 5,All,55,70,-21.4
2020,4,2020-10-11,S37000020,5 - 14,All,81,86,-5.8
2020,4,2020-10-11,S37000020,15 - 44,All,208,267.5,-22.2
2020,4,2020-10-11,S37000020,45 - 64,All,136,177.5,-23.4
2020,4,2020-10-11,S37000020,65 - 74,All,54,89.5,-39.7
2020,4,2020-10-11,S37000020,75 - 84,All,51,75.5,-32.5
2020,4,2020-10-11,S37000020,85 and over,All,32,38,-15.8
2020,4,2020-10-11,S37000020,All ages,All,622,805,-22.7
2020,4,2020-10-11,S37000020,All ages,Female,334,392.5,-14.9
2020,4,2020-10-11,S37000020,All ages,Male,283,411.5,-31.2
2020,4,2020-10-11,S37000022,Under 5,All,11,8,37.5
2020,4,2020-10-11,S37000022,5 - 14,All,10,10.5,-4.8
2020,4,2020-10-11,S37000022,15 - 44,All,26,38.5,-32.5
2020,4,2020-10-11,S37000022,45 - 64,All,25,29.5,-15.3
2020,4,2020-10-11,S37000022,65 - 74,All,11,10.5,4.8
2020,4,2020-10-11,S37000022,75 - 84,All,22,13.5,63
2020,4,2020-10-11,S37000022,85 and over,All,6,10,-40
2020,4,2020-10-11,S37000022,All ages,All,111,121.5,-8.6
2020,4,2020-10-11,S37000022,All ages,Female,35,55,-36.4
2020,4,2020-10-11,S37000022,All ages,Male,76,65.5,16
2020,4,2020-10-11,S37000024,Under 5,All,62,114,-45.6
2020,4,2020-10-11,S37000024,5 - 14,All,117,101,15.8
2020,4,2020-10-11,S37000024,15 - 44,All,307,411.5,-25.4
2020,4,2020-10-11,S37000024,45 - 64,All,187,267.5,-30.1
2020,4,2020-10-11,S37000024,65 - 74,All,63,113.5,-44.5
2020,4,2020-10-11,S37000024,75 - 84,All,86,104.5,-17.7
2020,4,2020-10-11,S37000024,85 and over,All,48,62,-22.6
2020,4,2020-10-11,S37000024,All ages,All,877,1174,-25.3
2020,4,2020-10-11,S37000024,All ages,Female,441,593,-25.6
2020,4,2020-10-11,S37000024,All ages,Male,429,581,-26.2
2020,4,2020-10-11,S37000025,Under 5,All,29,31.5,-7.9
2020,4,2020-10-11,S37000025,5 - 14,All,37,49.5,-25.3
2020,4,2020-10-11,S37000025,15 - 44,All,148,196,-24.5
2020,4,2020-10-11,S37000025,45 - 64,All,113,148,-23.6
2020,4,2020-10-11,S37000025,65 - 74,All,79,74,6.8
2020,4,2020-10-11,S37000025,75 - 84,All,71,76,-6.6
2020,4,2020-10-11,S37000025,85 and over,All,43,53,-18.9
2020,4,2020-10-11,S37000025,All ages,All,521,631.5,-17.5
2020,4,2020-10-11,S37000025,All ages,Female,251,315,-20.3
2020,4,2020-10-11,S37000025,All ages,Male,269,313,-14.1
2020,4,2020-10-11,S37000026,5 - 14,All,10,10,0
2020,4,2020-10-11,S37000026,15 - 44,All,30,47,-36.2
2020,4,2020-10-11,S37000026,45 - 64,All,19,33,-42.4
2020,4,2020-10-11,S37000026,65 - 74,All,9,18.5,-51.4
2020,4,2020-10-11,S37000026,75 - 84,All,10,19,-47.4
2020,4,2020-10-11,S37000026,All ages,All,86,147.5,-41.7
2020,4,2020-10-11,S37000026,All ages,Female,37,77.5,-52.3
2020,4,2020-10-11,S37000026,All ages,Male,47,69.5,-32.4
2020,4,2020-10-11,S37000027,Under 5,All,29,54.5,-46.8
2020,4,2020-10-11,S37000027,5 - 14,All,62,71,-12.7
2020,4,2020-10-11,S37000027,15 - 44,All,167,229,-27.1
2020,4,2020-10-11,S37000027,45 - 64,All,134,142.5,-6
2020,4,2020-10-11,S37000027,65 - 74,All,61,75.5,-19.2
2020,4,2020-10-11,S37000027,75 - 84,All,76,68.5,10.9
2020,4,2020-10-11,S37000027,85 and over,All,21,35.5,-40.8
2020,4,2020-10-11,S37000027,All ages,All,552,678.5,-18.6
2020,4,2020-10-11,S37000027,All ages,Female,253,342,-26
2020,4,2020-10-11,S37000027,All ages,Male,297,334.5,-11.2
2020,4,2020-10-11,S37000028,Under 5,All,95,151.5,-37.3
2020,4,2020-10-11,S37000028,5 - 14,All,165,160.5,2.8
2020,4,2020-10-11,S37000028,15 - 44,All,562,679.5,-17.3
2020,4,2020-10-11,S37000028,45 - 64,All,429,515.5,-16.8
2020,4,2020-10-11,S37000028,65 - 74,All,186,220,-15.5
2020,4,2020-10-11,S37000028,75 - 84,All,196,219,-10.5
2020,4,2020-10-11,S37000028,85 and over,All,103,115,-10.4
2020,4,2020-10-11,S37000028,All ages,All,1741,2072,-16
2020,4,2020-10-11,S37000028,All ages,Female,891,1035,-13.9
2020,4,2020-10-11,S37000028,All ages,Male,845,1026,-17.6
2020,4,2020-10-11,S37000029,Under 5,All,26,66,-60.6
2020,4,2020-10-11,S37000029,5 - 14,All,42,38.5,9.1
2020,4,2020-10-11,S37000029,15 - 44,All,101,140,-27.9
2020,4,2020-10-11,S37000029,45 - 64,All,74,79,-6.3
2020,4,2020-10-11,S37000029,65 - 74,All,31,28.5,8.8
2021,3,2021-07-11,S37000004,All ages,Male,120,105.5,13.7
2021,3,2021-07-11,S37000005,Under 5,All,39,33,18.2
2021,3,2021-07-11,S37000005,5 - 14,All,20,35,-42.9
2021,3,2021-07-11,S37000005,15 - 44,All,154,163.5,-5.8
2021,3,2021-07-11,S37000005,45 - 64,All,107,112.5,-4.9
2021,3,2021-07-11,S37000005,65 - 74,All,60,45.5,31.9
2021,3,2021-07-11,S37000005,75 - 84,All,66,39,69.2
2021,3,2021-07-11,S37000005,85 and over,All,31,22.5,37.8
2021,3,2021-07-11,S37000005,All ages,All,477,451.5,5.6
2021,3,2021-07-11,S37000005,All ages,Female,243,215,13
2021,3,2021-07-11,S37000005,All ages,Male,234,236,-0.8
2021,3,2021-07-11,S37000006,Under 5,All,64,58,10.3
2021,3,2021-07-11,S37000006,5 - 14,All,58,76.5,-24.2
2021,3,2021-07-11,S37000006,15 - 44,All,272,294,-7.5
2021,3,2021-07-11,S37000006,45 - 64,All,191,209.5,-8.8
2021,3,2021-07-11,S37000006,65 - 74,All,108,107,0.9
2021,3,2021-07-11,S37000006,75 - 84,All,65,86,-24.4
2021,3,2021-07-11,S37000006,85 and over,All,53,55,-3.6
2021,3,2021-07-11,S37000006,All ages,All,815,886.5,-8.1
2021,3,2021-07-11,S37000006,All ages,Female,380,431,-11.8
2021,3,2021-07-11,S37000006,All ages,Male,431,455,-5.3
2021,3,2021-07-11,S37000007,Under 5,All,37,45.5,-18.7
2021,3,2021-07-11,S37000007,5 - 14,All,48,47,2.1
2021,3,2021-07-11,S37000007,15 - 44,All,244,236,3.4
2021,3,2021-07-11,S37000007,45 - 64,All,121,117.5,3
2020,4,2020-10-11,S37000030,15 - 44,All,379,415.5,-8.8
2020,4,2020-10-11,S37000030,45 - 64,All,239,280,-14.6
2020,4,2020-10-11,S37000030,65 - 74,All,92,97.5,-5.6
2020,4,2020-10-11,S37000030,75 - 84,All,77,66.5,15.8
2020,4,2020-10-11,S37000030,85 and over,All,42,40.5,3.7
2020,4,2020-10-11,S37000030,All ages,All,1067,1123,-5
2020,4,2020-10-11,S37000030,All ages,Female,521,560.5,-7
2020,4,2020-10-11,S37000030,All ages,Male,538,555,-3.1
2020,4,2020-10-11,S37000031,5 - 14,All,5,11.5,-56.5
2020,4,2020-10-11,S37000031,15 - 44,All,22,44,-50
2020,4,2020-10-11,S37000031,45 - 64,All,29,32,-9.4
2020,4,2020-10-11,S37000031,65 - 74,All,10,14.5,-31
2020,4,2020-10-11,S37000031,75 - 84,All,11,17,-35.3
2020,4,2020-10-11,S37000031,85 and over,All,5,8,-37.5
2020,4,2020-10-11,S37000031,All ages,All,87,137.5,-36.7
2020,4,2020-10-11,S37000031,All ages,Female,43,59,-27.1
2020,4,2020-10-11,S37000031,All ages,Male,43,77,-44.2
2020,4,2020-10-11,S37000032,Under 5,All,91,96.5,-5.7
2020,4,2020-10-11,S37000032,5 - 14,All,110,104.5,5.3
2020,4,2020-10-11,S37000032,15 - 44,All,438,511.5,-14.4
2020,4,2020-10-11,S37000032,45 - 64,All,277,299,-7.4
2020,4,2020-10-11,S37000032,65 - 74,All,112,130.5,-14.2
2020,4,2020-10-11,S37000032,75 - 84,All,104,140,-25.7
2020,4,2020-10-11,S37000032,85 and over,All,58,74.5,-22.1
2020,4,2020-10-11,S37000032,All ages,All,1206,1363,-11.5
2020,4,2020-10-11,S37000032,All ages,Female,567,673,-15.8
2020,4,2020-10-11,S37000032,All ages,Male,623,683.5,-8.9
2020,4,2020-10-11,S37000033,Under 5,All,25,32,-21.9
2020,4,2020-10-11,S37000033,5 - 14,All,45,32,40.6
2020,4,2020-10-11,S37000033,15 - 44,All,145,220.5,-34.2
2020,4,2020-10-11,S37000033,45 - 64,All,112,116.5,-3.9
2020,4,2020-10-11,S37000033,65 - 74,All,40,55,-27.3
2020,4,2020-10-11,S37000033,75 - 84,All,56,50,12
2020,4,2020-10-11,S37000033,85 and over,All,33,33.5,-1.5
2020,4,2020-10-11,S37000033,All ages,All,458,544,-15.8
2020,4,2020-10-11,S37000033,All ages,Female,218,258.5,-15.7
2020,4,2020-10-11,S37000033,All ages,Male,238,281,-15.3
2020,4,2020-10-11,S37000034,Under 5,All,253,431.5,-41.4
2020,4,2020-10-11,S37000034,5 - 14,All,230,277.5,-17.1
2020,4,2020-10-11,S37000034,15 - 44,All,944,1397.5,-32.5
2020,4,2020-10-11,S37000034,45 - 64,All,657,787,-16.5
2020,4,2020-10-11,S37000034,65 - 74,All,183,259,-29.3
2020,4,2020-10-11,S37000034,75 - 84,All,197,217.5,-9.4
2020,4,2020-10-11,S37000034,85 and over,All,116,116.5,-0.4
2020,4,2020-10-11,S37000034,All ages,All,2630,3490.5,-24.7
2020,4,2020-10-11,S37000034,All ages,Female,1249,1670,-25.2
2020,4,2020-10-11,S37000034,All ages,Male,1331,1816.5,-26.7
2020,4,2020-10-11,S37000035,Under 5,All,121,152.5,-20.7
2020,4,2020-10-11,S37000035,5 - 14,All,192,195.5,-1.8
2020,4,2020-10-11,S37000035,15 - 44,All,741,879,-15.7
2020,4,2020-10-11,S37000035,45 - 64,All,578,588,-1.7
2020,4,2020-10-11,S37000035,65 - 74,All,229,259,-11.6
2020,4,2020-10-11,S37000035,75 - 84,All,191,220.5,-13.4
2020,4,2020-10-11,S37000035,85 and over,All,92,99.5,-7.5
2020,4,2020-10-11,S37000035,All ages,All,2154,2406,-10.5
2020,4,2020-10-11,S37000035,All ages,Female,1098,1180.5,-7
2020,4,2020-10-11,S37000035,All ages,Male,1046,1213.5,-13.8
2020,4,2020-10-18,S37000001,Under 5,All,48,80,-40
2020,4,2020-10-18,S37000001,5 - 14,All,36,66.5,-45.9
2020,4,2020-10-18,S37000001,15 - 44,All,246,383,-35.8
2020,4,2020-10-18,S37000001,45 - 64,All,127,170.5,-25.5
2020,4,2020-10-18,S37000001,65 - 74,All,70,63.5,10.2
2020,4,2020-10-18,S37000001,75 - 84,All,48,68.5,-29.9
2020,4,2020-10-18,S37000001,85 and over,All,44,38.5,14.3
2020,4,2020-10-18,S37000001,All ages,All,637,897.5,-29
2020,4,2020-10-18,S37000001,All ages,Female,272,418.5,-35
2020,4,2020-10-18,S37000001,All ages,Male,347,452,-23.2
2020,4,2020-10-18,S37000002,Under 5,All,36,48.5,-25.8
2020,4,2020-10-18,S37000002,5 - 14,All,47,46,2.2
2020,4,2020-10-18,S37000002,15 - 44,All,139,153,-9.2
2020,4,2020-10-18,S37000002,45 - 64,All,96,101,-5
2020,4,2020-10-18,S37000002,65 - 74,All,46,54,-14.8
2020,4,2020-10-18,S37000002,75 - 84,All,40,41.5,-3.6
2020,4,2020-10-18,S37000002,85 and over,All,30,23.5,27.7
2020,4,2020-10-18,S37000002,All ages,All,436,470,-7.2
2020,4,2020-10-18,S37000002,All ages,Female,199,232,-14.2
2020,4,2020-10-18,S37000002,All ages,Male,235,235.5,-0.2
2020,4,2020-10-18,S37000003,Under 5,All,13,12.5,4
2020,4,2020-10-18,S37000003,5 - 14,All,10,15.5,-35.5
2020,4,2020-10-18,S37000003,15 - 44,All,70,73,-4.1
2020,4,2020-10-18,S37000003,45 - 64,All,44,53.5,-17.8
2020,4,2020-10-18,S37000003,65 - 74,All,23,17.5,31.4
2020,4,2020-10-18,S37000003,75 - 84,All,17,17,0
2020,4,2020-10-18,S37000003,85 and over,All,12,19.5,-38.5
2020,4,2020-10-18,S37000003,All ages,All,191,209,-8.6
2020,4,2020-10-18,S37000003,All ages,Female,91,101.5,-10.3
2020,4,2020-10-18,S37000003,All ages,Male,98,107,-8.4
2020,4,2020-10-18,S37000004,Under 5,All,15,17.5,-14.3
2020,4,2020-10-18,S37000004,5 - 14,All,12,20.5,-41.5
2020,4,2020-10-18,S37000004,15 - 44,All,56,72.5,-22.8
2020,4,2020-10-18,S37000004,45 - 64,All,56,52.5,6.7
2020,4,2020-10-18,S37000004,65 - 74,All,20,32,-37.5
2020,4,2020-10-18,S37000004,75 - 84,All,22,24.5,-10.2
2020,4,2020-10-18,S37000004,85 and over,All,18,14,28.6
2020,4,2020-10-18,S37000004,All ages,All,202,238,-15.1
2020,4,2020-10-18,S37000004,All ages,Female,102,117.5,-13.2
2020,4,2020-10-18,S37000004,All ages,Male,97,116,-16.4
2020,4,2020-10-18,S37000005,Under 5,All,22,33.5,-34.3
2020,4,2020-10-18,S37000005,5 - 14,All,18,21,-14.3
2020,4,2020-10-18,S37000005,15 - 44,All,110,163,-32.5
