year,quarter,week_ending,hscp,age_group,sex,number_attendances,average20182019,percent_variation
2020,4,2020-10-25,S37000002,All ages,All,410,486,-15.6
2020,4,2020-10-25,S37000002,All ages,Female,199,230,-13.5
2020,4,2020-10-25,S37000002,All ages,Male,211,250.5,-15.8
2020,4,2020-10-25,S37000003,5 - 14,All,20,20,0
2020,4,2020-10-25,S37000003,15 - 44,All,74,78,-5.1
2020,4,2020-10-25,S37000003,45 - 64,All,53,37.5,41.3
2020,4,2020-10-25,S37000003,65 - 74,All,20,19.5,2.6
2020,4,2020-10-25,S37000003,75 - 84,All,12,17,-29.4
2020,4,2020-10-25,S37000003,85 and over,All,12,14.5,-17.2
2020,4,2020-10-25,S37000003,All ages,All,198,203,-2.5
2020,4,2020-10-25,S37000003,All ages,Female,100,103,-2.9
2020,4,2020-10-25,S37000003,All ages,Male,95,98.5,-3.6
2020,4,2020-10-25,S37000004,Under 5,All,11,16.5,-33.3
2020,4,2020-10-25,S37000004,5 - 14,All,10,16,-37.5
2020,4,2020-10-25,S37000004,15 - 44,All,61,68.5,-10.9
2020,4,2020-10-25,S37000004,45 - 64,All,46,55,-16.4
2020,4,2020-10-25,S37000004,65 - 74,All,28,36.5,-23.3
2020,4,2020-10-25,S37000004,75 - 84,All,25,26,-3.8
2020,4,2020-10-25,S37000004,85 and over,All,12,20,-40
2020,4,2020-10-25,S37000004,All ages,All,195,241.5,-19.3
2020,4,2020-10-25,S37000004,All ages,Female,111,126,-11.9
2020,4,2020-10-25,S37000004,All ages,Male,82,112.5,-27.1
2020,4,2020-10-25,S37000005,Under 5,All,20,31.5,-36.5
2020,4,2020-10-25,S37000005,5 - 14,All,14,31.5,-55.6
2020,4,2020-10-25,S37000005,15 - 44,All,113,167,-32.3
2020,4,2020-10-25,S37000005,45 - 64,All,87,100.5,-13.4
2020,4,2020-10-25,S37000005,65 - 74,All,28,38,-26.3
2020,4,2020-10-25,S37000005,75 - 84,All,46,44,4.5
2020,4,2020-10-25,S37000005,85 and over,All,26,18,44.4
2020,4,2020-10-25,S37000005,All ages,All,337,435.5,-22.6
2020,4,2020-10-25,S37000005,All ages,Female,160,201,-20.4
2020,4,2020-10-25,S37000005,All ages,Male,174,229.5,-24.2
2020,4,2020-10-25,S37000006,Under 5,All,40,58.5,-31.6
2020,4,2020-10-25,S37000006,5 - 14,All,36,63,-42.9
2020,4,2020-10-25,S37000006,15 - 44,All,238,280,-15
2020,4,2020-10-25,S37000006,45 - 64,All,160,184,-13
2020,4,2020-10-25,S37000006,65 - 74,All,89,95,-6.3
2020,4,2020-10-25,S37000006,75 - 84,All,71,81.5,-12.9
2020,4,2020-10-25,S37000006,85 and over,All,49,51.5,-4.9
2020,4,2020-10-25,S37000006,All ages,All,687,817,-15.9
2020,4,2020-10-25,S37000006,All ages,Female,330,381,-13.4
2020,4,2020-10-25,S37000006,All ages,Male,353,432.5,-18.4
2020,4,2020-10-25,S37000007,Under 5,All,35,47,-25.5
2020,4,2020-10-25,S37000007,5 - 14,All,40,49,-18.4
2020,4,2020-10-25,S37000007,15 - 44,All,206,230.5,-10.6
2020,4,2020-10-25,S37000007,45 - 64,All,96,110.5,-13.1
2020,4,2020-10-25,S37000007,65 - 74,All,43,42,2.4
2020,4,2020-10-25,S37000007,75 - 84,All,32,39,-17.9
2020,4,2020-10-25,S37000007,85 and over,All,26,29,-10.3
2020,4,2020-10-25,S37000007,All ages,All,485,556,-12.8
2020,4,2020-10-25,S37000007,All ages,Female,196,261.5,-25
2020,4,2020-10-25,S37000007,All ages,Male,282,285.5,-1.2
2020,4,2020-10-25,S37000008,Under 5,All,43,85.5,-49.7
2020,4,2020-10-25,S37000008,5 - 14,All,57,82.5,-30.9
2020,4,2020-10-25,S37000008,15 - 44,All,182,248,-26.6
2020,4,2020-10-25,S37000008,45 - 64,All,126,145,-13.1
2020,4,2020-10-25,S37000008,65 - 74,All,55,67,-17.9
2020,4,2020-10-25,S37000008,75 - 84,All,53,62,-14.5
2020,4,2020-10-25,S37000008,85 and over,All,27,22.5,20
2020,4,2020-10-25,S37000008,All ages,All,551,717,-23.2
2020,4,2020-10-25,S37000008,All ages,Female,270,347,-22.2
2020,4,2020-10-25,S37000008,All ages,Male,273,365.5,-25.3
2020,4,2020-10-25,S37000009,Under 5,All,29,59.5,-51.3
2020,4,2020-10-25,S37000009,5 - 14,All,34,48.5,-29.9
2020,4,2020-10-25,S37000009,15 - 44,All,68,101,-32.7
2020,4,2020-10-25,S37000009,45 - 64,All,52,74.5,-30.2
2020,4,2020-10-25,S37000009,65 - 74,All,25,42,-40.5
2020,4,2020-10-25,S37000009,75 - 84,All,31,40.5,-23.5
2020,4,2020-10-25,S37000009,85 and over,All,29,35,-17.1
2020,4,2020-10-25,S37000009,All ages,All,271,401,-32.4
2020,4,2020-10-25,S37000009,All ages,Female,142,195,-27.2
2020,4,2020-10-25,S37000009,All ages,Male,126,206,-38.8
2020,4,2020-10-25,S37000010,Under 5,All,43,71,-39.4
2020,4,2020-10-25,S37000010,5 - 14,All,33,59,-44.1
2020,4,2020-10-25,S37000010,15 - 44,All,110,136,-19.1
2020,4,2020-10-25,S37000010,45 - 64,All,72,104,-30.8
2020,4,2020-10-25,S37000010,65 - 74,All,39,45,-13.3
2020,4,2020-10-25,S37000010,75 - 84,All,25,29,-13.8
2020,4,2020-10-25,S37000010,85 and over,All,28,24,16.7
2020,4,2020-10-25,S37000010,All ages,All,356,475.5,-25.1
2020,4,2020-10-25,S37000010,All ages,Female,176,238,-26.1
2020,4,2020-10-25,S37000010,All ages,Male,174,230,-24.3
2020,4,2020-10-25,S37000011,Under 5,All,39,52,-25
2020,4,2020-10-25,S37000011,5 - 14,All,31,47,-34
2020,4,2020-10-25,S37000011,15 - 44,All,91,108,-15.7
2020,4,2020-10-25,S37000011,45 - 64,All,74,83,-10.8
2020,4,2020-10-25,S37000011,65 - 74,All,34,34,0
2020,4,2020-10-25,S37000011,75 - 84,All,39,45,-13.3
2020,4,2020-10-25,S37000011,85 and over,All,19,31,-38.7
2020,4,2020-10-25,S37000011,All ages,All,332,401,-17.2
2020,4,2020-10-25,S37000011,All ages,Female,174,181,-3.9
2020,4,2020-10-25,S37000011,All ages,Male,153,219,-30.1
2020,4,2020-10-25,S37000012,Under 5,All,207,358,-42.2
2020,4,2020-10-25,S37000012,5 - 14,All,148,269,-45
2020,4,2020-10-25,S37000012,15 - 44,All,607,721,-15.8
2020,4,2020-10-25,S37000012,45 - 64,All,332,363.5,-8.7
2020,4,2020-10-25,S37000012,65 - 74,All,138,155,-11
2020,4,2020-10-25,S37000012,75 - 84,All,124,146.5,-15.4
2020,4,2020-10-25,S37000012,85 and over,All,96,102.5,-6.3
2020,4,2020-10-25,S37000012,All ages,All,1718,2203,-22
2020,4,2020-10-25,S37000012,All ages,Female,859,1096,-21.6
2020,4,2020-10-25,S37000012,All ages,Male,793,1019.5,-22.2
2020,4,2020-10-25,S37000013,Under 5,All,22,53,-58.5
2020,4,2020-10-25,S37000013,5 - 14,All,20,75,-73.3
2020,4,2020-10-25,S37000013,15 - 44,All,203,262.5,-22.7
2020,4,2020-10-25,S37000013,45 - 64,All,132,184,-28.3
2020,4,2020-10-25,S37000013,65 - 74,All,44,68.5,-35.8
2020,4,2020-10-25,S37000013,75 - 84,All,66,64,3.1
2020,4,2020-10-25,S37000013,85 and over,All,36,37.5,-4
2020,4,2020-10-25,S37000013,All ages,All,524,753,-30.4
2020,4,2020-10-25,S37000013,All ages,Female,257,358,-28.2
2021,3,2021-08-08,S37000035,75 - 84,All,202,207,-2.4
2021,3,2021-08-08,S37000035,85 and over,All,98,95.5,2.6
2021,3,2021-08-08,S37000035,All ages,All,2409,2390.5,0.8
2021,3,2021-08-08,S37000035,All ages,Female,1179,1193,-1.2
2021,3,2021-08-08,S37000035,All ages,Male,1216,1182,2.9
2021,3,2021-08-15,S37000001,Under 5,All,59,64,-7.8
2021,3,2021-08-15,S37000001,5 - 14,All,67,83.5,-19.8
2021,3,2021-08-15,S37000001,15 - 44,All,323,346.5,-6.8
2021,3,2021-08-15,S37000001,45 - 64,All,153,182.5,-16.2
2021,3,2021-08-15,S37000001,65 - 74,All,72,74.5,-3.4
2021,3,2021-08-15,S37000001,75 - 84,All,56,63,-11.1
2021,3,2021-08-15,S37000001,85 and over,All,41,46,-10.9
2021,3,2021-08-15,S37000001,All ages,All,782,878.5,-11
2021,3,2021-08-15,S37000001,All ages,Female,350,417.5,-16.2
2021,3,2021-08-15,S37000001,All ages,Male,421,442.5,-4.9
2021,3,2021-08-15,S37000002,Under 5,All,57,50,14
2021,3,2021-08-15,S37000002,5 - 14,All,55,72,-23.6
2021,3,2021-08-15,S37000002,15 - 44,All,166,197.5,-15.9
2021,3,2021-08-15,S37000002,45 - 64,All,89,122,-27
2021,3,2021-08-15,S37000002,65 - 74,All,63,51.5,22.3
2021,3,2021-08-15,S37000002,75 - 84,All,48,48.5,-1
2020,4,2020-10-25,S37000013,All ages,Male,266,386.5,-31.2
2020,4,2020-10-25,S37000016,Under 5,All,29,50.5,-42.6
2020,4,2020-10-25,S37000016,5 - 14,All,41,60,-31.7
2020,4,2020-10-25,S37000016,15 - 44,All,253,339.5,-25.5
2020,4,2020-10-25,S37000016,45 - 64,All,179,213,-16
2020,4,2020-10-25,S37000016,65 - 74,All,92,104.5,-12
2020,4,2020-10-25,S37000016,75 - 84,All,104,85,22.4
2020,4,2020-10-25,S37000016,85 and over,All,45,45,0
2020,4,2020-10-25,S37000016,All ages,All,752,910.5,-17.4
2020,4,2020-10-25,S37000016,All ages,Female,376,409.5,-8.2
2020,4,2020-10-25,S37000016,All ages,Male,367,488,-24.8
2020,4,2020-10-25,S37000017,Under 5,All,19,36.5,-47.9
2020,4,2020-10-25,S37000017,5 - 14,All,43,52,-17.3
2020,4,2020-10-25,S37000017,15 - 44,All,155,213,-27.2
2020,4,2020-10-25,S37000017,45 - 64,All,121,156.5,-22.7
2020,4,2020-10-25,S37000017,65 - 74,All,54,57,-5.3
2020,4,2020-10-25,S37000017,75 - 84,All,34,65,-47.7
2020,4,2020-10-25,S37000017,85 and over,All,19,26,-26.9
2020,4,2020-10-25,S37000017,All ages,All,446,607,-26.5
2020,4,2020-10-25,S37000017,All ages,Female,218,307,-29
2020,4,2020-10-25,S37000017,All ages,Male,227,299,-24.1
2020,4,2020-10-25,S37000018,Under 5,All,43,92,-53.3
2020,4,2020-10-25,S37000018,5 - 14,All,38,51.5,-26.2
2020,4,2020-10-25,S37000018,15 - 44,All,150,154,-2.6
2020,4,2020-10-25,S37000018,45 - 64,All,103,110.5,-6.8
2020,4,2020-10-25,S37000018,65 - 74,All,37,40.5,-8.6
2020,4,2020-10-25,S37000018,75 - 84,All,42,45.5,-7.7
2020,4,2020-10-25,S37000018,85 and over,All,23,18.5,24.3
2020,4,2020-10-25,S37000018,All ages,All,441,516.5,-14.6
2020,4,2020-10-25,S37000018,All ages,Female,212,270,-21.5
2020,4,2020-10-25,S37000018,All ages,Male,224,242.5,-7.6
2020,4,2020-10-25,S37000019,Under 5,All,20,31.5,-36.5
2020,4,2020-10-25,S37000019,5 - 14,All,22,37.5,-41.3
2020,4,2020-10-25,S37000019,15 - 44,All,116,163,-28.8
2020,4,2020-10-25,S37000019,45 - 64,All,94,84.5,11.2
2020,4,2020-10-25,S37000019,65 - 74,All,52,46.5,11.8
2020,4,2020-10-25,S37000019,75 - 84,All,46,36.5,26
2020,4,2020-10-25,S37000019,85 and over,All,20,25,-20
2020,4,2020-10-25,S37000019,All ages,All,376,429.5,-12.5
2020,4,2020-10-25,S37000019,All ages,Female,192,218,-11.9
2020,4,2020-10-25,S37000019,All ages,Male,178,206.5,-13.8
2020,4,2020-10-25,S37000020,Under 5,All,55,82,-32.9
2020,4,2020-10-25,S37000020,5 - 14,All,57,84.5,-32.5
2020,4,2020-10-25,S37000020,15 - 44,All,203,278,-27
2020,4,2020-10-25,S37000020,45 - 64,All,135,147,-8.2
2020,4,2020-10-25,S37000020,65 - 74,All,58,82,-29.3
2020,4,2020-10-25,S37000020,75 - 84,All,68,55,23.6
2020,4,2020-10-25,S37000020,85 and over,All,32,26.5,20.8
2020,4,2020-10-25,S37000020,All ages,All,615,758,-18.9
2020,4,2020-10-25,S37000020,All ages,Female,308,390,-21
2020,4,2020-10-25,S37000020,All ages,Male,300,365,-17.8
2020,4,2020-10-25,S37000022,5 - 14,All,6,6,0
2020,4,2020-10-25,S37000022,15 - 44,All,28,31.5,-11.1
2020,4,2020-10-25,S37000022,45 - 64,All,25,26,-3.8
2020,4,2020-10-25,S37000022,65 - 74,All,13,12.5,4
2020,4,2020-10-25,S37000022,75 - 84,All,19,10.5,81
2020,4,2020-10-25,S37000022,85 and over,All,9,8,12.5
2020,4,2020-10-25,S37000022,All ages,All,103,100,3
2020,4,2020-10-25,S37000022,All ages,Female,50,53.5,-6.5
2020,4,2020-10-25,S37000022,All ages,Male,53,45,17.8
2020,4,2020-10-25,S37000024,Under 5,All,47,111,-57.7
2020,4,2020-10-25,S37000024,5 - 14,All,56,94,-40.4
2020,4,2020-10-25,S37000024,15 - 44,All,287,417.5,-31.3
2020,4,2020-10-25,S37000024,45 - 64,All,198,272.5,-27.3
2020,4,2020-10-25,S37000024,65 - 74,All,79,113,-30.1
2020,4,2020-10-25,S37000024,75 - 84,All,73,107,-31.8
2020,4,2020-10-25,S37000024,85 and over,All,40,57.5,-30.4
2020,4,2020-10-25,S37000024,All ages,All,787,1185,-33.6
2020,4,2020-10-25,S37000024,All ages,Female,413,592,-30.2
2020,4,2020-10-25,S37000024,All ages,Male,367,580.5,-36.8
2020,4,2020-10-25,S37000025,Under 5,All,21,25,-16
2020,4,2020-10-25,S37000025,5 - 14,All,28,42.5,-34.1
2020,4,2020-10-25,S37000025,15 - 44,All,141,184,-23.4
2020,4,2020-10-25,S37000025,45 - 64,All,127,134,-5.2
2020,4,2020-10-25,S37000025,65 - 74,All,61,77,-20.8
2020,4,2020-10-25,S37000025,75 - 84,All,56,64,-12.5
2020,4,2020-10-25,S37000025,85 and over,All,43,56.5,-23.9
2020,4,2020-10-25,S37000025,All ages,All,482,587.5,-18
2020,4,2020-10-25,S37000025,All ages,Female,247,291.5,-15.3
2020,4,2020-10-25,S37000025,All ages,Male,230,291.5,-21.1
2020,4,2020-10-25,S37000026,Under 5,All,6,18,-66.7
2020,4,2020-10-25,S37000026,15 - 44,All,36,33,9.1
2020,4,2020-10-25,S37000026,45 - 64,All,29,28,3.6
2020,4,2020-10-25,S37000026,65 - 74,All,13,14,-7.1
2020,4,2020-10-25,S37000026,75 - 84,All,14,12,16.7
2020,4,2020-10-25,S37000026,85 and over,All,5,5,0
2020,4,2020-10-25,S37000026,All ages,All,109,121.5,-10.3
2020,4,2020-10-25,S37000026,All ages,Female,50,55,-9.1
2020,4,2020-10-25,S37000026,All ages,Male,57,65,-12.3
2020,4,2020-10-25,S37000027,Under 5,All,36,49.5,-27.3
2020,4,2020-10-25,S37000027,5 - 14,All,43,59,-27.1
2020,4,2020-10-25,S37000027,15 - 44,All,154,199.5,-22.8
2020,4,2020-10-25,S37000027,45 - 64,All,118,154.5,-23.6
2020,4,2020-10-25,S37000027,65 - 74,All,58,61.5,-5.7
2020,4,2020-10-25,S37000027,75 - 84,All,52,77.5,-32.9
2020,4,2020-10-25,S37000027,85 and over,All,46,40.5,13.6
2020,4,2020-10-25,S37000027,All ages,All,508,645.5,-21.3
2020,4,2020-10-25,S37000027,All ages,Female,257,321,-19.9
2020,4,2020-10-25,S37000027,All ages,Male,250,321,-22.1
2020,4,2020-10-25,S37000028,Under 5,All,100,156.5,-36.1
2020,4,2020-10-25,S37000028,5 - 14,All,108,174.5,-38.1
2020,4,2020-10-25,S37000028,15 - 44,All,513,669.5,-23.4
2020,4,2020-10-25,S37000028,45 - 64,All,435,461,-5.6
2020,4,2020-10-25,S37000028,65 - 74,All,188,214.5,-12.4
2020,4,2020-10-25,S37000028,75 - 84,All,203,196.5,3.3
2020,4,2020-10-25,S37000028,85 and over,All,106,107,-0.9
2020,4,2020-10-25,S37000028,All ages,All,1661,1992.5,-16.6
2020,4,2020-10-25,S37000028,All ages,Female,831,1000,-16.9
2020,4,2020-10-25,S37000028,All ages,Male,822,979.5,-16.1
2020,4,2020-10-25,S37000029,Under 5,All,27,43,-37.2
2020,4,2020-10-25,S37000029,5 - 14,All,36,31.5,14.3
2020,4,2020-10-25,S37000029,15 - 44,All,99,148.5,-33.3
2020,4,2020-10-25,S37000029,45 - 64,All,66,77.5,-14.8
2020,4,2020-10-25,S37000029,65 - 74,All,26,27,-3.7
2020,4,2020-10-25,S37000029,75 - 84,All,14,32.5,-56.9
2020,4,2020-10-25,S37000029,85 and over,All,18,16,12.5
2020,4,2020-10-25,S37000029,All ages,All,290,377,-23.1
2020,4,2020-10-25,S37000029,All ages,Female,143,182.5,-21.6
2020,4,2020-10-25,S37000029,All ages,Male,143,193.5,-26.1
2020,4,2020-10-25,S37000030,Under 5,All,58,76,-23.7
2020,4,2020-10-25,S37000030,5 - 14,All,77,95,-18.9
2020,4,2020-10-25,S37000030,15 - 44,All,327,431.5,-24.2
2020,4,2020-10-25,S37000030,45 - 64,All,194,249,-22.1
2020,4,2020-10-25,S37000030,65 - 74,All,72,91.5,-21.3
2020,4,2020-10-25,S37000030,75 - 84,All,61,86.5,-29.5
2020,4,2020-10-25,S37000030,85 and over,All,29,35.5,-18.3
2020,4,2020-10-25,S37000030,All ages,All,827,1072.5,-22.9
2020,4,2020-10-25,S37000030,All ages,Female,425,547.5,-22.4
2020,4,2020-10-25,S37000030,All ages,Male,393,517.5,-24.1
2020,4,2020-10-25,S37000031,5 - 14,All,6,6,0
2020,4,2020-10-25,S37000031,15 - 44,All,32,41.5,-22.9
2020,4,2020-10-25,S37000031,45 - 64,All,19,27.5,-30.9
2020,4,2020-10-25,S37000031,65 - 74,All,10,12,-16.7
2020,4,2020-10-25,S37000031,75 - 84,All,8,13.5,-40.7
2020,4,2020-10-25,S37000031,All ages,All,81,115,-29.6
2020,4,2020-10-25,S37000031,All ages,Female,34,54.5,-37.6
2020,4,2020-10-25,S37000031,All ages,Male,45,60,-25
2020,4,2020-10-25,S37000032,Under 5,All,78,96,-18.8
2020,4,2020-10-25,S37000032,5 - 14,All,69,127.5,-45.9
2020,4,2020-10-25,S37000032,15 - 44,All,453,517.5,-12.5
2020,4,2020-10-25,S37000032,45 - 64,All,260,293.5,-11.4
2020,4,2020-10-25,S37000032,65 - 74,All,114,157,-27.4
2020,4,2020-10-25,S37000032,75 - 84,All,103,128,-19.5
2020,4,2020-10-25,S37000032,85 and over,All,68,68.5,-0.7
2020,4,2020-10-25,S37000032,All ages,All,1163,1399.5,-16.9
2020,4,2020-10-25,S37000032,All ages,Female,589,674.5,-12.7
2020,4,2020-10-25,S37000032,All ages,Male,556,713.5,-22.1
2020,4,2020-10-25,S37000033,Under 5,All,26,35.5,-26.8
2020,4,2020-10-25,S37000033,5 - 14,All,49,55,-10.9
2020,4,2020-10-25,S37000033,15 - 44,All,126,196.5,-35.9
2020,4,2020-10-25,S37000033,45 - 64,All,84,119,-29.4
2020,4,2020-10-25,S37000033,65 - 74,All,35,37,-5.4
2020,4,2020-10-25,S37000033,75 - 84,All,32,51.5,-37.9
2020,4,2020-10-25,S37000033,85 and over,All,19,32,-40.6
2020,4,2020-10-25,S37000033,All ages,All,376,530,-29.1
2020,4,2020-10-25,S37000033,All ages,Female,172,247.5,-30.5
2020,4,2020-10-25,S37000033,All ages,Male,199,279,-28.7
