year,quarter,week_ending,hscp,simd_quintile,number_attendances,average20182019,percent_variation
2020,4,2020-10-11,S37000032,2,309,339.5,-9
2020,4,2020-10-11,S37000032,3,239,263,-9.1
2020,4,2020-10-11,S37000032,4,122,171,-28.7
2020,4,2020-10-11,S37000032,5,150,169.5,-11.5
2020,4,2020-10-11,S37000033,1,45,48,-6.2
2020,4,2020-10-11,S37000033,2,85,90.5,-6.1
2020,4,2020-10-11,S37000033,3,101,123,-17.9
2020,4,2020-10-11,S37000033,4,148,192.5,-23.1
2020,4,2020-10-11,S37000033,5,69,78.5,-12.1
2020,4,2020-10-11,S37000034,1,1511,2036,-25.8
2020,4,2020-10-11,S37000034,2,424,591.5,-28.3
2020,4,2020-10-11,S37000034,3,262,364.5,-28.1
2020,4,2020-10-11,S37000034,4,198,246.5,-19.7
2020,4,2020-10-11,S37000034,5,156,217,-28.1
2020,4,2020-10-11,S37000035,1,873,928.5,-6
2020,4,2020-10-11,S37000035,2,613,706.5,-13.2
2020,4,2020-10-11,S37000035,3,311,377.5,-17.6
2020,4,2020-10-11,S37000035,4,203,224,-9.4
2020,4,2020-10-11,S37000035,5,127,142,-10.6
2020,4,2020-10-18,S37000001,1,69,117.5,-41.3
2020,4,2020-10-18,S37000001,2,173,238.5,-27.5
2020,4,2020-10-18,S37000001,3,104,135,-23
2020,4,2020-10-18,S37000001,4,86,125.5,-31.5
2020,4,2020-10-18,S37000001,5,173,246,-29.7
2020,4,2020-10-18,S37000002,1,11,8.5,29.4
2020,4,2020-10-18,S37000002,2,25,28,-10.7
2020,4,2020-10-18,S37000002,3,81,88.5,-8.5
2020,4,2020-10-18,S37000002,4,158,172.5,-8.4
2020,4,2020-10-18,S37000002,5,154,165.5,-6.9
2020,4,2020-10-18,S37000003,1,18,13,38.5
2020,4,2020-10-18,S37000003,2,24,31.5,-23.8
2020,4,2020-10-18,S37000003,3,62,63,-1.6
2020,4,2020-10-18,S37000003,4,47,61,-23
2020,4,2020-10-18,S37000003,5,32,38,-15.8
2020,4,2020-10-18,S37000004,1,15,20.5,-26.8
2020,4,2020-10-18,S37000004,2,34,48,-29.2
2020,4,2020-10-18,S37000004,3,62,80.5,-23
2020,4,2020-10-18,S37000004,4,66,61,8.2
2020,4,2020-10-18,S37000004,5,16,18.5,-13.5
2020,4,2020-10-18,S37000005,1,98,115.5,-15.2
2020,4,2020-10-18,S37000005,2,86,117.5,-26.8
2020,4,2020-10-18,S37000005,3,39,66,-40.9
2020,4,2020-10-18,S37000005,4,54,81.5,-33.7
2020,4,2020-10-18,S37000005,5,49,57.5,-14.8
2020,4,2020-10-18,S37000006,1,102,134.5,-24.2
2020,4,2020-10-18,S37000006,2,225,312,-27.9
2020,4,2020-10-18,S37000006,3,217,260,-16.5
2020,4,2020-10-18,S37000006,4,93,121,-23.1
2020,4,2020-10-18,S37000006,5,50,52,-3.8
2020,4,2020-10-18,S37000007,1,195,262.5,-25.7
2020,4,2020-10-18,S37000007,2,94,107,-12.1
2020,4,2020-10-18,S37000007,3,51,51.5,-1
2020,4,2020-10-18,S37000007,4,62,75,-17.3
2020,4,2020-10-18,S37000007,5,51,54,-5.6
2020,4,2020-10-18,S37000008,1,230,279,-17.6
2020,4,2020-10-18,S37000008,2,121,178,-32
2020,4,2020-10-18,S37000008,3,92,109,-15.6
2020,4,2020-10-18,S37000008,4,58,79.5,-27
2020,4,2020-10-18,S37000008,5,39,58.5,-33.3
2020,4,2020-10-18,S37000009,1,21,28.5,-26.3
2020,4,2020-10-18,S37000009,2,68,71.5,-4.9
2020,4,2020-10-18,S37000009,3,24,23,4.3
2020,4,2020-10-18,S37000009,4,60,70,-14.3
2020,4,2020-10-18,S37000009,5,129,159.5,-19.1
2020,4,2020-10-18,S37000010,1,15,19,-21.1
2020,4,2020-10-18,S37000010,2,102,148,-31.1
2020,4,2020-10-18,S37000010,3,74,86.5,-14.5
2020,4,2020-10-18,S37000010,4,103,96,7.3
2020,4,2020-10-18,S37000010,5,48,53.5,-10.3
2020,4,2020-10-18,S37000011,1,39,44.5,-12.4
2020,4,2020-10-18,S37000011,2,30,58,-48.3
2020,4,2020-10-18,S37000011,3,38,55.5,-31.5
2020,4,2020-10-18,S37000011,4,50,46,8.7
2020,4,2020-10-18,S37000011,5,115,154.5,-25.6
2020,4,2020-10-18,S37000012,1,388,450.5,-13.9
2020,4,2020-10-18,S37000012,2,308,357.5,-13.8
2020,4,2020-10-18,S37000012,3,218,257.5,-15.3
2020,4,2020-10-18,S37000012,4,243,285,-14.7
2020,4,2020-10-18,S37000012,5,483,605,-20.2
2020,4,2020-10-18,S37000013,1,95,163.5,-41.9
2020,4,2020-10-18,S37000013,2,165,240.5,-31.4
2020,4,2020-10-18,S37000013,3,102,153,-33.3
2020,4,2020-10-18,S37000013,4,67,97.5,-31.3
2020,4,2020-10-18,S37000013,5,44,82.5,-46.7
2020,4,2020-10-18,S37000016,1,81,111.5,-27.4
2020,4,2020-10-18,S37000016,2,143,177.5,-19.4
2020,4,2020-10-18,S37000016,3,170,252,-32.5
2020,4,2020-10-18,S37000016,4,220,249.5,-11.8
2020,4,2020-10-18,S37000016,5,65,83.5,-22.2
2020,4,2020-10-18,S37000017,1,213,288.5,-26.2
2020,4,2020-10-18,S37000017,2,48,77,-37.7
2020,4,2020-10-18,S37000017,3,59,83.5,-29.3
2020,4,2020-10-18,S37000017,4,51,64,-20.3
2020,4,2020-10-18,S37000017,5,36,51,-29.4
2020,4,2020-10-18,S37000018,1,51,66,-22.7
2020,4,2020-10-18,S37000018,2,173,212,-18.4
2020,4,2020-10-18,S37000018,3,120,107,12.1
2020,4,2020-10-18,S37000018,4,67,66.5,0.8
2020,4,2020-10-18,S37000018,5,43,55,-21.8
2020,4,2020-10-18,S37000019,2,66,100.5,-34.3
2020,4,2020-10-18,S37000019,3,83,127,-34.6
2020,4,2020-10-18,S37000019,4,129,145.5,-11.3
2020,4,2020-10-18,S37000019,5,69,65,6.2
2020,4,2020-10-18,S37000020,1,234,375,-37.6
2020,4,2020-10-18,S37000020,2,114,153.5,-25.7
2020,4,2020-10-18,S37000020,3,61,92,-33.7
2020,4,2020-10-18,S37000020,4,51,78,-34.6
2020,4,2020-10-18,S37000020,5,31,48,-35.4
2020,4,2020-10-18,S37000022,2,14,19.5,-28.2
2020,4,2020-10-18,S37000022,3,24,28.5,-15.8
2020,4,2020-10-18,S37000022,4,37,41,-9.8
2020,4,2020-10-18,S37000024,1,275,439,-37.4
2020,4,2020-10-18,S37000024,2,150,215,-30.2
2020,4,2020-10-18,S37000024,3,141,182,-22.5
2020,4,2020-10-18,S37000024,4,111,137,-19
2020,4,2020-10-18,S37000024,5,98,139,-29.5
2020,4,2020-10-18,S37000025,1,34,50,-32
2020,4,2020-10-18,S37000025,2,81,99.5,-18.6
2020,4,2020-10-18,S37000025,3,149,193.5,-23
2020,4,2020-10-18,S37000025,4,132,194,-32
2020,4,2020-10-18,S37000025,5,39,37.5,4
2020,4,2020-10-18,S37000026,2,5,6.5,-23.1
2020,4,2020-10-18,S37000026,3,25,42.5,-41.2
2020,4,2020-10-18,S37000026,4,60,79,-24.1
2020,4,2020-10-18,S37000027,1,97,169,-42.6
2020,4,2020-10-18,S37000027,2,118,167,-29.3
2020,4,2020-10-18,S37000027,3,95,139,-31.7
2020,4,2020-10-18,S37000027,4,51,57.5,-11.3
2020,4,2020-10-18,S37000027,5,67,88.5,-24.3
2020,4,2020-10-18,S37000028,1,357,466.5,-23.5
2020,4,2020-10-18,S37000028,2,456,581.5,-21.6
2020,4,2020-10-18,S37000028,3,286,346,-17.3
2020,4,2020-10-18,S37000028,4,241,282.5,-14.7
2020,4,2020-10-18,S37000028,5,153,183.5,-16.6
2020,4,2020-10-18,S37000029,1,134,187,-28.3
2020,4,2020-10-18,S37000029,2,58,103,-43.7
2020,4,2020-10-18,S37000029,3,33,51,-35.3
2020,4,2020-10-18,S37000029,4,32,32.5,-1.5
2020,4,2020-10-18,S37000029,5,6,8,-25
2020,4,2020-10-18,S37000030,1,191,209,-8.6
2020,4,2020-10-18,S37000030,2,286,320.5,-10.8
2020,4,2020-10-18,S37000030,3,167,220,-24.1
2020,4,2020-10-18,S37000030,4,105,132,-20.5
2020,4,2020-10-18,S37000030,5,102,114.5,-10.9
2020,4,2020-10-18,S37000031,2,28,34,-17.6
2020,4,2020-10-18,S37000031,3,65,63.5,2.4
2020,4,2020-10-18,S37000031,4,8,8.5,-5.9
2020,4,2020-10-18,S37000032,1,325,382.5,-15
2020,4,2020-10-18,S37000032,2,247,312.5,-21
2020,4,2020-10-18,S37000032,3,202,261.5,-22.8
2020,4,2020-10-18,S37000032,4,168,173,-2.9
2020,4,2020-10-18,S37000032,5,141,179,-21.2
2020,4,2020-10-18,S37000033,1,48,45,6.7
2020,4,2020-10-18,S37000033,2,61,77,-20.8
2020,4,2020-10-18,S37000033,3,103,105.5,-2.4
2020,4,2020-10-18,S37000033,4,138,181,-23.8
2020,4,2020-10-18,S37000033,5,53,75,-29.3
2020,4,2020-10-18,S37000034,1,1424,1945.5,-26.8
2020,4,2020-10-18,S37000034,2,396,560.5,-29.3
2020,4,2020-10-18,S37000034,3,242,357.5,-32.3
2020,4,2020-10-18,S37000034,4,170,246,-30.9
2020,4,2020-10-18,S37000034,5,143,183,-21.9
2020,4,2020-10-18,S37000035,1,714,875,-18.4
2020,4,2020-10-18,S37000035,2,537,663.5,-19.1
2020,4,2020-10-18,S37000035,3,306,359.5,-14.9
2020,4,2020-10-18,S37000035,4,185,204,-9.3
2020,4,2020-10-18,S37000035,5,104,122.5,-15.1
2020,4,2020-10-25,S37000001,1,72,114.5,-37.1
2020,4,2020-10-25,S37000001,2,169,206.5,-18.2
2020,4,2020-10-25,S37000001,3,110,131.5,-16.3
2020,4,2020-10-25,S37000001,4,99,141,-29.8
2020,4,2020-10-25,S37000001,5,184,233,-21
2020,4,2020-10-25,S37000002,1,8,10,-20
2020,4,2020-10-25,S37000002,2,37,27,37
2020,4,2020-10-25,S37000002,3,78,82.5,-5.5
2020,4,2020-10-25,S37000002,4,130,184,-29.3
2020,4,2020-10-25,S37000002,5,150,172.5,-13
2020,4,2020-10-25,S37000003,1,20,20,0
2020,4,2020-10-25,S37000003,2,22,32,-31.2
2020,4,2020-10-25,S37000003,3,60,64,-6.2
2020,4,2020-10-25,S37000003,4,53,50.5,5
2020,4,2020-10-25,S37000003,5,35,33,6.1
2020,4,2020-10-25,S37000004,1,11,21,-47.6
2020,4,2020-10-25,S37000004,2,36,38,-5.3
2020,4,2020-10-25,S37000004,3,68,94,-27.7
2020,4,2020-10-25,S37000004,4,62,71.5,-13.3
2020,4,2020-10-25,S37000004,5,12,12,0
2020,4,2020-10-25,S37000005,1,95,102.5,-7.3
2020,4,2020-10-25,S37000005,2,74,97,-23.7
2020,4,2020-12-20,S37000022,2,13,17.5,-25.7
2020,4,2020-12-20,S37000022,3,19,59.5,-68.1
2020,4,2020-12-20,S37000022,4,45,63.5,-29.1
2020,4,2020-12-20,S37000022,5,9,9,0
2020,4,2020-12-20,S37000024,1,291,380,-23.4
2020,4,2020-12-20,S37000024,2,143,233,-38.6
2020,4,2020-12-20,S37000024,3,115,218,-47.2
2020,4,2020-12-20,S37000024,4,104,159.5,-34.8
2020,4,2020-12-20,S37000024,5,94,145.5,-35.4
2020,4,2020-10-25,S37000005,3,41,73,-43.8
2020,4,2020-10-25,S37000005,4,65,84.5,-23.1
2020,4,2020-10-25,S37000005,5,58,69.5,-16.5
2020,4,2020-10-25,S37000006,1,93,112.5,-17.3
2020,4,2020-10-25,S37000006,2,238,274.5,-13.3
2020,4,2020-10-25,S37000006,3,219,270,-18.9
2020,4,2020-10-25,S37000006,4,71,91,-22
2020,4,2020-10-25,S37000006,5,57,63.5,-10.2
2020,4,2020-10-25,S37000007,1,225,230,-2.2
2020,4,2020-10-25,S37000007,2,86,108.5,-20.7
2020,4,2020-10-25,S37000007,3,41,70.5,-41.8
2020,4,2020-10-25,S37000007,4,58,72.5,-20
2020,4,2020-10-25,S37000007,5,64,62.5,2.4
2020,4,2020-10-25,S37000008,1,209,273,-23.4
2020,4,2020-10-25,S37000008,2,116,194.5,-40.4
2020,4,2020-10-25,S37000008,3,103,101.5,1.5
2020,4,2020-10-25,S37000008,4,67,74,-9.5
2020,4,2020-10-25,S37000008,5,41,63.5,-35.4
2020,4,2020-10-25,S37000009,1,21,26,-19.2
2020,4,2020-10-25,S37000009,2,61,76.5,-20.3
2020,4,2020-10-25,S37000009,3,17,23.5,-27.7
2020,4,2020-10-25,S37000009,4,42,84.5,-50.3
2020,4,2020-10-25,S37000009,5,124,187.5,-33.9
2020,4,2020-10-25,S37000010,1,24,23.5,2.1
2020,4,2020-10-25,S37000010,2,106,153,-30.7
2020,4,2020-10-25,S37000010,3,83,98.5,-15.7
2020,4,2020-10-25,S37000010,4,82,114,-28.1
2020,4,2020-10-25,S37000010,5,38,63.5,-40.2
2020,4,2020-10-25,S37000011,1,43,54,-20.4
2020,4,2020-10-25,S37000011,2,39,54.5,-28.4
2020,4,2020-10-25,S37000011,3,42,59,-28.8
2020,4,2020-10-25,S37000011,4,44,58.5,-24.8
2020,4,2020-10-25,S37000011,5,156,172.5,-9.6
2020,4,2020-10-25,S37000012,1,368,470.5,-21.8
2020,4,2020-10-25,S37000012,2,283,378,-25.1
2020,4,2020-10-25,S37000012,3,221,272.5,-18.9
2020,4,2020-10-25,S37000012,4,255,321.5,-20.7
2020,4,2020-10-25,S37000012,5,480,640,-25
2020,4,2020-10-25,S37000013,1,106,141,-24.8
2020,4,2020-10-25,S37000013,2,190,243.5,-22
2020,4,2020-10-25,S37000013,3,81,129.5,-37.5
2020,4,2020-10-25,S37000013,4,80,112.5,-28.9
2020,4,2020-10-25,S37000013,5,58,110,-47.3
2020,4,2020-10-25,S37000016,1,84,112,-25
2020,4,2020-10-25,S37000016,2,159,197,-19.3
2020,4,2020-10-25,S37000016,3,203,254,-20.1
2020,4,2020-10-25,S37000016,4,225,248,-9.3
2020,4,2020-10-25,S37000016,5,65,76.5,-15
2020,4,2020-10-25,S37000017,1,237,307.5,-22.9
2020,4,2020-10-25,S37000017,2,57,73,-21.9
2020,4,2020-10-25,S37000017,3,58,90.5,-35.9
2020,4,2020-10-25,S37000017,4,54,80.5,-32.9
2020,4,2020-10-25,S37000017,5,35,50,-30
2020,4,2020-10-25,S37000018,1,64,68.5,-6.6
2020,4,2020-10-25,S37000018,2,172,199,-13.6
2020,4,2020-10-25,S37000018,3,97,123.5,-21.5
2020,4,2020-10-25,S37000018,4,54,57,-5.3
2020,4,2020-10-25,S37000018,5,30,54.5,-45
2020,4,2020-10-25,S37000019,2,80,82.5,-3
2020,4,2020-10-25,S37000019,3,111,128,-13.3
2020,4,2020-10-25,S37000019,4,123,133,-7.5
2020,4,2020-10-25,S37000019,5,48,66.5,-27.8
2020,4,2020-10-25,S37000020,1,287,373,-23.1
2020,4,2020-10-25,S37000020,2,132,166,-20.5
2020,4,2020-10-25,S37000020,3,66,81,-18.5
2020,4,2020-10-25,S37000020,4,78,88.5,-11.9
2020,4,2020-10-25,S37000020,5,30,39.5,-24.1
2020,4,2020-10-25,S37000022,2,14,10,40
2020,4,2020-10-25,S37000022,3,38,27.5,38.2
2020,4,2020-10-25,S37000022,4,43,48.5,-11.3
2020,4,2020-10-25,S37000024,1,298,423.5,-29.6
2020,4,2020-10-25,S37000024,2,155,248,-37.5
2020,4,2020-10-25,S37000024,3,125,192.5,-35.1
2020,4,2020-10-25,S37000024,4,95,166,-42.8
2020,4,2020-10-25,S37000024,5,91,127.5,-28.6
2020,4,2020-10-25,S37000025,1,33,45.5,-27.5
2020,4,2020-10-25,S37000025,2,95,101.5,-6.4
2020,4,2020-10-25,S37000025,3,147,197.5,-25.6
2020,4,2020-10-25,S37000025,4,152,196.5,-22.6
2020,4,2020-10-25,S37000025,5,47,37,27
2020,4,2020-10-25,S37000026,2,6,6,0
2020,4,2020-10-25,S37000026,3,31,34,-8.8
2020,4,2020-10-25,S37000026,4,69,79.5,-13.2
2020,4,2020-10-25,S37000027,1,118,157.5,-25.1
2020,4,2020-10-25,S37000027,2,142,170.5,-16.7
2020,4,2020-10-25,S37000027,3,106,132,-19.7
2020,4,2020-10-25,S37000027,4,51,70.5,-27.7
2020,4,2020-10-25,S37000027,5,85,111.5,-23.8
2020,4,2020-10-25,S37000028,1,401,453.5,-11.6
2020,4,2020-10-25,S37000028,2,477,580.5,-17.8
2020,4,2020-10-25,S37000028,3,330,347.5,-5
2020,4,2020-10-25,S37000028,4,248,348.5,-28.8
2020,4,2020-10-25,S37000028,5,162,226,-28.3
2020,4,2020-10-25,S37000029,1,122,188,-35.1
2020,4,2020-10-25,S37000029,2,87,91,-4.4
2020,4,2020-10-25,S37000029,3,54,52,3.8
2020,4,2020-10-25,S37000029,4,19,32,-40.6
2020,4,2020-10-25,S37000030,1,173,228.5,-24.3
2020,4,2020-10-25,S37000030,2,237,326.5,-27.4
2020,4,2020-10-25,S37000030,3,169,222.5,-24
2020,4,2020-10-25,S37000030,4,111,145,-23.4
2020,4,2020-10-25,S37000030,5,98,125,-21.6
2020,4,2020-10-25,S37000031,2,31,31,0
2020,4,2020-10-25,S37000031,3,42,69,-39.1
2020,4,2020-10-25,S37000032,1,366,399,-8.3
2020,4,2020-10-25,S37000032,2,231,327.5,-29.5
2020,4,2020-10-25,S37000032,3,231,287,-19.5
2020,4,2020-10-25,S37000032,4,154,172,-10.5
2020,4,2020-10-25,S37000032,5,144,186,-22.6
2020,4,2020-10-25,S37000033,1,43,47.5,-9.5
2020,4,2020-10-25,S37000033,2,53,78,-32.1
2020,4,2020-10-25,S37000033,3,91,122.5,-25.7
2020,4,2020-10-25,S37000033,4,124,193.5,-35.9
2020,4,2020-10-25,S37000033,5,49,80,-38.8
2020,4,2020-10-25,S37000034,1,1471,2047.5,-28.2
2020,4,2020-10-25,S37000034,2,410,557.5,-26.5
2020,4,2020-10-25,S37000034,3,268,365,-26.6
2020,4,2020-10-25,S37000034,4,161,278.5,-42.2
2020,4,2020-10-25,S37000034,5,139,233,-40.3
2020,4,2020-10-25,S37000035,1,818,902,-9.3
2020,4,2020-10-25,S37000035,2,561,664.5,-15.6
2020,4,2020-10-25,S37000035,3,331,379.5,-12.8
2020,4,2020-10-25,S37000035,4,216,232,-6.9
2020,4,2020-10-25,S37000035,5,88,123.5,-28.7
2020,4,2020-11-01,S37000001,1,93,105.5,-11.8
2020,4,2020-11-01,S37000001,2,192,232,-17.2
2020,4,2020-11-01,S37000001,3,96,138,-30.4
2020,4,2020-11-01,S37000001,4,108,154.5,-30.1
2020,4,2020-11-01,S37000001,5,185,257.5,-28.2
2020,4,2020-11-01,S37000002,1,8,8,0
2020,4,2020-11-01,S37000002,2,37,32,15.6
2020,4,2020-11-01,S37000002,3,74,98.5,-24.9
2020,4,2020-11-01,S37000002,4,174,213,-18.3
2020,4,2020-11-01,S37000002,5,141,186,-24.2
2020,4,2020-11-01,S37000003,1,15,15,0
2020,4,2020-11-01,S37000003,2,37,39,-5.1
2020,4,2020-11-01,S37000003,3,55,71.5,-23.1
2020,4,2020-11-01,S37000003,4,43,61.5,-30.1
2020,4,2020-11-01,S37000003,5,32,35.5,-9.9
2020,4,2020-11-01,S37000004,1,20,21,-4.8
2020,4,2020-11-01,S37000004,2,34,50.5,-32.7
2020,4,2020-11-01,S37000004,3,85,100,-15
2020,4,2020-11-01,S37000004,4,48,71,-32.4
2020,4,2020-11-01,S37000004,5,11,12.5,-12
2020,4,2020-11-01,S37000005,1,84,106,-20.8
2020,4,2020-11-01,S37000005,2,70,97.5,-28.2
2020,4,2020-11-01,S37000005,3,52,68,-23.5
2020,4,2020-11-01,S37000005,4,58,82,-29.3
2020,4,2020-11-01,S37000005,5,53,73.5,-27.9
2020,4,2020-11-01,S37000006,1,76,118,-35.6
2020,4,2020-11-01,S37000006,2,233,297,-21.5
2020,4,2020-11-01,S37000006,3,201,255.5,-21.3
2020,4,2020-11-01,S37000006,4,97,112,-13.4
2020,4,2020-11-01,S37000006,5,45,63,-28.6
2020,4,2020-11-01,S37000007,1,191,255.5,-25.2
2020,4,2020-11-01,S37000007,2,102,119,-14.3
2020,4,2020-11-01,S37000007,3,48,65.5,-26.7
2020,4,2020-11-01,S37000007,4,64,82,-22
2020,4,2020-11-01,S37000007,5,41,60,-31.7
2020,4,2020-11-01,S37000008,1,214,275,-22.2
2020,4,2020-11-01,S37000008,2,137,199.5,-31.3
2020,4,2020-11-01,S37000008,3,87,120.5,-27.8
2020,4,2020-11-01,S37000008,4,79,73.5,7.5
2020,4,2020-11-01,S37000008,5,32,68,-52.9
2020,4,2020-11-01,S37000009,1,20,36,-44.4
2020,4,2020-11-01,S37000009,2,65,74.5,-12.8
2020,4,2020-11-01,S37000009,3,21,32,-34.4
2020,4,2020-11-01,S37000009,4,47,67.5,-30.4
2020,4,2020-11-01,S37000009,5,134,173,-22.5
2020,4,2020-11-01,S37000010,1,20,26,-23.1
2020,4,2020-11-01,S37000010,2,132,164.5,-19.8
2020,4,2020-11-01,S37000010,3,92,95.5,-3.7
2020,4,2020-11-01,S37000010,4,98,111.5,-12.1
2020,4,2020-11-01,S37000010,5,58,76.5,-24.2
2020,4,2020-11-01,S37000011,1,27,43,-37.2
2020,4,2020-11-01,S37000011,2,30,63.5,-52.8
2020,4,2020-11-01,S37000011,3,39,45.5,-14.3
2020,4,2020-11-01,S37000011,4,35,59,-40.7
2020,4,2020-11-01,S37000011,5,138,159,-13.2
2020,4,2020-11-01,S37000012,1,369,456.5,-19.2
2020,4,2020-11-01,S37000012,2,299,368,-18.8
2020,4,2020-11-01,S37000012,3,224,312.5,-28.3
2020,4,2020-11-01,S37000012,4,224,321,-30.2
2020,4,2020-11-01,S37000012,5,484,643.5,-24.8
2020,4,2020-11-01,S37000013,1,111,157,-29.3
2020,4,2020-11-01,S37000013,2,162,238.5,-32.1
2020,4,2020-11-01,S37000013,3,76,134.5,-43.5
2020,4,2020-11-01,S37000013,4,53,116,-54.3
2020,4,2020-11-01,S37000013,5,64,109,-41.3
2020,4,2020-11-01,S37000016,1,93,107,-13.1
2020,4,2020-11-01,S37000016,2,176,200,-12
2020,4,2020-11-01,S37000016,3,199,259,-23.2
2020,4,2020-11-01,S37000016,4,236,262,-9.9
2020,4,2020-11-01,S37000016,5,75,88,-14.8
2020,4,2020-11-01,S37000017,1,233,310,-24.8
2020,4,2020-11-01,S37000017,2,47,76.5,-38.6
2020,4,2020-11-01,S37000017,3,71,69,2.9
2020,4,2020-11-01,S37000017,4,49,76,-35.5
2020,4,2020-11-01,S37000017,5,26,47.5,-45.3
2020,4,2020-11-01,S37000018,1,55,64.5,-14.7
2020,4,2020-11-01,S37000018,2,172,203,-15.3
2020,4,2020-11-01,S37000018,3,94,102.5,-8.3
2020,4,2020-11-01,S37000018,4,54,83.5,-35.3
2020,4,2020-11-01,S37000018,5,46,51,-9.8
2020,4,2020-11-01,S37000019,1,7,9.5,-26.3
2020,4,2020-11-01,S37000019,2,83,93,-10.8
2020,4,2020-11-01,S37000019,3,148,118,25.4
2020,4,2020-11-01,S37000019,4,121,163,-25.8
2020,4,2020-11-01,S37000019,5,54,72,-25
2020,4,2020-11-01,S37000020,1,288,381.5,-24.5
2020,4,2020-11-01,S37000020,2,112,164,-31.7
2020,4,2020-11-01,S37000020,3,54,79.5,-32.1
2020,4,2020-11-01,S37000020,4,55,91,-39.6
2020,4,2020-11-01,S37000020,5,33,45.5,-27.5
2020,4,2020-11-01,S37000022,2,20,19.5,2.6
2020,4,2020-11-01,S37000022,3,20,33.5,-40.3
2020,4,2020-11-01,S37000022,4,52,56,-7.1
2020,4,2020-11-01,S37000022,5,13,12,8.3
2020,4,2020-11-01,S37000024,1,305,409,-25.4
2020,4,2020-11-01,S37000024,2,152,222,-31.5
2020,4,2020-11-01,S37000024,3,116,201,-42.3
2020,4,2020-11-01,S37000024,4,93,163,-42.9
2020,4,2020-11-01,S37000024,5,110,144.5,-23.9
2020,4,2020-11-01,S37000025,1,46,52,-11.5
2020,4,2020-11-01,S37000025,2,76,106,-28.3
2020,4,2020-11-01,S37000025,3,182,194.5,-6.4
2020,4,2020-11-01,S37000025,4,150,207,-27.5
2020,4,2020-11-01,S37000025,5,45,39,15.4
2020,4,2020-11-01,S37000026,2,8,6.5,23.1
2020,4,2020-11-01,S37000026,3,36,36,0
2020,4,2020-11-01,S37000026,4,53,82.5,-35.8
2020,4,2020-11-01,S37000027,1,114,168.5,-32.3
2020,4,2020-11-01,S37000027,2,141,181.5,-22.3
2020,4,2020-11-01,S37000027,3,98,145,-32.4
2020,4,2020-11-01,S37000027,4,45,73.5,-38.8
2020,4,2020-11-01,S37000027,5,80,114.5,-30.1
2020,4,2020-11-01,S37000028,1,403,470.5,-14.3
2020,4,2020-11-01,S37000028,2,482,563.5,-14.5
2020,4,2020-11-01,S37000028,3,313,368.5,-15.1
2020,4,2020-11-01,S37000028,4,237,333,-28.8
2020,4,2020-11-01,S37000028,5,140,185,-24.3
2020,4,2020-11-01,S37000029,1,119,179,-33.5
2020,4,2020-11-01,S37000029,2,98,100,-2
2020,4,2020-11-01,S37000029,3,42,50.5,-16.8
2020,4,2020-11-01,S37000029,4,34,40.5,-16
2020,4,2020-11-01,S37000029,5,10,9,11.1
2020,4,2020-11-01,S37000030,1,168,239.5,-29.9
2020,4,2020-11-01,S37000030,2,278,340.5,-18.4
2020,4,2020-11-01,S37000030,3,179,227,-21.1
2020,4,2020-11-01,S37000030,4,111,163.5,-32.1
2021,4,2021-11-07,S37000003,1,20,15,33.3
2020,4,2020-11-01,S37000032,2,227,339,-33
2020,4,2020-11-01,S37000032,3,250,286,-12.6
2020,4,2020-11-01,S37000032,4,134,170.5,-21.4
2020,4,2020-11-01,S37000032,5,157,197,-20.3
2020,4,2020-11-01,S37000033,1,32,48,-33.3
2020,4,2020-11-01,S37000033,2,61,77.5,-21.3
2020,4,2020-11-01,S37000033,3,106,101.5,4.4
2020,4,2020-11-01,S37000033,4,138,195.5,-29.4
2020,4,2020-11-01,S37000033,5,79,84,-6
2020,4,2020-11-01,S37000034,1,1400,1967.5,-28.8
2020,4,2020-11-01,S37000034,2,415,563.5,-26.4
2020,4,2020-11-01,S37000034,3,233,390.5,-40.3
2020,4,2020-11-01,S37000034,4,182,275,-33.8
2020,4,2020-11-01,S37000034,5,149,221,-32.6
2020,4,2020-11-01,S37000035,1,724,901.5,-19.7
2020,4,2020-11-01,S37000035,2,471,672,-29.9
2020,4,2020-11-01,S37000035,3,277,390.5,-29.1
2020,4,2020-11-01,S37000035,4,173,231,-25.1
2020,4,2020-11-01,S37000035,5,105,146,-28.1
2020,4,2020-11-08,S37000001,1,74,110.5,-33
2020,4,2020-11-08,S37000001,2,189,244.5,-22.7
2020,4,2020-11-08,S37000001,3,112,129,-13.2
2020,4,2020-11-08,S37000001,4,115,156.5,-26.5
2020,4,2020-11-08,S37000001,5,217,266,-18.4
2020,4,2020-11-08,S37000002,1,5,12,-58.3
2020,4,2020-11-08,S37000002,2,24,36.5,-34.2
2020,4,2020-11-08,S37000002,3,95,89.5,6.1
2020,4,2020-11-08,S37000002,4,154,199,-22.6
2020,4,2020-11-08,S37000002,5,166,197,-15.7
2020,4,2020-11-08,S37000003,1,18,12,50
2020,4,2020-11-08,S37000003,2,30,36.5,-17.8
2020,4,2020-11-08,S37000003,3,52,68.5,-24.1
2020,4,2020-11-08,S37000003,4,48,61.5,-22
2020,4,2020-11-08,S37000003,5,37,35.5,4.2
2020,4,2020-11-08,S37000004,1,24,20.5,17.1
2020,4,2020-11-08,S37000004,2,46,46.5,-1.1
2020,4,2020-11-08,S37000004,3,71,98,-27.6
