year,quarter,week_ending,hscp,simd_quintile,number_attendances,average20182019,percent_variation
2020,4,2020-11-08,S37000004,4,55,72,-23.6
2020,4,2020-11-08,S37000004,5,7,15.5,-54.8
2020,4,2020-11-08,S37000005,1,77,110,-30
2020,4,2020-11-08,S37000005,2,72,108,-33.3
2020,4,2020-11-08,S37000005,3,48,74.5,-35.6
2020,4,2020-11-08,S37000005,4,55,88.5,-37.9
2020,4,2020-11-08,S37000005,5,42,73,-42.5
2020,4,2020-11-08,S37000006,1,93,121,-23.1
2020,4,2020-11-08,S37000006,2,262,273,-4
2020,4,2020-11-08,S37000006,3,233,280.5,-16.9
2020,4,2020-11-08,S37000006,4,79,103.5,-23.7
2020,4,2020-11-08,S37000006,5,44,65,-32.3
2020,4,2020-11-08,S37000007,1,212,259,-18.1
2020,4,2020-11-08,S37000007,2,98,126,-22.2
2020,4,2020-11-08,S37000007,3,52,66.5,-21.8
2020,4,2020-11-08,S37000007,4,48,73,-34.2
2020,4,2020-11-08,S37000007,5,43,56,-23.2
2020,4,2020-11-08,S37000008,1,204,308,-33.8
2020,4,2020-11-08,S37000008,2,132,210,-37.1
2020,4,2020-11-08,S37000008,3,88,120.5,-27
2020,4,2020-11-08,S37000008,4,68,76,-10.5
2020,4,2020-11-08,S37000008,5,36,59,-39
2020,4,2020-11-08,S37000009,1,26,31,-16.1
2020,4,2020-11-08,S37000009,2,56,84.5,-33.7
2020,4,2020-11-08,S37000009,3,25,28,-10.7
2020,4,2020-11-08,S37000009,4,59,74.5,-20.8
2020,4,2020-11-08,S37000009,5,121,178,-32
2020,4,2020-11-08,S37000010,1,26,29,-10.3
2020,4,2020-11-08,S37000010,2,131,159.5,-17.9
2020,4,2020-11-08,S37000010,3,98,97,1
2020,4,2020-11-08,S37000010,4,90,120.5,-25.3
2020,4,2020-11-08,S37000010,5,60,62.5,-4
2020,4,2020-11-08,S37000011,1,38,52,-26.9
2020,4,2020-11-08,S37000011,2,41,57.5,-28.7
2020,4,2020-11-08,S37000011,3,28,53,-47.2
2020,4,2020-11-08,S37000011,4,35,69.5,-49.6
2020,4,2020-11-08,S37000011,5,123,185.5,-33.7
2020,4,2020-11-08,S37000012,1,363,487,-25.5
2020,4,2020-11-08,S37000012,2,296,388.5,-23.8
2020,4,2020-11-08,S37000012,3,207,288,-28.1
2020,4,2020-11-08,S37000012,4,246,329.5,-25.3
2020,4,2020-11-08,S37000012,5,481,689.5,-30.2
2020,4,2020-11-08,S37000013,1,110,140,-21.4
2020,4,2020-11-08,S37000013,2,167,263,-36.5
2020,4,2020-11-08,S37000013,3,77,130.5,-41
2020,4,2020-11-08,S37000013,4,83,126,-34.1
2020,4,2020-11-08,S37000013,5,52,100,-48
2020,4,2020-11-08,S37000016,1,85,110,-22.7
2020,4,2020-11-08,S37000016,2,156,186,-16.1
2020,4,2020-11-08,S37000016,3,178,267,-33.3
2020,4,2020-11-08,S37000016,4,213,265.5,-19.8
2020,4,2020-11-08,S37000016,5,56,76,-26.3
2020,4,2020-11-08,S37000017,1,237,320.5,-26.1
2020,4,2020-11-08,S37000017,2,61,81.5,-25.2
2020,4,2020-11-08,S37000017,3,49,83,-41
2020,4,2020-11-08,S37000017,4,52,85.5,-39.2
2020,4,2020-11-08,S37000017,5,40,52,-23.1
2020,4,2020-11-08,S37000018,1,66,69.5,-5
2020,4,2020-11-08,S37000018,2,188,252.5,-25.5
2020,4,2020-11-08,S37000018,3,95,126,-24.6
2020,4,2020-11-08,S37000018,4,64,68,-5.9
2020,4,2020-11-08,S37000018,5,39,45,-13.3
2020,4,2020-11-08,S37000019,2,75,97,-22.7
2020,4,2020-11-08,S37000019,3,105,150.5,-30.2
2020,4,2020-11-08,S37000019,4,117,152.5,-23.3
2020,4,2020-11-08,S37000019,5,57,73,-21.9
2020,4,2020-11-08,S37000020,1,253,403.5,-37.3
2020,4,2020-11-08,S37000020,2,116,159,-27
2020,4,2020-11-08,S37000020,3,67,85.5,-21.6
2020,4,2020-11-08,S37000020,4,54,97,-44.3
2020,4,2020-11-08,S37000020,5,34,50.5,-32.7
2020,4,2020-11-08,S37000022,2,13,17.5,-25.7
2020,4,2020-11-08,S37000022,3,29,32,-9.4
2020,4,2020-11-08,S37000022,4,43,57.5,-25.2
2020,4,2020-11-08,S37000022,5,10,10.5,-4.8
2020,4,2020-11-08,S37000024,1,287,445.5,-35.6
2020,4,2020-11-08,S37000024,2,153,250.5,-38.9
2020,4,2020-11-08,S37000024,3,135,208.5,-35.3
2020,4,2020-11-08,S37000024,4,125,169.5,-26.3
2020,4,2020-11-08,S37000024,5,103,143.5,-28.2
2020,4,2020-11-08,S37000025,1,44,56,-21.4
2020,4,2020-11-08,S37000025,2,88,106,-17
2020,4,2020-11-08,S37000025,3,178,178,0
2020,4,2020-11-08,S37000025,4,156,205,-23.9
2020,4,2020-11-08,S37000025,5,38,52.5,-27.6
2020,4,2020-11-08,S37000026,3,28,41,-31.7
2020,4,2020-11-08,S37000026,4,59,93.5,-36.9
2020,4,2020-11-08,S37000027,1,99,154,-35.7
2020,4,2020-11-08,S37000027,2,122,174,-29.9
2020,4,2020-11-08,S37000027,3,69,132.5,-47.9
2020,4,2020-11-08,S37000027,4,39,82,-52.4
2020,4,2020-11-08,S37000027,5,61,104.5,-41.6
2020,4,2020-11-08,S37000028,1,376,480.5,-21.7
2020,4,2020-11-08,S37000028,2,482,570,-15.4
2020,4,2020-11-08,S37000028,3,274,415,-34
2020,4,2020-11-08,S37000028,4,231,360.5,-35.9
2020,4,2020-11-08,S37000028,5,177,195.5,-9.5
2020,4,2020-11-08,S37000029,1,139,191.5,-27.4
2020,4,2020-11-08,S37000029,2,91,93,-2.2
2020,4,2020-11-08,S37000029,3,43,56.5,-23.9
2020,4,2020-11-08,S37000029,4,31,34.5,-10.1
2020,4,2020-11-08,S37000029,5,14,8,75
2020,4,2020-11-08,S37000030,1,175,245.5,-28.7
2020,4,2020-11-08,S37000030,2,244,341,-28.4
2020,4,2020-11-08,S37000030,3,165,256,-35.5
2020,4,2020-11-08,S37000030,4,120,184.5,-35
2020,4,2020-11-08,S37000030,5,95,131.5,-27.8
2020,4,2020-11-08,S37000031,2,14,35,-60
2020,4,2020-11-08,S37000031,3,53,69.5,-23.7
2020,4,2020-11-08,S37000031,4,9,6.5,38.5
2020,4,2020-11-08,S37000032,1,344,450,-23.6
2020,4,2020-11-08,S37000032,2,234,357.5,-34.5
2020,4,2020-11-08,S37000032,3,244,287,-15
2020,4,2020-11-08,S37000032,4,143,180.5,-20.8
2020,4,2020-11-08,S37000032,5,122,200,-39
2020,4,2020-11-08,S37000033,1,35,52,-32.7
2020,4,2020-11-08,S37000033,2,61,88.5,-31.1
2020,4,2020-11-08,S37000033,3,95,129,-26.4
2020,4,2020-11-08,S37000033,4,165,174.5,-5.4
2020,4,2020-11-08,S37000033,5,58,87,-33.3
2020,4,2020-11-08,S37000034,1,1456,2149,-32.2
2020,4,2020-11-08,S37000034,2,413,578,-28.5
2020,4,2020-11-08,S37000034,3,246,374.5,-34.3
2020,4,2020-11-08,S37000034,4,159,282,-43.6
2020,4,2020-11-08,S37000034,5,145,228,-36.4
2020,4,2020-11-08,S37000035,1,722,913.5,-21
2020,4,2020-11-08,S37000035,2,510,717,-28.9
2020,4,2020-11-08,S37000035,3,334,390,-14.4
2020,4,2020-11-08,S37000035,4,170,242,-29.8
2020,4,2020-11-08,S37000035,5,79,137.5,-42.5
2020,4,2020-11-15,S37000001,1,72,117.5,-38.7
2020,4,2020-11-15,S37000001,2,211,245.5,-14.1
2020,4,2020-11-15,S37000001,3,127,147,-13.6
2020,4,2020-11-15,S37000001,4,113,138,-18.1
2020,4,2020-11-15,S37000001,5,226,305.5,-26
2020,4,2020-11-15,S37000002,1,9,9.5,-5.3
2020,4,2020-11-15,S37000002,2,26,32.5,-20
2020,4,2020-11-15,S37000002,3,88,89,-1.1
2020,4,2020-11-15,S37000002,4,162,189.5,-14.5
2020,4,2020-11-15,S37000002,5,158,195,-19
2020,4,2020-11-15,S37000003,1,13,15.5,-16.1
2020,4,2020-11-15,S37000003,2,27,34.5,-21.7
2020,4,2020-11-15,S37000003,3,69,64.5,7
2020,4,2020-11-15,S37000003,4,53,62,-14.5
2020,4,2020-11-15,S37000003,5,27,41.5,-34.9
2020,4,2020-11-15,S37000004,1,13,17,-23.5
2020,4,2020-11-15,S37000004,2,27,49.5,-45.5
2020,4,2020-11-15,S37000004,3,85,90,-5.6
2020,4,2020-11-15,S37000004,4,65,74,-12.2
2020,4,2020-11-15,S37000004,5,10,18.5,-45.9
2020,4,2020-11-15,S37000005,1,110,121.5,-9.5
2020,4,2020-11-15,S37000005,2,69,105,-34.3
2020,4,2020-11-15,S37000005,3,58,71.5,-18.9
2020,4,2020-11-15,S37000005,4,62,90,-31.1
2020,4,2020-11-15,S37000005,5,48,73,-34.2
2020,4,2020-11-15,S37000006,1,93,136,-31.6
2020,4,2020-11-15,S37000006,2,234,273,-14.3
2020,4,2020-11-15,S37000006,3,233,277,-15.9
2020,4,2020-11-15,S37000006,4,80,110,-27.3
2020,4,2020-11-15,S37000006,5,46,60,-23.3
2020,4,2020-11-15,S37000007,1,212,254,-16.5
2020,4,2020-11-15,S37000007,2,101,108.5,-6.9
2020,4,2020-11-15,S37000007,3,35,60,-41.7
2020,4,2020-11-15,S37000007,4,64,84.5,-24.3
2020,4,2020-11-15,S37000007,5,47,67,-29.9
2020,4,2020-11-15,S37000008,1,186,298,-37.6
2020,4,2020-11-15,S37000008,2,130,205,-36.6
2020,4,2020-11-15,S37000008,3,67,96.5,-30.6
2020,4,2020-11-15,S37000008,4,40,85,-52.9
2020,4,2020-11-15,S37000008,5,32,66,-51.5
2020,4,2020-11-15,S37000009,1,29,25.5,13.7
2020,4,2020-11-15,S37000009,2,61,73,-16.4
2020,4,2020-11-15,S37000009,3,12,26,-53.8
2020,4,2020-11-15,S37000009,4,66,83,-20.5
2020,4,2020-11-15,S37000009,5,133,191.5,-30.5
2020,4,2020-11-15,S37000010,1,20,22.5,-11.1
2020,4,2020-11-15,S37000010,2,117,163.5,-28.4
2020,4,2020-11-15,S37000010,3,92,102,-9.8
2020,4,2020-11-15,S37000010,4,110,138.5,-20.6
2020,4,2020-11-15,S37000010,5,50,71.5,-30.1
2020,4,2020-11-15,S37000011,1,39,51,-23.5
2020,4,2020-11-15,S37000011,2,26,63.5,-59.1
2020,4,2020-11-15,S37000011,3,35,51.5,-32
2020,4,2020-11-15,S37000011,4,49,54.5,-10.1
2020,4,2020-11-15,S37000011,5,114,173,-34.1
2020,4,2020-11-15,S37000012,1,376,484.5,-22.4
2020,4,2020-11-15,S37000012,2,261,379.5,-31.2
2020,4,2020-11-15,S37000012,3,213,293,-27.3
2020,4,2020-11-15,S37000012,4,223,322,-30.7
2020,4,2020-11-15,S37000012,5,521,680,-23.4
2020,4,2020-11-15,S37000013,1,98,153.5,-36.2
2020,4,2020-11-15,S37000013,2,180,239.5,-24.8
2020,4,2020-11-15,S37000013,3,110,126.5,-13
2020,4,2020-11-15,S37000013,4,83,127,-34.6
2020,4,2020-11-15,S37000013,5,73,106.5,-31.5
2020,4,2020-11-15,S37000016,1,92,123,-25.2
2020,4,2020-11-15,S37000016,2,180,202,-10.9
2020,4,2020-11-15,S37000016,3,228,240,-5
2020,4,2020-11-15,S37000016,4,229,259,-11.6
2020,4,2020-11-15,S37000016,5,75,91,-17.6
2020,4,2020-11-15,S37000017,1,239,316,-24.4
2020,4,2020-11-15,S37000017,2,70,83,-15.7
2020,4,2020-11-15,S37000017,3,61,67.5,-9.6
2020,4,2020-11-15,S37000017,4,50,81,-38.3
2020,4,2020-11-15,S37000017,5,26,57,-54.4
2020,4,2020-11-15,S37000018,1,78,78,0
2020,4,2020-11-15,S37000018,2,185,209.5,-11.7
2020,4,2020-11-15,S37000018,3,136,118.5,14.8
2021,2,2021-06-27,S37000024,2,204,249,-18.1
2021,2,2021-06-27,S37000024,3,182,215.5,-15.5
2021,2,2021-06-27,S37000024,4,153,169.5,-9.7
2021,2,2021-06-27,S37000024,5,135,154.5,-12.6
2021,2,2021-06-27,S37000025,1,46,53,-13.2
2021,2,2021-06-27,S37000025,2,87,102,-14.7
2020,4,2020-11-15,S37000018,4,65,67,-3
2020,4,2020-11-15,S37000018,5,41,62.5,-34.4
2020,4,2020-11-15,S37000019,1,6,5,20
2020,4,2020-11-15,S37000019,2,78,92.5,-15.7
2020,4,2020-11-15,S37000019,3,97,126.5,-23.3
2020,4,2020-11-15,S37000019,4,159,158,0.6
2020,4,2020-11-15,S37000019,5,43,63.5,-32.3
2020,4,2020-11-15,S37000020,1,258,364.5,-29.2
2020,4,2020-11-15,S37000020,2,111,171.5,-35.3
2020,4,2020-11-15,S37000020,3,49,86.5,-43.4
2020,4,2020-11-15,S37000020,4,50,84.5,-40.8
2020,4,2020-11-15,S37000020,5,23,52.5,-56.2
2020,4,2020-11-15,S37000022,2,11,12,-8.3
2020,4,2020-11-15,S37000022,3,26,32,-18.8
2020,4,2020-11-15,S37000022,4,45,46,-2.2
2020,4,2020-11-15,S37000024,1,301,469.5,-35.9
2020,4,2020-11-15,S37000024,2,167,256,-34.8
2020,4,2020-11-15,S37000024,3,129,195.5,-34
2020,4,2020-11-15,S37000024,4,107,166,-35.5
2020,4,2020-11-15,S37000024,5,87,134.5,-35.3
2020,4,2020-11-15,S37000025,1,39,52,-25
2020,4,2020-11-15,S37000025,2,83,109.5,-24.2
2020,4,2020-11-15,S37000025,3,171,213.5,-19.9
2020,4,2020-11-15,S37000025,4,155,189.5,-18.2
2020,4,2020-11-15,S37000025,5,37,48,-22.9
2020,4,2020-11-15,S37000026,3,27,40,-32.5
2020,4,2020-11-15,S37000026,4,72,105.5,-31.8
2020,4,2020-11-15,S37000027,1,93,148,-37.2
2020,4,2020-11-15,S37000027,2,118,185,-36.2
2020,4,2020-11-15,S37000027,3,87,129.5,-32.8
2020,4,2020-11-15,S37000027,4,37,74.5,-50.3
2020,4,2020-11-15,S37000027,5,57,101,-43.6
2020,4,2020-11-15,S37000028,1,361,476.5,-24.2
2020,4,2020-11-15,S37000028,2,468,572,-18.2
2020,4,2020-11-15,S37000028,3,267,377.5,-29.3
2020,4,2020-11-15,S37000028,4,221,326.5,-32.3
2020,4,2020-11-15,S37000028,5,167,186.5,-10.5
2020,4,2020-11-15,S37000029,1,157,172,-8.7
2020,4,2020-11-15,S37000029,2,78,113,-31
2020,4,2020-11-15,S37000029,3,37,52,-28.8
2020,4,2020-11-15,S37000029,4,27,28,-3.6
2020,4,2020-11-15,S37000029,5,6,8.5,-29.4
2020,4,2020-11-15,S37000030,1,169,244.5,-30.9
2020,4,2020-11-15,S37000030,2,235,321.5,-26.9
2020,4,2020-11-15,S37000030,3,172,226.5,-24.1
2020,4,2020-11-15,S37000030,4,124,166,-25.3
2020,4,2020-11-15,S37000030,5,82,128,-35.9
2020,4,2020-11-15,S37000031,2,26,30,-13.3
2020,4,2020-11-15,S37000031,3,53,66,-19.7
2020,4,2020-11-15,S37000031,4,10,9.5,5.3
2020,4,2020-11-15,S37000032,1,317,428.5,-26
2020,4,2020-11-15,S37000032,2,229,330,-30.6
2020,4,2020-11-15,S37000032,3,202,277,-27.1
2020,4,2020-11-15,S37000032,4,129,184,-29.9
2020,4,2020-11-15,S37000032,5,130,203,-36
2020,4,2020-11-15,S37000033,1,36,51,-29.4
2020,4,2020-11-15,S37000033,2,67,84.5,-20.7
2020,4,2020-11-15,S37000033,3,95,120.5,-21.2
2020,4,2020-11-15,S37000033,4,157,173,-9.2
2020,4,2020-11-15,S37000033,5,54,77,-29.9
2020,4,2020-11-15,S37000034,1,1452,2180,-33.4
2020,4,2020-11-15,S37000034,2,401,584,-31.3
2020,4,2020-11-15,S37000034,3,259,394,-34.3
2020,4,2020-11-15,S37000034,4,178,277.5,-35.9
2020,4,2020-11-15,S37000034,5,141,223.5,-36.9
2020,4,2020-11-15,S37000035,1,757,946,-20
2020,4,2020-11-15,S37000035,2,519,676.5,-23.3
2020,4,2020-11-15,S37000035,3,322,413.5,-22.1
2020,4,2020-11-15,S37000035,4,172,235,-26.8
2020,4,2020-11-15,S37000035,5,114,150,-24
2020,4,2020-11-22,S37000001,1,78,100,-22
2020,4,2020-11-22,S37000001,2,177,232.5,-23.9
2020,4,2020-11-22,S37000001,3,110,133.5,-17.6
2020,4,2020-11-22,S37000001,4,110,138,-20.3
2020,4,2020-11-22,S37000001,5,189,260.5,-27.4
2020,4,2020-11-22,S37000002,1,7,13,-46.2
2020,4,2020-11-22,S37000002,2,26,31.5,-17.5
2020,4,2020-11-22,S37000002,3,92,94.5,-2.6
2020,4,2020-11-22,S37000002,4,140,189.5,-26.1
2020,4,2020-11-22,S37000002,5,166,178.5,-7
2020,4,2020-11-22,S37000003,1,20,13.5,48.1
2020,4,2020-11-22,S37000003,2,38,35,8.6
2020,4,2020-11-22,S37000003,3,55,67.5,-18.5
2020,4,2020-11-22,S37000003,4,45,44,2.3
2020,4,2020-11-22,S37000003,5,34,34.5,-1.4
2020,4,2020-11-22,S37000004,1,16,17,-5.9
2020,4,2020-11-22,S37000004,2,37,44,-15.9
2020,4,2020-11-22,S37000004,3,70,76.5,-8.5
2020,4,2020-11-22,S37000004,4,65,63,3.2
2020,4,2020-11-22,S37000004,5,16,17.5,-8.6
2020,4,2020-11-22,S37000005,1,93,120,-22.5
2020,4,2020-11-22,S37000005,2,70,95,-26.3
2020,4,2020-11-22,S37000005,3,48,76.5,-37.3
2020,4,2020-11-22,S37000005,4,72,78,-7.7
2020,4,2020-11-22,S37000005,5,43,73.5,-41.5
2020,4,2020-11-22,S37000006,1,91,153.5,-40.7
2020,4,2020-11-22,S37000006,2,226,281,-19.6
2020,4,2020-11-22,S37000006,3,206,268,-23.1
2020,4,2020-11-22,S37000006,4,94,107,-12.1
2020,4,2020-11-22,S37000006,5,38,56,-32.1
2020,4,2020-11-22,S37000007,1,223,247.5,-9.9
2020,4,2020-11-22,S37000007,2,90,121,-25.6
2020,4,2020-11-22,S37000007,3,70,57,22.8
2020,4,2020-11-22,S37000007,4,69,79.5,-13.2
2020,4,2020-11-22,S37000007,5,46,57,-19.3
2020,4,2020-11-22,S37000008,1,175,287.5,-39.1
2020,4,2020-11-22,S37000008,2,138,187,-26.2
2020,4,2020-11-22,S37000008,3,54,124,-56.5
2020,4,2020-11-22,S37000008,4,44,81,-45.7
2020,4,2020-11-22,S37000008,5,28,61.5,-54.5
2020,4,2020-11-22,S37000009,1,25,33.5,-25.4
2020,4,2020-11-22,S37000009,2,65,79,-17.7
2020,4,2020-11-22,S37000009,3,20,28.5,-29.8
2020,4,2020-11-22,S37000009,4,47,65,-27.7
2020,4,2020-11-22,S37000009,5,129,196,-34.2
2020,4,2020-11-22,S37000010,1,19,24.5,-22.4
2020,4,2020-11-22,S37000010,2,136,164.5,-17.3
2020,4,2020-11-22,S37000010,3,66,105,-37.1
2020,4,2020-11-22,S37000010,4,117,120.5,-2.9
2020,4,2020-11-22,S37000010,5,53,67,-20.9
2020,4,2020-11-22,S37000011,1,36,44,-18.2
2020,4,2020-11-22,S37000011,2,24,55.5,-56.8
2020,4,2020-11-22,S37000011,3,35,54,-35.2
2020,4,2020-11-22,S37000011,4,40,69,-42
2020,4,2020-11-22,S37000011,5,129,188.5,-31.6
2020,4,2020-11-22,S37000012,1,385,507.5,-24.1
2020,4,2020-11-22,S37000012,2,269,375.5,-28.4
2020,4,2020-11-22,S37000012,3,202,296.5,-31.9
2020,4,2020-11-22,S37000012,4,242,321.5,-24.7
2020,4,2020-11-22,S37000012,5,504,654,-22.9
2020,4,2020-11-22,S37000013,1,108,163,-33.7
2020,4,2020-11-22,S37000013,2,170,245.5,-30.8
2020,4,2020-11-22,S37000013,3,89,103,-13.6
2020,4,2020-11-22,S37000013,4,86,96.5,-10.9
2020,4,2020-11-22,S37000013,5,65,100,-35
2020,4,2020-11-22,S37000016,1,101,117.5,-14
2020,4,2020-11-22,S37000016,2,156,198,-21.2
2020,4,2020-11-22,S37000016,3,214,232,-7.8
2020,4,2020-11-22,S37000016,4,213,263.5,-19.2
2020,4,2020-11-22,S37000016,5,53,77.5,-31.6
2020,4,2020-11-22,S37000017,1,224,313,-28.4
2020,4,2020-11-22,S37000017,2,55,78.5,-29.9
2020,4,2020-11-22,S37000017,3,63,73,-13.7
2020,4,2020-11-22,S37000017,4,40,69.5,-42.4
2020,4,2020-11-22,S37000017,5,32,50,-36
2020,4,2020-11-22,S37000018,1,51,60.5,-15.7
2020,4,2020-11-22,S37000018,2,193,208,-7.2
2020,4,2020-11-22,S37000018,3,90,122.5,-26.5
2020,4,2020-11-22,S37000018,4,57,67,-14.9
2020,4,2020-11-22,S37000018,5,58,64,-9.4
2020,4,2020-11-22,S37000019,1,9,8.5,5.9
2020,4,2020-11-22,S37000019,2,79,105,-24.8
2020,4,2020-11-22,S37000019,3,104,124.5,-16.5
2020,4,2020-11-22,S37000019,4,132,173.5,-23.9
2020,4,2020-11-22,S37000019,5,66,65,1.5
2020,4,2020-11-22,S37000020,1,231,379,-39.1
2020,4,2020-11-22,S37000020,2,106,139.5,-24
2020,4,2020-11-22,S37000020,3,45,80.5,-44.1
2020,4,2020-11-22,S37000020,4,45,93,-51.6
2020,4,2020-11-22,S37000020,5,23,49.5,-53.5
2020,4,2020-11-22,S37000022,2,14,16.5,-15.2
2020,4,2020-11-22,S37000022,3,32,42.5,-24.7
2020,4,2020-11-22,S37000022,4,63,58,8.6
2020,4,2020-11-22,S37000024,1,261,443.5,-41.1
2020,4,2020-11-22,S37000024,2,152,221.5,-31.4
2020,4,2020-11-22,S37000024,3,147,213,-31
2020,4,2020-11-22,S37000024,4,83,172.5,-51.9
2020,4,2020-11-22,S37000024,5,85,162.5,-47.7
2020,4,2020-11-22,S37000025,1,35,49.5,-29.3
2020,4,2020-11-22,S37000025,2,86,102,-15.7
2020,4,2020-11-22,S37000025,3,177,187.5,-5.6
2020,4,2020-11-22,S37000025,4,147,190.5,-22.8
2020,4,2020-11-22,S37000025,5,23,34,-32.4
2020,4,2020-11-22,S37000026,3,30,46,-34.8
2020,4,2020-11-22,S37000026,4,68,96,-29.2
2020,4,2020-11-22,S37000027,1,89,159.5,-44.2
2020,4,2020-11-22,S37000027,2,105,196.5,-46.6
2020,4,2020-11-22,S37000027,3,95,152,-37.5
2020,4,2020-11-22,S37000027,4,33,74.5,-55.7
2020,4,2020-11-22,S37000027,5,64,113.5,-43.6
2020,4,2020-11-22,S37000028,1,367,457,-19.7
2020,4,2020-11-22,S37000028,2,452,562,-19.6
2020,4,2020-11-22,S37000028,3,279,353,-21
2020,4,2020-11-22,S37000028,4,263,314.5,-16.4
2020,4,2020-11-22,S37000028,5,168,218.5,-23.1
2020,4,2020-11-22,S37000029,1,139,183.5,-24.3
2020,4,2020-11-22,S37000029,2,66,106.5,-38
2020,4,2020-11-22,S37000029,3,39,48,-18.8
2020,4,2020-11-22,S37000029,4,32,41,-22
2020,4,2020-11-22,S37000029,5,5,11.5,-56.5
2020,4,2020-11-22,S37000030,1,178,227.5,-21.8
2020,4,2020-11-22,S37000030,2,249,314,-20.7
2020,4,2020-11-22,S37000030,3,165,230,-28.3
2020,4,2020-11-22,S37000030,4,111,161.5,-31.3
2020,4,2020-11-22,S37000030,5,96,117.5,-18.3
2020,4,2020-11-22,S37000031,2,18,34,-47.1
2020,4,2020-11-22,S37000031,3,45,92.5,-51.4
2020,4,2020-11-22,S37000031,4,10,4,150
2020,4,2020-11-22,S37000032,1,271,436.5,-37.9
2020,4,2020-11-22,S37000032,2,244,324.5,-24.8
2020,4,2020-11-22,S37000032,3,201,247.5,-18.8
2020,4,2020-11-22,S37000032,4,120,168,-28.6
2020,4,2020-11-22,S37000032,5,153,178,-14
2020,4,2020-11-22,S37000033,1,38,51.5,-26.2
2020,4,2020-11-22,S37000033,2,45,85.5,-47.4
2020,4,2020-11-22,S37000033,3,91,100,-9
2020,4,2020-11-22,S37000033,4,123,193.5,-36.4
2020,4,2020-11-22,S37000033,5,78,73.5,6.1
2020,4,2020-11-22,S37000034,1,1377,2103.5,-34.5
2020,4,2020-11-22,S37000034,2,369,559.5,-34
2020,4,2020-11-22,S37000034,3,235,361.5,-35
2020,4,2020-11-22,S37000034,4,190,267,-28.8
2020,4,2020-11-22,S37000034,5,133,206,-35.4
2020,4,2020-11-22,S37000035,1,709,874.5,-18.9
2020,4,2020-11-22,S37000035,2,536,675.5,-20.7
2020,4,2020-11-22,S37000035,3,304,389.5,-22
2020,4,2020-11-22,S37000035,4,193,217.5,-11.3
2020,4,2020-11-22,S37000035,5,110,132,-16.7
2020,4,2020-11-29,S37000001,1,75,105,-28.6
2020,4,2020-11-29,S37000001,2,175,236,-25.8
2020,4,2020-11-29,S37000001,3,104,135,-23
2020,4,2020-11-29,S37000001,4,108,132.5,-18.5
2020,4,2020-11-29,S37000001,5,212,257.5,-17.7
2020,4,2020-11-29,S37000002,2,31,28.5,8.8
2020,4,2020-11-29,S37000002,3,75,93,-19.4
2020,4,2020-11-29,S37000002,4,184,185,-0.5
2020,4,2020-11-29,S37000002,5,166,189.5,-12.4
2020,4,2020-11-29,S37000003,1,13,12.5,4
2020,4,2020-11-29,S37000003,2,33,36.5,-9.6
2020,4,2020-11-29,S37000003,3,59,71.5,-17.5
2020,4,2020-11-29,S37000003,4,48,44.5,7.9
2020,4,2020-11-29,S37000003,5,28,36,-22.2
2020,4,2020-11-29,S37000004,1,20,23.5,-14.9
2020,4,2020-11-29,S37000004,2,39,55,-29.1
2020,4,2020-11-29,S37000004,3,65,84.5,-23.1
2020,4,2020-11-29,S37000004,4,59,43.5,35.6
2020,4,2020-11-29,S37000004,5,9,20.5,-56.1
2020,4,2020-11-29,S37000005,1,89,115.5,-22.9
2020,4,2020-11-29,S37000005,2,68,114.5,-40.6
2020,4,2020-11-29,S37000005,3,60,74,-18.9
2020,4,2020-11-29,S37000005,4,63,91.5,-31.1
2020,4,2020-11-29,S37000005,5,48,68,-29.4
2020,4,2020-11-29,S37000006,1,90,121.5,-25.9
2020,4,2020-11-29,S37000006,2,224,289.5,-22.6
2020,4,2020-11-29,S37000006,3,258,276.5,-6.7
2020,4,2020-11-29,S37000006,4,99,100.5,-1.5
2020,4,2020-11-29,S37000006,5,46,56.5,-18.6
2020,4,2020-11-29,S37000007,1,202,258,-21.7
2020,4,2020-11-29,S37000007,2,95,121.5,-21.8
2020,4,2020-11-29,S37000007,3,49,51.5,-4.9
2020,4,2020-11-29,S37000007,4,72,76,-5.3
2020,4,2020-11-29,S37000007,5,42,61,-31.1
2020,4,2020-11-29,S37000008,1,152,268.5,-43.4
2020,4,2020-11-29,S37000008,2,116,185.5,-37.5
2020,4,2020-11-29,S37000008,3,67,94,-28.7
2020,4,2020-11-29,S37000008,4,49,83.5,-41.3
2020,4,2020-11-29,S37000008,5,37,58.5,-36.8
2020,4,2020-11-29,S37000009,1,24,23.5,2.1
2020,4,2020-11-29,S37000009,2,58,80,-27.5
2020,4,2020-11-29,S37000009,3,23,28,-17.9
2020,4,2020-11-29,S37000009,4,47,69.5,-32.4
2020,4,2020-11-29,S37000009,5,120,193,-37.8
2020,4,2020-11-29,S37000010,1,15,21.5,-30.2
2020,4,2020-11-29,S37000010,2,116,160.5,-27.7
2020,4,2020-11-29,S37000010,3,78,91.5,-14.8
2020,4,2020-11-29,S37000010,4,94,128.5,-26.8
2020,4,2020-11-29,S37000010,5,51,64,-20.3
2020,4,2020-11-29,S37000011,1,37,58,-36.2
2020,4,2020-11-29,S37000011,2,29,50.5,-42.6
2020,4,2020-11-29,S37000011,3,29,53.5,-45.8
2020,4,2020-11-29,S37000011,4,30,65.5,-54.2
