year,quarter,week_ending,hscp,age_group,sex,admission_type,number_admissions,average20182019,percent_variation
2020,4,2020-10-11,S37000005,75 - 84,All,Emergency,43,76.5,-43.8
2020,4,2020-10-11,S37000006,75 - 84,All,Emergency,72,70.5,2.1
2020,4,2020-11-08,S37000017,75 - 84,All,Emergency,27,33,-18.2
2020,4,2020-11-08,S37000018,75 - 84,All,Emergency,42,29.5,42.4
2020,4,2020-11-08,S37000019,75 - 84,All,Emergency,25,42.5,-41.2
2020,4,2020-10-11,S37000008,75 - 84,All,Emergency,61,53,15.1
2020,4,2020-10-11,S37000009,75 - 84,All,Emergency,41,39,5.1
2020,4,2020-10-11,S37000010,75 - 84,All,Emergency,52,32.5,60
2020,4,2020-10-11,S37000011,75 - 84,All,Emergency,30,32.5,-7.7
2020,4,2020-10-11,S37000012,75 - 84,All,Emergency,136,145,-6.2
2020,4,2020-10-11,S37000013,75 - 84,All,Emergency,66,80,-17.5
2020,4,2020-10-11,S37000016,75 - 84,All,Emergency,91,93,-2.2
2020,4,2020-10-11,S37000017,75 - 84,All,Emergency,35,38.5,-9.1
2020,4,2020-10-11,S37000018,75 - 84,All,Emergency,28,36.5,-23.3
2020,4,2020-10-11,S37000019,75 - 84,All,Emergency,35,37,-5.4
2020,4,2020-10-11,S37000020,75 - 84,All,Emergency,54,64,-15.6
2020,4,2020-10-11,S37000022,75 - 84,All,Emergency,12,7.5,60
2020,4,2020-10-11,S37000024,75 - 84,All,Emergency,66,68,-2.9
2020,4,2020-10-11,S37000025,75 - 84,All,Emergency,54,56.5,-4.4
2020,4,2020-10-11,S37000026,75 - 84,All,Emergency,8,11.5,-30.4
2020,4,2020-10-11,S37000027,75 - 84,All,Emergency,68,64.5,5.4
2020,4,2020-10-11,S37000028,75 - 84,All,Emergency,123,148.5,-17.2
2020,4,2020-10-11,S37000029,75 - 84,All,Emergency,33,41.5,-20.5
2020,4,2020-10-11,S37000030,75 - 84,All,Emergency,72,60.5,19
2020,4,2020-10-11,S37000031,75 - 84,All,Emergency,15,14,7.1
2020,4,2020-10-11,S37000032,75 - 84,All,Emergency,126,174.5,-27.8
2020,4,2020-10-11,S37000033,75 - 84,All,Emergency,77,71,8.5
2020,4,2020-10-11,S37000034,75 - 84,All,Emergency,203,212,-4.2
2020,4,2020-10-11,S37000035,75 - 84,All,Emergency,136,143.5,-5.2
2020,4,2020-10-18,S37000001,75 - 84,All,Emergency,61,67,-9
2020,4,2020-11-15,S37000010,75 - 84,All,Emergency,40,38,5.3
2020,4,2020-11-15,S37000011,75 - 84,All,Emergency,23,28,-17.9
2020,4,2020-10-18,S37000004,75 - 84,All,Emergency,39,40,-2.5
2020,4,2020-10-18,S37000005,75 - 84,All,Emergency,44,65.5,-32.8
2020,4,2020-10-18,S37000006,75 - 84,All,Emergency,64,55.5,15.3
2020,4,2020-10-18,S37000007,75 - 84,All,Emergency,52,55.5,-6.3
2020,4,2020-10-18,S37000008,75 - 84,All,Emergency,62,40.5,53.1
2020,4,2020-10-18,S37000009,75 - 84,All,Emergency,44,30,46.7
2020,4,2020-10-18,S37000010,75 - 84,All,Emergency,41,28.5,43.9
2020,4,2020-10-18,S37000011,75 - 84,All,Emergency,16,34,-52.9
2020,4,2020-10-18,S37000012,75 - 84,All,Emergency,147,126.5,16.2
2020,4,2020-10-18,S37000013,75 - 84,All,Emergency,56,77,-27.3
2020,4,2020-10-18,S37000016,75 - 84,All,Emergency,58,95.5,-39.3
2020,4,2020-10-18,S37000017,75 - 84,All,Emergency,24,39.5,-39.2
2020,4,2020-10-18,S37000018,75 - 84,All,Emergency,31,31.5,-1.6
2020,4,2020-10-18,S37000019,75 - 84,All,Emergency,26,33.5,-22.4
2020,4,2020-10-18,S37000020,75 - 84,All,Emergency,59,69.5,-15.1
2020,4,2020-10-18,S37000022,75 - 84,All,Emergency,9,9,0
2020,4,2020-10-18,S37000024,75 - 84,All,Emergency,82,64,28.1
2020,4,2020-10-18,S37000025,75 - 84,All,Emergency,36,46,-21.7
2020,4,2020-10-18,S37000026,75 - 84,All,Emergency,7,9.5,-26.3
2020,4,2020-10-18,S37000027,75 - 84,All,Emergency,62,61.5,0.8
2020,4,2020-10-18,S37000028,75 - 84,All,Emergency,115,135,-14.8
2020,4,2020-10-18,S37000029,75 - 84,All,Emergency,22,29,-24.1
2020,4,2020-10-18,S37000030,75 - 84,All,Emergency,74,55.5,33.3
2020,4,2020-10-18,S37000031,75 - 84,All,Emergency,18,12,50
2020,4,2020-10-18,S37000032,75 - 84,All,Emergency,138,166,-16.9
2020,4,2020-10-18,S37000033,75 - 84,All,Emergency,77,66.5,15.8
2020,4,2020-10-18,S37000034,75 - 84,All,Emergency,182,204,-10.8
2020,4,2020-10-18,S37000035,75 - 84,All,Emergency,116,150,-22.7
2020,4,2020-10-25,S37000001,75 - 84,All,Emergency,55,60,-8.3
2020,4,2020-10-25,S37000002,75 - 84,All,Emergency,76,74.5,2
2020,4,2020-10-25,S37000003,75 - 84,All,Emergency,49,39,25.6
2020,4,2020-10-25,S37000004,75 - 84,All,Emergency,32,36.5,-12.3
2020,4,2020-10-25,S37000005,75 - 84,All,Emergency,69,73,-5.5
2020,4,2020-10-25,S37000006,75 - 84,All,Emergency,61,62,-1.6
2020,4,2020-10-25,S37000007,75 - 84,All,Emergency,51,53,-3.8
2020,4,2020-10-25,S37000008,75 - 84,All,Emergency,56,55.5,0.9
2020,4,2020-10-25,S37000009,75 - 84,All,Emergency,29,37,-21.6
2020,4,2020-10-25,S37000010,75 - 84,All,Emergency,34,30.5,11.5
2020,4,2020-10-25,S37000011,75 - 84,All,Emergency,30,32.5,-7.7
2020,4,2020-10-25,S37000012,75 - 84,All,Emergency,126,157.5,-20
2020,4,2020-10-25,S37000013,75 - 84,All,Emergency,58,73.5,-21.1
2020,4,2020-10-25,S37000016,75 - 84,All,Emergency,92,93.5,-1.6
2020,4,2020-10-25,S37000017,75 - 84,All,Emergency,27,46,-41.3
2020,4,2020-10-25,S37000018,75 - 84,All,Emergency,42,37,13.5
2020,4,2020-10-25,S37000019,75 - 84,All,Emergency,37,34.5,7.2
2020,4,2020-10-25,S37000020,75 - 84,All,Emergency,78,54.5,43.1
2020,4,2020-10-25,S37000022,75 - 84,All,Emergency,12,5.5,118.2
2020,4,2020-10-25,S37000024,75 - 84,All,Emergency,58,69.5,-16.5
2020,4,2020-10-25,S37000025,75 - 84,All,Emergency,35,46.5,-24.7
2020,4,2020-10-25,S37000027,75 - 84,All,Emergency,64,68.5,-6.6
2021,2,2021-04-18,S37000016,75 - 84,All,Emergency,77,80.5,-4.3
2020,4,2020-10-25,S37000030,75 - 84,All,Emergency,69,72.5,-4.8
2020,4,2020-10-25,S37000031,75 - 84,All,Emergency,16,15,6.7
2020,4,2020-10-25,S37000032,75 - 84,All,Emergency,151,174.5,-13.5
2020,4,2020-10-25,S37000033,75 - 84,All,Emergency,60,60.5,-0.8
2020,4,2020-10-25,S37000034,75 - 84,All,Emergency,193,198.5,-2.8
2020,4,2020-10-25,S37000035,75 - 84,All,Emergency,128,145.5,-12
2020,4,2020-11-01,S37000001,75 - 84,All,Emergency,62,58.5,6
2020,4,2020-11-01,S37000002,75 - 84,All,Emergency,78,84,-7.1
2020,4,2020-11-01,S37000003,75 - 84,All,Emergency,31,45,-31.1
2020,4,2020-11-01,S37000004,75 - 84,All,Emergency,26,43.5,-40.2
2020,4,2020-11-01,S37000005,75 - 84,All,Emergency,58,64.5,-10.1
2020,4,2020-11-01,S37000006,75 - 84,All,Emergency,54,70.5,-23.4
2020,4,2020-11-01,S37000007,75 - 84,All,Emergency,54,50.5,6.9
2020,4,2020-11-01,S37000008,75 - 84,All,Emergency,53,53,0
2020,4,2020-11-01,S37000009,75 - 84,All,Emergency,36,50,-28
2020,4,2020-11-01,S37000010,75 - 84,All,Emergency,48,30.5,57.4
2020,4,2020-11-01,S37000011,75 - 84,All,Emergency,26,27.5,-5.5
2020,4,2020-11-01,S37000012,75 - 84,All,Emergency,157,137.5,14.2
2020,4,2020-11-01,S37000013,75 - 84,All,Emergency,64,86,-25.6
2020,4,2020-11-01,S37000016,75 - 84,All,Emergency,103,82.5,24.8
2020,4,2020-11-01,S37000017,75 - 84,All,Emergency,23,36,-36.1
2020,4,2020-11-01,S37000018,75 - 84,All,Emergency,38,33.5,13.4
2020,4,2020-11-01,S37000019,75 - 84,All,Emergency,31,27.5,12.7
2020,4,2020-11-01,S37000020,75 - 84,All,Emergency,66,69.5,-5
2020,4,2020-11-01,S37000022,75 - 84,All,Emergency,10,6,66.7
2021,3,2021-08-08,S37000013,75 - 84,All,Emergency,62,81,-23.5
2021,3,2021-08-08,S37000016,75 - 84,All,Emergency,84,87,-3.4
2021,3,2021-08-08,S37000017,75 - 84,All,Emergency,28,30,-6.7
2020,4,2020-11-01,S37000024,75 - 84,All,Emergency,52,65.5,-20.6
2020,4,2020-11-01,S37000025,75 - 84,All,Emergency,38,49.5,-23.2
2020,4,2020-11-01,S37000026,75 - 84,All,Emergency,8,7.5,6.7
2020,4,2020-11-01,S37000027,75 - 84,All,Emergency,74,63.5,16.5
2020,4,2020-11-01,S37000028,75 - 84,All,Emergency,134,130,3.1
2020,4,2020-11-01,S37000029,75 - 84,All,Emergency,31,27.5,12.7
2020,4,2020-11-01,S37000030,75 - 84,All,Emergency,66,56,17.9
2020,4,2020-11-01,S37000031,75 - 84,All,Emergency,13,13,0
2020,4,2020-11-01,S37000032,75 - 84,All,Emergency,157,159,-1.3
2020,4,2020-11-01,S37000033,75 - 84,All,Emergency,73,63,15.9
2020,4,2020-11-01,S37000034,75 - 84,All,Emergency,160,205,-22
2020,4,2020-11-01,S37000035,75 - 84,All,Emergency,121,144.5,-16.3
2020,4,2020-11-08,S37000001,75 - 84,All,Emergency,50,62.5,-20
2020,4,2020-11-08,S37000002,75 - 84,All,Emergency,73,90,-18.9
2020,4,2020-11-08,S37000003,75 - 84,All,Emergency,38,44.5,-14.6
2020,4,2020-11-08,S37000004,75 - 84,All,Emergency,28,36.5,-23.3
2020,4,2020-11-08,S37000005,75 - 84,All,Emergency,41,63.5,-35.4
2020,4,2020-11-08,S37000006,75 - 84,All,Emergency,51,67.5,-24.4
2020,4,2020-11-08,S37000007,75 - 84,All,Emergency,39,56.5,-31
2020,4,2020-11-08,S37000008,75 - 84,All,Emergency,53,49,8.2
2020,4,2020-11-08,S37000009,75 - 84,All,Emergency,36,38,-5.3
2020,4,2020-11-08,S37000010,75 - 84,All,Emergency,47,29.5,59.3
2020,4,2020-11-08,S37000011,75 - 84,All,Emergency,41,29,41.4
2020,4,2020-11-08,S37000012,75 - 84,All,Emergency,142,147.5,-3.7
2020,4,2020-11-08,S37000013,75 - 84,All,Emergency,50,79,-36.7
2020,4,2020-11-08,S37000016,75 - 84,All,Emergency,91,79,15.2
2021,1,2021-02-14,S37000002,75 - 84,All,Emergency,78,74,5.4
2021,1,2021-02-14,S37000003,75 - 84,All,Emergency,28,43.5,-35.6
2020,4,2020-11-08,S37000020,75 - 84,All,Emergency,60,59,1.7
2020,4,2020-11-08,S37000022,75 - 84,All,Emergency,6,8,-25
2020,4,2020-11-08,S37000024,75 - 84,All,Emergency,63,58.5,7.7
2020,4,2020-11-08,S37000025,75 - 84,All,Emergency,44,56,-21.4
2020,4,2020-11-08,S37000026,75 - 84,All,Emergency,6,7.5,-20
2020,4,2020-11-08,S37000027,75 - 84,All,Emergency,55,61.5,-10.6
2020,4,2020-11-08,S37000028,75 - 84,All,Emergency,118,128.5,-8.2
2020,4,2020-11-08,S37000029,75 - 84,All,Emergency,23,30,-23.3
2020,4,2020-11-08,S37000030,75 - 84,All,Emergency,56,71,-21.1
2020,4,2020-11-08,S37000031,75 - 84,All,Emergency,12,14.5,-17.2
2020,4,2020-11-08,S37000032,75 - 84,All,Emergency,143,156,-8.3
2020,4,2020-11-08,S37000033,75 - 84,All,Emergency,63,77,-18.2
2020,4,2020-11-08,S37000034,75 - 84,All,Emergency,167,216.5,-22.9
2020,4,2020-11-08,S37000035,75 - 84,All,Emergency,127,137.5,-7.6
2020,4,2020-11-15,S37000001,75 - 84,All,Emergency,41,67.5,-39.3
2020,4,2020-11-15,S37000002,75 - 84,All,Emergency,73,86,-15.1
2020,4,2020-11-15,S37000003,75 - 84,All,Emergency,46,47.5,-3.2
2020,4,2020-11-15,S37000004,75 - 84,All,Emergency,30,42.5,-29.4
2020,4,2020-11-15,S37000005,75 - 84,All,Emergency,51,70,-27.1
2020,4,2020-11-15,S37000006,75 - 84,All,Emergency,53,64.5,-17.8
2020,4,2020-11-15,S37000007,75 - 84,All,Emergency,51,58.5,-12.8
2020,4,2020-11-15,S37000008,75 - 84,All,Emergency,50,54.5,-8.3
2020,4,2020-11-15,S37000009,75 - 84,All,Emergency,23,40,-42.5
2021,1,2021-02-21,S37000029,75 - 84,All,Emergency,31,33,-6.1
2020,4,2020-11-15,S37000012,75 - 84,All,Emergency,153,155,-1.3
2020,4,2020-11-15,S37000013,75 - 84,All,Emergency,52,88.5,-41.2
2020,4,2020-11-15,S37000016,75 - 84,All,Emergency,82,91.5,-10.4
2020,4,2020-11-15,S37000017,75 - 84,All,Emergency,34,42,-19
2020,4,2020-11-15,S37000018,75 - 84,All,Emergency,30,39,-23.1
2020,4,2020-11-15,S37000019,75 - 84,All,Emergency,27,38.5,-29.9
2020,4,2020-11-15,S37000020,75 - 84,All,Emergency,50,49.5,1
2020,4,2020-11-15,S37000024,75 - 84,All,Emergency,51,68.5,-25.5
2020,4,2020-11-15,S37000025,75 - 84,All,Emergency,50,48,4.2
2020,4,2020-11-15,S37000026,75 - 84,All,Emergency,8,10,-20
2020,4,2020-11-15,S37000027,75 - 84,All,Emergency,55,59.5,-7.6
2020,4,2020-11-15,S37000028,75 - 84,All,Emergency,112,126,-11.1
2020,4,2020-11-15,S37000029,75 - 84,All,Emergency,32,35,-8.6
2020,4,2020-11-15,S37000030,75 - 84,All,Emergency,56,68.5,-18.2
2020,4,2020-11-15,S37000031,75 - 84,All,Emergency,8,13.5,-40.7
2020,4,2020-11-15,S37000032,75 - 84,All,Emergency,160,166,-3.6
2020,4,2020-11-15,S37000033,75 - 84,All,Emergency,62,66,-6.1
2020,4,2020-11-15,S37000034,75 - 84,All,Emergency,162,211.5,-23.4
2020,4,2020-11-15,S37000035,75 - 84,All,Emergency,114,135,-15.6
2020,4,2020-11-22,S37000001,75 - 84,All,Emergency,51,63.5,-19.7
2020,4,2020-11-22,S37000002,75 - 84,All,Emergency,76,82,-7.3
2020,4,2020-11-22,S37000003,75 - 84,All,Emergency,44,39.5,11.4
2020,4,2020-11-22,S37000004,75 - 84,All,Emergency,31,29.5,5.1
2020,4,2020-11-22,S37000007,75 - 84,All,Emergency,49,51,-3.9
2020,4,2020-11-22,S37000008,75 - 84,All,Emergency,57,57.5,-0.9
2020,4,2020-11-22,S37000009,75 - 84,All,Emergency,36,33.5,7.5
2020,4,2020-11-22,S37000010,75 - 84,All,Emergency,49,38,28.9
2020,4,2020-11-22,S37000011,75 - 84,All,Emergency,21,31,-32.3
2020,4,2020-11-22,S37000012,75 - 84,All,Emergency,144,143,0.7
2020,4,2020-11-22,S37000013,75 - 84,All,Emergency,50,89,-43.8
2020,4,2020-11-22,S37000016,75 - 84,All,Emergency,77,89,-13.5
2020,4,2020-11-22,S37000017,75 - 84,All,Emergency,32,39.5,-19
2020,4,2020-11-22,S37000018,75 - 84,All,Emergency,40,32.5,23.1
2020,4,2020-11-22,S37000019,75 - 84,All,Emergency,37,28.5,29.8
2020,4,2020-11-22,S37000020,75 - 84,All,Emergency,51,60,-15
2020,4,2020-11-22,S37000022,75 - 84,All,Emergency,9,10,-10
2020,4,2020-11-22,S37000024,75 - 84,All,Emergency,55,64,-14.1
2020,4,2020-11-22,S37000025,75 - 84,All,Emergency,42,52.5,-20
2020,4,2020-11-22,S37000026,75 - 84,All,Emergency,9,9.5,-5.3
2020,4,2020-11-22,S37000027,75 - 84,All,Emergency,60,65,-7.7
2020,4,2020-11-22,S37000028,75 - 84,All,Emergency,102,121,-15.7
2020,4,2020-11-22,S37000029,75 - 84,All,Emergency,37,24.5,51
2020,4,2020-11-22,S37000030,75 - 84,All,Emergency,59,65.5,-9.9
2020,4,2020-11-22,S37000031,75 - 84,All,Emergency,15,21,-28.6
2020,4,2020-11-22,S37000032,75 - 84,All,Emergency,148,163.5,-9.5
2020,4,2020-11-22,S37000033,75 - 84,All,Emergency,64,62.5,2.4
2020,4,2020-11-22,S37000034,75 - 84,All,Emergency,163,209,-22
2021,2,2021-04-11,S37000022,75 - 84,All,Emergency,8,13,-38.5
2021,2,2021-04-11,S37000024,75 - 84,All,Emergency,54,72.5,-25.5
2021,2,2021-04-11,S37000025,75 - 84,All,Emergency,51,42.5,20
2021,2,2021-04-11,S37000026,75 - 84,All,Emergency,11,5.5,100
2020,4,2020-11-29,S37000003,75 - 84,All,Emergency,30,44,-31.8
2020,4,2020-11-29,S37000004,75 - 84,All,Emergency,37,47,-21.3
2020,4,2020-11-29,S37000005,75 - 84,All,Emergency,43,75,-42.7
2020,4,2020-11-29,S37000006,75 - 84,All,Emergency,55,67.5,-18.5
2020,4,2020-11-29,S37000007,75 - 84,All,Emergency,74,59.5,24.4
2020,4,2020-11-29,S37000008,75 - 84,All,Emergency,47,54,-13
2020,4,2020-11-29,S37000009,75 - 84,All,Emergency,27,43,-37.2
2020,4,2020-11-29,S37000010,75 - 84,All,Emergency,41,40.5,1.2
2020,4,2020-11-29,S37000011,75 - 84,All,Emergency,18,27,-33.3
2020,4,2020-11-29,S37000012,75 - 84,All,Emergency,151,126.5,19.4
2020,4,2020-11-29,S37000013,75 - 84,All,Emergency,66,84,-21.4
2020,4,2020-11-29,S37000016,75 - 84,All,Emergency,76,98.5,-22.8
2020,4,2020-11-29,S37000017,75 - 84,All,Emergency,34,30,13.3
2020,4,2020-11-29,S37000018,75 - 84,All,Emergency,34,33,3
2020,4,2020-11-29,S37000019,75 - 84,All,Emergency,28,35,-20
2020,4,2020-11-29,S37000020,75 - 84,All,Emergency,52,71,-26.8
2020,4,2020-11-29,S37000022,75 - 84,All,Emergency,10,9.5,5.3
2020,4,2020-11-29,S37000024,75 - 84,All,Emergency,59,68.5,-13.9
2020,4,2020-11-29,S37000025,75 - 84,All,Emergency,30,49.5,-39.4
2020,4,2020-11-29,S37000026,75 - 84,All,Emergency,6,9,-33.3
2020,4,2020-11-29,S37000027,75 - 84,All,Emergency,56,64.5,-13.2
2020,4,2020-11-29,S37000028,75 - 84,All,Emergency,101,136,-25.7
2020,4,2020-11-29,S37000029,75 - 84,All,Emergency,38,36,5.6
2020,4,2020-12-20,S37000011,75 - 84,All,Emergency,35,27,29.6
2020,4,2020-11-29,S37000033,75 - 84,All,Emergency,70,60,16.7
2020,4,2020-11-29,S37000034,75 - 84,All,Emergency,156,221,-29.4
2020,4,2020-11-29,S37000035,75 - 84,All,Emergency,106,143.5,-26.1
2020,4,2020-12-06,S37000001,75 - 84,All,Emergency,68,64.5,5.4
2020,4,2020-12-06,S37000002,75 - 84,All,Emergency,77,92,-16.3
2020,4,2020-12-06,S37000003,75 - 84,All,Emergency,44,51.5,-14.6
2020,4,2020-12-06,S37000004,75 - 84,All,Emergency,39,42.5,-8.2
2020,4,2020-12-06,S37000005,75 - 84,All,Emergency,50,68,-26.5
2020,4,2020-12-06,S37000006,75 - 84,All,Emergency,64,76.5,-16.3
2020,4,2020-12-06,S37000007,75 - 84,All,Emergency,61,55.5,9.9
2020,4,2020-12-06,S37000008,75 - 84,All,Emergency,54,51.5,4.9
2020,4,2020-12-06,S37000009,75 - 84,All,Emergency,36,52,-30.8
2020,4,2020-12-06,S37000010,75 - 84,All,Emergency,39,33.5,16.4
2020,4,2020-12-06,S37000011,75 - 84,All,Emergency,29,28.5,1.8
2020,4,2020-12-06,S37000012,75 - 84,All,Emergency,131,142,-7.7
2020,4,2020-12-06,S37000013,75 - 84,All,Emergency,61,91.5,-33.3
2020,4,2020-12-06,S37000016,75 - 84,All,Emergency,86,95.5,-9.9
2020,4,2020-12-06,S37000017,75 - 84,All,Emergency,26,38,-31.6
2020,4,2020-12-06,S37000018,75 - 84,All,Emergency,37,27.5,34.5
2020,4,2020-12-06,S37000019,75 - 84,All,Emergency,40,29.5,35.6
2020,4,2020-12-06,S37000020,75 - 84,All,Emergency,41,63.5,-35.4
2020,4,2020-12-06,S37000022,75 - 84,All,Emergency,6,9.5,-36.8
2020,4,2020-12-06,S37000024,75 - 84,All,Emergency,57,72,-20.8
2021,1,2021-02-28,S37000024,75 - 84,All,Emergency,64,62.5,2.4
2020,4,2020-12-06,S37000028,75 - 84,All,Emergency,118,135.5,-12.9
2020,4,2020-12-06,S37000029,75 - 84,All,Emergency,33,35.5,-7
2020,4,2020-12-06,S37000030,75 - 84,All,Emergency,45,74,-39.2
2020,4,2020-12-06,S37000031,75 - 84,All,Emergency,12,16.5,-27.3
2020,4,2020-12-06,S37000032,75 - 84,All,Emergency,149,167.5,-11
2020,4,2020-12-06,S37000033,75 - 84,All,Emergency,58,70,-17.1
2020,4,2020-12-06,S37000034,75 - 84,All,Emergency,171,205,-16.6
2020,4,2020-12-06,S37000035,75 - 84,All,Emergency,102,151.5,-32.7
2020,4,2020-12-13,S37000001,75 - 84,All,Emergency,65,73,-11
2020,4,2020-12-13,S37000002,75 - 84,All,Emergency,91,85,7.1
2020,4,2020-12-13,S37000003,75 - 84,All,Emergency,36,48.5,-25.8
2020,4,2020-12-13,S37000004,75 - 84,All,Emergency,40,42,-4.8
2020,4,2020-12-13,S37000005,75 - 84,All,Emergency,55,76.5,-28.1
2020,4,2020-12-13,S37000006,75 - 84,All,Emergency,53,79.5,-33.3
2020,4,2020-12-13,S37000007,75 - 84,All,Emergency,52,56.5,-8
2020,4,2020-12-13,S37000008,75 - 84,All,Emergency,39,61,-36.1
2020,4,2020-12-13,S37000009,75 - 84,All,Emergency,32,40.5,-21
2020,4,2020-12-13,S37000010,75 - 84,All,Emergency,29,32.5,-10.8
2020,4,2020-12-13,S37000011,75 - 84,All,Emergency,29,40,-27.5
2020,4,2020-12-13,S37000012,75 - 84,All,Emergency,123,136,-9.6
2020,4,2020-12-13,S37000013,75 - 84,All,Emergency,58,94,-38.3
2020,4,2020-12-13,S37000016,75 - 84,All,Emergency,96,92,4.3
2020,4,2020-12-13,S37000017,75 - 84,All,Emergency,25,44,-43.2
2021,1,2021-01-31,S37000011,75 - 84,All,Emergency,23,27,-14.8
2021,1,2021-01-31,S37000012,75 - 84,All,Emergency,134,140,-4.3
2021,1,2021-01-31,S37000013,75 - 84,All,Emergency,60,97,-38.1
2021,1,2021-01-31,S37000016,75 - 84,All,Emergency,80,101.5,-21.2
2020,4,2020-12-13,S37000020,75 - 84,All,Emergency,43,60,-28.3
2020,4,2020-12-13,S37000022,75 - 84,All,Emergency,13,9,44.4
2020,4,2020-12-13,S37000024,75 - 84,All,Emergency,70,83.5,-16.2
2020,4,2020-12-13,S37000025,75 - 84,All,Emergency,35,65,-46.2
2020,4,2020-12-13,S37000026,75 - 84,All,Emergency,8,7.5,6.7
2020,4,2020-12-13,S37000027,75 - 84,All,Emergency,40,60.5,-33.9
2020,4,2020-12-13,S37000028,75 - 84,All,Emergency,120,129,-7
2020,4,2020-12-13,S37000029,75 - 84,All,Emergency,31,31.5,-1.6
2020,4,2020-12-13,S37000030,75 - 84,All,Emergency,56,75,-25.3
2020,4,2020-12-13,S37000031,75 - 84,All,Emergency,21,14.5,44.8
2020,4,2020-12-13,S37000032,75 - 84,All,Emergency,137,183,-25.1
2020,4,2020-12-13,S37000033,75 - 84,All,Emergency,90,65,38.5
2020,4,2020-12-13,S37000034,75 - 84,All,Emergency,166,208.5,-20.4
2020,4,2020-12-13,S37000035,75 - 84,All,Emergency,115,140,-17.9
2020,4,2020-12-20,S37000001,75 - 84,All,Emergency,48,73,-34.2
2020,4,2020-12-20,S37000002,75 - 84,All,Emergency,72,99,-27.3
2020,4,2020-12-20,S37000003,75 - 84,All,Emergency,49,48.5,1
2020,4,2020-12-20,S37000004,75 - 84,All,Emergency,38,36.5,4.1
2020,4,2020-12-20,S37000005,75 - 84,All,Emergency,49,80,-38.8
2020,4,2020-12-20,S37000006,75 - 84,All,Emergency,78,90,-13.3
2020,4,2020-12-20,S37000007,75 - 84,All,Emergency,63,58,8.6
2020,4,2020-12-20,S37000008,75 - 84,All,Emergency,39,52,-25
2020,4,2020-12-20,S37000009,75 - 84,All,Emergency,32,53,-39.6
2020,4,2020-12-20,S37000010,75 - 84,All,Emergency,32,42,-23.8
2021,4,2021-10-31,S37000004,75 - 84,All,Emergency,65,36.5,78.1
2021,4,2021-10-31,S37000005,75 - 84,All,Emergency,30,73,-58.9
2021,4,2021-10-31,S37000006,75 - 84,All,Emergency,53,62,-14.5
2020,4,2020-12-20,S37000012,75 - 84,All,Emergency,157,154,1.9
2020,4,2020-12-20,S37000013,75 - 84,All,Emergency,53,100.5,-47.3
2020,4,2020-12-20,S37000016,75 - 84,All,Emergency,91,111,-18
2020,4,2020-12-20,S37000017,75 - 84,All,Emergency,32,36,-11.1
2020,4,2020-12-20,S37000018,75 - 84,All,Emergency,41,43,-4.7
2020,4,2020-12-20,S37000019,75 - 84,All,Emergency,30,35,-14.3
2020,4,2020-12-20,S37000020,75 - 84,All,Emergency,63,65.5,-3.8
2020,4,2020-12-20,S37000022,75 - 84,All,Emergency,7,12,-41.7
2020,4,2020-12-20,S37000024,75 - 84,All,Emergency,53,73,-27.4
2020,4,2020-12-20,S37000025,75 - 84,All,Emergency,41,57,-28.1
2020,4,2020-12-20,S37000026,75 - 84,All,Emergency,13,7.5,73.3
2020,4,2020-12-20,S37000027,75 - 84,All,Emergency,72,74.5,-3.4
2020,4,2020-12-20,S37000028,75 - 84,All,Emergency,115,161,-28.6
2020,4,2020-12-20,S37000029,75 - 84,All,Emergency,29,32.5,-10.8
2020,4,2020-12-20,S37000030,75 - 84,All,Emergency,66,81,-18.5
2020,4,2020-12-20,S37000031,75 - 84,All,Emergency,16,16.5,-3
2020,4,2020-12-20,S37000032,75 - 84,All,Emergency,151,172,-12.2
2020,4,2020-12-20,S37000033,75 - 84,All,Emergency,75,83.5,-10.2
2020,4,2020-12-20,S37000034,75 - 84,All,Emergency,155,225.5,-31.3
2020,4,2020-12-20,S37000035,75 - 84,All,Emergency,131,163,-19.6
2020,4,2020-12-27,S37000001,75 - 84,All,Emergency,71,69.5,2.2
2020,4,2020-12-27,S37000002,75 - 84,All,Emergency,75,99,-24.2
2020,4,2020-12-27,S37000003,75 - 84,All,Emergency,41,50.5,-18.8
2020,4,2020-12-27,S37000004,75 - 84,All,Emergency,25,40,-37.5
2020,4,2020-12-27,S37000005,75 - 84,All,Emergency,39,84,-53.6
2020,4,2020-12-27,S37000006,75 - 84,All,Emergency,65,67.5,-3.7
2021,1,2021-03-28,S37000033,75 - 84,All,Emergency,62,59,5.1
2021,1,2021-03-28,S37000034,75 - 84,All,Emergency,158,193,-18.1
2020,4,2020-12-27,S37000007,75 - 84,All,Emergency,42,59.5,-29.4
2020,4,2020-12-27,S37000008,75 - 84,All,Emergency,51,57.5,-11.3
2020,4,2020-12-27,S37000009,75 - 84,All,Emergency,35,48.5,-27.8
2020,4,2020-12-27,S37000010,75 - 84,All,Emergency,49,42.5,15.3
2020,4,2020-12-27,S37000011,75 - 84,All,Emergency,22,33.5,-34.3
2020,4,2020-12-27,S37000012,75 - 84,All,Emergency,140,165,-15.2
2020,4,2020-12-27,S37000013,75 - 84,All,Emergency,49,99,-50.5
2020,4,2020-12-27,S37000016,75 - 84,All,Emergency,93,88.5,5.1
2020,4,2020-12-27,S37000017,75 - 84,All,Emergency,32,32,0
