year,quarter,week_ending,hscp,age_group,sex,sas_incidents,average20182019,percent_variation
2021,1,2021-01-31,S37000002,Under 5,All,5,15.5,-67.7
2021,1,2021-01-31,S37000002,15 - 44,All,80,75,6.7
2021,1,2021-01-31,S37000002,45 - 64,All,83,90,-7.8
2021,1,2021-01-31,S37000002,65 - 74,All,67,66.5,0.8
2021,1,2021-01-31,S37000002,75 - 84,All,94,94.5,-0.5
2021,1,2021-01-31,S37000002,85 and over,All,75,80,-6.2
2021,1,2021-01-31,S37000002,All ages,All,408,430,-5.1
2021,1,2021-01-31,S37000002,All ages,Female,220,212,3.8
2021,1,2021-01-31,S37000002,All ages,Male,188,218,-13.8
2021,1,2021-01-31,S37000003,15 - 44,All,57,49.5,15.2
2021,1,2021-01-31,S37000003,45 - 64,All,54,50,8
2021,1,2021-01-31,S37000003,65 - 74,All,33,44.5,-25.8
2021,1,2021-01-31,S37000003,75 - 84,All,38,39,-2.6
2021,1,2021-01-31,S37000003,85 and over,All,38,40,-5
2021,1,2021-01-31,S37000003,All ages,All,223,239,-6.7
2021,1,2021-01-31,S37000003,All ages,Female,119,125,-4.8
2021,1,2021-01-31,S37000003,All ages,Male,104,114,-8.8
2021,1,2021-01-31,S37000004,15 - 44,All,30,33,-9.1
2021,1,2021-01-31,S37000004,45 - 64,All,53,40,32.5
2021,1,2021-01-31,S37000004,65 - 74,All,40,35.5,12.7
2021,1,2021-01-31,S37000004,75 - 84,All,63,61,3.3
2021,1,2021-01-31,S37000004,85 and over,All,37,44,-15.9
2021,1,2021-01-31,S37000004,All ages,All,228,223.5,2
2021,1,2021-01-31,S37000004,All ages,Female,130,125,4
2021,1,2021-01-31,S37000004,All ages,Male,98,98.5,-0.5
2021,1,2021-01-31,S37000005,Under 5,All,7,8.5,-17.6
2021,1,2021-01-31,S37000005,15 - 44,All,61,69,-11.6
2021,1,2021-01-31,S37000005,45 - 64,All,49,49.5,-1
2021,1,2021-01-31,S37000005,65 - 74,All,40,46.5,-14
2021,1,2021-01-31,S37000005,75 - 84,All,57,64,-10.9
2021,1,2021-01-31,S37000005,85 and over,All,40,36,11.1
2021,1,2021-01-31,S37000005,All ages,All,257,281.5,-8.7
2021,1,2021-01-31,S37000005,All ages,Female,117,146,-19.9
2021,1,2021-01-31,S37000005,All ages,Male,140,135.5,3.3
2021,1,2021-01-31,S37000006,15 - 44,All,47,54,-13
2021,1,2021-01-31,S37000006,45 - 64,All,75,67.5,11.1
2021,1,2021-01-31,S37000006,65 - 74,All,83,72.5,14.5
2021,1,2021-01-31,S37000006,75 - 84,All,90,87.5,2.9
2021,1,2021-01-31,S37000006,85 and over,All,75,65.5,14.5
2021,1,2021-01-31,S37000006,All ages,All,377,359,5
2021,1,2021-01-31,S37000006,All ages,Female,200,178.5,12
2021,1,2021-01-31,S37000006,All ages,Male,177,180.5,-1.9
2021,1,2021-01-31,S37000007,Under 5,All,7,11.5,-39.1
2021,1,2021-01-31,S37000007,5 - 14,All,5,6,-16.7
2021,1,2021-01-31,S37000007,15 - 44,All,62,78,-20.5
2021,1,2021-01-31,S37000007,45 - 64,All,62,74,-16.2
2021,1,2021-01-31,S37000007,65 - 74,All,45,50.5,-10.9
2021,1,2021-01-31,S37000007,75 - 84,All,72,62.5,15.2
2021,1,2021-01-31,S37000007,85 and over,All,51,37.5,36
2021,1,2021-01-31,S37000007,All ages,All,304,320,-5
2021,1,2021-01-31,S37000007,All ages,Female,170,154,10.4
2021,1,2021-01-31,S37000007,All ages,Male,134,166,-19.3
2021,1,2021-01-31,S37000008,15 - 44,All,50,59.5,-16
2021,1,2021-01-31,S37000008,45 - 64,All,49,67.5,-27.4
2021,1,2021-01-31,S37000008,65 - 74,All,42,55,-23.6
2021,1,2021-01-31,S37000008,75 - 84,All,66,52,26.9
2021,1,2021-01-31,S37000008,85 and over,All,37,46,-19.6
2021,1,2021-01-31,S37000008,All ages,All,251,289,-13.1
2021,1,2021-01-31,S37000008,All ages,Female,143,152.5,-6.2
2021,1,2021-01-31,S37000008,All ages,Male,108,136.5,-20.9
2021,1,2021-01-31,S37000009,15 - 44,All,28,36.5,-23.3
2021,1,2021-01-31,S37000009,45 - 64,All,42,29,44.8
2021,1,2021-01-31,S37000009,65 - 74,All,29,32,-9.4
2021,1,2021-01-31,S37000009,75 - 84,All,51,39.5,29.1
2021,1,2021-01-31,S37000009,85 and over,All,49,36,36.1
2021,1,2021-01-31,S37000009,All ages,All,205,181,13.3
2021,1,2021-01-31,S37000009,All ages,Female,121,101.5,19.2
2021,1,2021-01-31,S37000009,All ages,Male,84,79.5,5.7
2021,1,2021-01-31,S37000010,15 - 44,All,35,34.5,1.4
2021,1,2021-01-31,S37000010,45 - 64,All,39,36.5,6.8
2021,1,2021-01-31,S37000010,65 - 74,All,45,31.5,42.9
2021,1,2021-01-31,S37000010,75 - 84,All,33,34,-2.9
2021,1,2021-01-31,S37000010,85 and over,All,35,24.5,42.9
2021,1,2021-01-31,S37000010,All ages,All,190,173.5,9.5
2021,1,2021-01-31,S37000010,All ages,Female,95,92.5,2.7
2021,1,2021-01-31,S37000010,All ages,Male,95,81,17.3
2021,1,2021-01-31,S37000011,15 - 44,All,12,22.5,-46.7
2021,1,2021-01-31,S37000011,45 - 64,All,31,41.5,-25.3
2021,1,2021-01-31,S37000011,65 - 74,All,24,23.5,2.1
2021,1,2021-01-31,S37000011,75 - 84,All,29,31.5,-7.9
2021,1,2021-01-31,S37000011,85 and over,All,36,37.5,-4
2021,1,2021-01-31,S37000011,All ages,All,135,167,-19.2
2021,1,2021-01-31,S37000011,All ages,Female,74,92.5,-20
2021,1,2021-01-31,S37000011,All ages,Male,61,74.5,-18.1
2021,1,2021-01-31,S37000012,Under 5,All,13,37.5,-65.3
2021,1,2021-01-31,S37000012,5 - 14,All,9,16,-43.8
2021,1,2021-01-31,S37000012,15 - 44,All,203,211.5,-4
2021,1,2021-01-31,S37000012,45 - 64,All,187,177.5,5.4
2021,1,2021-01-31,S37000012,65 - 74,All,101,103.5,-2.4
2021,1,2021-01-31,S37000012,75 - 84,All,149,136,9.6
2021,1,2021-01-31,S37000012,85 and over,All,102,124.5,-18.1
2021,1,2021-01-31,S37000012,All ages,All,764,806.5,-5.3
2021,1,2021-01-31,S37000012,All ages,Female,397,427,-7
2021,1,2021-01-31,S37000012,All ages,Male,367,379.5,-3.3
2021,1,2021-01-31,S37000013,Under 5,All,6,11.5,-47.8
2021,1,2021-01-31,S37000013,15 - 44,All,70,64.5,8.5
2021,1,2021-01-31,S37000013,45 - 64,All,90,68,32.4
2021,1,2021-01-31,S37000013,65 - 74,All,54,54.5,-0.9
2021,1,2021-01-31,S37000013,75 - 84,All,71,54,31.5
2021,1,2021-01-31,S37000013,85 and over,All,55,38,44.7
2021,1,2021-01-31,S37000013,All ages,All,349,297,17.5
2021,1,2021-01-31,S37000013,All ages,Female,173,146,18.5
2021,1,2021-01-31,S37000013,All ages,Male,176,151,16.6
2021,1,2021-01-31,S37000016,Under 5,All,5,21,-76.2
2021,1,2021-01-31,S37000016,15 - 44,All,86,89,-3.4
2021,1,2021-01-31,S37000016,45 - 64,All,130,100.5,29.4
2021,1,2021-01-31,S37000016,65 - 74,All,78,79.5,-1.9
2021,1,2021-01-31,S37000016,75 - 84,All,92,109,-15.6
2021,1,2021-01-31,S37000016,85 and over,All,61,79.5,-23.3
2021,1,2021-01-31,S37000016,All ages,All,455,483.5,-5.9
2021,1,2021-01-31,S37000016,All ages,Female,234,248,-5.6
2021,1,2021-01-31,S37000016,All ages,Male,221,235.5,-6.2
2021,1,2021-01-31,S37000017,15 - 44,All,33,36,-8.3
2021,1,2021-01-31,S37000017,45 - 64,All,37,40,-7.5
2021,1,2021-01-31,S37000017,65 - 74,All,25,31,-19.4
2021,1,2021-01-31,S37000017,75 - 84,All,34,35,-2.9
2021,1,2021-01-31,S37000017,85 and over,All,17,30,-43.3
2021,1,2021-01-31,S37000017,All ages,All,150,182.5,-17.8
2021,1,2021-01-31,S37000017,All ages,Female,83,93,-10.8
2021,1,2021-01-31,S37000017,All ages,Male,67,89.5,-25.1
2021,1,2021-01-31,S37000018,15 - 44,All,38,41,-7.3
2021,1,2021-01-31,S37000018,45 - 64,All,33,44.5,-25.8
2021,1,2021-01-31,S37000018,65 - 74,All,24,27,-11.1
2021,1,2021-01-31,S37000018,75 - 84,All,35,31.5,11.1
2021,1,2021-01-31,S37000018,85 and over,All,19,14,35.7
2021,1,2021-01-31,S37000018,All ages,All,154,174,-11.5
2021,1,2021-01-31,S37000018,All ages,Female,79,90,-12.2
2021,1,2021-01-31,S37000018,All ages,Male,75,84,-10.7
2021,1,2021-01-31,S37000019,15 - 44,All,25,27,-7.4
2021,1,2021-01-31,S37000019,45 - 64,All,42,32,31.2
2021,1,2021-01-31,S37000019,65 - 74,All,47,34,38.2
2021,1,2021-01-31,S37000019,75 - 84,All,47,35,34.3
2021,1,2021-01-31,S37000019,85 and over,All,34,38,-10.5
2021,1,2021-01-31,S37000019,All ages,All,200,175.5,14
2021,1,2021-01-31,S37000019,All ages,Female,119,91.5,30.1
2021,1,2021-01-31,S37000019,All ages,Male,81,84,-3.6
2021,1,2021-01-31,S37000020,Under 5,All,5,14,-64.3
2021,1,2021-01-31,S37000020,15 - 44,All,55,69,-20.3
2021,1,2021-01-31,S37000020,45 - 64,All,113,91,24.2
2021,1,2021-01-31,S37000020,65 - 74,All,55,67,-17.9
2021,1,2021-01-31,S37000020,75 - 84,All,99,83.5,18.6
2021,1,2021-01-31,S37000020,85 and over,All,57,57,0
2021,1,2021-01-31,S37000020,All ages,All,384,389.5,-1.4
2021,1,2021-01-31,S37000020,All ages,Female,192,202,-5
2021,1,2021-01-31,S37000020,All ages,Male,192,187.5,2.4
2021,1,2021-01-31,S37000022,15 - 44,All,9,9,0
2021,1,2021-01-31,S37000022,45 - 64,All,10,8.5,17.6
2021,1,2021-01-31,S37000022,65 - 74,All,12,10,20
2021,1,2021-01-31,S37000022,75 - 84,All,7,14,-50
2021,1,2021-01-31,S37000022,85 and over,All,5,4.5,11.1
2021,1,2021-01-31,S37000022,All ages,All,43,47.5,-9.5
2021,1,2021-01-31,S37000022,All ages,Female,17,22.5,-24.4
2021,1,2021-01-31,S37000022,All ages,Male,26,25,4
2021,1,2021-01-31,S37000024,15 - 44,All,66,76,-13.2
2021,1,2021-01-31,S37000024,45 - 64,All,75,88.5,-15.3
2021,1,2021-01-31,S37000024,65 - 74,All,53,54.5,-2.8
2021,1,2021-01-31,S37000024,75 - 84,All,79,72.5,9
2021,1,2021-01-31,S37000024,85 and over,All,56,54,3.7
2021,1,2021-01-31,S37000024,All ages,All,331,366,-9.6
2021,1,2021-01-31,S37000024,All ages,Female,180,188.5,-4.5
2021,1,2021-01-31,S37000024,All ages,Male,151,177.5,-14.9
2021,1,2021-01-31,S37000025,15 - 44,All,43,45,-4.4
2021,1,2021-01-31,S37000025,45 - 64,All,54,52.5,2.9
2021,1,2021-01-31,S37000025,65 - 74,All,34,52.5,-35.2
2021,1,2021-01-31,S37000025,75 - 84,All,77,67,14.9
2021,1,2021-01-31,S37000025,85 and over,All,66,56,17.9
2021,1,2021-01-31,S37000025,All ages,All,275,278.5,-1.3
2021,1,2021-01-31,S37000025,All ages,Female,137,149,-8.1
2021,1,2021-01-31,S37000025,All ages,Male,138,129.5,6.6
2021,1,2021-01-31,S37000026,15 - 44,All,11,7,57.1
2021,1,2021-01-31,S37000026,45 - 64,All,15,11,36.4
2021,1,2021-01-31,S37000026,65 - 74,All,8,5,60
2021,1,2021-01-31,S37000026,All ages,All,42,42,0
2021,1,2021-01-31,S37000026,All ages,Female,18,17,5.9
2021,1,2021-01-31,S37000026,All ages,Male,24,25,-4
2021,1,2021-01-31,S37000027,15 - 44,All,45,48,-6.2
2021,1,2021-01-31,S37000027,45 - 64,All,64,59.5,7.6
2021,1,2021-01-31,S37000027,65 - 74,All,38,43,-11.6
2021,1,2021-01-31,S37000027,75 - 84,All,46,63,-27
2021,1,2021-01-31,S37000027,85 and over,All,54,55,-1.8
2021,1,2021-01-31,S37000027,All ages,All,252,285,-11.6
2021,1,2021-01-31,S37000027,All ages,Female,140,148.5,-5.7
2021,1,2021-01-31,S37000027,All ages,Male,112,136.5,-17.9
2021,1,2021-01-31,S37000028,Under 5,All,6,28,-78.6
2021,1,2021-01-31,S37000028,15 - 44,All,124,126,-1.6
2021,1,2021-01-31,S37000028,45 - 64,All,157,159.5,-1.6
2021,1,2021-01-31,S37000028,65 - 74,All,81,131,-38.2
2021,1,2021-01-31,S37000028,75 - 84,All,132,138,-4.3
2021,1,2021-01-31,S37000028,85 and over,All,94,97,-3.1
2021,1,2021-01-31,S37000028,All ages,All,597,690,-13.5
2021,1,2021-01-31,S37000028,All ages,Female,302,358,-15.6
2021,1,2021-01-31,S37000028,All ages,Male,295,332,-11.1
2021,1,2021-01-31,S37000029,Under 5,All,7,8.5,-17.6
2021,1,2021-01-31,S37000029,15 - 44,All,45,52,-13.5
2021,1,2021-01-31,S37000029,45 - 64,All,48,54,-11.1
2021,1,2021-01-31,S37000029,65 - 74,All,43,40,7.5
2021,1,2021-01-31,S37000029,75 - 84,All,30,39.5,-24.1
2021,1,2021-01-31,S37000029,85 and over,All,26,32,-18.8
2021,1,2021-01-31,S37000029,All ages,All,201,231.5,-13.2
2021,1,2021-01-31,S37000029,All ages,Female,96,126,-23.8
2021,1,2021-01-31,S37000029,All ages,Male,105,105.5,-0.5
2021,1,2021-01-31,S37000030,Under 5,All,5,21.5,-76.7
2021,1,2021-01-31,S37000030,15 - 44,All,58,89.5,-35.2
2021,1,2021-01-31,S37000030,45 - 64,All,101,93,8.6
2021,1,2021-01-31,S37000030,65 - 74,All,44,42.5,3.5
2021,1,2021-01-31,S37000030,75 - 84,All,72,69.5,3.6
2021,1,2021-01-31,S37000030,85 and over,All,44,35.5,23.9
2021,1,2021-01-31,S37000030,All ages,All,328,361,-9.1
2021,1,2021-01-31,S37000030,All ages,Female,169,190.5,-11.3
2021,1,2021-01-31,S37000030,All ages,Male,159,170.5,-6.7
2021,1,2021-01-31,S37000031,15 - 44,All,18,6,200
2021,1,2021-01-31,S37000031,45 - 64,All,22,19.5,12.8
2021,1,2021-01-31,S37000031,65 - 74,All,15,11.5,30.4
2021,1,2021-01-31,S37000031,75 - 84,All,28,15.5,80.6
2021,1,2021-01-31,S37000031,85 and over,All,14,14,0
2021,1,2021-01-31,S37000031,All ages,All,97,69,40.6
2021,1,2021-01-31,S37000031,All ages,Female,47,36.5,28.8
2021,1,2021-01-31,S37000031,All ages,Male,50,32.5,53.8
2021,1,2021-01-31,S37000032,Under 5,All,12,30.5,-60.7
2021,1,2021-01-31,S37000032,15 - 44,All,162,181,-10.5
2021,1,2021-01-31,S37000032,45 - 64,All,170,181.5,-6.3
2021,1,2021-01-31,S37000032,65 - 74,All,127,131.5,-3.4
2021,1,2021-01-31,S37000032,75 - 84,All,121,150.5,-19.6
2021,1,2021-01-31,S37000032,85 and over,All,120,126.5,-5.1
2021,1,2021-01-31,S37000032,All ages,All,716,820.5,-12.7
2021,1,2021-01-31,S37000032,All ages,Female,373,436.5,-14.5
2021,1,2021-01-31,S37000032,All ages,Male,343,384,-10.7
2021,1,2021-01-31,S37000033,5 - 14,All,5,5,0
2021,1,2021-01-31,S37000033,15 - 44,All,57,53,7.5
2021,1,2021-01-31,S37000033,45 - 64,All,54,64,-15.6
2021,1,2021-01-31,S37000033,65 - 74,All,32,45,-28.9
2021,1,2021-01-31,S37000033,75 - 84,All,70,65.5,6.9
2021,1,2021-01-31,S37000033,85 and over,All,59,59.5,-0.8
2021,1,2021-01-31,S37000033,All ages,All,279,299,-6.7
2021,1,2021-01-31,S37000033,All ages,Female,149,144,3.5
2021,1,2021-01-31,S37000033,All ages,Male,130,155,-16.1
2021,1,2021-01-31,S37000034,Under 5,All,28,47,-40.4
2021,1,2021-01-31,S37000034,5 - 14,All,13,25.5,-49
2021,1,2021-01-31,S37000034,15 - 44,All,332,313,6.1
2021,1,2021-01-31,S37000034,45 - 64,All,351,366.5,-4.2
2021,1,2021-01-31,S37000034,65 - 74,All,170,187,-9.1
2021,1,2021-01-31,S37000034,75 - 84,All,210,236,-11
2021,1,2021-01-31,S37000034,85 and over,All,151,152.5,-1
2021,1,2021-01-31,S37000034,All ages,All,1255,1327.5,-5.5
2021,1,2021-01-31,S37000034,All ages,Female,641,695,-7.8
2021,1,2021-01-31,S37000034,All ages,Male,614,632.5,-2.9
2021,1,2021-01-31,S37000035,Under 5,All,12,36.5,-67.1
2021,1,2021-01-31,S37000035,5 - 14,All,7,17.5,-60
2021,1,2021-01-31,S37000035,15 - 44,All,128,164,-22
2021,1,2021-01-31,S37000035,45 - 64,All,216,190,13.7
2021,1,2021-01-31,S37000035,65 - 74,All,102,124.5,-18.1
2021,1,2021-01-31,S37000035,75 - 84,All,143,136,5.1
2021,1,2021-01-31,S37000035,85 and over,All,67,80.5,-16.8
2021,1,2021-01-31,S37000035,All ages,All,675,749,-9.9
2021,1,2021-01-31,S37000035,All ages,Female,329,371.5,-11.4
2021,1,2021-01-31,S37000035,All ages,Male,346,377.5,-8.3
2021,1,2021-02-07,S37000001,Under 5,All,5,14,-64.3
2021,1,2021-02-07,S37000001,5 - 14,All,5,8,-37.5
2021,1,2021-02-07,S37000001,15 - 44,All,80,102.5,-22
2021,1,2021-02-07,S37000001,45 - 64,All,87,96,-9.4
2021,1,2021-02-07,S37000001,65 - 74,All,51,68.5,-25.5
2021,1,2021-02-07,S37000001,75 - 84,All,66,86.5,-23.7
2021,1,2021-02-07,S37000001,85 and over,All,62,65,-4.6
2021,1,2021-02-07,S37000001,All ages,All,356,440.5,-19.2
2021,1,2021-02-07,S37000001,All ages,Female,184,229,-19.7
2021,1,2021-02-07,S37000001,All ages,Male,172,211.5,-18.7
2021,1,2021-02-07,S37000002,Under 5,All,9,19.5,-53.8
2021,1,2021-02-07,S37000002,5 - 14,All,5,17.5,-71.4
2021,1,2021-02-07,S37000002,15 - 44,All,92,76,21.1
2021,1,2021-02-07,S37000002,45 - 64,All,100,83.5,19.8
2021,1,2021-02-07,S37000002,65 - 74,All,64,68,-5.9
2021,1,2021-02-07,S37000002,75 - 84,All,85,108,-21.3
2021,1,2021-02-07,S37000002,85 and over,All,58,68,-14.7
2021,1,2021-02-07,S37000002,All ages,All,413,440.5,-6.2
2021,1,2021-02-07,S37000002,All ages,Female,220,231,-4.8
2021,1,2021-02-07,S37000002,All ages,Male,193,209.5,-7.9
2021,1,2021-02-07,S37000003,15 - 44,All,42,44.5,-5.6
2021,1,2021-02-07,S37000003,45 - 64,All,71,48,47.9
2021,1,2021-02-07,S37000003,65 - 74,All,33,34.5,-4.3
2021,1,2021-02-07,S37000003,75 - 84,All,42,48,-12.5
2021,1,2021-02-07,S37000003,85 and over,All,35,47,-25.5
2021,1,2021-02-07,S37000003,All ages,All,226,233,-3
2021,1,2021-02-07,S37000003,All ages,Female,120,115.5,3.9
2021,1,2021-02-07,S37000003,All ages,Male,106,117.5,-9.8
2021,1,2021-02-07,S37000004,Under 5,All,5,5,0
2021,1,2021-02-07,S37000004,15 - 44,All,19,35,-45.7
2021,1,2021-02-07,S37000004,45 - 64,All,49,48,2.1
2021,1,2021-02-07,S37000004,65 - 74,All,39,35,11.4
2021,1,2021-02-07,S37000004,75 - 84,All,46,57.5,-20
2021,1,2021-02-07,S37000004,85 and over,All,53,51,3.9
2021,1,2021-02-07,S37000004,All ages,All,212,236,-10.2
2021,1,2021-02-07,S37000004,All ages,Female,118,125.5,-6
2021,1,2021-02-07,S37000004,All ages,Male,94,110.5,-14.9
2021,1,2021-02-07,S37000005,Under 5,All,6,11,-45.5
2021,1,2021-02-07,S37000005,15 - 44,All,54,61.5,-12.2
2021,1,2021-02-07,S37000005,45 - 64,All,65,66,-1.5
2021,1,2021-02-07,S37000005,65 - 74,All,37,32,15.6
2021,1,2021-02-07,S37000005,75 - 84,All,54,56,-3.6
2021,1,2021-02-07,S37000005,85 and over,All,34,38.5,-11.7
2021,1,2021-02-07,S37000005,All ages,All,252,272.5,-7.5
2021,1,2021-02-07,S37000005,All ages,Female,135,130,3.8
2021,1,2021-02-07,S37000005,All ages,Male,117,142.5,-17.9
2021,1,2021-02-07,S37000006,15 - 44,All,35,53,-34
2021,1,2021-02-07,S37000006,45 - 64,All,79,69.5,13.7
2021,1,2021-02-07,S37000006,65 - 74,All,73,76,-3.9
2021,1,2021-02-07,S37000006,75 - 84,All,66,90.5,-27.1
2021,1,2021-02-07,S37000006,85 and over,All,73,63,15.9
2021,1,2021-02-07,S37000006,All ages,All,330,366.5,-10
2021,1,2021-02-07,S37000006,All ages,Female,152,194.5,-21.9
2021,1,2021-02-07,S37000006,All ages,Male,178,172,3.5
2021,1,2021-02-07,S37000007,5 - 14,All,5,3.5,42.9
2021,1,2021-02-07,S37000007,15 - 44,All,71,74.5,-4.7
2021,1,2021-02-07,S37000007,45 - 64,All,81,83.5,-3
2021,1,2021-02-07,S37000007,65 - 74,All,46,54.5,-15.6
2021,1,2021-02-07,S37000007,75 - 84,All,60,72,-16.7
2021,1,2021-02-07,S37000007,85 and over,All,36,51,-29.4
2021,1,2021-02-07,S37000007,All ages,All,303,348,-12.9
2021,1,2021-02-07,S37000007,All ages,Female,141,170,-17.1
2021,1,2021-02-07,S37000007,All ages,Male,162,178,-9
2021,1,2021-02-07,S37000008,Under 5,All,6,10,-40
2021,1,2021-02-07,S37000008,15 - 44,All,42,64.5,-34.9
2021,1,2021-02-07,S37000008,45 - 64,All,91,66,37.9
2021,1,2021-02-07,S37000008,65 - 74,All,52,52,0
2021,1,2021-02-07,S37000008,75 - 84,All,40,63,-36.5
2021,1,2021-02-07,S37000008,85 and over,All,38,45.5,-16.5
2021,1,2021-02-07,S37000008,All ages,All,272,308,-11.7
2021,1,2021-02-07,S37000008,All ages,Female,129,158.5,-18.6
2021,1,2021-02-07,S37000008,All ages,Male,143,149.5,-4.3
2021,1,2021-02-07,S37000009,15 - 44,All,36,30.5,18
2021,1,2021-02-07,S37000009,45 - 64,All,40,34,17.6
2021,1,2021-02-07,S37000009,65 - 74,All,25,29.5,-15.3
2021,1,2021-02-07,S37000009,75 - 84,All,39,47.5,-17.9
2021,1,2021-02-07,S37000009,85 and over,All,39,40,-2.5
2021,1,2021-02-07,S37000009,All ages,All,185,189,-2.1
2021,1,2021-02-07,S37000009,All ages,Female,104,97.5,6.7
2021,1,2021-02-07,S37000009,All ages,Male,81,91.5,-11.5
2021,1,2021-02-07,S37000010,Under 5,All,5,5.5,-9.1
2021,1,2021-02-07,S37000010,15 - 44,All,33,44,-25
2021,1,2021-02-07,S37000010,45 - 64,All,36,37.5,-4
2021,1,2021-02-07,S37000010,65 - 74,All,27,26,3.8
2021,1,2021-02-07,S37000010,75 - 84,All,42,37,13.5
2021,1,2021-02-07,S37000010,85 and over,All,35,22,59.1
2021,1,2021-03-14,S37000030,All ages,Male,163,179,-8.9
2021,1,2021-03-14,S37000031,15 - 44,All,8,11,-27.3
2021,1,2021-03-14,S37000031,45 - 64,All,6,23,-73.9
2021,1,2021-03-14,S37000031,65 - 74,All,13,15,-13.3
2021,1,2021-03-14,S37000031,75 - 84,All,27,17,58.8
2021,1,2021-03-14,S37000031,85 and over,All,20,18,11.1
2021,1,2021-03-14,S37000031,All ages,All,76,86.5,-12.1
2021,1,2021-03-14,S37000031,All ages,Female,41,39.5,3.8
2021,1,2021-03-14,S37000031,All ages,Male,35,47,-25.5
2021,1,2021-03-14,S37000032,Under 5,All,20,20.5,-2.4
2021,1,2021-03-14,S37000032,5 - 14,All,13,14,-7.1
2021,1,2021-03-14,S37000032,15 - 44,All,172,192,-10.4
2021,1,2021-03-14,S37000032,45 - 64,All,177,193,-8.3
2021,1,2021-03-14,S37000032,65 - 74,All,133,133,0
2021,1,2021-03-14,S37000032,75 - 84,All,145,174.5,-16.9
2021,1,2021-03-14,S37000032,85 and over,All,139,135,3
2021,1,2021-03-14,S37000032,All ages,All,799,862,-7.3
2021,1,2021-03-14,S37000032,All ages,Female,417,455.5,-8.5
2021,1,2021-03-14,S37000032,All ages,Male,382,406.5,-6
2021,1,2021-03-14,S37000033,Under 5,All,7,10,-30
2021,1,2021-03-14,S37000033,15 - 44,All,48,52,-7.7
2021,1,2021-03-14,S37000033,45 - 64,All,50,50.5,-1
2021,1,2021-03-14,S37000033,65 - 74,All,50,46.5,7.5
2021,1,2021-03-14,S37000033,75 - 84,All,79,64,23.4
2021,1,2021-02-07,S37000011,85 and over,All,29,33.5,-13.4
2021,1,2021-02-07,S37000011,All ages,All,135,146.5,-7.8
2021,1,2021-02-07,S37000011,All ages,Female,81,70.5,14.9
2021,1,2021-02-07,S37000011,All ages,Male,54,76,-28.9
2021,1,2021-02-07,S37000012,Under 5,All,19,35,-45.7
2021,1,2021-02-07,S37000012,5 - 14,All,9,19.5,-53.8
2021,1,2021-02-07,S37000012,15 - 44,All,205,229,-10.5
2021,1,2021-02-07,S37000012,45 - 64,All,165,199,-17.1
2021,1,2021-02-07,S37000012,65 - 74,All,112,102.5,9.3
2021,1,2021-02-07,S37000012,75 - 84,All,130,138,-5.8
2021,1,2021-02-07,S37000012,85 and over,All,139,121.5,14.4
2021,1,2021-02-07,S37000012,All ages,All,779,844.5,-7.8
2021,1,2021-02-07,S37000012,All ages,Female,416,446,-6.7
2021,1,2021-02-07,S37000012,All ages,Male,363,398.5,-8.9
2021,1,2021-02-07,S37000013,Under 5,All,8,9.5,-15.8
2021,1,2021-02-07,S37000013,15 - 44,All,74,69.5,6.5
2021,1,2021-02-07,S37000013,45 - 64,All,69,85,-18.8
2021,1,2021-02-07,S37000013,65 - 74,All,50,55,-9.1
2021,1,2021-02-07,S37000013,75 - 84,All,72,70.5,2.1
2021,1,2021-02-07,S37000013,85 and over,All,40,40,0
2021,1,2021-02-07,S37000013,All ages,All,314,335.5,-6.4
2021,1,2021-02-07,S37000013,All ages,Female,178,167,6.6
2021,1,2021-02-07,S37000013,All ages,Male,136,168.5,-19.3
2021,1,2021-02-07,S37000016,15 - 44,All,83,102,-18.6
2021,1,2021-02-07,S37000016,45 - 64,All,99,116.5,-15
2021,1,2021-02-07,S37000016,65 - 74,All,82,86.5,-5.2
2021,1,2021-02-07,S37000016,75 - 84,All,89,114,-21.9
2021,1,2021-02-07,S37000016,85 and over,All,61,88,-30.7
2021,1,2021-02-07,S37000016,All ages,All,421,534.5,-21.2
2021,1,2021-02-07,S37000016,All ages,Female,207,277.5,-25.4
2021,1,2021-02-07,S37000016,All ages,Male,214,257,-16.7
2021,1,2021-02-07,S37000017,Under 5,All,5,5,0
2021,1,2021-02-07,S37000017,15 - 44,All,27,34.5,-21.7
2021,1,2021-02-07,S37000017,45 - 64,All,51,45,13.3
2021,1,2021-02-07,S37000017,65 - 74,All,39,29,34.5
2021,1,2021-02-07,S37000017,75 - 84,All,31,37,-16.2
2021,1,2021-02-07,S37000017,85 and over,All,21,28,-25
2021,1,2021-02-07,S37000017,All ages,All,174,182.5,-4.7
2021,1,2021-02-07,S37000017,All ages,Female,89,90.5,-1.7
2021,1,2021-02-07,S37000017,All ages,Male,85,92,-7.6
2021,1,2021-02-07,S37000018,15 - 44,All,36,35,2.9
2021,1,2021-02-07,S37000018,45 - 64,All,41,35,17.1
2021,1,2021-02-07,S37000018,65 - 74,All,19,29,-34.5
2021,1,2021-02-07,S37000018,75 - 84,All,20,24,-16.7
2021,1,2021-02-07,S37000018,85 and over,All,17,18.5,-8.1
2021,1,2021-02-07,S37000018,All ages,All,139,152,-8.6
2021,1,2021-02-07,S37000018,All ages,Female,67,89,-24.7
2021,1,2021-02-07,S37000018,All ages,Male,72,63,14.3
