year,quarter,week_ending,hscp,age_group,sex,sas_incidents,average20182019,percent_variation
2020,1,2020-01-12,S37000017,45 - 64,All,35,51,-31.4
2020,1,2020-01-12,S37000017,65 - 74,All,23,31.5,-27
2020,1,2020-01-12,S37000017,75 - 84,All,45,38,18.4
2020,1,2020-01-12,S37000017,85 and over,All,27,26.5,1.9
2020,1,2020-01-12,S37000017,All ages,All,177,184.5,-4.1
2020,1,2020-01-12,S37000017,All ages,Female,106,92.5,14.6
2020,1,2020-01-12,S37000017,All ages,Male,71,92,-22.8
2020,1,2020-01-12,S37000018,15 - 44,All,33,35.5,-7
2020,1,2020-01-12,S37000018,45 - 64,All,57,40.5,40.7
2020,1,2020-01-12,S37000018,65 - 74,All,25,30.5,-18
2020,1,2020-01-12,S37000018,75 - 84,All,25,35,-28.6
2020,1,2020-01-12,S37000018,85 and over,All,24,20,20
2020,1,2020-01-12,S37000018,All ages,All,166,177,-6.2
2020,1,2020-01-12,S37000018,All ages,Female,87,87,0
2020,1,2020-01-12,S37000018,All ages,Male,79,90,-12.2
2020,1,2020-01-12,S37000019,Under 5,All,5,4.5,11.1
2020,1,2020-01-12,S37000019,5 - 14,All,6,4,50
2020,1,2020-01-12,S37000019,15 - 44,All,32,30.5,4.9
2020,1,2020-01-12,S37000019,45 - 64,All,29,42.5,-31.8
2020,1,2020-01-12,S37000019,65 - 74,All,31,28,10.7
2020,1,2020-01-12,S37000019,75 - 84,All,42,40.5,3.7
2020,1,2020-01-12,S37000019,85 and over,All,37,25.5,45.1
2020,1,2020-01-12,S37000019,All ages,All,182,175.5,3.7
2020,1,2020-01-12,S37000019,All ages,Female,108,81,33.3
2020,1,2020-01-12,S37000019,All ages,Male,74,94.5,-21.7
2020,1,2020-01-12,S37000020,Under 5,All,5,10,-50
2020,1,2020-01-12,S37000020,15 - 44,All,70,84.5,-17.2
2020,1,2020-01-12,S37000020,45 - 64,All,100,97.5,2.6
2020,1,2020-01-12,S37000020,65 - 74,All,64,72,-11.1
2020,1,2020-01-12,S37000020,75 - 84,All,68,86.5,-21.4
2020,1,2020-01-12,S37000020,85 and over,All,55,50,10
2020,1,2020-01-12,S37000020,All ages,All,365,404.5,-9.8
2020,1,2020-01-12,S37000020,All ages,Female,204,214.5,-4.9
2020,1,2020-01-12,S37000020,All ages,Male,161,190,-15.3
2020,1,2020-01-12,S37000022,15 - 44,All,6,8.5,-29.4
2020,1,2020-01-12,S37000022,45 - 64,All,9,7.5,20
2020,1,2020-01-12,S37000022,65 - 74,All,8,7.5,6.7
2020,1,2020-01-12,S37000022,75 - 84,All,18,11.5,56.5
2020,1,2020-01-12,S37000022,85 and over,All,8,5.5,45.5
2020,1,2020-01-12,S37000022,All ages,All,50,43.5,14.9
2020,1,2020-01-12,S37000022,All ages,Female,35,23,52.2
2020,1,2020-01-12,S37000022,All ages,Male,15,20.5,-26.8
2020,1,2020-01-12,S37000024,Under 5,All,5,8.5,-41.2
2020,1,2020-01-12,S37000024,15 - 44,All,58,63,-7.9
2020,1,2020-01-12,S37000024,45 - 64,All,78,82,-4.9
2020,1,2020-01-12,S37000024,65 - 74,All,57,55.5,2.7
2020,1,2020-01-12,S37000024,75 - 84,All,79,91,-13.2
2020,1,2020-01-12,S37000024,85 and over,All,64,50.5,26.7
2020,1,2020-01-12,S37000024,All ages,All,345,356.5,-3.2
2020,1,2020-01-12,S37000024,All ages,Female,203,177,14.7
2020,1,2020-01-12,S37000024,All ages,Male,142,179.5,-20.9
2020,1,2020-01-12,S37000025,15 - 44,All,50,41.5,20.5
2020,1,2020-01-12,S37000025,45 - 64,All,53,53.5,-0.9
2020,1,2020-01-12,S37000025,65 - 74,All,44,55,-20
2020,1,2020-01-12,S37000025,75 - 84,All,83,66.5,24.8
2020,1,2020-01-12,S37000025,85 and over,All,39,58.5,-33.3
2020,1,2020-01-12,S37000025,All ages,All,271,285,-4.9
2020,1,2020-01-12,S37000025,All ages,Female,150,148.5,1
2020,1,2020-01-12,S37000025,All ages,Male,121,136.5,-11.4
2020,1,2020-01-12,S37000026,15 - 44,All,6,6.5,-7.7
2020,1,2020-01-12,S37000026,65 - 74,All,7,9,-22.2
2020,1,2020-01-12,S37000026,75 - 84,All,9,13,-30.8
2020,1,2020-01-12,S37000026,85 and over,All,5,7,-28.6
2020,1,2020-01-12,S37000026,All ages,All,33,43,-23.3
2020,1,2020-01-12,S37000026,All ages,Female,16,22.5,-28.9
2020,1,2020-01-12,S37000026,All ages,Male,17,20.5,-17.1
2020,1,2020-01-12,S37000027,Under 5,All,5,9,-44.4
2020,1,2020-01-12,S37000027,15 - 44,All,45,51,-11.8
2020,1,2020-01-12,S37000027,45 - 64,All,58,57.5,0.9
2020,1,2020-01-12,S37000027,65 - 74,All,49,61.5,-20.3
2020,1,2020-01-12,S37000027,75 - 84,All,62,72,-13.9
2020,1,2020-01-12,S37000027,85 and over,All,57,51.5,10.7
2020,1,2020-01-12,S37000027,All ages,All,279,306,-8.8
2020,1,2020-01-12,S37000027,All ages,Female,165,176.5,-6.5
2020,1,2020-01-12,S37000027,All ages,Male,114,129.5,-12
2020,1,2020-01-12,S37000028,Under 5,All,9,21,-57.1
2020,1,2020-01-12,S37000028,5 - 14,All,8,10,-20
2020,1,2020-01-12,S37000028,15 - 44,All,119,150,-20.7
2020,1,2020-01-12,S37000028,45 - 64,All,158,160.5,-1.6
2020,1,2020-01-12,S37000028,65 - 74,All,105,104.5,0.5
2020,1,2020-01-12,S37000028,75 - 84,All,147,157,-6.4
2020,1,2020-01-12,S37000028,85 and over,All,106,111,-4.5
2020,1,2020-01-12,S37000028,All ages,All,652,714,-8.7
2020,1,2020-01-12,S37000028,All ages,Female,357,368.5,-3.1
2020,1,2020-01-12,S37000028,All ages,Male,295,345.5,-14.6
2020,1,2020-01-12,S37000029,Under 5,All,5,7,-28.6
2020,1,2020-01-12,S37000029,15 - 44,All,38,52,-26.9
2020,1,2020-01-12,S37000029,45 - 64,All,75,59,27.1
2020,1,2020-01-12,S37000029,65 - 74,All,26,41.5,-37.3
2020,1,2020-01-12,S37000029,75 - 84,All,49,42,16.7
2020,1,2020-01-12,S37000029,85 and over,All,26,36,-27.8
2020,1,2020-01-12,S37000029,All ages,All,221,241,-8.3
2020,1,2020-01-12,S37000029,All ages,Female,120,127,-5.5
2020,1,2020-01-12,S37000029,All ages,Male,101,114,-11.4
2020,1,2020-01-12,S37000030,Under 5,All,20,21,-4.8
2020,1,2020-01-12,S37000030,5 - 14,All,5,3.5,42.9
2020,1,2020-01-12,S37000030,15 - 44,All,61,70.5,-13.5
2020,1,2020-01-12,S37000030,45 - 64,All,96,93.5,2.7
2020,1,2020-01-12,S37000030,65 - 74,All,62,56.5,9.7
2020,1,2020-01-12,S37000030,75 - 84,All,68,66,3
2020,1,2020-01-12,S37000030,85 and over,All,38,39.5,-3.8
2020,1,2020-01-12,S37000030,All ages,All,350,350.5,-0.1
2020,1,2020-01-12,S37000030,All ages,Female,186,189.5,-1.8
2020,1,2020-01-12,S37000030,All ages,Male,164,161,1.9
2020,1,2020-01-12,S37000031,15 - 44,All,10,8.5,17.6
2020,1,2020-01-12,S37000031,45 - 64,All,21,14,50
2020,1,2020-01-12,S37000031,65 - 74,All,13,16,-18.8
2020,1,2020-01-12,S37000031,75 - 84,All,21,20.5,2.4
2020,1,2020-01-12,S37000031,85 and over,All,20,16,25
2020,1,2020-01-12,S37000031,All ages,All,86,78.5,9.6
2020,1,2020-01-12,S37000031,All ages,Female,41,34,20.6
2020,1,2020-01-12,S37000031,All ages,Male,45,44.5,1.1
2020,1,2020-01-12,S37000032,Under 5,All,26,29.5,-11.9
2020,1,2020-01-12,S37000032,5 - 14,All,14,16,-12.5
2020,1,2020-01-12,S37000032,15 - 44,All,164,152.5,7.5
2020,1,2020-01-12,S37000032,45 - 64,All,171,185.5,-7.8
2020,1,2020-01-12,S37000032,65 - 74,All,123,127.5,-3.5
2020,1,2020-01-12,S37000032,75 - 84,All,148,176.5,-16.1
2020,1,2020-01-12,S37000032,85 and over,All,134,140.5,-4.6
2020,1,2020-01-12,S37000032,All ages,All,780,828,-5.8
2020,1,2020-01-12,S37000032,All ages,Female,413,443.5,-6.9
2020,1,2020-01-12,S37000032,All ages,Male,367,384.5,-4.6
2020,1,2020-01-12,S37000033,Under 5,All,10,10.5,-4.8
2020,1,2020-01-12,S37000033,15 - 44,All,61,47,29.8
2020,1,2020-01-12,S37000033,45 - 64,All,57,46.5,22.6
2020,1,2020-01-12,S37000033,65 - 74,All,56,41,36.6
2020,1,2020-01-12,S37000033,75 - 84,All,58,76,-23.7
2020,1,2020-01-12,S37000033,85 and over,All,73,58.5,24.8
2020,1,2020-01-12,S37000033,All ages,All,317,284,11.6
2020,1,2020-01-12,S37000033,All ages,Female,168,135,24.4
2020,1,2020-01-12,S37000033,All ages,Male,149,149,0
2020,1,2020-01-12,S37000034,Under 5,All,24,43,-44.2
2020,1,2020-01-12,S37000034,5 - 14,All,11,22,-50
2020,1,2020-01-12,S37000034,15 - 44,All,283,333.5,-15.1
2020,1,2020-01-12,S37000034,45 - 64,All,346,376,-8
2020,1,2020-01-12,S37000034,65 - 74,All,175,194.5,-10
2020,1,2020-01-12,S37000034,75 - 84,All,214,237,-9.7
2020,1,2020-01-12,S37000034,85 and over,All,146,166,-12
2020,1,2020-01-12,S37000034,All ages,All,1199,1372,-12.6
2020,1,2020-01-12,S37000034,All ages,Female,585,705,-17
2020,1,2020-01-12,S37000034,All ages,Male,614,667,-7.9
2020,1,2020-01-12,S37000035,Under 5,All,21,22.5,-6.7
2020,1,2020-01-12,S37000035,5 - 14,All,9,10.5,-14.3
2020,1,2020-01-12,S37000035,15 - 44,All,174,139,25.2
2020,1,2020-01-12,S37000035,45 - 64,All,177,187.5,-5.6
2020,1,2020-01-12,S37000035,65 - 74,All,151,137.5,9.8
2020,1,2020-01-12,S37000035,75 - 84,All,155,145.5,6.5
2020,1,2020-01-12,S37000035,85 and over,All,83,96.5,-14
2020,1,2020-01-12,S37000035,All ages,All,770,739,4.2
2020,1,2020-01-12,S37000035,All ages,Female,409,379.5,7.8
2020,1,2020-01-12,S37000035,All ages,Male,361,359.5,0.4
2020,1,2020-01-19,S37000001,Under 5,All,17,18.5,-8.1
2020,1,2020-01-19,S37000001,5 - 14,All,9,9,0
2020,1,2020-01-19,S37000001,15 - 44,All,105,103.5,1.4
2020,1,2020-01-19,S37000001,45 - 64,All,91,92.5,-1.6
2020,1,2020-01-19,S37000001,65 - 74,All,67,57,17.5
2020,1,2020-01-19,S37000001,75 - 84,All,84,60,40
2020,1,2020-01-19,S37000001,85 and over,All,83,84,-1.2
2020,1,2020-01-19,S37000001,All ages,All,456,424.5,7.4
2020,1,2020-01-19,S37000001,All ages,Female,247,230.5,7.2
2020,1,2020-01-19,S37000001,All ages,Male,209,194,7.7
2020,1,2020-01-19,S37000002,Under 5,All,17,17.5,-2.9
2020,1,2020-01-19,S37000002,5 - 14,All,10,9,11.1
2020,1,2020-01-19,S37000002,15 - 44,All,80,82.5,-3
2020,1,2020-01-19,S37000002,45 - 64,All,93,75.5,23.2
2020,1,2020-01-19,S37000002,65 - 74,All,76,70,8.6
2020,1,2020-01-19,S37000002,75 - 84,All,110,94,17
2020,1,2020-01-19,S37000002,85 and over,All,68,73,-6.8
2020,1,2020-01-19,S37000002,All ages,All,454,421.5,7.7
2020,1,2020-01-19,S37000002,All ages,Female,242,214,13.1
2020,1,2020-01-19,S37000002,All ages,Male,212,207.5,2.2
2020,1,2020-01-19,S37000003,Under 5,All,8,8.5,-5.9
2020,1,2020-01-19,S37000003,5 - 14,All,7,2,250
2020,1,2020-01-19,S37000003,15 - 44,All,32,42,-23.8
2020,1,2020-01-19,S37000003,45 - 64,All,36,34.5,4.3
2020,1,2020-01-19,S37000003,65 - 74,All,39,40,-2.5
2020,1,2020-01-19,S37000003,75 - 84,All,52,54.5,-4.6
2020,1,2020-01-19,S37000003,85 and over,All,57,42,35.7
2020,1,2020-01-19,S37000003,All ages,All,231,223.5,3.4
2020,1,2020-01-19,S37000003,All ages,Female,112,111.5,0.4
2020,1,2020-01-19,S37000003,All ages,Male,119,112,6.2
2020,1,2020-01-19,S37000004,15 - 44,All,12,40.5,-70.4
2020,1,2020-01-19,S37000004,45 - 64,All,37,53,-30.2
2020,1,2020-01-19,S37000004,65 - 74,All,39,49.5,-21.2
2020,1,2020-01-19,S37000004,75 - 84,All,69,57,21.1
2020,1,2020-01-19,S37000004,85 and over,All,46,55,-16.4
2020,1,2020-01-19,S37000004,All ages,All,209,263,-20.5
2020,1,2020-01-19,S37000004,All ages,Female,114,143,-20.3
2020,1,2020-01-19,S37000004,All ages,Male,95,120,-20.8
2020,1,2020-01-19,S37000005,Under 5,All,8,9,-11.1
2020,1,2020-01-19,S37000005,15 - 44,All,72,60,20
2020,1,2020-01-19,S37000005,45 - 64,All,71,72.5,-2.1
2020,1,2020-01-19,S37000005,65 - 74,All,34,40,-15
2020,1,2020-01-19,S37000005,75 - 84,All,55,58.5,-6
2020,1,2020-01-19,S37000005,85 and over,All,48,43,11.6
2020,1,2020-01-19,S37000005,All ages,All,292,291.5,0.2
2020,1,2020-01-19,S37000005,All ages,Female,150,140,7.1
2020,1,2020-01-19,S37000005,All ages,Male,142,151.5,-6.3
2020,1,2020-01-19,S37000006,Under 5,All,7,10.5,-33.3
2020,1,2020-01-19,S37000006,15 - 44,All,56,59,-5.1
2020,1,2020-01-19,S37000006,45 - 64,All,75,58,29.3
2020,1,2020-01-19,S37000006,65 - 74,All,60,66,-9.1
2020,1,2020-01-19,S37000006,75 - 84,All,79,86,-8.1
2020,1,2020-01-19,S37000006,85 and over,All,66,62,6.5
2020,1,2020-01-19,S37000006,All ages,All,346,348.5,-0.7
2020,1,2020-01-19,S37000006,All ages,Female,186,177.5,4.8
2020,1,2020-01-19,S37000006,All ages,Male,160,171,-6.4
2020,1,2020-01-19,S37000007,Under 5,All,16,12,33.3
2020,1,2020-01-19,S37000007,5 - 14,All,8,7,14.3
2020,1,2020-01-19,S37000007,15 - 44,All,69,78,-11.5
2020,1,2020-01-19,S37000007,45 - 64,All,56,72.5,-22.8
2020,1,2020-01-19,S37000007,65 - 74,All,53,50,6
2020,1,2020-01-19,S37000007,75 - 84,All,63,72,-12.5
2020,1,2020-01-19,S37000007,85 and over,All,45,52,-13.5
2020,1,2020-01-19,S37000007,All ages,All,310,343.5,-9.8
2020,1,2020-01-19,S37000007,All ages,Female,135,173.5,-22.2
2020,1,2020-01-19,S37000007,All ages,Male,175,170,2.9
2020,1,2020-01-19,S37000008,Under 5,All,14,7.5,86.7
2020,1,2020-01-19,S37000008,15 - 44,All,57,69.5,-18
2020,1,2020-01-19,S37000008,45 - 64,All,74,67.5,9.6
2020,1,2020-01-19,S37000008,65 - 74,All,57,50,14
2020,1,2020-01-19,S37000008,75 - 84,All,72,52,38.5
2020,1,2020-01-19,S37000008,85 and over,All,43,37.5,14.7
2020,1,2020-01-19,S37000008,All ages,All,318,289,10
2020,1,2020-01-19,S37000008,All ages,Female,162,141,14.9
2020,1,2020-01-19,S37000008,All ages,Male,156,148,5.4
2020,1,2020-01-19,S37000009,Under 5,All,7,6.5,7.7
2020,1,2020-01-19,S37000009,5 - 14,All,6,1.5,300
2020,1,2020-01-19,S37000009,15 - 44,All,26,26,0
2020,1,2020-01-19,S37000009,45 - 64,All,34,31,9.7
2020,1,2020-01-19,S37000009,65 - 74,All,25,26.5,-5.7
2020,1,2020-01-19,S37000009,75 - 84,All,34,40,-15
2020,1,2020-01-19,S37000009,85 and over,All,39,32,21.9
2020,1,2020-01-19,S37000009,All ages,All,171,163.5,4.6
2020,1,2020-01-19,S37000009,All ages,Female,103,91.5,12.6
2020,1,2020-01-19,S37000009,All ages,Male,68,72,-5.6
2020,1,2020-01-19,S37000010,Under 5,All,5,4,25
2020,1,2020-01-19,S37000010,15 - 44,All,32,40,-20
2020,1,2020-01-19,S37000010,45 - 64,All,38,43.5,-12.6
2020,1,2020-01-19,S37000010,65 - 74,All,28,26.5,5.7
2020,1,2020-01-19,S37000010,75 - 84,All,44,39.5,11.4
2020,1,2020-01-19,S37000010,85 and over,All,28,25,12
2020,1,2020-01-19,S37000010,All ages,All,177,185.5,-4.6
2020,1,2020-01-19,S37000010,All ages,Female,94,88.5,6.2
2020,1,2020-01-19,S37000010,All ages,Male,83,97,-14.4
2020,1,2020-01-19,S37000011,15 - 44,All,15,23.5,-36.2
2020,1,2020-01-19,S37000011,45 - 64,All,24,27.5,-12.7
2020,1,2020-01-19,S37000011,65 - 74,All,29,26,11.5
2020,1,2020-01-19,S37000011,75 - 84,All,32,28.5,12.3
2020,1,2020-01-19,S37000011,85 and over,All,33,35,-5.7
2020,1,2020-01-19,S37000011,All ages,All,139,151.5,-8.3
2020,1,2020-01-19,S37000011,All ages,Female,80,84,-4.8
2020,1,2020-01-19,S37000011,All ages,Male,59,67.5,-12.6
2020,1,2020-01-19,S37000012,Under 5,All,23,26.5,-13.2
2020,1,2020-01-19,S37000012,5 - 14,All,18,11.5,56.5
2020,1,2020-01-19,S37000012,15 - 44,All,188,216,-13
2020,1,2020-01-19,S37000012,45 - 64,All,202,182.5,10.7
2020,1,2020-01-19,S37000012,65 - 74,All,108,105,2.9
2020,1,2020-01-19,S37000012,75 - 84,All,148,126.5,17
2020,1,2020-01-19,S37000012,85 and over,All,133,126,5.6
2020,1,2020-01-19,S37000012,All ages,All,820,794,3.3
2020,1,2020-01-19,S37000012,All ages,Female,440,402.5,9.3
2020,1,2020-01-19,S37000012,All ages,Male,380,391.5,-2.9
2020,1,2020-01-19,S37000013,Under 5,All,8,6.5,23.1
2020,1,2020-01-19,S37000013,5 - 14,All,5,7.5,-33.3
2020,1,2020-01-19,S37000013,15 - 44,All,60,72.5,-17.2
2020,1,2020-01-19,S37000013,45 - 64,All,67,64.5,3.9
2020,1,2020-01-19,S37000013,65 - 74,All,46,41,12.2
2020,1,2020-01-19,S37000013,75 - 84,All,66,54.5,21.1
2020,1,2020-01-19,S37000013,85 and over,All,41,44,-6.8
2020,1,2020-01-19,S37000013,All ages,All,293,290.5,0.9
2020,1,2020-01-19,S37000013,All ages,Female,163,148,10.1
2020,1,2020-01-19,S37000013,All ages,Male,130,142.5,-8.8
2020,1,2020-01-19,S37000016,Under 5,All,16,26.5,-39.6
2020,1,2020-01-19,S37000016,5 - 14,All,6,13.5,-55.6
2020,1,2020-01-19,S37000016,15 - 44,All,92,89.5,2.8
2020,1,2020-01-19,S37000016,45 - 64,All,91,112,-18.8
2020,1,2020-01-19,S37000016,65 - 74,All,95,90.5,5
2020,1,2020-01-19,S37000016,75 - 84,All,97,102,-4.9
2020,1,2020-01-19,S37000016,85 and over,All,77,79,-2.5
2020,1,2020-01-19,S37000016,All ages,All,474,513,-7.6
2020,1,2020-01-19,S37000016,All ages,Female,227,268.5,-15.5
2020,1,2020-01-19,S37000016,All ages,Male,247,244.5,1
2020,1,2020-01-19,S37000017,15 - 44,All,29,31,-6.5
2020,1,2020-01-19,S37000017,45 - 64,All,50,49.5,1
2020,1,2020-01-19,S37000017,65 - 74,All,32,38,-15.8
2020,1,2020-01-19,S37000017,75 - 84,All,44,43.5,1.1
2020,1,2020-01-19,S37000017,85 and over,All,27,30,-10
2020,1,2020-01-19,S37000017,All ages,All,186,199.5,-6.8
2020,1,2020-01-19,S37000017,All ages,Female,93,104,-10.6
2020,1,2020-01-19,S37000017,All ages,Male,93,95.5,-2.6
2020,1,2020-01-19,S37000018,Under 5,All,9,8,12.5
2020,1,2020-01-19,S37000018,15 - 44,All,38,37,2.7
2020,1,2020-01-19,S37000018,45 - 64,All,36,28,28.6
2020,1,2020-01-19,S37000018,65 - 74,All,33,29,13.8
2020,1,2020-01-19,S37000018,75 - 84,All,29,38,-23.7
2020,1,2020-01-19,S37000018,85 and over,All,16,21,-23.8
2020,1,2020-01-19,S37000018,All ages,All,163,164.5,-0.9
2020,1,2020-01-19,S37000018,All ages,Female,89,88.5,0.6
2020,1,2020-01-19,S37000018,All ages,Male,74,76,-2.6
2020,1,2020-01-19,S37000019,Under 5,All,8,9.5,-15.8
2020,1,2020-01-19,S37000019,15 - 44,All,39,31.5,23.8
2020,1,2020-01-19,S37000019,45 - 64,All,38,37.5,1.3
2020,1,2020-01-19,S37000019,65 - 74,All,29,25.5,13.7
2020,1,2020-01-19,S37000019,75 - 84,All,52,44,18.2
2020,1,2020-01-19,S37000019,85 and over,All,35,30,16.7
2020,1,2020-01-19,S37000019,All ages,All,204,181,12.7
2020,1,2020-01-19,S37000019,All ages,Female,111,88,26.1
2020,1,2020-01-19,S37000019,All ages,Male,93,93,0
2020,1,2020-01-19,S37000020,Under 5,All,6,10,-40
2020,1,2020-01-19,S37000020,5 - 14,All,9,6.5,38.5
2020,1,2020-01-19,S37000020,15 - 44,All,68,71,-4.2
2020,1,2020-01-19,S37000020,45 - 64,All,70,89,-21.3
2020,1,2020-01-19,S37000020,65 - 74,All,65,61,6.6
2020,1,2020-01-19,S37000020,75 - 84,All,70,88,-20.5
2020,1,2020-01-19,S37000020,85 and over,All,53,65.5,-19.1
2020,1,2020-01-19,S37000020,All ages,All,341,391,-12.8
2020,1,2020-01-19,S37000020,All ages,Female,176,208,-15.4
2020,1,2020-01-19,S37000020,All ages,Male,165,183,-9.8
2020,1,2020-01-19,S37000022,45 - 64,All,16,7.5,113.3
2020,1,2020-01-19,S37000022,65 - 74,All,9,9.5,-5.3
2020,1,2020-01-19,S37000022,75 - 84,All,14,14,0
2020,1,2020-01-19,S37000022,85 and over,All,9,6.5,38.5
2020,1,2020-01-19,S37000022,All ages,All,54,46,17.4
2020,1,2020-01-19,S37000022,All ages,Female,26,23.5,10.6
2020,1,2020-01-19,S37000022,All ages,Male,28,22.5,24.4
2020,1,2020-01-19,S37000024,Under 5,All,7,10,-30
2020,1,2020-01-19,S37000024,15 - 44,All,65,61,6.6
2020,1,2020-01-19,S37000024,45 - 64,All,87,79,10.1
2020,1,2020-01-19,S37000024,65 - 74,All,59,62.5,-5.6
2020,1,2020-01-19,S37000024,75 - 84,All,63,77.5,-18.7
2020,1,2020-01-19,S37000024,85 and over,All,72,56.5,27.4
2020,1,2020-01-19,S37000024,All ages,All,355,353.5,0.4
2020,1,2020-01-19,S37000024,All ages,Female,188,180.5,4.2
2020,1,2020-01-19,S37000024,All ages,Male,167,173,-3.5
2020,1,2020-01-19,S37000025,5 - 14,All,5,4,25
2020,1,2020-01-19,S37000025,15 - 44,All,36,41.5,-13.3
2020,1,2020-01-19,S37000025,45 - 64,All,52,53.5,-2.8
2020,1,2020-01-19,S37000025,65 - 74,All,48,43.5,10.3
2020,1,2020-01-19,S37000025,75 - 84,All,65,56,16.1
2020,1,2020-01-19,S37000025,85 and over,All,53,48,10.4
2020,1,2020-01-19,S37000025,All ages,All,262,253,3.6
2020,1,2020-01-19,S37000025,All ages,Female,135,125.5,7.6
2020,1,2020-01-19,S37000025,All ages,Male,127,127.5,-0.4
2020,1,2020-01-19,S37000026,15 - 44,All,13,6.5,100
2020,1,2020-01-19,S37000026,45 - 64,All,7,12.5,-44
2020,1,2020-01-19,S37000026,75 - 84,All,9,12.5,-28
2020,1,2020-01-19,S37000026,All ages,All,37,50.5,-26.7
2020,1,2020-01-19,S37000026,All ages,Female,23,26,-11.5
2020,1,2020-01-19,S37000026,All ages,Male,14,24.5,-42.9
2020,1,2020-01-19,S37000027,Under 5,All,5,11,-54.5
2020,1,2020-01-19,S37000027,5 - 14,All,8,2.5,220
2020,1,2020-01-19,S37000027,15 - 44,All,39,50,-22
2020,1,2020-01-19,S37000027,45 - 64,All,69,56.5,22.1
2020,1,2020-01-19,S37000027,65 - 74,All,45,44,2.3
2020,1,2020-01-19,S37000027,75 - 84,All,70,74,-5.4
2020,1,2020-01-19,S37000027,85 and over,All,61,67,-9
2020,1,2020-01-19,S37000027,All ages,All,297,305,-2.6
2020,1,2020-01-19,S37000027,All ages,Female,145,165,-12.1
2020,1,2020-01-19,S37000027,All ages,Male,152,140,8.6
2020,1,2020-01-19,S37000028,Under 5,All,24,29.5,-18.6
2020,1,2020-01-19,S37000028,5 - 14,All,12,10.5,14.3
2020,1,2020-01-19,S37000028,15 - 44,All,135,130,3.8
2020,1,2020-01-19,S37000028,45 - 64,All,154,150,2.7
2020,1,2020-01-19,S37000028,65 - 74,All,104,112,-7.1
2020,1,2020-01-19,S37000028,75 - 84,All,138,136.5,1.1
2020,1,2020-01-19,S37000028,85 and over,All,121,112.5,7.6
2020,1,2020-01-19,S37000028,All ages,All,688,681,1
2020,1,2020-01-19,S37000028,All ages,Female,373,362,3
2020,1,2020-01-19,S37000028,All ages,Male,315,319,-1.3
2020,1,2020-01-19,S37000029,Under 5,All,6,6.5,-7.7
2020,1,2020-01-19,S37000029,5 - 14,All,5,2.5,100
2020,1,2020-01-19,S37000029,15 - 44,All,54,44.5,21.3
2020,1,2020-01-19,S37000029,45 - 64,All,67,51.5,30.1
2020,1,2020-01-19,S37000029,65 - 74,All,21,33,-36.4
2020,1,2020-01-19,S37000029,75 - 84,All,33,39.5,-16.5
2020,1,2020-01-19,S37000029,85 and over,All,29,32.5,-10.8
2020,1,2020-01-19,S37000029,All ages,All,215,210,2.4
2020,1,2020-01-19,S37000029,All ages,Female,118,111,6.3
2020,1,2020-01-19,S37000029,All ages,Male,97,99,-2
2020,1,2020-01-19,S37000030,Under 5,All,11,20.5,-46.3
2020,1,2020-01-19,S37000030,5 - 14,All,14,3.5,300
2020,1,2020-01-19,S37000030,15 - 44,All,74,82,-9.8
2020,1,2020-01-19,S37000030,45 - 64,All,64,71,-9.9
2020,1,2020-01-19,S37000030,65 - 74,All,49,50,-2
2020,1,2020-01-19,S37000030,75 - 84,All,77,61.5,25.2
2020,1,2020-01-19,S37000030,85 and over,All,35,30.5,14.8
2020,1,2020-01-19,S37000030,All ages,All,324,319,1.6
2020,1,2020-01-19,S37000030,All ages,Female,175,167,4.8
2020,1,2020-01-19,S37000030,All ages,Male,149,152,-2
2020,1,2020-01-19,S37000031,45 - 64,All,16,20,-20
2020,1,2020-01-19,S37000031,65 - 74,All,14,16,-12.5
2020,1,2020-01-19,S37000031,75 - 84,All,35,17.5,100
2020,1,2020-01-19,S37000031,85 and over,All,14,21.5,-34.9
2020,1,2020-01-19,S37000031,All ages,All,81,82.5,-1.8
2020,1,2020-01-19,S37000031,All ages,Female,36,39.5,-8.9
2020,1,2020-01-19,S37000031,All ages,Male,45,43,4.7
2020,1,2020-01-19,S37000032,Under 5,All,33,28,17.9
2020,1,2020-01-19,S37000032,5 - 14,All,11,16,-31.2
2020,1,2020-01-19,S37000032,15 - 44,All,165,165,0
2020,1,2020-01-19,S37000032,45 - 64,All,161,177,-9
2020,1,2020-01-19,S37000032,65 - 74,All,121,137,-11.7
2020,1,2020-01-19,S37000032,75 - 84,All,156,169.5,-8
2020,1,2020-01-19,S37000032,85 and over,All,123,149.5,-17.7
2020,1,2020-01-19,S37000032,All ages,All,770,842,-8.6
2020,1,2020-01-19,S37000032,All ages,Female,393,434.5,-9.6
2020,1,2020-01-19,S37000032,All ages,Male,377,407.5,-7.5
2020,1,2020-01-19,S37000033,Under 5,All,6,12.5,-52
2020,1,2020-01-19,S37000033,15 - 44,All,53,58.5,-9.4
2020,1,2020-01-19,S37000033,45 - 64,All,60,67,-10.4
2020,1,2020-01-19,S37000033,65 - 74,All,49,39,25.6
2020,1,2020-01-19,S37000033,75 - 84,All,57,57.5,-0.9
2020,1,2020-01-19,S37000033,85 and over,All,55,54.5,0.9
2020,1,2020-01-19,S37000033,All ages,All,283,292,-3.1
2020,1,2020-01-19,S37000033,All ages,Female,145,151,-4
