year,quarter,week_ending,hb,age_group,sex,number_attendances,average20182019,percent_variation
2020,3,2020-07-19,S08000029,65 - 74,All,111,124.5,-10.8
2020,3,2020-07-19,S08000029,75 - 84,All,92,102.5,-10.2
2020,3,2020-07-19,S08000029,85 and over,All,56,55.5,0.9
2020,3,2020-07-19,S08000029,All ages,All,1158,1311,-11.7
2020,3,2020-07-19,S08000029,All ages,Female,542,630.5,-14
2020,3,2020-07-19,S08000029,All ages,Male,608,664.5,-8.5
2020,3,2020-07-19,S08000030,Under 5,All,103,103,0
2020,3,2020-07-19,S08000030,5 - 14,All,169,133.5,26.6
2020,3,2020-07-19,S08000030,15 - 44,All,533,625.5,-14.8
2020,3,2020-07-19,S08000030,45 - 64,All,320,343,-6.7
2020,3,2020-07-19,S08000030,65 - 74,All,139,128,8.6
2020,3,2020-07-19,S08000030,75 - 84,All,128,115.5,10.8
2020,3,2020-07-19,S08000030,85 and over,All,63,76,-17.1
2020,3,2020-07-19,S08000030,All ages,All,1468,1545.5,-5
2020,3,2020-07-19,S08000030,All ages,Female,689,718,-4
2020,3,2020-07-19,S08000030,All ages,Male,766,806.5,-5
2020,3,2020-07-19,S08000031,Under 5,All,322,662.5,-51.4
2020,3,2020-07-19,S08000031,5 - 14,All,305,555,-45
2020,3,2020-07-19,S08000031,15 - 44,All,1884,2675,-29.6
2020,3,2020-07-19,S08000031,45 - 64,All,1252,1552.5,-19.4
2020,3,2020-07-19,S08000031,65 - 74,All,451,599,-24.7
2020,3,2020-07-19,S08000031,75 - 84,All,420,525.5,-20.1
2020,3,2020-07-19,S08000031,85 and over,All,253,284,-10.9
2020,3,2020-07-19,S08000031,All ages,All,4939,6906.5,-28.5
2020,3,2020-07-19,S08000031,All ages,Female,2386,3369,-29.2
2020,3,2020-07-19,S08000031,All ages,Male,2501,3484.5,-28.2
2020,3,2020-07-19,S08000032,Under 5,All,144,208.5,-30.9
2020,3,2020-07-19,S08000032,5 - 14,All,258,253,2
2020,3,2020-07-19,S08000032,15 - 44,All,1292,1496,-13.6
2020,3,2020-07-19,S08000032,45 - 64,All,954,1031,-7.5
2020,3,2020-07-19,S08000032,65 - 74,All,408,441,-7.5
2020,3,2020-07-19,S08000032,75 - 84,All,339,404.5,-16.2
2020,3,2020-07-19,S08000032,85 and over,All,157,182.5,-14
2020,3,2020-07-19,S08000032,All ages,All,3594,4059,-11.5
2020,3,2020-07-19,S08000032,All ages,Female,1725,2018,-14.5
2020,3,2020-07-19,S08000032,All ages,Male,1827,1998.5,-8.6
2020,3,2020-07-19,S92000003,Under 5,All,1491,2155,-30.8
2020,3,2020-07-19,S92000003,5 - 14,All,1918,2177.5,-11.9
2020,3,2020-07-19,S92000003,15 - 44,All,8073,9818.5,-17.8
2020,3,2020-07-19,S92000003,45 - 64,All,5295,6139,-13.7
2020,3,2020-07-19,S92000003,65 - 74,All,2216,2536.5,-12.6
2020,3,2020-07-19,S92000003,75 - 84,All,2009,2233,-10
2020,3,2020-07-19,S92000003,85 and over,All,1085,1198.5,-9.5
2020,3,2020-07-19,S92000003,All ages,All,22441,26979.5,-16.8
2020,3,2020-07-19,S92000003,All ages,Female,10661,12813.5,-16.8
2020,3,2020-07-19,S92000003,All ages,Male,11426,13444.5,-15
2020,3,2020-07-26,S08000015,Under 5,All,116,167.5,-30.7
2020,3,2020-07-26,S08000015,5 - 14,All,147,213.5,-31.1
2020,3,2020-07-26,S08000015,15 - 44,All,643,788,-18.4
2020,3,2020-07-26,S08000015,45 - 64,All,473,499.5,-5.3
2020,3,2020-07-26,S08000015,65 - 74,All,233,207,12.6
2020,3,2020-07-26,S08000015,75 - 84,All,210,195.5,7.4
2020,3,2020-07-26,S08000015,85 and over,All,105,102,2.9
2020,3,2020-07-26,S08000015,All ages,All,1960,2215.5,-11.5
2020,3,2020-07-26,S08000015,All ages,Female,942,1091,-13.7
2020,3,2020-07-26,S08000015,All ages,Male,985,1082,-9
2020,3,2020-07-26,S08000016,Under 5,All,18,28,-35.7
2020,3,2020-07-26,S08000016,5 - 14,All,32,36,-11.1
2020,3,2020-07-26,S08000016,15 - 44,All,173,210,-17.6
2020,3,2020-07-26,S08000016,45 - 64,All,147,153.5,-4.2
2020,3,2020-07-26,S08000016,65 - 74,All,84,80,5
2020,3,2020-07-26,S08000016,75 - 84,All,71,72.5,-2.1
2020,3,2020-07-26,S08000016,85 and over,All,35,55,-36.4
2020,3,2020-07-26,S08000016,All ages,All,587,661,-11.2
2020,3,2020-07-26,S08000016,All ages,Female,281,299.5,-6.2
2020,3,2020-07-26,S08000016,All ages,Male,279,335.5,-16.8
2020,3,2020-07-26,S08000017,Under 5,All,41,59.5,-31.1
2020,3,2020-07-26,S08000017,5 - 14,All,70,74,-5.4
2020,3,2020-07-26,S08000017,15 - 44,All,256,311,-17.7
2020,3,2020-07-26,S08000017,45 - 64,All,186,209.5,-11.2
2020,3,2020-07-26,S08000017,65 - 74,All,108,107,0.9
2020,3,2020-07-26,S08000017,75 - 84,All,89,106,-16
2020,3,2020-07-26,S08000017,85 and over,All,53,58.5,-9.4
2020,3,2020-07-26,S08000017,All ages,All,836,981,-14.8
2020,3,2020-07-26,S08000017,All ages,Female,368,450.5,-18.3
2020,3,2020-07-26,S08000017,All ages,Male,435,475,-8.4
2020,3,2020-07-26,S08000019,Under 5,All,67,86.5,-22.5
2020,3,2020-07-26,S08000019,5 - 14,All,60,105.5,-43.1
2020,3,2020-07-26,S08000019,15 - 44,All,296,478.5,-38.1
2020,3,2020-07-26,S08000019,45 - 64,All,222,304,-27
2020,3,2020-07-26,S08000019,65 - 74,All,140,143,-2.1
2020,3,2020-07-26,S08000019,75 - 84,All,131,115.5,13.4
2020,3,2020-07-26,S08000019,85 and over,All,66,62,6.5
2020,3,2020-07-26,S08000019,All ages,All,994,1334.5,-25.5
2020,3,2020-07-26,S08000019,All ages,Female,462,632.5,-27
2020,3,2020-07-26,S08000019,All ages,Male,520,662.5,-21.5
2020,3,2020-07-26,S08000020,Under 5,All,119,152,-21.7
2020,3,2020-07-26,S08000020,5 - 14,All,158,182.5,-13.4
2020,3,2020-07-26,S08000020,15 - 44,All,614,750.5,-18.2
2020,3,2020-07-26,S08000020,45 - 64,All,390,408,-4.4
2020,3,2020-07-26,S08000020,65 - 74,All,161,162.5,-0.9
2020,3,2020-07-26,S08000020,75 - 84,All,146,163,-10.4
2020,3,2020-07-26,S08000020,85 and over,All,94,98,-4.1
2020,3,2020-07-26,S08000020,All ages,All,1722,1999.5,-13.9
2020,3,2020-07-26,S08000020,All ages,Female,793,920.5,-13.9
2020,3,2020-07-26,S08000020,All ages,Male,889,996,-10.7
2020,3,2020-07-26,S08000022,Under 5,All,49,54,-9.3
2020,3,2020-07-26,S08000022,5 - 14,All,99,85,16.5
2020,3,2020-07-26,S08000022,15 - 44,All,395,473.5,-16.6
2020,3,2020-07-26,S08000022,45 - 64,All,261,288,-9.4
2020,3,2020-07-26,S08000022,65 - 74,All,108,131.5,-17.9
2020,3,2020-07-26,S08000022,75 - 84,All,91,94.5,-3.7
2020,3,2020-07-26,S08000022,85 and over,All,44,52.5,-16.2
2020,3,2020-07-26,S08000022,All ages,All,1115,1389,-19.7
2020,3,2020-07-26,S08000022,All ages,Female,498,540.5,-7.9
2020,3,2020-07-26,S08000022,All ages,Male,549,638.5,-14
2020,3,2020-07-26,S08000024,Under 5,All,391,501,-22
2020,3,2020-07-26,S08000024,5 - 14,All,423,419.5,0.8
2020,3,2020-07-26,S08000024,15 - 44,All,1339,1545.5,-13.4
2020,3,2020-07-26,S08000024,45 - 64,All,828,873.5,-5.2
2020,3,2020-07-26,S08000024,65 - 74,All,301,355.5,-15.3
2020,3,2020-07-26,S08000024,75 - 84,All,254,295,-13.9
2020,3,2020-07-26,S08000024,85 and over,All,164,180,-8.9
2020,3,2020-07-26,S08000024,All ages,All,3757,4451,-15.6
2020,3,2020-07-26,S08000024,All ages,Female,1772,2046,-13.4
2020,3,2020-07-26,S08000024,All ages,Male,1928,2124,-9.2
2020,3,2020-07-26,S08000025,Under 5,All,10,6.5,53.8
2020,3,2020-07-26,S08000025,5 - 14,All,12,12.5,-4
2020,3,2020-07-26,S08000025,15 - 44,All,32,42,-23.8
2020,3,2020-07-26,S08000025,45 - 64,All,33,39.5,-16.5
2020,3,2020-07-26,S08000025,65 - 74,All,16,18,-11.1
2020,3,2020-07-26,S08000025,75 - 84,All,13,18,-27.8
2020,3,2020-07-26,S08000025,All ages,All,123,161,-23.6
2020,3,2020-07-26,S08000025,All ages,Female,48,74.5,-35.6
2020,3,2020-07-26,S08000025,All ages,Male,71,72,-1.4
2020,3,2020-07-26,S08000026,Under 5,All,6,10.5,-42.9
2020,3,2020-07-26,S08000026,5 - 14,All,14,17.5,-20
2020,3,2020-07-26,S08000026,15 - 44,All,42,42.5,-1.2
2020,3,2020-07-26,S08000026,45 - 64,All,27,36,-25
2020,3,2020-07-26,S08000026,65 - 74,All,9,15.5,-41.9
2020,3,2020-07-26,S08000026,75 - 84,All,8,15,-46.7
2020,3,2020-07-26,S08000026,85 and over,All,6,4.5,33.3
2020,3,2020-07-26,S08000026,All ages,All,119,153,-22.2
2020,3,2020-07-26,S08000026,All ages,Female,49,57.5,-14.8
2020,3,2020-07-26,S08000026,All ages,Male,63,84,-25
2020,3,2020-07-26,S08000028,Under 5,All,6,5,20
2020,3,2020-07-26,S08000028,5 - 14,All,5,11,-54.5
2020,3,2020-07-26,S08000028,15 - 44,All,41,41,0
2020,3,2020-07-26,S08000028,45 - 64,All,23,37.5,-38.7
2020,3,2020-07-26,S08000028,65 - 74,All,7,18.5,-62.2
2020,3,2020-07-26,S08000028,75 - 84,All,7,14,-50
2020,3,2020-07-26,S08000028,85 and over,All,5,7,-28.6
2020,3,2020-07-26,S08000028,All ages,All,96,145,-33.8
2020,3,2020-07-26,S08000028,All ages,Female,44,63,-30.2
2020,3,2020-07-26,S08000028,All ages,Male,50,71,-29.6
2020,3,2020-07-26,S08000029,Under 5,All,59,92.5,-36.2
2020,3,2020-07-26,S08000029,5 - 14,All,91,106,-14.2
2020,3,2020-07-26,S08000029,15 - 44,All,434,504,-13.9
2020,3,2020-07-26,S08000029,45 - 64,All,270,321,-15.9
2020,3,2020-07-26,S08000029,65 - 74,All,113,137,-17.5
2020,3,2020-07-26,S08000029,75 - 84,All,93,116.5,-20.2
2020,3,2020-07-26,S08000029,85 and over,All,57,70.5,-19.1
2020,3,2020-07-26,S08000029,All ages,All,1128,1375.5,-18
2020,3,2020-07-26,S08000029,All ages,Female,531,690,-23
2020,3,2020-07-26,S08000029,All ages,Male,586,657.5,-10.9
2020,3,2020-07-26,S08000030,Under 5,All,94,105.5,-10.9
2020,3,2020-07-26,S08000030,5 - 14,All,127,125,1.6
2020,3,2020-07-26,S08000030,15 - 44,All,511,621.5,-17.8
2020,3,2020-07-26,S08000030,45 - 64,All,331,356,-7
2020,3,2020-07-26,S08000030,65 - 74,All,126,133,-5.3
2020,3,2020-07-26,S08000030,75 - 84,All,106,130,-18.5
2020,3,2020-07-26,S08000030,85 and over,All,74,71.5,3.5
2020,3,2020-07-26,S08000030,All ages,All,1395,1607,-13.2
2020,3,2020-07-26,S08000030,All ages,Female,627,739.5,-15.2
2020,3,2020-07-26,S08000030,All ages,Male,742,803,-7.6
2020,3,2020-07-26,S08000031,Under 5,All,329,653,-49.6
2020,3,2020-07-26,S08000031,5 - 14,All,452,580.5,-22.1
2020,3,2020-07-26,S08000031,15 - 44,All,1999,2577,-22.4
2020,3,2020-07-26,S08000031,45 - 64,All,1237,1560.5,-20.7
2020,3,2020-07-26,S08000031,65 - 74,All,447,576.5,-22.5
2020,3,2020-07-26,S08000031,75 - 84,All,426,533.5,-20.1
2020,3,2020-07-26,S08000031,85 and over,All,233,288,-19.1
2020,3,2020-07-26,S08000031,All ages,All,5214,6947,-24.9
2020,3,2020-07-26,S08000031,All ages,Female,2475,3274.5,-24.4
2020,3,2020-07-26,S08000031,All ages,Male,2648,3494.5,-24.2
2020,3,2020-07-26,S08000032,Under 5,All,147,194.5,-24.4
2020,3,2020-07-26,S08000032,5 - 14,All,202,263,-23.2
2020,3,2020-07-26,S08000032,15 - 44,All,1292,1443,-10.5
2020,3,2020-07-26,S08000032,45 - 64,All,925,1017,-9
2020,3,2020-07-26,S08000032,65 - 74,All,407,439,-7.3
2020,3,2020-07-26,S08000032,75 - 84,All,352,416,-15.4
2020,3,2020-07-26,S08000032,85 and over,All,155,192,-19.3
2020,3,2020-07-26,S08000032,All ages,All,3504,4006,-12.5
2020,3,2020-07-26,S08000032,All ages,Female,1702,1961,-13.2
2020,3,2020-07-26,S08000032,All ages,Male,1778,2003.5,-11.3
2020,3,2020-07-26,S92000003,Under 5,All,1452,2116,-31.4
2020,3,2020-07-26,S92000003,5 - 14,All,1892,2231.5,-15.2
2020,3,2020-07-26,S92000003,15 - 44,All,8067,9828,-17.9
2020,3,2020-07-26,S92000003,45 - 64,All,5353,6103.5,-12.3
2020,3,2020-07-26,S92000003,65 - 74,All,2260,2524,-10.5
2020,3,2020-07-26,S92000003,75 - 84,All,1997,2285,-12.6
2020,3,2020-07-26,S92000003,85 and over,All,1094,1251.5,-12.6
2020,3,2020-07-26,S92000003,All ages,All,22550,27426,-17.8
2020,3,2020-07-26,S92000003,All ages,Female,10592,12840.5,-17.5
2020,3,2020-07-26,S92000003,All ages,Male,11523,13499,-14.6
2020,3,2020-08-02,S08000015,Under 5,All,114,176.5,-35.4
2020,3,2020-08-02,S08000015,5 - 14,All,161,196,-17.9
2020,3,2020-08-02,S08000015,15 - 44,All,604,766,-21.1
2020,3,2020-08-02,S08000015,45 - 64,All,433,527.5,-17.9
2020,3,2020-08-02,S08000015,65 - 74,All,235,242.5,-3.1
2020,3,2020-08-02,S08000015,75 - 84,All,194,186,4.3
2020,3,2020-08-02,S08000015,85 and over,All,98,95.5,2.6
2020,3,2020-08-02,S08000015,All ages,All,1870,2210,-15.4
2020,3,2020-08-02,S08000015,All ages,Female,912,1093.5,-16.6
2020,3,2020-08-02,S08000015,All ages,Male,927,1096.5,-15.5
2020,3,2020-08-02,S08000016,Under 5,All,20,23.5,-14.9
2020,3,2020-08-02,S08000016,5 - 14,All,30,39.5,-24.1
2020,3,2020-08-02,S08000016,15 - 44,All,142,196.5,-27.7
2020,3,2020-08-02,S08000016,45 - 64,All,143,146,-2.1
2020,3,2020-08-02,S08000016,65 - 74,All,65,78,-16.7
2020,3,2020-08-02,S08000016,75 - 84,All,75,70,7.1
2020,3,2020-08-02,S08000016,85 and over,All,58,47,23.4
2020,3,2020-08-02,S08000016,All ages,All,544,612.5,-11.2
2020,3,2020-08-02,S08000016,All ages,Female,268,308.5,-13.1
2020,3,2020-08-02,S08000016,All ages,Male,265,292,-9.2
2020,3,2020-08-02,S08000017,Under 5,All,36,70,-48.6
2020,3,2020-08-02,S08000017,5 - 14,All,80,88,-9.1
2020,3,2020-08-02,S08000017,15 - 44,All,234,332,-29.5
2020,3,2020-08-02,S08000017,45 - 64,All,180,227,-20.7
2020,3,2020-08-02,S08000017,65 - 74,All,84,108,-22.2
2020,3,2020-08-02,S08000017,75 - 84,All,106,106,0
2020,3,2020-08-02,S08000017,85 and over,All,46,46,0
2020,3,2020-08-02,S08000017,All ages,All,810,993,-18.4
2020,3,2020-08-02,S08000017,All ages,Female,384,498.5,-23
2020,3,2020-08-02,S08000017,All ages,Male,382,478.5,-20.2
2020,3,2020-08-02,S08000019,Under 5,All,47,72,-34.7
2020,3,2020-08-02,S08000019,5 - 14,All,48,93.5,-48.7
2020,3,2020-08-02,S08000019,15 - 44,All,322,472.5,-31.9
2020,3,2020-08-02,S08000019,45 - 64,All,217,314.5,-31
2020,3,2020-08-02,S08000019,65 - 74,All,95,130.5,-27.2
2020,3,2020-08-02,S08000019,75 - 84,All,120,106.5,12.7
2020,3,2020-08-02,S08000019,85 and over,All,64,58.5,9.4
2020,3,2020-08-02,S08000019,All ages,All,937,1268.5,-26.1
2020,3,2020-08-02,S08000019,All ages,Female,451,593.5,-24
2020,3,2020-08-02,S08000019,All ages,Male,462,654.5,-29.4
2020,3,2020-08-02,S08000020,Under 5,All,121,144,-16
2020,3,2020-08-02,S08000020,5 - 14,All,156,174,-10.3
2020,3,2020-08-02,S08000020,15 - 44,All,650,768.5,-15.4
2020,3,2020-08-02,S08000020,45 - 64,All,388,413,-6.1
2020,3,2020-08-02,S08000020,65 - 74,All,156,174,-10.3
2020,3,2020-08-02,S08000020,75 - 84,All,147,169.5,-13.3
2020,3,2020-08-02,S08000020,85 and over,All,89,96.5,-7.8
2020,3,2020-08-02,S08000020,All ages,All,1747,2024,-13.7
2020,3,2020-08-02,S08000020,All ages,Female,808,929.5,-13.1
2020,3,2020-08-02,S08000020,All ages,Male,899,1010,-11
2020,3,2020-08-02,S08000022,Under 5,All,41,61.5,-33.3
2020,3,2020-08-02,S08000022,5 - 14,All,84,111,-24.3
2020,3,2020-08-02,S08000022,15 - 44,All,387,446,-13.2
2020,3,2020-08-02,S08000022,45 - 64,All,263,310,-15.2
2020,3,2020-08-02,S08000022,65 - 74,All,120,116.5,3
2020,3,2020-08-02,S08000022,75 - 84,All,80,105.5,-24.2
2020,3,2020-08-02,S08000022,85 and over,All,47,52,-9.6
2020,3,2020-08-02,S08000022,All ages,All,1108,1397.5,-20.7
2020,3,2020-08-02,S08000022,All ages,Female,509,552,-7.8
2020,3,2020-08-02,S08000022,All ages,Male,513,650.5,-21.1
2020,3,2020-08-02,S08000024,Under 5,All,383,460.5,-16.8
2020,3,2020-08-02,S08000024,5 - 14,All,410,424.5,-3.4
2020,3,2020-08-02,S08000024,15 - 44,All,1300,1554,-16.3
2020,3,2020-08-02,S08000024,45 - 64,All,846,833.5,1.5
2020,3,2020-08-02,S08000024,65 - 74,All,338,351.5,-3.8
2020,3,2020-08-02,S08000024,75 - 84,All,293,319.5,-8.3
2020,3,2020-08-02,S08000024,85 and over,All,175,204,-14.2
2020,3,2020-08-02,S08000024,All ages,All,3850,4427,-13
2020,3,2020-08-02,S08000024,All ages,Female,1804,2095.5,-13.9
2020,3,2020-08-02,S08000024,All ages,Male,1941,2052,-5.4
2020,3,2020-08-02,S08000025,5 - 14,All,9,8.5,5.9
2020,3,2020-08-02,S08000025,15 - 44,All,31,34,-8.8
2020,3,2020-08-02,S08000025,45 - 64,All,23,30,-23.3
2020,3,2020-08-02,S08000025,65 - 74,All,14,15.5,-9.7
2020,3,2020-08-02,S08000025,75 - 84,All,11,16,-31.2
2020,3,2020-08-02,S08000025,All ages,All,104,137,-24.1
2020,3,2020-08-02,S08000025,All ages,Female,44,56.5,-22.1
2020,3,2020-08-02,S08000025,All ages,Male,51,63.5,-19.7
2020,3,2020-08-02,S08000026,Under 5,All,6,9.5,-36.8
2020,3,2020-08-02,S08000026,5 - 14,All,5,12,-58.3
2020,3,2020-08-02,S08000026,15 - 44,All,43,51,-15.7
2020,3,2020-08-02,S08000026,45 - 64,All,22,30,-26.7
2020,3,2020-08-02,S08000026,65 - 74,All,20,13,53.8
2020,3,2020-08-02,S08000026,75 - 84,All,23,14.5,58.6
2020,3,2020-08-02,S08000026,85 and over,All,7,7,0
2020,3,2020-08-02,S08000026,All ages,All,130,157.5,-17.5
2020,3,2020-08-02,S08000026,All ages,Female,69,68,1.5
2020,3,2020-08-02,S08000026,All ages,Male,57,69,-17.4
2020,3,2020-08-02,S08000028,Under 5,All,5,8,-37.5
2020,3,2020-08-02,S08000028,5 - 14,All,5,12.5,-60
2020,3,2020-08-02,S08000028,15 - 44,All,33,55.5,-40.5
2020,3,2020-08-02,S08000028,45 - 64,All,13,29.5,-55.9
2020,3,2020-08-02,S08000028,65 - 74,All,10,21,-52.4
2020,3,2020-08-02,S08000028,75 - 84,All,11,19,-42.1
2020,3,2020-08-02,S08000028,85 and over,All,7,8,-12.5
2020,3,2020-08-02,S08000028,All ages,All,88,166.5,-47.1
2020,3,2020-08-02,S08000028,All ages,Female,23,78.5,-70.7
2020,3,2020-08-02,S08000028,All ages,Male,61,75,-18.7
2020,3,2020-08-02,S08000029,Under 5,All,64,90.5,-29.3
2020,3,2020-08-02,S08000029,5 - 14,All,87,113.5,-23.3
2020,3,2020-08-02,S08000029,15 - 44,All,423,511.5,-17.3
2020,3,2020-08-02,S08000029,45 - 64,All,229,319,-28.2
2020,3,2020-08-02,S08000029,65 - 74,All,128,131.5,-2.7
2020,3,2020-08-02,S08000029,75 - 84,All,85,97,-12.4
2020,3,2020-08-02,S08000029,85 and over,All,53,60,-11.7
2020,3,2020-08-02,S08000029,All ages,All,1093,1345.5,-18.8
2020,3,2020-08-02,S08000029,All ages,Female,534,634,-15.8
2020,3,2020-08-02,S08000029,All ages,Male,535,689,-22.4
2020,3,2020-08-02,S08000030,Under 5,All,107,104.5,2.4
2020,3,2020-08-02,S08000030,5 - 14,All,124,115,7.8
2020,3,2020-08-02,S08000030,15 - 44,All,514,609.5,-15.7
2020,3,2020-08-02,S08000030,45 - 64,All,335,336.5,-0.4
2020,3,2020-08-02,S08000030,65 - 74,All,127,141.5,-10.2
2020,3,2020-08-02,S08000030,75 - 84,All,132,131.5,0.4
2020,3,2020-08-02,S08000030,85 and over,All,62,72.5,-14.5
2020,3,2020-08-02,S08000030,All ages,All,1438,1538,-6.5
2020,3,2020-08-02,S08000030,All ages,Female,688,720,-4.4
2020,3,2020-08-02,S08000030,All ages,Male,713,791,-9.9
2020,3,2020-08-02,S08000031,Under 5,All,340,665,-48.9
2020,3,2020-08-02,S08000031,5 - 14,All,363,577.5,-37.1
2020,3,2020-08-02,S08000031,15 - 44,All,2011,2608,-22.9
2020,3,2020-08-02,S08000031,45 - 64,All,1300,1623,-19.9
2020,3,2020-08-02,S08000031,65 - 74,All,508,604,-15.9
2020,3,2020-08-02,S08000031,75 - 84,All,419,496,-15.5
2020,3,2020-08-02,S08000031,85 and over,All,244,298,-18.1
2020,3,2020-08-02,S08000031,All ages,All,5203,6963.5,-25.3
2020,3,2020-08-02,S08000031,All ages,Female,2544,3375.5,-24.6
2020,3,2020-08-02,S08000031,All ages,Male,2641,3496,-24.5
2020,3,2020-08-02,S08000032,Under 5,All,125,197,-36.5
2020,3,2020-08-02,S08000032,5 - 14,All,202,265,-23.8
2020,3,2020-08-02,S08000032,15 - 44,All,1290,1469,-12.2
2020,3,2020-08-02,S08000032,45 - 64,All,910,1059,-14.1
2020,3,2020-08-02,S08000032,65 - 74,All,378,440,-14.1
2020,3,2020-08-02,S08000032,75 - 84,All,347,411.5,-15.7
2020,3,2020-08-02,S08000032,85 and over,All,180,195.5,-7.9
2020,3,2020-08-02,S08000032,All ages,All,3473,4091.5,-15.1
2020,3,2020-08-02,S08000032,All ages,Female,1687,2055,-17.9
2020,3,2020-08-02,S08000032,All ages,Male,1745,1982,-12
2020,3,2020-08-02,S92000003,Under 5,All,1412,2091,-32.5
2020,3,2020-08-02,S92000003,5 - 14,All,1764,2230.5,-20.9
2020,3,2020-08-02,S92000003,15 - 44,All,7984,9874,-19.1
2020,3,2020-08-02,S92000003,45 - 64,All,5302,6198.5,-14.5
2020,3,2020-08-02,S92000003,65 - 74,All,2278,2567.5,-11.3
2020,3,2020-08-02,S92000003,75 - 84,All,2043,2248.5,-9.1
2020,3,2020-08-02,S92000003,85 and over,All,1134,1248,-9.1
2020,3,2020-08-02,S92000003,All ages,All,22395,27332,-18.1
2020,3,2020-08-02,S92000003,All ages,Female,10725,13058.5,-17.9
2020,3,2020-08-02,S92000003,All ages,Male,11192,13399.5,-16.5
2020,3,2020-08-09,S08000015,Under 5,All,119,165.5,-28.1
2020,3,2020-08-09,S08000015,5 - 14,All,160,207.5,-22.9
2020,3,2020-08-09,S08000015,15 - 44,All,698,747.5,-6.6
2020,3,2020-08-09,S08000015,45 - 64,All,446,504.5,-11.6
2020,3,2020-08-09,S08000015,65 - 74,All,206,222,-7.2
2020,3,2020-08-09,S08000015,75 - 84,All,172,183,-6
2020,3,2020-08-09,S08000015,85 and over,All,84,87.5,-4
2020,3,2020-08-09,S08000015,All ages,All,1926,2126.5,-9.4
2020,3,2020-08-09,S08000015,All ages,Female,904,1051,-14
2020,3,2020-08-09,S08000015,All ages,Male,981,1066.5,-8
2020,3,2020-08-09,S08000016,Under 5,All,25,27.5,-9.1
2020,3,2020-08-09,S08000016,5 - 14,All,32,38.5,-16.9
2020,3,2020-08-09,S08000016,15 - 44,All,158,207.5,-23.9
2020,3,2020-08-09,S08000016,45 - 64,All,110,156.5,-29.7
2020,3,2020-08-09,S08000016,65 - 74,All,63,92,-31.5
2020,3,2020-08-09,S08000016,75 - 84,All,67,78,-14.1
2020,3,2020-08-09,S08000016,85 and over,All,36,50,-28
2020,3,2020-08-09,S08000016,All ages,All,503,659,-23.7
2020,3,2020-08-09,S08000016,All ages,Female,238,316,-24.7
2020,3,2020-08-09,S08000016,All ages,Male,253,334,-24.3
2020,3,2020-08-09,S08000017,Under 5,All,42,64,-34.4
2020,3,2020-08-09,S08000017,5 - 14,All,56,89.5,-37.4
2020,3,2020-08-09,S08000017,15 - 44,All,280,360,-22.2
2020,3,2020-08-09,S08000017,45 - 64,All,201,236.5,-15
2020,3,2020-08-09,S08000017,65 - 74,All,96,106.5,-9.9
2020,3,2020-08-09,S08000017,75 - 84,All,100,102,-2
2020,3,2020-08-09,S08000017,85 and over,All,51,42.5,20
2020,3,2020-08-09,S08000017,All ages,All,868,1001,-13.3
2020,3,2020-08-09,S08000017,All ages,Female,406,509,-20.2
2020,3,2020-08-09,S08000017,All ages,Male,420,492,-14.6
2020,3,2020-08-09,S08000019,Under 5,All,55,83.5,-34.1
2020,3,2020-08-09,S08000019,5 - 14,All,49,101,-51.5
2020,3,2020-08-09,S08000019,15 - 44,All,331,505,-34.5
2020,3,2020-08-09,S08000019,45 - 64,All,234,312.5,-25.1
2020,3,2020-08-09,S08000019,65 - 74,All,93,126,-26.2
2020,3,2020-08-09,S08000019,75 - 84,All,120,107.5,11.6
2020,3,2020-08-09,S08000019,85 and over,All,65,50,30
2020,3,2020-08-09,S08000019,All ages,All,966,1290.5,-25.1
2020,3,2020-08-09,S08000019,All ages,Female,450,594,-24.2
2020,3,2020-08-09,S08000019,All ages,Male,497,691.5,-28.1
2020,3,2020-08-09,S08000020,Under 5,All,135,144.5,-6.6
2020,3,2020-08-09,S08000020,5 - 14,All,207,188,10.1
2020,3,2020-08-09,S08000020,15 - 44,All,613,700.5,-12.5
2020,3,2020-08-09,S08000020,45 - 64,All,370,401,-7.7
2020,3,2020-08-09,S08000020,65 - 74,All,137,169,-18.9
2020,3,2020-08-09,S08000020,75 - 84,All,128,158.5,-19.2
2020,3,2020-08-09,S08000020,85 and over,All,99,96.5,2.6
2020,3,2020-08-09,S08000020,All ages,All,1746,1947.5,-10.3
2020,3,2020-08-09,S08000020,All ages,Female,811,910.5,-10.9
2020,3,2020-08-09,S08000020,All ages,Male,878,947.5,-7.3
2020,3,2020-08-09,S08000022,Under 5,All,44,67,-34.3
2020,3,2020-08-09,S08000022,5 - 14,All,102,110,-7.3
2020,3,2020-08-09,S08000022,15 - 44,All,423,446,-5.2
2020,3,2020-08-09,S08000022,45 - 64,All,286,269.5,6.1
2020,3,2020-08-09,S08000022,65 - 74,All,130,114,14
2020,3,2020-08-09,S08000022,75 - 84,All,101,110,-8.2
2020,3,2020-08-09,S08000022,85 and over,All,48,52,-7.7
2020,3,2020-08-09,S08000022,All ages,All,1237,1378,-10.2
2020,3,2020-08-09,S08000022,All ages,Female,542,545.5,-0.6
2020,3,2020-08-09,S08000022,All ages,Male,592,623,-5
2020,3,2020-08-09,S08000024,Under 5,All,396,454,-12.8
2020,3,2020-08-09,S08000024,5 - 14,All,400,441,-9.3
