year,quarter,week_ending,hb,simd_quintile,admission_type,number_admissions,average20182019,percent_variation
2020,1,2020-01-05,S08000020,4,Planned,43,67.5,-36.3
2020,1,2020-01-05,S08000020,5,Planned,21,50.5,-58.4
2020,1,2020-01-05,S08000022,1,Planned,13,12,8.3
2020,1,2020-01-05,S08000022,2,Planned,13,17,-23.5
2020,1,2020-01-05,S08000022,3,Planned,40,36.5,9.6
2020,1,2020-01-05,S08000022,4,Planned,25,26.5,-5.7
2020,1,2020-01-05,S08000024,1,Planned,43,43,0
2020,1,2020-01-05,S08000024,2,Planned,65,68.5,-5.1
2020,1,2020-01-05,S08000024,3,Planned,55,56,-1.8
2020,1,2020-01-05,S08000024,4,Planned,71,72,-1.4
2020,1,2020-01-05,S08000024,5,Planned,70,62,12.9
2020,1,2020-01-05,S08000028,3,Planned,7,8.5,-17.6
2020,1,2020-01-05,S08000029,1,Planned,15,13.5,11.1
2020,1,2020-01-05,S08000029,2,Planned,12,14.5,-17.2
2020,1,2020-01-05,S08000029,3,Planned,7,13,-46.2
2020,1,2020-01-05,S08000029,4,Planned,8,10,-20
2020,1,2020-01-05,S08000029,5,Planned,9,10,-10
2020,1,2020-01-05,S08000030,1,Planned,42,13.5,211.1
2020,1,2020-01-05,S08000030,2,Planned,35,11.5,204.3
2020,1,2020-01-05,S08000030,3,Planned,20,22,-9.1
2020,1,2020-01-05,S08000030,4,Planned,36,25,44
2020,1,2020-01-05,S08000030,5,Planned,29,22,31.8
2020,1,2020-01-05,S08000031,1,Planned,282,316.5,-10.9
2020,1,2020-01-05,S08000031,2,Planned,172,193,-10.9
2020,1,2020-01-05,S08000031,3,Planned,119,140,-15
2020,1,2020-01-05,S08000031,4,Planned,95,125,-24
2020,1,2020-01-05,S08000031,5,Planned,130,146,-11
2020,1,2020-01-05,S08000032,1,Planned,51,52.5,-2.9
2020,1,2020-01-05,S08000032,2,Planned,29,42,-31
2020,1,2020-01-05,S08000032,3,Planned,19,22.5,-15.6
2020,1,2020-01-05,S08000032,4,Planned,15,19.5,-23.1
2020,1,2020-01-05,S08000032,5,Planned,10,6.5,53.8
2020,1,2020-01-05,S92000003,1,Planned,511,509,0.4
2020,1,2020-01-05,S92000003,2,Planned,415,452.5,-8.3
2020,1,2020-01-05,S92000003,3,Planned,362,436,-17
2020,1,2020-01-05,S92000003,4,Planned,347,385.5,-10
2020,1,2020-01-05,S92000003,5,Planned,305,343,-11.1
2020,1,2020-01-12,S08000015,1,Planned,26,33.5,-22.4
2020,1,2020-01-12,S08000015,2,Planned,27,22,22.7
2020,1,2020-01-12,S08000015,3,Planned,17,19,-10.5
2020,1,2020-01-12,S08000015,4,Planned,13,18.5,-29.7
2020,1,2020-01-12,S08000015,5,Planned,7,11,-36.4
2020,1,2020-01-12,S08000016,2,Planned,6,3.5,71.4
2020,1,2020-01-12,S08000016,3,Planned,11,11,0
2020,1,2020-01-12,S08000016,4,Planned,5,4,25
2020,1,2020-01-12,S08000017,1,Planned,5,7,-28.6
2020,1,2020-01-12,S08000017,2,Planned,26,29.5,-11.9
2020,1,2020-01-12,S08000017,3,Planned,31,28.5,8.8
2020,1,2020-01-12,S08000017,4,Planned,16,15.5,3.2
2020,1,2020-01-12,S08000017,5,Planned,9,5,80
2020,1,2020-01-12,S08000019,1,Planned,64,35,82.9
2020,1,2020-01-12,S08000019,2,Planned,69,56.5,22.1
2020,1,2020-01-12,S08000019,3,Planned,44,40.5,8.6
2020,1,2020-01-12,S08000019,4,Planned,32,34,-5.9
2020,1,2020-01-12,S08000019,5,Planned,37,33,12.1
2020,1,2020-01-12,S08000020,1,Planned,20,27,-25.9
2020,1,2020-01-12,S08000020,2,Planned,47,67,-29.9
2020,1,2020-01-12,S08000020,3,Planned,67,83,-19.3
2020,1,2020-01-12,S08000020,4,Planned,82,105.5,-22.3
2020,1,2020-01-12,S08000020,5,Planned,42,87,-51.7
2020,1,2020-01-12,S08000022,1,Planned,16,14,14.3
2020,1,2020-01-12,S08000022,2,Planned,29,28,3.6
2020,1,2020-01-12,S08000022,3,Planned,58,61.5,-5.7
2020,1,2020-01-12,S08000022,4,Planned,52,39,33.3
2020,1,2020-01-12,S08000022,5,Planned,13,7.5,73.3
2020,1,2020-01-12,S08000024,1,Planned,81,75.5,7.3
2020,1,2020-01-12,S08000024,2,Planned,132,137,-3.6
2020,1,2020-01-12,S08000024,3,Planned,114,107.5,6
2020,1,2020-01-12,S08000024,4,Planned,113,101,11.9
2020,1,2020-01-12,S08000024,5,Planned,116,118,-1.7
2020,1,2020-01-12,S08000025,4,Planned,12,5.5,118.2
2020,1,2020-01-12,S08000028,2,Planned,5,4,25
2020,1,2020-01-12,S08000028,3,Planned,13,15,-13.3
2020,1,2020-01-12,S08000029,1,Planned,36,23.5,53.2
2020,1,2020-01-12,S08000029,2,Planned,24,28.5,-15.8
2020,1,2020-01-12,S08000029,3,Planned,25,25,0
2020,1,2020-01-12,S08000029,4,Planned,26,20.5,26.8
2020,1,2020-01-12,S08000029,5,Planned,21,14.5,44.8
2020,1,2020-01-12,S08000030,1,Planned,45,37,21.6
2020,1,2020-01-12,S08000030,2,Planned,57,39.5,44.3
2020,1,2020-01-12,S08000030,3,Planned,63,41.5,51.8
2020,1,2020-01-12,S08000030,4,Planned,83,54.5,52.3
2020,1,2020-01-12,S08000030,5,Planned,52,41.5,25.3
2020,1,2020-01-12,S08000031,1,Planned,446,499,-10.6
2020,1,2020-01-12,S08000031,2,Planned,267,286,-6.6
2020,1,2020-01-12,S08000031,3,Planned,233,238,-2.1
2020,1,2020-01-12,S08000031,4,Planned,196,204.5,-4.2
2020,1,2020-01-12,S08000031,5,Planned,207,269.5,-23.2
2020,1,2020-01-12,S08000032,1,Planned,49,70.5,-30.5
2020,1,2020-01-12,S08000032,2,Planned,55,62,-11.3
2020,1,2020-01-12,S08000032,3,Planned,19,42,-54.8
2020,1,2020-01-12,S08000032,4,Planned,29,29,0
2020,1,2020-01-12,S08000032,5,Planned,14,19.5,-28.2
2020,1,2020-01-12,S92000003,1,Planned,788,823,-4.3
2020,1,2020-01-12,S92000003,2,Planned,744,765,-2.7
2020,1,2020-01-12,S92000003,3,Planned,699,717.5,-2.6
2020,1,2020-01-12,S92000003,4,Planned,663,631.5,5
2020,1,2020-01-12,S92000003,5,Planned,519,610,-14.9
2020,1,2020-01-19,S08000015,1,Planned,27,29.5,-8.5
2020,1,2020-01-19,S08000015,2,Planned,28,32.5,-13.8
2020,1,2020-01-19,S08000015,3,Planned,15,20,-25
2020,1,2020-01-19,S08000015,4,Planned,21,16,31.2
2020,1,2020-01-19,S08000015,5,Planned,13,12.5,4
2020,1,2020-01-19,S08000016,3,Planned,10,11,-9.1
2020,1,2020-01-19,S08000016,4,Planned,8,4.5,77.8
2020,1,2020-01-19,S08000017,1,Planned,5,9,-44.4
2020,1,2020-01-19,S08000017,2,Planned,29,21,38.1
2020,1,2020-01-19,S08000017,3,Planned,26,38.5,-32.5
2020,1,2020-01-19,S08000017,4,Planned,15,13.5,11.1
2020,1,2020-01-19,S08000017,5,Planned,5,6.5,-23.1
2020,1,2020-01-19,S08000019,1,Planned,52,37,40.5
2020,1,2020-01-19,S08000019,2,Planned,49,42.5,15.3
2020,1,2020-01-19,S08000019,3,Planned,37,29.5,25.4
2020,1,2020-01-19,S08000019,4,Planned,44,39.5,11.4
2020,1,2020-01-19,S08000019,5,Planned,24,37,-35.1
2020,1,2020-01-19,S08000020,1,Planned,18,34.5,-47.8
2020,1,2020-01-19,S08000020,2,Planned,47,73,-35.6
2020,1,2020-01-19,S08000020,3,Planned,59,89.5,-34.1
2020,1,2020-01-19,S08000020,4,Planned,80,113,-29.2
2020,1,2020-01-19,S08000020,5,Planned,64,86.5,-26
2020,1,2020-01-19,S08000022,1,Planned,19,20,-5
2020,1,2020-01-19,S08000022,2,Planned,30,30.5,-1.6
2020,1,2020-01-19,S08000022,3,Planned,65,58.5,11.1
2020,1,2020-01-19,S08000022,4,Planned,37,39.5,-6.3
2020,1,2020-01-19,S08000022,5,Planned,10,7.5,33.3
2020,1,2020-01-19,S08000024,1,Planned,89,85.5,4.1
2020,1,2020-01-19,S08000024,2,Planned,129,123,4.9
2020,1,2020-01-19,S08000024,3,Planned,93,111,-16.2
2020,1,2020-01-19,S08000024,4,Planned,97,100.5,-3.5
2020,1,2020-01-19,S08000024,5,Planned,123,128.5,-4.3
2020,1,2020-01-19,S08000028,3,Planned,9,11.5,-21.7
2020,1,2020-01-19,S08000029,1,Planned,38,33.5,13.4
2020,1,2020-01-19,S08000029,2,Planned,39,28,39.3
2020,1,2020-01-19,S08000029,3,Planned,25,29.5,-15.3
2020,1,2020-01-19,S08000029,4,Planned,22,17.5,25.7
2020,1,2020-01-19,S08000029,5,Planned,23,20.5,12.2
2020,1,2020-01-19,S08000030,1,Planned,55,49,12.2
2020,1,2020-01-19,S08000030,2,Planned,74,47,57.4
2020,1,2020-01-19,S08000030,3,Planned,51,54,-5.6
2020,1,2020-01-19,S08000030,4,Planned,80,74.5,7.4
2020,1,2020-01-19,S08000030,5,Planned,62,45,37.8
2020,1,2020-01-19,S08000031,1,Planned,475,486,-2.3
2020,1,2020-01-19,S08000031,2,Planned,236,302.5,-22
2020,1,2020-01-19,S08000031,3,Planned,191,222,-14
2020,1,2020-01-19,S08000031,4,Planned,210,211,-0.5
2020,1,2020-01-19,S08000031,5,Planned,212,249.5,-15
2020,1,2020-01-19,S08000032,1,Planned,71,68,4.4
2020,1,2020-01-19,S08000032,2,Planned,61,69,-11.6
2020,1,2020-01-19,S08000032,3,Planned,42,41,2.4
2020,1,2020-01-19,S08000032,4,Planned,45,31,45.2
2020,1,2020-01-19,S08000032,5,Planned,27,24.5,10.2
2020,1,2020-01-19,S92000003,1,Planned,851,853.5,-0.3
2020,1,2020-01-19,S92000003,2,Planned,729,781.5,-6.7
2020,1,2020-01-19,S92000003,3,Planned,627,718.5,-12.7
2020,1,2020-01-19,S92000003,4,Planned,664,670,-0.9
2020,1,2020-01-19,S92000003,5,Planned,564,618,-8.7
2020,1,2020-01-26,S08000015,1,Planned,11,29.5,-62.7
2020,1,2020-01-26,S08000015,2,Planned,21,29.5,-28.8
2020,1,2020-01-26,S08000015,3,Planned,21,18,16.7
2020,1,2020-01-26,S08000015,4,Planned,8,17,-52.9
2020,1,2020-01-26,S08000015,5,Planned,13,10.5,23.8
2020,1,2020-01-26,S08000016,2,Planned,5,6.5,-23.1
2020,1,2020-01-26,S08000016,3,Planned,13,11.5,13
2020,1,2020-01-26,S08000016,4,Planned,9,6,50
2020,1,2020-01-26,S08000017,1,Planned,5,9.5,-47.4
2020,1,2020-01-26,S08000017,2,Planned,21,24.5,-14.3
2020,1,2020-01-26,S08000017,3,Planned,18,35.5,-49.3
2020,1,2020-01-26,S08000017,4,Planned,7,7,0
2020,1,2020-01-26,S08000017,5,Planned,7,6.5,7.7
2020,1,2020-01-26,S08000019,1,Planned,43,39,10.3
2020,1,2020-01-26,S08000019,2,Planned,48,38,26.3
2020,1,2020-01-26,S08000019,3,Planned,41,46,-10.9
2020,1,2020-01-26,S08000019,4,Planned,28,36,-22.2
2020,1,2020-01-26,S08000019,5,Planned,31,21.5,44.2
2020,1,2020-01-26,S08000020,1,Planned,25,29,-13.8
2020,1,2020-01-26,S08000020,2,Planned,49,68,-27.9
2020,1,2020-01-26,S08000020,3,Planned,67,82.5,-18.8
2020,1,2020-01-26,S08000020,4,Planned,90,121,-25.6
2020,1,2020-01-26,S08000020,5,Planned,76,85,-10.6
2020,1,2020-01-26,S08000022,1,Planned,19,16.5,15.2
2020,1,2020-01-26,S08000022,2,Planned,29,34,-14.7
2020,1,2020-01-26,S08000022,3,Planned,79,59,33.9
2020,1,2020-01-26,S08000022,4,Planned,30,48.5,-38.1
2020,1,2020-01-26,S08000022,5,Planned,8,7.5,6.7
2020,1,2020-01-26,S08000024,1,Planned,81,78,3.8
2020,1,2020-01-26,S08000024,2,Planned,127,129.5,-1.9
2020,1,2020-01-26,S08000024,3,Planned,109,128,-14.8
2020,1,2020-01-26,S08000024,4,Planned,112,101,10.9
2020,1,2020-01-26,S08000024,5,Planned,129,119.5,7.9
2020,1,2020-01-26,S08000026,4,Planned,5,2,150
2020,1,2020-01-26,S08000028,3,Planned,16,16.5,-3
2020,1,2020-01-26,S08000029,1,Planned,26,25,4
2020,1,2020-01-26,S08000029,2,Planned,28,36.5,-23.3
2020,1,2020-01-26,S08000029,3,Planned,30,23,30.4
2020,1,2020-01-26,S08000029,4,Planned,24,22,9.1
2020,1,2020-01-26,S08000029,5,Planned,15,19,-21.1
2020,1,2020-01-26,S08000030,1,Planned,61,50,22
2020,1,2020-01-26,S08000030,2,Planned,69,47,46.8
2020,1,2020-01-26,S08000030,3,Planned,84,59,42.4
2020,1,2020-01-26,S08000030,4,Planned,94,65.5,43.5
2020,1,2020-01-26,S08000030,5,Planned,43,54.5,-21.1
2020,1,2020-01-26,S08000031,1,Planned,402,525.5,-23.5
2020,1,2020-01-26,S08000031,2,Planned,240,272,-11.8
2020,1,2020-01-26,S08000031,3,Planned,215,229,-6.1
2020,1,2020-01-26,S08000031,4,Planned,166,197,-15.7
2020,1,2020-01-26,S08000031,5,Planned,219,228.5,-4.2
2020,1,2020-01-26,S08000032,1,Planned,86,83,3.6
2020,1,2020-01-26,S08000032,2,Planned,65,77.5,-16.1
2020,1,2020-01-26,S08000032,3,Planned,33,47,-29.8
2020,1,2020-01-26,S08000032,4,Planned,28,34,-17.6
2020,1,2020-01-26,S08000032,5,Planned,21,31,-32.3
2020,1,2020-01-26,S92000003,1,Planned,761,887,-14.2
2020,1,2020-01-26,S92000003,2,Planned,705,766.5,-8
2020,1,2020-01-26,S92000003,3,Planned,729,759.5,-4
2020,1,2020-01-26,S92000003,4,Planned,602,661,-8.9
2020,1,2020-01-26,S92000003,5,Planned,563,587,-4.1
2020,1,2020-02-02,S08000015,1,Planned,26,24,8.3
2020,1,2020-02-02,S08000015,2,Planned,19,20,-5
2020,1,2020-02-02,S08000015,3,Planned,24,23.5,2.1
2020,1,2020-02-02,S08000015,4,Planned,16,11.5,39.1
2020,1,2020-02-02,S08000015,5,Planned,10,12,-16.7
2020,1,2020-02-02,S08000016,3,Planned,8,13,-38.5
2020,1,2020-02-02,S08000016,4,Planned,6,8.5,-29.4
2020,1,2020-02-02,S08000017,1,Planned,5,7,-28.6
2020,1,2020-02-02,S08000017,2,Planned,30,32,-6.2
2020,1,2020-02-02,S08000017,3,Planned,25,24,4.2
2020,1,2020-02-02,S08000017,4,Planned,7,11.5,-39.1
2020,1,2020-02-02,S08000017,5,Planned,11,5.5,100
2020,1,2020-02-02,S08000019,1,Planned,88,38.5,128.6
2020,1,2020-02-02,S08000019,2,Planned,90,30.5,195.1
2020,1,2020-02-02,S08000019,3,Planned,65,41,58.5
2020,1,2020-02-02,S08000019,4,Planned,67,36,86.1
2020,1,2020-02-02,S08000019,5,Planned,47,27,74.1
2020,1,2020-02-02,S08000020,1,Planned,14,19.5,-28.2
2020,1,2020-02-02,S08000020,2,Planned,42,77.5,-45.8
2020,1,2020-02-02,S08000020,3,Planned,70,75,-6.7
2020,1,2020-02-02,S08000020,4,Planned,81,100,-19
2020,1,2020-02-02,S08000020,5,Planned,63,84,-25
2020,1,2020-02-02,S08000022,1,Planned,21,16,31.2
2020,1,2020-02-02,S08000022,2,Planned,30,26,15.4
2020,1,2020-02-02,S08000022,3,Planned,58,60.5,-4.1
2020,1,2020-02-02,S08000022,4,Planned,50,48.5,3.1
2020,1,2020-02-02,S08000022,5,Planned,9,10.5,-14.3
2020,1,2020-02-02,S08000024,1,Planned,91,88,3.4
2020,1,2020-02-02,S08000024,2,Planned,125,123,1.6
2020,1,2020-02-02,S08000024,3,Planned,108,108,0
2020,1,2020-02-02,S08000024,4,Planned,103,105,-1.9
2020,1,2020-02-02,S08000024,5,Planned,140,139,0.7
2020,1,2020-02-02,S08000028,3,Planned,11,19.5,-43.6
2020,1,2020-02-02,S08000029,1,Planned,31,31.5,-1.6
2020,1,2020-02-02,S08000029,2,Planned,26,28.5,-8.8
2020,1,2020-02-02,S08000029,3,Planned,34,23.5,44.7
2020,1,2020-02-02,S08000029,4,Planned,25,22.5,11.1
2020,1,2020-02-02,S08000029,5,Planned,15,16,-6.2
2020,1,2020-02-02,S08000030,1,Planned,68,44.5,52.8
2020,1,2020-02-02,S08000030,2,Planned,53,43,23.3
2020,1,2020-02-02,S08000030,3,Planned,83,58,43.1
2020,1,2020-02-02,S08000030,4,Planned,84,65.5,28.2
2020,1,2020-02-02,S08000030,5,Planned,59,55.5,6.3
2020,1,2020-02-02,S08000031,1,Planned,490,495,-1
2020,1,2020-02-02,S08000031,2,Planned,273,312,-12.5
2020,1,2020-02-02,S08000031,3,Planned,211,234,-9.8
2020,1,2020-02-02,S08000031,4,Planned,193,203.5,-5.2
2020,1,2020-02-02,S08000031,5,Planned,251,232,8.2
2020,1,2020-02-02,S08000032,1,Planned,78,84.5,-7.7
2020,1,2020-02-02,S08000032,2,Planned,65,76.5,-15
2020,1,2020-02-02,S08000032,3,Planned,31,40,-22.5
2020,1,2020-02-02,S08000032,4,Planned,47,41,14.6
2020,1,2020-02-02,S08000032,5,Planned,21,24,-12.5
2020,1,2020-02-02,S92000003,1,Planned,913,852,7.2
2020,1,2020-02-02,S92000003,2,Planned,757,781,-3.1
2020,1,2020-02-02,S92000003,3,Planned,730,721,1.2
2020,1,2020-02-02,S92000003,4,Planned,687,663,3.6
2020,1,2020-02-02,S92000003,5,Planned,629,606.5,3.7
2020,1,2020-02-09,S08000015,1,Planned,25,33.5,-25.4
2020,1,2020-02-09,S08000015,2,Planned,22,32,-31.2
2020,1,2020-02-09,S08000015,3,Planned,13,17.5,-25.7
2020,1,2020-02-09,S08000015,4,Planned,14,18,-22.2
2020,1,2020-02-09,S08000015,5,Planned,10,13.5,-25.9
2020,1,2020-02-09,S08000016,1,Planned,5,2,150
2020,1,2020-02-09,S08000016,2,Planned,7,8,-12.5
2020,1,2020-02-09,S08000016,3,Planned,13,21,-38.1
2020,1,2020-02-09,S08000016,4,Planned,15,12.5,20
2020,1,2020-02-09,S08000017,1,Planned,8,6,33.3
2020,1,2020-02-09,S08000017,2,Planned,21,27.5,-23.6
2020,1,2020-02-09,S08000017,3,Planned,29,43.5,-33.3
2020,1,2020-02-09,S08000017,4,Planned,16,13,23.1
2020,1,2020-02-09,S08000017,5,Planned,8,7.5,6.7
2020,1,2020-02-09,S08000019,1,Planned,51,32,59.4
2020,1,2020-02-09,S08000019,2,Planned,61,52,17.3
2020,1,2020-02-09,S08000019,3,Planned,43,40,7.5
2020,1,2020-02-09,S08000019,4,Planned,41,38,7.9
2020,1,2020-02-09,S08000019,5,Planned,26,25.5,2
2020,1,2020-02-09,S08000020,1,Planned,13,23,-43.5
2020,1,2020-02-09,S08000020,2,Planned,54,70,-22.9
2020,1,2020-02-09,S08000020,3,Planned,67,96,-30.2
2020,1,2020-02-09,S08000020,4,Planned,83,126.5,-34.4
2020,1,2020-02-09,S08000020,5,Planned,62,89,-30.3
2020,1,2020-02-09,S08000022,1,Planned,21,14,50
2020,1,2020-02-09,S08000022,2,Planned,41,35,17.1
2020,1,2020-02-09,S08000022,3,Planned,66,66,0
2020,1,2020-02-09,S08000022,4,Planned,41,35,17.1
2020,1,2020-02-09,S08000022,5,Planned,5,8,-37.5
2020,1,2020-02-09,S08000024,1,Planned,98,93.5,4.8
2020,1,2020-02-09,S08000024,2,Planned,130,153,-15
2020,1,2020-02-09,S08000024,3,Planned,121,112,8
2020,1,2020-02-09,S08000024,4,Planned,110,108.5,1.4
2020,1,2020-02-09,S08000024,5,Planned,123,123.5,-0.4
2020,1,2020-02-09,S08000028,3,Planned,6,15,-60
2020,1,2020-02-09,S08000029,1,Planned,26,27,-3.7
2020,1,2020-02-09,S08000029,2,Planned,26,33.5,-22.4
2020,1,2020-02-09,S08000029,3,Planned,23,33,-30.3
2020,1,2020-02-09,S08000029,4,Planned,22,21.5,2.3
2020,1,2020-02-09,S08000029,5,Planned,23,21,9.5
2020,1,2020-02-09,S08000030,1,Planned,49,42,16.7
2020,1,2020-02-09,S08000030,2,Planned,43,47.5,-9.5
2020,1,2020-02-09,S08000030,3,Planned,67,48,39.6
2020,1,2020-02-09,S08000030,4,Planned,72,72,0
2020,1,2020-02-09,S08000030,5,Planned,46,50.5,-8.9
2020,1,2020-02-09,S08000031,1,Planned,533,478,11.5
2020,1,2020-02-09,S08000031,2,Planned,261,269,-3
2020,1,2020-02-09,S08000031,3,Planned,216,230,-6.1
2020,1,2020-02-09,S08000031,4,Planned,190,202,-5.9
2020,1,2020-02-09,S08000031,5,Planned,223,232.5,-4.1
2020,1,2020-02-09,S08000032,1,Planned,73,74.5,-2
2020,1,2020-02-09,S08000032,2,Planned,35,64.5,-45.7
2020,1,2020-02-09,S08000032,3,Planned,39,46.5,-16.1
2020,1,2020-02-09,S08000032,4,Planned,33,40,-17.5
2020,1,2020-02-09,S08000032,5,Planned,26,19.5,33.3
2020,1,2020-02-09,S92000003,1,Planned,902,825.5,9.3
2020,1,2020-02-09,S92000003,2,Planned,703,797,-11.8
2020,1,2020-02-09,S92000003,3,Planned,709,770.5,-8
2020,1,2020-02-09,S92000003,4,Planned,644,695.5,-7.4
2020,1,2020-02-09,S92000003,5,Planned,556,595.5,-6.6
2020,1,2020-02-16,S08000015,1,Planned,26,33.5,-22.4
2020,1,2020-02-16,S08000015,2,Planned,20,21.5,-7
2020,1,2020-02-16,S08000015,3,Planned,19,15.5,22.6
2020,1,2020-02-16,S08000015,4,Planned,8,14,-42.9
2020,1,2020-02-16,S08000015,5,Planned,10,13,-23.1
2020,1,2020-02-16,S08000016,2,Planned,6,5,20
2020,1,2020-02-16,S08000016,3,Planned,17,17,0
2020,1,2020-02-16,S08000016,4,Planned,16,9.5,68.4
2020,1,2020-02-16,S08000017,2,Planned,27,23.5,14.9
2020,1,2020-02-16,S08000017,3,Planned,32,39.5,-19
2020,1,2020-02-16,S08000017,4,Planned,16,19,-15.8
2020,1,2020-02-16,S08000017,5,Planned,9,3,200
2020,1,2020-02-16,S08000019,1,Planned,48,20,140
2020,1,2020-02-16,S08000019,2,Planned,62,48.5,27.8
2020,1,2020-02-16,S08000019,3,Planned,45,45.5,-1.1
2020,1,2020-02-16,S08000019,4,Planned,51,28.5,78.9
2020,1,2020-02-16,S08000019,5,Planned,26,22,18.2
2020,1,2020-02-16,S08000020,1,Planned,17,20,-15
2020,1,2020-02-16,S08000020,2,Planned,46,54,-14.8
2020,1,2020-02-16,S08000020,3,Planned,47,90.5,-48.1
2020,1,2020-02-16,S08000020,4,Planned,112,102.5,9.3
2020,1,2020-02-16,S08000020,5,Planned,68,73.5,-7.5
2020,1,2020-02-16,S08000022,1,Planned,14,19,-26.3
2020,1,2020-02-16,S08000022,2,Planned,38,23,65.2
2020,1,2020-02-16,S08000022,3,Planned,65,59,10.2
2020,1,2020-02-16,S08000022,4,Planned,43,29,48.3
2020,1,2020-02-16,S08000022,5,Planned,10,6.5,53.8
2020,1,2020-02-16,S08000024,1,Planned,68,80,-15
2020,1,2020-02-16,S08000024,2,Planned,102,131,-22.1
2020,1,2020-02-16,S08000024,3,Planned,89,96,-7.3
2020,1,2020-02-16,S08000024,4,Planned,99,94,5.3
2020,1,2020-02-16,S08000024,5,Planned,105,118.5,-11.4
2020,1,2020-02-16,S08000028,3,Planned,16,23,-30.4
2020,1,2020-02-16,S08000029,1,Planned,26,32,-18.8
2020,1,2020-02-16,S08000029,2,Planned,24,31.5,-23.8
2020,1,2020-02-16,S08000029,3,Planned,15,28.5,-47.4
2020,1,2020-02-16,S08000029,4,Planned,23,26.5,-13.2
2020,1,2020-02-16,S08000029,5,Planned,16,20,-20
2020,1,2020-02-16,S08000030,1,Planned,52,57.5,-9.6
2020,1,2020-02-16,S08000030,2,Planned,54,48.5,11.3
2020,1,2020-02-16,S08000030,3,Planned,53,45,17.8
2020,1,2020-02-16,S08000030,4,Planned,71,68,4.4
2020,1,2020-02-16,S08000030,5,Planned,57,48.5,17.5
2020,1,2020-02-16,S08000031,1,Planned,472,491.5,-4
2020,1,2020-02-16,S08000031,2,Planned,263,267.5,-1.7
2020,1,2020-02-16,S08000031,3,Planned,203,213,-4.7
2020,1,2020-02-16,S08000031,4,Planned,188,200,-6
2020,1,2020-02-16,S08000031,5,Planned,267,214.5,24.5
2020,1,2020-02-16,S08000032,1,Planned,54,74,-27
2020,1,2020-02-16,S08000032,2,Planned,49,68,-27.9
2020,1,2020-02-16,S08000032,3,Planned,44,42,4.8
2020,1,2020-02-16,S08000032,4,Planned,36,34.5,4.3
2020,1,2020-02-16,S08000032,5,Planned,15,23,-34.8
2020,1,2020-02-16,S92000003,1,Planned,781,838.5,-6.9
2020,1,2020-02-16,S92000003,2,Planned,698,729.5,-4.3
2020,1,2020-02-16,S92000003,3,Planned,648,717,-9.6
2020,1,2020-02-16,S92000003,4,Planned,665,630,5.6
2020,1,2020-02-16,S92000003,5,Planned,584,545,7.2
2020,1,2020-02-23,S08000015,1,Planned,33,39.5,-16.5
2020,1,2020-02-23,S08000015,2,Planned,28,28.5,-1.8
2020,1,2020-02-23,S08000015,3,Planned,20,19,5.3
2020,1,2020-02-23,S08000015,4,Planned,17,18,-5.6
2020,1,2020-02-23,S08000015,5,Planned,13,10.5,23.8
2020,1,2020-02-23,S08000016,2,Planned,7,8,-12.5
2020,1,2020-02-23,S08000016,3,Planned,14,17.5,-20
2020,1,2020-02-23,S08000016,4,Planned,13,8.5,52.9
2020,1,2020-02-23,S08000017,1,Planned,5,8.5,-41.2
2020,1,2020-02-23,S08000017,2,Planned,22,24,-8.3
2020,1,2020-02-23,S08000017,3,Planned,36,21.5,67.4
2020,1,2020-02-23,S08000017,4,Planned,18,12.5,44
2020,1,2020-02-23,S08000019,1,Planned,36,45,-20
2020,1,2020-02-23,S08000019,2,Planned,55,46.5,18.3
2020,1,2020-02-23,S08000019,3,Planned,41,42,-2.4
2020,1,2020-02-23,S08000019,4,Planned,31,35,-11.4
2020,1,2020-02-23,S08000019,5,Planned,28,28.5,-1.8
2020,1,2020-02-23,S08000020,1,Planned,16,24,-33.3
2020,1,2020-02-23,S08000020,2,Planned,42,71.5,-41.3
2020,1,2020-02-23,S08000020,3,Planned,65,85,-23.5
2020,1,2020-02-23,S08000020,4,Planned,80,99.5,-19.6
2020,1,2020-02-23,S08000020,5,Planned,63,100,-37
2020,1,2020-02-23,S08000022,1,Planned,17,15,13.3
2020,1,2020-02-23,S08000022,2,Planned,38,45.5,-16.5
2020,1,2020-02-23,S08000022,3,Planned,67,73.5,-8.8
2020,1,2020-02-23,S08000022,4,Planned,46,45.5,1.1
2020,1,2020-02-23,S08000022,5,Planned,8,9.5,-15.8
2020,1,2020-02-23,S08000024,1,Planned,71,80,-11.2
2020,1,2020-02-23,S08000024,2,Planned,141,137,2.9
2020,1,2020-02-23,S08000024,3,Planned,109,124.5,-12.4
2020,1,2020-02-23,S08000024,4,Planned,115,117,-1.7
2020,1,2020-02-23,S08000024,5,Planned,125,138,-9.4
2020,1,2020-02-23,S08000028,3,Planned,17,16.5,3
2020,1,2020-02-23,S08000029,1,Planned,30,33.5,-10.4
2020,1,2020-02-23,S08000029,2,Planned,39,33,18.2
2020,1,2020-02-23,S08000029,3,Planned,32,30,6.7
2020,1,2020-02-23,S08000029,4,Planned,20,25,-20
2020,1,2020-02-23,S08000029,5,Planned,19,18.5,2.7
2020,1,2020-02-23,S08000030,1,Planned,44,50,-12
2020,1,2020-02-23,S08000030,2,Planned,57,34,67.6
2020,1,2020-02-23,S08000030,3,Planned,61,41,48.8
2020,1,2020-02-23,S08000030,4,Planned,69,54.5,26.6
