year,quarter,week_ending,hb,age_group,sex,sas_incidents,average20182019,percent_variation
2020,2,2020-06-14,S08000026,45 - 64,All,9,6,50
2020,2,2020-06-14,S08000026,65 - 74,All,10,8.5,17.6
2020,2,2020-06-14,S08000026,75 - 84,All,11,10.5,4.8
2020,2,2020-06-14,S08000026,85 and over,All,7,5,40
2020,2,2020-06-14,S08000026,All ages,All,45,38.5,16.9
2020,2,2020-06-14,S08000026,All ages,Female,21,17.5,20
2020,2,2020-06-14,S08000026,All ages,Male,19,15.5,22.6
2020,2,2020-06-14,S08000028,15 - 44,All,12,8,50
2020,2,2020-06-14,S08000028,45 - 64,All,17,15.5,9.7
2020,2,2020-06-14,S08000028,65 - 74,All,19,14.5,31
2020,2,2020-06-14,S08000028,75 - 84,All,19,18,5.6
2020,2,2020-06-14,S08000028,85 and over,All,10,12.5,-20
2020,2,2020-06-14,S08000028,All ages,All,83,76,9.2
2020,2,2020-06-14,S08000028,All ages,Female,31,36.5,-15.1
2020,2,2020-06-14,S08000028,All ages,Male,46,28.5,61.4
2020,2,2020-06-14,S08000029,Under 5,All,17,21.5,-20.9
2020,2,2020-06-14,S08000029,5 - 14,All,8,25.5,-68.6
2020,2,2020-06-14,S08000029,15 - 44,All,171,179,-4.5
2020,2,2020-06-14,S08000029,45 - 64,All,159,164.5,-3.3
2020,2,2020-06-14,S08000029,65 - 74,All,112,113,-0.9
2020,2,2020-06-14,S08000029,75 - 84,All,154,147.5,4.4
2020,2,2020-06-14,S08000029,85 and over,All,116,101.5,14.3
2020,2,2020-06-14,S08000029,All ages,All,756,784,-3.6
2020,2,2020-06-14,S08000029,All ages,Female,367,379,-3.2
2020,2,2020-06-14,S08000029,All ages,Male,352,348,1.1
2020,2,2020-06-14,S08000030,Under 5,All,14,21,-33.3
2020,2,2020-06-14,S08000030,5 - 14,All,13,19.5,-33.3
2020,2,2020-06-14,S08000030,15 - 44,All,221,206.5,7
2020,2,2020-06-14,S08000030,45 - 64,All,201,193.5,3.9
2020,2,2020-06-14,S08000030,65 - 74,All,125,135,-7.4
2020,2,2020-06-14,S08000030,75 - 84,All,164,184,-10.9
2020,2,2020-06-14,S08000030,85 and over,All,143,138,3.6
2020,2,2020-06-14,S08000030,All ages,All,905,937.5,-3.5
2020,2,2020-06-14,S08000030,All ages,Female,436,424,2.8
2020,2,2020-06-14,S08000030,All ages,Male,424,429.5,-1.3
2020,2,2020-06-14,S08000031,Under 5,All,40,61.5,-35
2020,2,2020-06-14,S08000031,5 - 14,All,24,52.5,-54.3
2020,2,2020-06-14,S08000031,15 - 44,All,604,637.5,-5.3
2020,2,2020-06-14,S08000031,45 - 64,All,676,629,7.5
2020,2,2020-06-14,S08000031,65 - 74,All,359,389.5,-7.8
2020,2,2020-06-14,S08000031,75 - 84,All,387,480.5,-19.5
2020,2,2020-06-14,S08000031,85 and over,All,311,330.5,-5.9
2020,2,2020-06-14,S08000031,All ages,All,2574,2763.5,-6.9
2020,2,2020-06-14,S08000031,All ages,Female,1171,1285,-8.9
2020,2,2020-06-14,S08000031,All ages,Male,1154,1163.5,-0.8
2020,2,2020-06-14,S08000032,Under 5,All,22,47.5,-53.7
2020,2,2020-06-14,S08000032,5 - 14,All,17,34,-50
2020,2,2020-06-14,S08000032,15 - 44,All,329,319.5,3
2020,2,2020-06-14,S08000032,45 - 64,All,322,323,-0.3
2020,2,2020-06-14,S08000032,65 - 74,All,202,191.5,5.5
2020,2,2020-06-14,S08000032,75 - 84,All,273,246.5,10.8
2020,2,2020-06-14,S08000032,85 and over,All,180,157.5,14.3
2020,2,2020-06-14,S08000032,All ages,All,1392,1378.5,1
2020,2,2020-06-14,S08000032,All ages,Female,662,653.5,1.3
2020,2,2020-06-14,S08000032,All ages,Male,661,609,8.5
2020,2,2020-06-14,S92000003,Under 5,All,178,307,-42
2020,2,2020-06-14,S92000003,5 - 14,All,139,264.5,-47.4
2020,2,2020-06-14,S92000003,15 - 44,All,2451,2684.5,-8.7
2020,2,2020-06-14,S92000003,45 - 64,All,2603,2619,-0.6
2020,2,2020-06-14,S92000003,65 - 74,All,1631,1731.5,-5.8
2020,2,2020-06-14,S92000003,75 - 84,All,2025,2207,-8.2
2020,2,2020-06-14,S92000003,85 and over,All,1583,1547,2.3
2020,2,2020-06-14,S92000003,All ages,All,11104,12018.5,-7.6
2020,2,2020-06-14,S92000003,All ages,Female,5253,5579,-5.8
2020,2,2020-06-14,S92000003,All ages,Male,5060,5185.5,-2.4
2020,2,2020-06-21,S08000015,Under 5,All,15,28,-46.4
2020,2,2020-06-21,S08000015,5 - 14,All,14,10.5,33.3
2020,2,2020-06-21,S08000015,15 - 44,All,169,212,-20.3
2020,2,2020-06-21,S08000015,45 - 64,All,208,204,2
2020,2,2020-06-21,S08000015,65 - 74,All,147,161.5,-9
2020,2,2020-06-21,S08000015,75 - 84,All,195,195.5,-0.3
2020,2,2020-06-21,S08000015,85 and over,All,117,127,-7.9
2020,2,2020-06-21,S08000015,All ages,All,898,980,-8.4
2020,2,2020-06-21,S08000015,All ages,Female,431,448.5,-3.9
2020,2,2020-06-21,S08000015,All ages,Male,403,455,-11.4
2020,2,2020-06-21,S08000016,15 - 44,All,50,57.5,-13
2020,2,2020-06-21,S08000016,45 - 64,All,55,60,-8.3
2020,2,2020-06-21,S08000016,65 - 74,All,59,43.5,35.6
2020,2,2020-06-21,S08000016,75 - 84,All,59,62.5,-5.6
2020,2,2020-06-21,S08000016,85 and over,All,45,51.5,-12.6
2020,2,2020-06-21,S08000016,All ages,All,284,292,-2.7
2020,2,2020-06-21,S08000016,All ages,Female,142,128.5,10.5
2020,2,2020-06-21,S08000016,All ages,Male,119,139,-14.4
2020,2,2020-06-21,S08000017,Under 5,All,5,7.5,-33.3
2020,2,2020-06-21,S08000017,5 - 14,All,7,6.5,7.7
2020,2,2020-06-21,S08000017,15 - 44,All,58,60.5,-4.1
2020,2,2020-06-21,S08000017,45 - 64,All,90,75.5,19.2
2020,2,2020-06-21,S08000017,65 - 74,All,72,67,7.5
2020,2,2020-06-21,S08000017,75 - 84,All,91,84.5,7.7
2020,2,2020-06-21,S08000017,85 and over,All,55,65.5,-16
2020,2,2020-06-21,S08000017,All ages,All,388,385.5,0.6
2020,2,2020-06-21,S08000017,All ages,Female,181,173.5,4.3
2020,2,2020-06-21,S08000017,All ages,Male,185,169,9.5
2020,2,2020-06-21,S08000019,Under 5,All,17,20,-15
2020,2,2020-06-21,S08000019,5 - 14,All,10,12,-16.7
2020,2,2020-06-21,S08000019,15 - 44,All,115,138,-16.7
2020,2,2020-06-21,S08000019,45 - 64,All,152,146,4.1
2020,2,2020-06-21,S08000019,65 - 74,All,89,78.5,13.4
2020,2,2020-06-21,S08000019,75 - 84,All,116,92.5,25.4
2020,2,2020-06-21,S08000019,85 and over,All,82,82.5,-0.6
2020,2,2020-06-21,S08000019,All ages,All,606,611.5,-0.9
2020,2,2020-06-21,S08000019,All ages,Female,269,275,-2.2
2020,2,2020-06-21,S08000019,All ages,Male,290,271,7
2020,2,2020-06-21,S08000020,Under 5,All,21,24.5,-14.3
2020,2,2020-06-21,S08000020,5 - 14,All,17,24,-29.2
2020,2,2020-06-21,S08000020,15 - 44,All,242,244.5,-1
2020,2,2020-06-21,S08000020,45 - 64,All,238,248,-4
2020,2,2020-06-21,S08000020,65 - 74,All,163,174.5,-6.6
2020,2,2020-06-21,S08000020,75 - 84,All,213,202,5.4
2020,2,2020-06-21,S08000020,85 and over,All,150,151.5,-1
2020,2,2020-06-21,S08000020,All ages,All,1096,1121.5,-2.3
2020,2,2020-06-21,S08000020,All ages,Female,538,532.5,1
2020,2,2020-06-21,S08000020,All ages,Male,473,476.5,-0.7
2020,2,2020-06-21,S08000022,Under 5,All,10,25,-60
2020,2,2020-06-21,S08000022,15 - 44,All,144,147.5,-2.4
2020,2,2020-06-21,S08000022,45 - 64,All,147,172.5,-14.8
2020,2,2020-06-21,S08000022,65 - 74,All,113,115.5,-2.2
2020,2,2020-06-21,S08000022,75 - 84,All,146,146,0
2020,2,2020-06-21,S08000022,85 and over,All,121,132.5,-8.7
2020,2,2020-06-21,S08000022,All ages,All,730,815,-10.4
2020,2,2020-06-21,S08000022,All ages,Female,359,341.5,5.1
2020,2,2020-06-21,S08000022,All ages,Male,303,339.5,-10.8
2020,2,2020-06-21,S08000024,Under 5,All,28,60,-53.3
2020,2,2020-06-21,S08000024,5 - 14,All,26,34,-23.5
2020,2,2020-06-21,S08000024,15 - 44,All,384,463.5,-17.2
2020,2,2020-06-21,S08000024,45 - 64,All,377,373,1.1
2020,2,2020-06-21,S08000024,65 - 74,All,234,220.5,6.1
2020,2,2020-06-21,S08000024,75 - 84,All,261,242,7.9
2020,2,2020-06-21,S08000024,85 and over,All,204,179.5,13.6
2020,2,2020-06-21,S08000024,All ages,All,1626,1699,-4.3
2020,2,2020-06-21,S08000024,All ages,Female,741,735.5,0.7
2020,2,2020-06-21,S08000024,All ages,Male,717,738,-2.8
2020,2,2020-06-21,S08000025,45 - 64,All,6,11,-45.5
2020,2,2020-06-21,S08000025,65 - 74,All,6,8.5,-29.4
2020,2,2020-06-21,S08000025,75 - 84,All,10,10,0
2020,2,2020-06-21,S08000025,85 and over,All,5,4,25
2020,2,2020-06-21,S08000025,All ages,All,29,41,-29.3
2020,2,2020-06-21,S08000025,All ages,Female,15,16,-6.2
2020,2,2020-06-21,S08000025,All ages,Male,14,20.5,-31.7
2020,2,2020-06-21,S08000026,15 - 44,All,9,8,12.5
2020,2,2020-06-21,S08000026,45 - 64,All,7,13,-46.2
2020,2,2020-06-21,S08000026,65 - 74,All,7,13.5,-48.1
2020,2,2020-06-21,S08000026,75 - 84,All,10,6.5,53.8
2020,2,2020-06-21,S08000026,85 and over,All,5,4,25
2020,2,2020-06-21,S08000026,All ages,All,41,47.5,-13.7
2020,2,2020-06-21,S08000026,All ages,Female,21,16,31.2
2020,2,2020-06-21,S08000026,All ages,Male,17,24.5,-30.6
2020,2,2020-06-21,S08000028,15 - 44,All,8,9.5,-15.8
2020,2,2020-06-21,S08000028,45 - 64,All,12,14,-14.3
2020,2,2020-06-21,S08000028,65 - 74,All,17,18,-5.6
2020,2,2020-06-21,S08000028,75 - 84,All,16,18.5,-13.5
2020,2,2020-06-21,S08000028,85 and over,All,15,20.5,-26.8
2020,2,2020-06-21,S08000028,All ages,All,72,85.5,-15.8
2020,2,2020-06-21,S08000028,All ages,Female,35,41,-14.6
2020,2,2020-06-21,S08000028,All ages,Male,31,37.5,-17.3
2020,2,2020-06-21,S08000029,Under 5,All,18,21,-14.3
2020,2,2020-06-21,S08000029,5 - 14,All,12,21,-42.9
2020,2,2020-06-21,S08000029,15 - 44,All,184,196.5,-6.4
2020,2,2020-06-21,S08000029,45 - 64,All,181,152.5,18.7
2020,2,2020-06-21,S08000029,65 - 74,All,105,112,-6.2
2020,2,2020-06-21,S08000029,75 - 84,All,153,171,-10.5
2020,2,2020-06-21,S08000029,85 and over,All,101,110,-8.2
2020,2,2020-06-21,S08000029,All ages,All,780,808,-3.5
2020,2,2020-06-21,S08000029,All ages,Female,378,381,-0.8
2020,2,2020-06-21,S08000029,All ages,Male,355,371,-4.3
2020,2,2020-06-21,S08000030,Under 5,All,11,28.5,-61.4
2020,2,2020-06-21,S08000030,5 - 14,All,12,16.5,-27.3
2020,2,2020-06-21,S08000030,15 - 44,All,202,194.5,3.9
2020,2,2020-06-21,S08000030,45 - 64,All,206,179.5,14.8
2020,2,2020-06-21,S08000030,65 - 74,All,124,138,-10.1
2020,2,2020-06-21,S08000030,75 - 84,All,173,173,0
2020,2,2020-06-21,S08000030,85 and over,All,131,122,7.4
2020,2,2020-06-21,S08000030,All ages,All,895,898,-0.3
2020,2,2020-06-21,S08000030,All ages,Female,408,422,-3.3
2020,2,2020-06-21,S08000030,All ages,Male,426,384,10.9
2020,2,2020-06-21,S08000031,Under 5,All,40,66,-39.4
2020,2,2020-06-21,S08000031,5 - 14,All,37,46.5,-20.4
2020,2,2020-06-21,S08000031,15 - 44,All,633,642,-1.4
2020,2,2020-06-21,S08000031,45 - 64,All,635,655.5,-3.1
2020,2,2020-06-21,S08000031,65 - 74,All,378,368.5,2.6
2020,2,2020-06-21,S08000031,75 - 84,All,453,454.5,-0.3
2020,2,2020-06-21,S08000031,85 and over,All,305,308.5,-1.1
2020,2,2020-06-21,S08000031,All ages,All,2670,2756,-3.1
2020,2,2020-06-21,S08000031,All ages,Female,1194,1251,-4.6
2020,2,2020-06-21,S08000031,All ages,Male,1207,1151,4.9
2020,2,2020-06-21,S08000032,Under 5,All,35,33,6.1
2020,2,2020-06-21,S08000032,5 - 14,All,17,34.5,-50.7
2020,2,2020-06-21,S08000032,15 - 44,All,301,300.5,0.2
2020,2,2020-06-21,S08000032,45 - 64,All,361,335,7.8
2020,2,2020-06-21,S08000032,65 - 74,All,233,207.5,12.3
2020,2,2020-06-21,S08000032,75 - 84,All,225,256.5,-12.3
2020,2,2020-06-21,S08000032,85 and over,All,161,180,-10.6
2020,2,2020-06-21,S08000032,All ages,All,1393,1422,-2
2020,2,2020-06-21,S08000032,All ages,Female,613,679,-9.7
2020,2,2020-06-21,S08000032,All ages,Male,689,633.5,8.8
2020,2,2020-06-21,S92000003,Under 5,All,204,321,-36.4
2020,2,2020-06-21,S92000003,5 - 14,All,159,236.5,-32.8
2020,2,2020-06-21,S92000003,15 - 44,All,2509,2693.5,-6.8
2020,2,2020-06-21,S92000003,45 - 64,All,2677,2647.5,1.1
2020,2,2020-06-21,S92000003,65 - 74,All,1748,1732,0.9
2020,2,2020-06-21,S92000003,75 - 84,All,2121,2119,0.1
2020,2,2020-06-21,S92000003,85 and over,All,1497,1540.5,-2.8
2020,2,2020-06-21,S92000003,All ages,All,11527,11998,-3.9
2020,2,2020-06-21,S92000003,All ages,Female,5329,5453,-2.3
2020,2,2020-06-21,S92000003,All ages,Male,5238,5228,0.2
2020,2,2020-06-28,S08000015,Under 5,All,12,29.5,-59.3
2020,2,2020-06-28,S08000015,5 - 14,All,10,28,-64.3
2020,2,2020-06-28,S08000015,15 - 44,All,180,225,-20
2020,2,2020-06-28,S08000015,45 - 64,All,211,207.5,1.7
2020,2,2020-06-28,S08000015,65 - 74,All,133,154,-13.6
2020,2,2020-06-28,S08000015,75 - 84,All,174,204,-14.7
2020,2,2020-06-28,S08000015,85 and over,All,123,139.5,-11.8
2020,2,2020-06-28,S08000015,All ages,All,878,1043.5,-15.9
2020,2,2020-06-28,S08000015,All ages,Female,435,476,-8.6
2020,2,2020-06-28,S08000015,All ages,Male,389,469,-17.1
2020,2,2020-06-28,S08000016,Under 5,All,6,4,50
2020,2,2020-06-28,S08000016,5 - 14,All,5,5.5,-9.1
2020,2,2020-06-28,S08000016,15 - 44,All,43,68.5,-37.2
2020,2,2020-06-28,S08000016,45 - 64,All,65,64,1.6
2020,2,2020-06-28,S08000016,65 - 74,All,34,43.5,-21.8
2020,2,2020-06-28,S08000016,75 - 84,All,49,64,-23.4
2020,2,2020-06-28,S08000016,85 and over,All,58,44,31.8
2020,2,2020-06-28,S08000016,All ages,All,272,300,-9.3
2020,2,2020-06-28,S08000016,All ages,Female,136,140.5,-3.2
2020,2,2020-06-28,S08000016,All ages,Male,118,136.5,-13.6
2020,2,2020-06-28,S08000017,15 - 44,All,52,62.5,-16.8
2020,2,2020-06-28,S08000017,45 - 64,All,69,71.5,-3.5
2020,2,2020-06-28,S08000017,65 - 74,All,62,57,8.8
2020,2,2020-06-28,S08000017,75 - 84,All,87,86,1.2
2020,2,2020-06-28,S08000017,85 and over,All,66,75,-12
2020,2,2020-06-28,S08000017,All ages,All,353,384,-8.1
2020,2,2020-06-28,S08000017,All ages,Female,172,177.5,-3.1
2020,2,2020-06-28,S08000017,All ages,Male,156,170,-8.2
2020,2,2020-06-28,S08000019,Under 5,All,13,10,30
2020,2,2020-06-28,S08000019,5 - 14,All,8,17.5,-54.3
2020,2,2020-06-28,S08000019,15 - 44,All,132,138,-4.3
2020,2,2020-06-28,S08000019,45 - 64,All,122,145,-15.9
2020,2,2020-06-28,S08000019,65 - 74,All,77,91.5,-15.8
2020,2,2020-06-28,S08000019,75 - 84,All,125,113,10.6
2020,2,2020-06-28,S08000019,85 and over,All,71,68.5,3.6
2020,2,2020-06-28,S08000019,All ages,All,571,624.5,-8.6
2020,2,2020-06-28,S08000019,All ages,Female,268,270.5,-0.9
2020,2,2020-06-28,S08000019,All ages,Male,270,286.5,-5.8
2020,2,2020-06-28,S08000020,Under 5,All,13,27,-51.9
2020,2,2020-06-28,S08000020,5 - 14,All,15,26,-42.3
2020,2,2020-06-28,S08000020,15 - 44,All,241,266.5,-9.6
2020,2,2020-06-28,S08000020,45 - 64,All,227,232,-2.2
2020,2,2020-06-28,S08000020,65 - 74,All,159,172.5,-7.8
2020,2,2020-06-28,S08000020,75 - 84,All,216,203.5,6.1
2020,2,2020-06-28,S08000020,85 and over,All,137,176.5,-22.4
2020,2,2020-06-28,S08000020,All ages,All,1057,1173,-9.9
2020,2,2020-06-28,S08000020,All ages,Female,512,555,-7.7
2020,2,2020-06-28,S08000020,All ages,Male,458,500.5,-8.5
2020,2,2020-06-28,S08000022,Under 5,All,7,25,-72
2020,2,2020-06-28,S08000022,5 - 14,All,10,16.5,-39.4
2020,2,2020-06-28,S08000022,15 - 44,All,154,163.5,-5.8
2020,2,2020-06-28,S08000022,45 - 64,All,147,178.5,-17.6
2020,2,2020-06-28,S08000022,65 - 74,All,130,152,-14.5
2020,2,2020-06-28,S08000022,75 - 84,All,156,165,-5.5
2020,2,2020-06-28,S08000022,85 and over,All,109,115,-5.2
2020,2,2020-06-28,S08000022,All ages,All,750,882,-15
2020,2,2020-06-28,S08000022,All ages,Female,346,365.5,-5.3
2020,2,2020-06-28,S08000022,All ages,Male,340,367,-7.4
2020,2,2020-06-28,S08000024,Under 5,All,29,51.5,-43.7
2020,2,2020-06-28,S08000024,5 - 14,All,36,35,2.9
2020,2,2020-06-28,S08000024,15 - 44,All,415,455,-8.8
2020,2,2020-06-28,S08000024,45 - 64,All,362,407,-11.1
2020,2,2020-06-28,S08000024,65 - 74,All,216,215,0.5
2020,2,2020-06-28,S08000024,75 - 84,All,246,260.5,-5.6
2020,2,2020-06-28,S08000024,85 and over,All,195,203,-3.9
2020,2,2020-06-28,S08000024,All ages,All,1589,1751.5,-9.3
2020,2,2020-06-28,S08000024,All ages,Female,732,765.5,-4.4
2020,2,2020-06-28,S08000024,All ages,Male,719,748,-3.9
2020,2,2020-06-28,S08000025,45 - 64,All,8,14,-42.9
2020,2,2020-06-28,S08000025,65 - 74,All,7,4.5,55.6
2020,2,2020-06-28,S08000025,75 - 84,All,10,15,-33.3
2020,2,2020-06-28,S08000025,85 and over,All,8,3,166.7
2020,2,2020-06-28,S08000025,All ages,All,41,47.5,-13.7
2020,2,2020-06-28,S08000025,All ages,Female,21,19,10.5
2020,2,2020-06-28,S08000025,All ages,Male,17,23,-26.1
2020,2,2020-06-28,S08000026,45 - 64,All,8,3.5,128.6
2020,2,2020-06-28,S08000026,65 - 74,All,5,7,-28.6
2020,2,2020-06-28,S08000026,75 - 84,All,8,9.5,-15.8
2020,2,2020-06-28,S08000026,85 and over,All,5,4,25
2020,2,2020-06-28,S08000026,All ages,All,31,38,-18.4
2020,2,2020-06-28,S08000026,All ages,Female,16,15,6.7
2020,2,2020-06-28,S08000026,All ages,Male,13,17,-23.5
2020,2,2020-06-28,S08000028,45 - 64,All,14,20,-30
2020,2,2020-06-28,S08000028,65 - 74,All,16,20.5,-22
2020,2,2020-06-28,S08000028,75 - 84,All,20,17.5,14.3
2020,2,2020-06-28,S08000028,85 and over,All,6,15.5,-61.3
2020,2,2020-06-28,S08000028,All ages,All,69,85.5,-19.3
2020,2,2020-06-28,S08000028,All ages,Female,35,37.5,-6.7
2020,2,2020-06-28,S08000028,All ages,Male,26,40.5,-35.8
2020,2,2020-06-28,S08000029,Under 5,All,18,25.5,-29.4
2020,2,2020-06-28,S08000029,5 - 14,All,12,23,-47.8
2020,2,2020-06-28,S08000029,15 - 44,All,187,171,9.4
2020,2,2020-06-28,S08000029,45 - 64,All,168,172,-2.3
2020,2,2020-06-28,S08000029,65 - 74,All,112,131,-14.5
2020,2,2020-06-28,S08000029,75 - 84,All,155,156.5,-1
2020,2,2020-06-28,S08000029,85 and over,All,111,116.5,-4.7
2020,2,2020-06-28,S08000029,All ages,All,789,833,-5.3
2020,2,2020-06-28,S08000029,All ages,Female,377,399.5,-5.6
2020,2,2020-06-28,S08000029,All ages,Male,368,364.5,1
2020,2,2020-06-28,S08000030,Under 5,All,13,21,-38.1
2020,2,2020-06-28,S08000030,5 - 14,All,10,23,-56.5
2020,2,2020-06-28,S08000030,15 - 44,All,226,193,17.1
2020,2,2020-06-28,S08000030,45 - 64,All,192,180,6.7
2020,2,2020-06-28,S08000030,65 - 74,All,134,144.5,-7.3
2020,2,2020-06-28,S08000030,75 - 84,All,133,175.5,-24.2
2020,2,2020-06-28,S08000030,85 and over,All,128,140,-8.6
2020,2,2020-06-28,S08000030,All ages,All,877,919,-4.6
2020,2,2020-06-28,S08000030,All ages,Female,398,399.5,-0.4
2020,2,2020-06-28,S08000030,All ages,Male,420,443.5,-5.3
2020,2,2020-06-28,S08000031,Under 5,All,49,56,-12.5
2020,2,2020-06-28,S08000031,5 - 14,All,34,45,-24.4
2020,2,2020-06-28,S08000031,15 - 44,All,598,644.5,-7.2
2020,2,2020-06-28,S08000031,45 - 64,All,622,608.5,2.2
2020,2,2020-06-28,S08000031,65 - 74,All,357,390.5,-8.6
2020,2,2020-06-28,S08000031,75 - 84,All,421,464,-9.3
2020,2,2020-06-28,S08000031,85 and over,All,331,321,3.1
2020,2,2020-06-28,S08000031,All ages,All,2584,2763,-6.5
2020,2,2020-06-28,S08000031,All ages,Female,1174,1223.5,-4
2020,2,2020-06-28,S08000031,All ages,Male,1161,1183.5,-1.9
2020,2,2020-06-28,S08000032,Under 5,All,27,37,-27
2020,2,2020-06-28,S08000032,5 - 14,All,13,35,-62.9
2020,2,2020-06-28,S08000032,15 - 44,All,345,324,6.5
2020,2,2020-06-28,S08000032,45 - 64,All,356,339.5,4.9
2020,2,2020-06-28,S08000032,65 - 74,All,236,227,4
2020,2,2020-06-28,S08000032,75 - 84,All,224,270.5,-17.2
2020,2,2020-06-28,S08000032,85 and over,All,178,178,0
2020,2,2020-06-28,S08000032,All ages,All,1446,1486,-2.7
2020,2,2020-06-28,S08000032,All ages,Female,637,690,-7.7
2020,2,2020-06-28,S08000032,All ages,Male,706,669.5,5.5
2020,2,2020-06-28,S92000003,Under 5,All,195,302,-35.4
2020,2,2020-06-28,S92000003,5 - 14,All,159,263.5,-39.7
2020,2,2020-06-28,S92000003,15 - 44,All,2593,2741,-5.4
2020,2,2020-06-28,S92000003,45 - 64,All,2574,2656,-3.1
2020,2,2020-06-28,S92000003,65 - 74,All,1678,1814.5,-7.5
2020,2,2020-06-28,S92000003,75 - 84,All,2024,2207,-8.3
2020,2,2020-06-28,S92000003,85 and over,All,1526,1603,-4.8
2020,2,2020-06-28,S92000003,All ages,All,11322,12370,-8.5
2020,2,2020-06-28,S92000003,All ages,Female,5265,5549,-5.1
2020,2,2020-06-28,S92000003,All ages,Male,5165,5436.5,-5
2020,3,2020-07-05,S08000015,Under 5,All,14,29,-51.7
2020,3,2020-07-05,S08000015,5 - 14,All,14,19,-26.3
2020,3,2020-07-05,S08000015,15 - 44,All,175,207.5,-15.7
2020,3,2020-07-05,S08000015,45 - 64,All,215,198,8.6
2020,3,2020-07-05,S08000015,65 - 74,All,166,155.5,6.8
2020,3,2020-07-05,S08000015,75 - 84,All,207,173.5,19.3
2020,3,2020-07-05,S08000015,85 and over,All,125,144.5,-13.5
2020,3,2020-07-05,S08000015,All ages,All,955,968,-1.3
2020,3,2020-07-05,S08000015,All ages,Female,454,468,-3
2020,3,2020-07-05,S08000015,All ages,Male,445,421,5.7
2020,3,2020-07-05,S08000016,5 - 14,All,5,3,66.7
2020,3,2020-07-05,S08000016,15 - 44,All,59,45.5,29.7
2020,3,2020-07-05,S08000016,45 - 64,All,62,55.5,11.7
2020,3,2020-07-05,S08000016,65 - 74,All,38,49,-22.4
2020,3,2020-07-05,S08000016,75 - 84,All,68,63.5,7.1
2020,3,2020-07-05,S08000016,85 and over,All,49,52,-5.8
2020,3,2020-07-05,S08000016,All ages,All,288,278.5,3.4
2020,3,2020-07-05,S08000016,All ages,Female,153,145.5,5.2
2020,3,2020-07-05,S08000016,All ages,Male,119,114.5,3.9
2020,3,2020-07-05,S08000017,Under 5,All,10,7.5,33.3
2020,3,2020-07-05,S08000017,15 - 44,All,55,75.5,-27.2
2020,3,2020-07-05,S08000017,45 - 64,All,82,63,30.2
2020,3,2020-07-05,S08000017,65 - 74,All,55,67,-17.9
2020,3,2020-07-05,S08000017,75 - 84,All,76,88.5,-14.1
2020,3,2020-07-05,S08000017,85 and over,All,67,59,13.6
2020,3,2020-07-05,S08000017,All ages,All,351,387.5,-9.4
2020,3,2020-07-05,S08000017,All ages,Female,162,186,-12.9
2020,3,2020-07-05,S08000017,All ages,Male,174,160.5,8.4
2020,3,2020-07-05,S08000019,Under 5,All,14,15.5,-9.7
2020,3,2020-07-05,S08000019,5 - 14,All,15,9.5,57.9
2020,3,2020-07-05,S08000019,15 - 44,All,127,131.5,-3.4
2020,3,2020-07-05,S08000019,45 - 64,All,126,149,-15.4
2020,3,2020-07-05,S08000019,65 - 74,All,107,75.5,41.7
2020,3,2020-07-05,S08000019,75 - 84,All,99,101,-2
2020,3,2020-07-05,S08000019,85 and over,All,87,77.5,12.3
2020,3,2020-07-05,S08000019,All ages,All,601,596.5,0.8
2020,3,2020-07-05,S08000019,All ages,Female,276,266,3.8
2020,3,2020-07-05,S08000019,All ages,Male,285,264.5,7.8
2020,3,2020-07-05,S08000020,Under 5,All,18,22.5,-20
2020,3,2020-07-05,S08000020,5 - 14,All,15,23.5,-36.2
2020,3,2020-07-05,S08000020,15 - 44,All,194,237.5,-18.3
2020,3,2020-07-05,S08000020,45 - 64,All,218,243.5,-10.5
2020,3,2020-07-05,S08000020,65 - 74,All,143,155,-7.7
2020,3,2020-07-05,S08000020,75 - 84,All,204,193.5,5.4
2020,3,2020-07-05,S08000020,85 and over,All,143,161,-11.2
2020,3,2020-07-05,S08000020,All ages,All,976,1094.5,-10.8
2020,3,2020-07-05,S08000020,All ages,Female,488,492.5,-0.9
2020,3,2020-07-05,S08000020,All ages,Male,427,487,-12.3
2020,3,2020-07-05,S08000022,Under 5,All,16,20,-20
2020,3,2020-07-05,S08000022,5 - 14,All,10,21,-52.4
2020,3,2020-07-05,S08000022,15 - 44,All,132,154,-14.3
2020,3,2020-07-05,S08000022,45 - 64,All,144,163,-11.7
2020,3,2020-07-05,S08000022,65 - 74,All,120,130,-7.7
2020,3,2020-07-05,S08000022,75 - 84,All,141,141.5,-0.4
2020,3,2020-07-05,S08000022,85 and over,All,105,124.5,-15.7
2020,3,2020-07-05,S08000022,All ages,All,702,831,-15.5
2020,3,2020-07-05,S08000022,All ages,Female,347,366.5,-5.3
2020,3,2020-07-05,S08000022,All ages,Male,297,314,-5.4
2020,3,2020-07-05,S08000024,Under 5,All,36,45,-20
2020,3,2020-07-05,S08000024,5 - 14,All,22,32.5,-32.3
2020,3,2020-07-05,S08000024,15 - 44,All,387,414.5,-6.6
2020,3,2020-07-05,S08000024,45 - 64,All,368,346.5,6.2
2020,3,2020-07-05,S08000024,65 - 74,All,215,192.5,11.7
2020,3,2020-07-05,S08000024,75 - 84,All,258,245.5,5.1
2020,3,2020-07-05,S08000024,85 and over,All,187,179.5,4.2
2020,3,2020-07-05,S08000024,All ages,All,1543,1569.5,-1.7
