year,quarter,week_ending,hb,age_group,sex,sas_incidents,average20182019,percent_variation
2020,4,2020-11-01,S08000022,Under 5,All,17,30.5,-44.3
2020,4,2020-11-01,S08000022,5 - 14,All,10,22,-54.5
2020,4,2020-11-01,S08000022,15 - 44,All,134,141,-5
2020,4,2020-11-01,S08000022,45 - 64,All,138,165,-16.4
2020,4,2020-11-01,S08000022,65 - 74,All,128,133,-3.8
2020,4,2020-11-01,S08000022,75 - 84,All,158,152,3.9
2020,4,2020-11-01,S08000022,85 and over,All,107,123,-13
2020,4,2020-11-01,S08000022,All ages,All,728,817.5,-10.9
2020,4,2020-11-01,S08000022,All ages,Female,320,360,-11.1
2020,4,2020-11-01,S08000022,All ages,Male,337,354,-4.8
2020,4,2020-11-01,S08000024,Under 5,All,24,65,-63.1
2020,4,2020-11-01,S08000024,5 - 14,All,22,30.5,-27.9
2020,4,2020-11-01,S08000024,15 - 44,All,357,443,-19.4
2020,4,2020-11-01,S08000024,45 - 64,All,307,380,-19.2
2020,4,2020-11-01,S08000024,65 - 74,All,223,213,4.7
2020,4,2020-11-01,S08000024,75 - 84,All,262,249,5.2
2020,4,2020-11-01,S08000024,85 and over,All,209,225,-7.1
2020,4,2020-11-01,S08000024,All ages,All,1479,1718,-13.9
2020,4,2020-11-01,S08000024,All ages,Female,722,787,-8.3
2020,4,2020-11-01,S08000024,All ages,Male,632,731.5,-13.6
2020,4,2020-11-01,S08000025,15 - 44,All,7,9.5,-26.3
2020,4,2020-11-01,S08000025,65 - 74,All,8,5,60
2020,4,2020-11-01,S08000025,75 - 84,All,15,7.5,100
2020,4,2020-11-01,S08000025,85 and over,All,5,8,-37.5
2020,4,2020-11-01,S08000025,All ages,All,43,43,0
2020,4,2020-11-01,S08000025,All ages,Female,27,17.5,54.3
2020,4,2020-11-01,S08000025,All ages,Male,15,21.5,-30.2
2020,4,2020-11-01,S08000026,15 - 44,All,11,8.5,29.4
2020,4,2020-11-01,S08000026,45 - 64,All,5,8.5,-41.2
2020,4,2020-11-01,S08000026,65 - 74,All,11,6,83.3
2020,4,2020-11-01,S08000026,85 and over,All,8,3.5,128.6
2020,4,2020-11-01,S08000026,All ages,All,43,39,10.3
2020,4,2020-11-01,S08000026,All ages,Female,20,17,17.6
2020,4,2020-11-01,S08000026,All ages,Male,16,16,0
2020,4,2020-11-01,S08000028,15 - 44,All,14,9,55.6
2020,4,2020-11-01,S08000028,45 - 64,All,8,16,-50
2020,4,2020-11-01,S08000028,65 - 74,All,7,13.5,-48.1
2020,4,2020-11-01,S08000028,75 - 84,All,14,14.5,-3.4
2020,4,2020-11-01,S08000028,85 and over,All,18,13,38.5
2020,4,2020-11-01,S08000028,All ages,All,67,76.5,-12.4
2020,4,2020-11-01,S08000028,All ages,Female,34,36.5,-6.8
2020,4,2020-11-01,S08000028,All ages,Male,25,29.5,-15.3
2020,4,2020-11-01,S08000029,Under 5,All,14,22,-36.4
2020,4,2020-11-01,S08000029,5 - 14,All,10,15.5,-35.5
2020,4,2020-11-01,S08000029,15 - 44,All,175,181.5,-3.6
2020,4,2020-11-01,S08000029,45 - 64,All,177,156.5,13.1
2020,4,2020-11-01,S08000029,65 - 74,All,115,125.5,-8.4
2020,4,2020-11-01,S08000029,75 - 84,All,150,157.5,-4.8
2020,4,2020-11-01,S08000029,85 and over,All,95,118,-19.5
2020,4,2020-11-01,S08000029,All ages,All,756,797,-5.1
2020,4,2020-11-01,S08000029,All ages,Female,356,374,-4.8
2020,4,2020-11-01,S08000029,All ages,Male,366,378,-3.2
2020,4,2020-11-01,S08000030,Under 5,All,17,35,-51.4
2020,4,2020-11-01,S08000030,5 - 14,All,16,19,-15.8
2020,4,2020-11-01,S08000030,15 - 44,All,198,215.5,-8.1
2020,4,2020-11-01,S08000030,45 - 64,All,194,186,4.3
2020,4,2020-11-01,S08000030,65 - 74,All,115,142,-19
2020,4,2020-11-01,S08000030,75 - 84,All,163,174.5,-6.6
2020,4,2020-11-01,S08000030,85 and over,All,121,161,-24.8
2020,4,2020-11-01,S08000030,All ages,All,859,975,-11.9
2020,4,2020-11-01,S08000030,All ages,Female,390,472.5,-17.5
2020,4,2020-11-01,S08000030,All ages,Male,418,426,-1.9
2020,4,2020-11-01,S08000031,Under 5,All,55,94.5,-41.8
2020,4,2020-11-01,S08000031,5 - 14,All,37,48,-22.9
2020,4,2020-11-01,S08000031,15 - 44,All,478,635.5,-24.8
2020,4,2020-11-01,S08000031,45 - 64,All,598,595.5,0.4
2020,4,2020-11-01,S08000031,65 - 74,All,394,367.5,7.2
2020,4,2020-11-01,S08000031,75 - 84,All,434,445.5,-2.6
2020,4,2020-11-01,S08000031,85 and over,All,322,332.5,-3.2
2020,4,2020-11-01,S08000031,All ages,All,2461,2695,-8.7
2020,4,2020-11-01,S08000031,All ages,Female,1168,1255,-6.9
2020,4,2020-11-01,S08000031,All ages,Male,1077,1163.5,-7.4
2020,4,2020-11-01,S08000032,Under 5,All,28,73.5,-61.9
2020,4,2020-11-01,S08000032,5 - 14,All,19,27,-29.6
2020,4,2020-11-01,S08000032,15 - 44,All,259,302.5,-14.4
2020,4,2020-11-01,S08000032,45 - 64,All,312,315.5,-1.1
2020,4,2020-11-01,S08000032,65 - 74,All,216,234.5,-7.9
2020,4,2020-11-01,S08000032,75 - 84,All,251,285,-11.9
2020,4,2020-11-01,S08000032,85 and over,All,180,190,-5.3
2020,4,2020-11-01,S08000032,All ages,All,1314,1492.5,-12
2020,4,2020-11-01,S08000032,All ages,Female,637,717.5,-11.2
2020,4,2020-11-01,S08000032,All ages,Male,602,673.5,-10.6
2020,4,2020-11-01,S92000003,Under 5,All,225,432.5,-48
2020,4,2020-11-01,S92000003,5 - 14,All,158,225.5,-29.9
2020,4,2020-11-01,S92000003,15 - 44,All,2240,2636.5,-15
2020,4,2020-11-01,S92000003,45 - 64,All,2420,2559.5,-5.5
2020,4,2020-11-01,S92000003,65 - 74,All,1711,1738,-1.6
2020,4,2020-11-01,S92000003,75 - 84,All,2060,2175.5,-5.3
2020,4,2020-11-01,S92000003,85 and over,All,1543,1723.5,-10.5
2020,4,2020-11-01,S92000003,All ages,All,10820,12106.5,-10.6
2020,4,2020-11-01,S92000003,All ages,Female,5174,5702,-9.3
2020,4,2020-11-01,S92000003,All ages,Male,4868,5313,-8.4
2020,4,2020-11-08,S08000015,Under 5,All,18,38.5,-53.2
2020,4,2020-11-08,S08000015,5 - 14,All,12,21.5,-44.2
2020,4,2020-11-08,S08000015,15 - 44,All,165,202.5,-18.5
2020,4,2020-11-08,S08000015,45 - 64,All,218,218,0
2020,4,2020-11-08,S08000015,65 - 74,All,144,139.5,3.2
2020,4,2020-11-08,S08000015,75 - 84,All,203,182,11.5
2020,4,2020-11-08,S08000015,85 and over,All,126,158,-20.3
2020,4,2020-11-08,S08000015,All ages,All,914,1003.5,-8.9
2020,4,2020-11-08,S08000015,All ages,Female,420,469,-10.4
2020,4,2020-11-08,S08000015,All ages,Male,431,457.5,-5.8
2020,4,2020-11-08,S08000016,15 - 44,All,53,54,-1.9
2020,4,2020-11-08,S08000016,45 - 64,All,62,46,34.8
2020,4,2020-11-08,S08000016,65 - 74,All,36,39.5,-8.9
2020,4,2020-11-08,S08000016,75 - 84,All,62,60,3.3
2020,4,2020-11-08,S08000016,85 and over,All,55,56,-1.8
2020,4,2020-11-08,S08000016,All ages,All,282,276,2.2
2020,4,2020-11-08,S08000016,All ages,Female,143,138,3.6
2020,4,2020-11-08,S08000016,All ages,Male,124,114,8.8
2020,4,2020-11-08,S08000017,Under 5,All,10,10,0
2020,4,2020-11-08,S08000017,15 - 44,All,61,58,5.2
2020,4,2020-11-08,S08000017,45 - 64,All,67,67,0
2020,4,2020-11-08,S08000017,65 - 74,All,75,68.5,9.5
2020,4,2020-11-08,S08000017,75 - 84,All,86,93,-7.5
2020,4,2020-11-08,S08000017,85 and over,All,60,62,-3.2
2020,4,2020-11-08,S08000017,All ages,All,372,375,-0.8
2020,4,2020-11-08,S08000017,All ages,Female,187,185,1.1
2020,4,2020-11-08,S08000017,All ages,Male,165,158,4.4
2020,4,2020-11-08,S08000019,Under 5,All,13,29.5,-55.9
2020,4,2020-11-08,S08000019,5 - 14,All,9,11,-18.2
2020,4,2020-11-08,S08000019,15 - 44,All,118,127.5,-7.5
2020,4,2020-11-08,S08000019,45 - 64,All,150,134,11.9
2020,4,2020-11-08,S08000019,65 - 74,All,75,84.5,-11.2
2020,4,2020-11-08,S08000019,75 - 84,All,87,117.5,-26
2020,4,2020-11-08,S08000019,85 and over,All,83,75.5,9.9
2020,4,2020-11-08,S08000019,All ages,All,561,612,-8.3
2020,4,2020-11-08,S08000019,All ages,Female,276,281.5,-2
2020,4,2020-11-08,S08000019,All ages,Male,255,280,-8.9
2020,4,2020-11-08,S08000020,Under 5,All,36,51.5,-30.1
2020,4,2020-11-08,S08000020,5 - 14,All,17,20,-15
2020,4,2020-11-08,S08000020,15 - 44,All,192,249.5,-23
2020,4,2020-11-08,S08000020,45 - 64,All,228,224.5,1.6
2020,4,2020-11-08,S08000020,65 - 74,All,137,167.5,-18.2
2020,4,2020-11-08,S08000020,75 - 84,All,179,207,-13.5
2020,4,2020-11-08,S08000020,85 and over,All,159,179,-11.2
2020,4,2020-11-08,S08000020,All ages,All,982,1158,-15.2
2020,4,2020-11-08,S08000020,All ages,Female,480,541.5,-11.4
2020,4,2020-11-08,S08000020,All ages,Male,431,519,-17
2020,4,2020-11-08,S08000022,Under 5,All,14,30,-53.3
2020,4,2020-11-08,S08000022,5 - 14,All,16,17,-5.9
2020,4,2020-11-08,S08000022,15 - 44,All,138,151.5,-8.9
2020,4,2020-11-08,S08000022,45 - 64,All,134,170.5,-21.4
2020,4,2020-11-08,S08000022,65 - 74,All,102,130.5,-21.8
2020,4,2020-11-08,S08000022,75 - 84,All,149,158,-5.7
2020,4,2020-11-08,S08000022,85 and over,All,116,132,-12.1
2020,4,2020-11-08,S08000022,All ages,All,704,845.5,-16.7
2020,4,2020-11-08,S08000022,All ages,Female,336,373,-9.9
2020,4,2020-11-08,S08000022,All ages,Male,309,368,-16
2020,4,2020-11-08,S08000024,Under 5,All,38,89,-57.3
2020,4,2020-11-08,S08000024,5 - 14,All,24,35,-31.4
2020,4,2020-11-08,S08000024,15 - 44,All,349,430,-18.8
2020,4,2020-11-08,S08000024,45 - 64,All,352,355,-0.8
2020,4,2020-11-08,S08000024,65 - 74,All,212,218,-2.8
2020,4,2020-11-08,S08000024,75 - 84,All,292,281,3.9
2020,4,2020-11-08,S08000024,85 and over,All,239,206,16
2020,4,2020-11-08,S08000024,All ages,All,1574,1720,-8.5
2020,4,2020-11-08,S08000024,All ages,Female,726,822,-11.7
2020,4,2020-11-08,S08000024,All ages,Male,746,710,5.1
2020,4,2020-11-08,S08000025,All ages,All,18,47,-61.7
2020,4,2020-11-08,S08000025,All ages,Female,9,21,-57.1
2020,4,2020-11-08,S08000025,All ages,Male,8,21.5,-62.8
2020,4,2020-11-08,S08000026,15 - 44,All,8,8,0
2020,4,2020-11-08,S08000026,45 - 64,All,12,8,50
2020,4,2020-11-08,S08000026,65 - 74,All,8,7.5,6.7
2020,4,2020-11-08,S08000026,75 - 84,All,9,5,80
2020,4,2020-11-08,S08000026,85 and over,All,9,4,125
2020,4,2020-11-08,S08000026,All ages,All,49,37.5,30.7
2020,4,2020-11-08,S08000026,All ages,Female,19,14.5,31
2020,4,2020-11-08,S08000026,All ages,Male,26,18,44.4
2020,4,2020-11-08,S08000028,15 - 44,All,8,4.5,77.8
2020,4,2020-11-08,S08000028,45 - 64,All,14,11,27.3
2020,4,2020-11-08,S08000028,65 - 74,All,6,10,-40
2020,4,2020-11-08,S08000028,75 - 84,All,15,24.5,-38.8
2020,4,2020-11-08,S08000028,85 and over,All,23,16.5,39.4
2020,4,2020-11-08,S08000028,All ages,All,70,71.5,-2.1
2020,4,2020-11-08,S08000028,All ages,Female,49,32.5,50.8
2020,4,2020-11-08,S08000028,All ages,Male,16,30,-46.7
2020,4,2020-11-08,S08000029,Under 5,All,25,38,-34.2
2020,4,2020-11-08,S08000029,5 - 14,All,17,21.5,-20.9
2020,4,2020-11-08,S08000029,15 - 44,All,169,198.5,-14.9
2020,4,2020-11-08,S08000029,45 - 64,All,178,182.5,-2.5
2020,4,2020-11-08,S08000029,65 - 74,All,127,134,-5.2
2020,4,2020-11-08,S08000029,75 - 84,All,166,145,14.5
2020,4,2020-11-08,S08000029,85 and over,All,118,127.5,-7.5
2020,4,2020-11-08,S08000029,All ages,All,810,882,-8.2
2020,4,2020-11-08,S08000029,All ages,Female,416,426,-2.3
2020,4,2020-11-08,S08000029,All ages,Male,366,390.5,-6.3
2020,4,2020-11-08,S08000030,Under 5,All,21,38.5,-45.5
2021,1,2021-03-14,S08000029,All ages,All,852,911.5,-6.5
2021,1,2021-03-14,S08000029,All ages,Female,422,452,-6.6
2021,1,2021-03-14,S08000029,All ages,Male,387,405,-4.4
2021,1,2021-03-14,S08000030,Under 5,All,17,26,-34.6
2020,4,2020-11-08,S08000030,All ages,All,879,958.5,-8.3
2020,4,2020-11-08,S08000030,All ages,Female,423,436,-3
2020,4,2020-11-08,S08000030,All ages,Male,394,446.5,-11.8
2020,4,2020-11-08,S08000031,Under 5,All,65,109,-40.4
2020,4,2020-11-08,S08000031,5 - 14,All,44,60.5,-27.3
2020,4,2020-11-08,S08000031,15 - 44,All,541,614.5,-12
2020,4,2020-11-08,S08000031,45 - 64,All,691,619.5,11.5
2020,4,2020-11-08,S08000031,65 - 74,All,362,398,-9
2020,4,2020-11-08,S08000031,75 - 84,All,460,448.5,2.6
2020,4,2020-11-08,S08000031,85 and over,All,313,343,-8.7
2020,4,2020-11-08,S08000031,All ages,All,2613,2783,-6.1
2020,4,2020-11-08,S08000031,All ages,Female,1264,1266.5,-0.2
2020,4,2020-11-08,S08000031,All ages,Male,1140,1197,-4.8
2020,4,2020-11-08,S08000032,Under 5,All,37,66.5,-44.4
2020,4,2020-11-08,S08000032,5 - 14,All,16,31,-48.4
2020,4,2020-11-08,S08000032,15 - 44,All,248,321.5,-22.9
2020,4,2020-11-08,S08000032,45 - 64,All,363,335,8.4
2020,4,2020-11-08,S08000032,65 - 74,All,265,225.5,17.5
2020,4,2020-11-08,S08000032,75 - 84,All,257,254.5,1
2020,4,2020-11-08,S08000032,85 and over,All,188,193.5,-2.8
2020,4,2020-11-08,S08000032,All ages,All,1426,1490,-4.3
2020,4,2020-11-08,S08000032,All ages,Female,646,708,-8.8
2020,4,2020-11-08,S08000032,All ages,Male,701,675.5,3.8
2020,4,2020-11-08,S92000003,Under 5,All,280,517,-45.8
2020,4,2020-11-08,S92000003,5 - 14,All,172,248,-30.6
2020,4,2020-11-08,S92000003,15 - 44,All,2257,2635,-14.3
2020,4,2020-11-08,S92000003,45 - 64,All,2676,2581,3.7
2020,4,2020-11-08,S92000003,65 - 74,All,1683,1768.5,-4.8
2020,4,2020-11-08,S92000003,75 - 84,All,2120,2150.5,-1.4
2020,4,2020-11-08,S92000003,85 and over,All,1639,1724,-4.9
2020,4,2020-11-08,S92000003,All ages,All,11275,12281.5,-8.2
2020,4,2020-11-08,S92000003,All ages,Female,5400,5722.5,-5.6
2020,4,2020-11-08,S92000003,All ages,Male,5121,5393,-5
2020,4,2020-11-15,S08000015,Under 5,All,16,46.5,-65.6
2020,4,2020-11-15,S08000015,5 - 14,All,24,17.5,37.1
2020,4,2020-11-15,S08000015,15 - 44,All,156,200,-22
2020,4,2020-11-15,S08000015,45 - 64,All,179,219.5,-18.5
2020,4,2020-11-15,S08000015,65 - 74,All,151,172,-12.2
2020,4,2020-11-15,S08000015,75 - 84,All,181,191.5,-5.5
2020,4,2020-11-15,S08000015,85 and over,All,141,137,2.9
2020,4,2020-11-15,S08000015,All ages,All,880,1016,-13.4
2020,4,2020-11-15,S08000015,All ages,Female,442,488.5,-9.5
2020,4,2020-11-15,S08000015,All ages,Male,393,461.5,-14.8
2020,4,2020-11-15,S08000016,5 - 14,All,7,4.5,55.6
2020,4,2020-11-15,S08000016,15 - 44,All,44,60,-26.7
2020,4,2020-11-15,S08000016,45 - 64,All,56,57.5,-2.6
2020,4,2020-11-15,S08000016,65 - 74,All,44,40,10
2020,4,2020-11-15,S08000016,75 - 84,All,56,61,-8.2
2020,4,2020-11-15,S08000016,85 and over,All,45,58,-22.4
2020,4,2020-11-15,S08000016,All ages,All,258,292,-11.6
2020,4,2020-11-15,S08000016,All ages,Female,133,143.5,-7.3
2020,4,2020-11-15,S08000016,All ages,Male,116,131.5,-11.8
2020,4,2020-11-15,S08000017,Under 5,All,9,10,-10
2020,4,2020-11-15,S08000017,5 - 14,All,8,10.5,-23.8
2020,4,2020-11-15,S08000017,15 - 44,All,47,49,-4.1
2020,4,2020-11-15,S08000017,45 - 64,All,73,67.5,8.1
2020,4,2020-11-15,S08000017,65 - 74,All,65,67,-3
2020,4,2020-11-15,S08000017,75 - 84,All,84,80.5,4.3
2020,4,2020-11-15,S08000017,85 and over,All,64,74,-13.5
2020,4,2020-11-15,S08000017,All ages,All,358,371.5,-3.6
2020,4,2020-11-15,S08000017,All ages,Female,174,185,-5.9
2020,4,2020-11-15,S08000017,All ages,Male,166,157.5,5.4
2020,4,2020-11-15,S08000019,Under 5,All,14,28.5,-50.9
2020,4,2020-11-15,S08000019,5 - 14,All,10,11.5,-13
2020,4,2020-11-15,S08000019,15 - 44,All,143,143.5,-0.3
2020,4,2020-11-15,S08000019,45 - 64,All,143,122,17.2
2020,4,2020-11-15,S08000019,65 - 74,All,90,97.5,-7.7
2020,4,2020-11-15,S08000019,75 - 84,All,120,116.5,3
2020,4,2020-11-15,S08000019,85 and over,All,64,72,-11.1
2020,4,2020-11-15,S08000019,All ages,All,605,617.5,-2
2020,4,2020-11-15,S08000019,All ages,Female,273,278.5,-2
2020,4,2020-11-15,S08000019,All ages,Male,297,293.5,1.2
2020,4,2020-11-15,S08000020,Under 5,All,32,52.5,-39
2020,4,2020-11-15,S08000020,5 - 14,All,20,17,17.6
2020,4,2020-11-15,S08000020,15 - 44,All,210,244.5,-14.1
2020,4,2020-11-15,S08000020,45 - 64,All,229,235,-2.6
2020,4,2020-11-15,S08000020,65 - 74,All,142,159.5,-11
2020,4,2020-11-15,S08000020,75 - 84,All,180,216,-16.7
2020,4,2020-11-15,S08000020,85 and over,All,160,161,-0.6
2020,4,2020-11-15,S08000020,All ages,All,1003,1138.5,-11.9
2020,4,2020-11-15,S08000020,All ages,Female,472,534,-11.6
2020,4,2020-11-15,S08000020,All ages,Male,467,508,-8.1
2020,4,2020-11-15,S08000022,Under 5,All,25,34.5,-27.5
2020,4,2020-11-15,S08000022,5 - 14,All,12,11.5,4.3
2020,4,2020-11-15,S08000022,15 - 44,All,132,159,-17
2020,4,2020-11-15,S08000022,45 - 64,All,154,175,-12
2020,4,2020-11-15,S08000022,65 - 74,All,89,117.5,-24.3
2020,4,2020-11-15,S08000022,75 - 84,All,150,161.5,-7.1
2020,4,2020-11-15,S08000022,85 and over,All,121,133.5,-9.4
2020,4,2020-11-15,S08000022,All ages,All,717,844.5,-15.1
2020,4,2020-11-15,S08000022,All ages,Female,339,395,-14.2
2020,4,2020-11-15,S08000022,All ages,Male,303,351.5,-13.8
2020,4,2020-11-15,S08000024,Under 5,All,39,77.5,-49.7
2020,4,2020-11-15,S08000024,5 - 14,All,13,30.5,-57.4
2020,4,2020-11-15,S08000024,15 - 44,All,335,425.5,-21.3
2020,4,2020-11-15,S08000024,45 - 64,All,321,358.5,-10.5
2020,4,2020-11-15,S08000024,65 - 74,All,232,242,-4.1
2020,4,2020-11-15,S08000024,75 - 84,All,275,279,-1.4
2020,4,2020-11-15,S08000024,85 and over,All,221,207.5,6.5
2020,4,2020-11-15,S08000024,All ages,All,1515,1742.5,-13.1
2020,4,2020-11-15,S08000024,All ages,Female,749,814.5,-8
2020,4,2020-11-15,S08000024,All ages,Male,640,715,-10.5
2020,4,2020-11-15,S08000025,45 - 64,All,5,5.5,-9.1
2020,4,2020-11-15,S08000025,65 - 74,All,5,9.5,-47.4
2020,4,2020-11-15,S08000025,75 - 84,All,7,13,-46.2
2020,4,2020-11-15,S08000025,85 and over,All,7,6,16.7
2020,4,2020-11-15,S08000025,All ages,All,32,46.5,-31.2
2020,4,2020-11-15,S08000025,All ages,Female,13,21.5,-39.5
2020,4,2020-11-15,S08000025,All ages,Male,15,20.5,-26.8
2020,4,2020-11-15,S08000026,15 - 44,All,9,10,-10
2020,4,2020-11-15,S08000026,45 - 64,All,11,7,57.1
2020,4,2020-11-15,S08000026,75 - 84,All,7,7,0
2020,4,2020-11-15,S08000026,85 and over,All,9,4.5,100
2020,4,2020-11-15,S08000026,All ages,All,44,38,15.8
2020,4,2020-11-15,S08000026,All ages,Female,16,15.5,3.2
2020,4,2020-11-15,S08000026,All ages,Male,25,18.5,35.1
2020,4,2020-11-15,S08000028,15 - 44,All,10,10,0
2020,4,2020-11-15,S08000028,45 - 64,All,11,16.5,-33.3
2020,4,2020-11-15,S08000028,65 - 74,All,14,7.5,86.7
2020,4,2020-11-15,S08000028,75 - 84,All,17,17,0
2020,4,2020-11-15,S08000028,85 and over,All,9,15,-40
2020,4,2020-11-15,S08000028,All ages,All,66,74.5,-11.4
2020,4,2020-11-15,S08000028,All ages,Female,40,34.5,15.9
2020,4,2020-11-15,S08000028,All ages,Male,19,30.5,-37.7
2020,4,2020-11-15,S08000029,Under 5,All,19,36,-47.2
2020,4,2020-11-15,S08000029,5 - 14,All,17,19.5,-12.8
2020,4,2020-11-15,S08000029,15 - 44,All,175,180.5,-3
2020,4,2020-11-15,S08000029,45 - 64,All,187,170,10
2020,4,2020-11-15,S08000029,65 - 74,All,120,135.5,-11.4
2020,4,2020-11-15,S08000029,75 - 84,All,177,159.5,11
2020,4,2020-11-15,S08000029,85 and over,All,107,112,-4.5
2020,4,2020-11-15,S08000029,All ages,All,819,839.5,-2.4
2020,4,2020-11-15,S08000029,All ages,Female,414,411,0.7
2020,4,2020-11-15,S08000029,All ages,Male,374,371.5,0.7
2020,4,2020-11-15,S08000030,Under 5,All,20,38,-47.4
2020,4,2020-11-15,S08000030,5 - 14,All,7,22.5,-68.9
2020,4,2020-11-15,S08000030,15 - 44,All,203,203,0
2020,4,2020-11-15,S08000030,45 - 64,All,191,198.5,-3.8
2020,4,2020-11-15,S08000030,65 - 74,All,135,125.5,7.6
2020,4,2020-11-15,S08000030,75 - 84,All,165,172.5,-4.3
2020,4,2020-11-15,S08000030,85 and over,All,128,164,-22
2020,4,2020-11-15,S08000030,All ages,All,877,968.5,-9.4
2020,4,2020-11-15,S08000030,All ages,Female,427,453,-5.7
2020,4,2020-11-15,S08000030,All ages,Male,399,434,-8.1
2020,4,2020-11-15,S08000031,Under 5,All,54,127,-57.5
2020,4,2020-11-15,S08000031,5 - 14,All,32,54.5,-41.3
2020,4,2020-11-15,S08000031,15 - 44,All,564,649.5,-13.2
2020,4,2020-11-15,S08000031,45 - 64,All,642,649.5,-1.2
2020,4,2020-11-15,S08000031,65 - 74,All,363,363,0
2020,4,2020-11-15,S08000031,75 - 84,All,429,456,-5.9
2020,4,2020-11-15,S08000031,85 and over,All,339,324,4.6
2020,4,2020-11-15,S08000031,All ages,All,2542,2820.5,-9.9
2020,4,2020-11-15,S08000031,All ages,Female,1200,1269,-5.4
2020,4,2020-11-15,S08000031,All ages,Male,1144,1229,-6.9
2020,4,2020-11-15,S08000032,Under 5,All,52,84,-38.1
2020,4,2020-11-15,S08000032,5 - 14,All,21,29.5,-28.8
2020,4,2020-11-15,S08000032,15 - 44,All,261,293.5,-11.1
2020,4,2020-11-15,S08000032,45 - 64,All,304,344.5,-11.8
2020,4,2020-11-15,S08000032,65 - 74,All,244,238,2.5
2020,4,2020-11-15,S08000032,75 - 84,All,242,268.5,-9.9
2020,4,2020-11-15,S08000032,85 and over,All,183,179.5,1.9
2020,4,2020-11-15,S08000032,All ages,All,1365,1501.5,-9.1
2020,4,2020-11-15,S08000032,All ages,Female,686,697,-1.6
2020,4,2020-11-15,S08000032,All ages,Male,589,691.5,-14.8
2020,4,2020-11-15,S92000003,Under 5,All,286,541,-47.1
2020,4,2020-11-15,S92000003,5 - 14,All,174,234,-25.6
2020,4,2020-11-15,S92000003,15 - 44,All,2304,2642,-12.8
2020,4,2020-11-15,S92000003,45 - 64,All,2510,2628.5,-4.5
2020,4,2020-11-15,S92000003,65 - 74,All,1697,1782,-4.8
2020,4,2020-11-15,S92000003,75 - 84,All,2091,2201,-5
2020,4,2020-11-15,S92000003,85 and over,All,1598,1648.5,-3.1
2020,4,2020-11-15,S92000003,All ages,All,11100,12328.5,-10
2020,4,2020-11-15,S92000003,All ages,Female,5386,5744.5,-6.2
2020,4,2020-11-15,S92000003,All ages,Male,4954,5421.5,-8.6
2020,4,2020-11-22,S08000015,Under 5,All,13,56.5,-77
2020,4,2020-11-22,S08000015,5 - 14,All,8,21.5,-62.8
2020,4,2020-11-22,S08000015,15 - 44,All,172,168.5,2.1
2020,4,2020-11-22,S08000015,45 - 64,All,227,200,13.5
2020,4,2020-11-22,S08000015,65 - 74,All,141,164.5,-14.3
2020,4,2020-11-22,S08000015,75 - 84,All,196,202,-3
2020,4,2020-11-22,S08000015,85 and over,All,117,165.5,-29.3
2020,4,2020-11-22,S08000015,All ages,All,900,1010,-10.9
2020,4,2020-11-22,S08000015,All ages,Female,457,489,-6.5
2020,4,2020-11-22,S08000015,All ages,Male,399,456.5,-12.6
2020,4,2020-11-22,S08000016,Under 5,All,7,6,16.7
2020,4,2020-11-22,S08000016,15 - 44,All,52,45.5,14.3
2020,4,2020-11-22,S08000016,45 - 64,All,54,60.5,-10.7
2020,4,2020-11-22,S08000016,65 - 74,All,47,44.5,5.6
2020,4,2020-11-22,S08000016,75 - 84,All,68,65,4.6
2020,4,2020-11-22,S08000016,85 and over,All,50,59,-15.3
2020,4,2020-11-22,S08000016,All ages,All,285,290,-1.7
2020,4,2020-11-22,S08000016,All ages,Female,151,146,3.4
2020,4,2020-11-22,S08000016,All ages,Male,122,130,-6.2
2020,4,2020-11-22,S08000017,Under 5,All,5,11.5,-56.5
2020,4,2020-11-22,S08000017,15 - 44,All,41,68.5,-40.1
2020,4,2020-11-22,S08000017,45 - 64,All,62,68.5,-9.5
2020,4,2020-11-22,S08000017,65 - 74,All,60,61,-1.6
2020,4,2020-11-22,S08000017,75 - 84,All,58,93,-37.6
2020,4,2020-11-22,S08000017,85 and over,All,42,70,-40
2020,4,2020-11-22,S08000017,All ages,All,279,403.5,-30.9
2020,4,2020-11-22,S08000017,All ages,Female,121,194,-37.6
2020,4,2020-11-22,S08000017,All ages,Male,141,169,-16.6
2020,4,2020-11-22,S08000019,Under 5,All,8,27.5,-70.9
2020,4,2020-11-22,S08000019,5 - 14,All,11,16,-31.2
2020,4,2020-11-22,S08000019,15 - 44,All,120,117,2.6
2020,4,2020-11-22,S08000019,45 - 64,All,143,142,0.7
2020,4,2020-11-22,S08000019,65 - 74,All,108,99,9.1
2020,4,2020-11-22,S08000019,75 - 84,All,133,124.5,6.8
2020,4,2020-11-22,S08000019,85 and over,All,74,84.5,-12.4
2020,4,2020-11-22,S08000019,All ages,All,624,638,-2.2
2020,4,2020-11-22,S08000019,All ages,Female,304,296,2.7
2020,4,2020-11-22,S08000019,All ages,Male,279,294,-5.1
2020,4,2020-11-22,S08000020,Under 5,All,33,61.5,-46.3
2020,4,2020-11-22,S08000020,5 - 14,All,33,19,73.7
2020,4,2020-11-22,S08000020,15 - 44,All,222,235,-5.5
2020,4,2020-11-22,S08000020,45 - 64,All,229,232,-1.3
2020,4,2020-11-22,S08000020,65 - 74,All,171,178,-3.9
